id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
133979,celestial latitude,عرض (ال...) السماوي,latitude céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133979,,,True,True
133980,celestial longitude,طول (ال...) السماوي,longitude céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133980,,,True,True
133981,celestial mechanics,ميكانيك (ال...) السماوي,mécanique céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133981,,,True,True
130872,celestial poles,أقطاب سماوية,pôles célestes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130872,,,True,True
133982,celestial poles,قطبا السماء,pôles célestes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133982,,,True,True
130873,celestial sphere,كرة (ال...) السماوية,sphère céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130873,,,True,True
133983,celestial sphere (the),كرة (ال...) السماوية,la sphère céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133983,,,True,True
133984,celestial vault (the),قبة (ال...) السماوية,la voûte céleste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133984,,,True,True
130875,census,تعداد,recensement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130875,,,True,True
133985,centaurus,قنطورس,le centaure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133985,,,True,True
130877,center of homology,مركز التشاكل,centre d'homologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130877,,,True,True
130876,center; centre,مركز,centre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130876,,,True,True
130878,centesimal,مئوي,centésimal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130878,,,True,True
133986,centigrade degree,درجة مئوية,degré centigrade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133986,,,True,True
130879,centimetre,سنتيمتر,centimètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130879,,,True,True
130880,central,مركزي,central,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130880,,,True,True
130881,central angle,زاوية مركزية,angle au centre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130881,,,True,True
130882,central conic,قطع مخروطي مركزي,conique au centre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130882,,,True,True
130883,central force,قوة مركزية,force centrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130883,,,True,True
130884,central polyhedral angle,زوايا مركزية كثيرة السطوح,angle polyèdre central,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130884,,,True,True
130885,central projection; gnomonic projection,إسقاط مركزي,projection centrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130885,,,True,True
130886,central quadratic surface,سطح تربيعي مركزي,surface quadratique centrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130886,,,True,True
130887,central symmetry,تناظر مركزي,symétrie centrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130887,,,True,True
130888,central value,قيمة مركزية,valeur centrale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130888,,,True,True
130889,central variable,متغير مركزي,variable centrée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130889,,,True,True
130890,centre of a homothicity,مركز تَحَاكٍ,centre d'une homothétie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130890,,,True,True
130891,centre of a regular polygon,مركز مضلع منتظم,centre d'un polygone régulier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130891,,,True,True
130892,centre of attraction,مركز الجذب,centre d'attraction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130892,,,True,True
130893,centre of buoyancy,مركز العوم,centre de flottement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130893,,,True,True
130894,centre of class,مركز فئة,centre de classe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130894,,,True,True
130895,centre of curvature,مركزالانحناء,centre de courbure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130895,,,True,True
130896,centre of curve,مركز المنحنى,centre de courbe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130896,,,True,True
130897,centre of dilatation,مركز الاستطالة,centre de dilatation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130897,,,True,True
130898,centre of gravity,مركز الثقل,centre de gravité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130898,,,True,True
130899,centre of interval,مركز فترة,centre d'intervalle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130899,,,True,True
130900,centre of inversion,مركز القلب,centre d'inversion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130900,,,True,True
130901,centre of mass,مركز الكتلة,centre de masse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130901,,,True,True
130902,centre of motion,مركز الحركة,centre de mouvement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130902,,,True,True
130903,centre of oscillation,مركز التذبذب,centre d'oscillation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130903,,,True,True
130904,centre of percussion,مركز الصدمة,centre de percussion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130904,,,True,True
130905,centre of pressure,مركز الضغط,centre de pression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130905,,,True,True
130906,centre of projection,مركز الاسقاط,centre de projection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130906,,,True,True
130907,centre of rotation,مركز الدوران,centre de rotation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130907,,,True,True
130908,centre of sheaf; centre of bundle,مركز الحزمة,centre de faisceau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130908,,,True,True
130909,centre of similarity,مركز التحاكي,centre de similitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130909,,,True,True
130910,centre of similitude,مركز التحاكي، مركز التشابه,centre de similitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130910,,,True,True
130911,centre of symmetry,مركز التناظر,centre de symétrie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130911,,,True,True
130912,centrifugal forces; centripetal forces,قوى مركزية طاردة,forces centrifuges,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130912,,,True,True
130913,centrigrade scale,تدريج مئوي,échelle centrigarde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130913,,,True,True
130914,centring,مَرْكَزَةٌ، ضبط التمركز,centrage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130914,,,True,True
130915,centroid,مركز متوسط,centroïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130915,,,True,True
133987,cepheids,قيفاويات (ال...),céphéides,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133987,متغيرات (ال...) الدولية,,True,True
133988,cepheus,قيفاوس,sephée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133988,,,True,True
130916,certain event,حدث مؤكد,événement certain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130916,,,True,True
133989,cetus,قيطس,la baleine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133989,,,True,True
130918,chain,سلسلة,chaîne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130918,,,True,True
130919,chain of sets,سلسلة مجموعات,chaîne d'ensembles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130919,,,True,True
130920,chain rule,قاعدة التسلسل,règle de l'enchaînement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130920,,,True,True
130921,chain rule in differentiation,قاعدة التسلسل في التفاضل,règle de chaîne dans la différentiation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130921,,,True,True
130922,chaining,قياس بالزنجير,chaînage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130922,,,True,True
133990,chameleon,حرباء (ال...),le caméléon,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133990,,,True,True
130923,change of co-ordinates axes,تغيير محاور الاحداثيات,changement d'axes de coordonnées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130923,,,True,True
130924,change of datum,تغيير أساسي الاسناد,changement de repère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130924,,,True,True
130925,change of radix,تغيير الأساس,changement de base,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130925,,,True,True
130926,change of scale,تغيير سلّم القياس(المقياس),changement d'échelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130926,,,True,True
130927,change of unknown,تغيير المجهول,changement d'inconnue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130927,,,True,True
130928,change of variable,تغيير المتغير,changement de variable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130928,,,True,True
130929,characterised polynomial,حدودية مميّزة,polynôme caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130929,,,True,True
130930,characteristic,مميز,caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130930,,,True,True
130931,characteristic curve,منحن مميَّز,courbe caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130931,,,True,True
130932,characteristic equation,معادلة مميِّزة,équation caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130932,,,True,True
130933,characteristic function,دالَّة مميِّزة,fonction caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130933,,,True,True
130934,characteristic numbers,أعداد مميِّزة,nombres caractéristiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130934,,,True,True
130935,characteristic of a logarithm,عدد (ال...) البياني، للوغاريتم,caractéristique d'un logarithme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130935,,,True,True
130936,characteristic of a ring,مميزّة حلقة,caractéristique d'un anneau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130936,,,True,True
130937,characteristic polynomial,كثير الحدود المميِّز,polynôme caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130937,,,True,True
130938,characteristic property,خاصية مميِّزة,propriété caractéristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130938,,,True,True
133991,charioteed,ممسك الأعنّة,le cocher,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133991,,,True,True
130939,choice,اختيار,choix,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130939,,,True,True
130940,chord,وَتَر,corde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130940,,,True,True
130941,chord of contact,وتر التماس,corde de contact; corde tangente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130941,,,True,True
133992,chromosphere,طبقة (ال...) الملونة، كرة (ال...) الملونة,chromosphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133992,,,True,True
133993,chronograph,مسجل الزمن,chronographe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133993,,,True,True
130942,cipher,صفر,zéro,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130942,,,True,True
133994,circinus,بركار (ال...)، فرجار (ال...),le compas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133994,,,True,True
130943,circle,دائرة,cercle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130943,,,True,True
130944,circle of closest contact,دائرة أقرب تماسّ,cercle de contact étroit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130944,,,True,True
130945,circle of curvature,دائرة التقوّس,cercle de courbure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130945,,,True,True
130946,circle of inversion,دائرة التعاكس,cercle d'inversion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130946,,,True,True
130947,circles of latitude,دوائر العرض,cercles de latitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130947,,,True,True
130948,circles of longitude,دوائر الطول,cercles de longitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130948,,,True,True
130949,circular,دائري,circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130949,,,True,True
133995,circular,دائري,circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133995,,,True,True
130950,circular abscissa,إحداثي دائري,abscisse circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130950,,,True,True
130951,circular cone,مخروط دائري,cône circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130951,,,True,True
130952,circular cylinder,أسطوانة دائرية,cylindre à base circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130952,,,True,True
130953,circular function,دالة دائرية,fonction circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130953,,,True,True
130954,circular measure of angles,قياس دائري للزوايا,mesure circulaire d'angles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130954,,,True,True
130955,circular motion,حركة دائرية,mouvement circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130955,,,True,True
133996,circular movement,حركة دائرية,mouvement circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133996,,,True,True
130956,circular polygon,مضلّع دائري,polygone circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130956,,,True,True
130957,circular segment,قطعة دائرية,segment circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130957,,,True,True
130958,circular transformation,تحويل دائري,transformation circulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130958,,,True,True
130959,circulating decimal,جزء عشري دوري,partie décimale périodique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130959,,,True,True
130960,circum-centre,مركز الدائرة المحيطية,centre du cercle circonscrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130960,,,True,True
130961,circum-centre of a triangle,مركز الدائرة المحيطة بمثلث,centre de cercle circonscrit d'un triangle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130961,,,True,True
130962,circumference of a circle,محيط دائرة,circonférence d'un cercle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130962,,,True,True
130963,circumpolar,حول القطب,circumpolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130963,,,True,True
133997,circumpolar,واقع في محيط القلب,circumpolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133997,,,True,True
133998,circumpolar stars,خسّان (ال...),étoiles circumpolaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133998,,,True,True
130964,circumscribed circle,دائرة محيطية,cercle circonscrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130964,,,True,True
130965,circumscribed circle of a polygon,دائرة محيطة بمضلع,cercle circonscrit d'un polygone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130965,,,True,True
130966,circumscribed circle of a triangle,دائرة محيطة بمثلث,cercle circonscrit d'un triangle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130966,,,True,True
130967,circumscribed polygon,مضلّع محيط,polygone circonscrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130967,,,True,True
130968,circumscribed polyhedron,متعدد السطوح المحيط,polyèdre circonscrit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130968,,,True,True
130969,circumscribed sphere of polyhedron,كرة محيطية بمتعدد السطوح,sphère circonscrite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130969,,,True,True
130970,cissoid,منحنى (ال...) اللبلابي,cissoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130970,,,True,True
130971,civil day,يوم مدني,jour civil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130971,,,True,True
130972,class,صنف,classe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130972,,,True,True
130973,class intervals,فترات الصنف,intervalles de classe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130973,,,True,True
130974,class limits,صنف النهايات,limites de classe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130974,,,True,True
130975,class of equivalence,صنف تكاقؤ,classe d'équivalence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130975,,,True,True
133999,classical cepheids,متغيرات (ال...) النمطية، قيفاويات (ال...) النمطية,céphéides classiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=133999,,,True,True
130976,classification,تصنيف,classification,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130976,,,True,True
130977,clock addition,جمع ساعاتي,addition horaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130977,,,True,True
130978,clock arithmetic,حساب ساعاتي,arithmétique horaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130978,,,True,True
130979,clock multiplication,جداء ساعاتي,multiplication horaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130979,,,True,True
130980,clock numbers,أعداد ساعاتية,nombres horaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130980,,,True,True
130981,clockwise; anticlockwise (counter-clockwise),اتجاه حركة عقارب الساعة، اتجاه عكس حركة عقارب الساعة,sens des aiguilles d'une montre; sens contraire des aiguilles d'une montre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130981,,,True,True
130982,closed,مغلق,fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130982,,,True,True
130983,closed curve,منحن مغلق,courbe fermée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130983,,,True,True
130984,closed interval,فترة مغلقة,intervalle fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130984,,,True,True
130985,closed plane figure,شكلٌ مستوٍ مغلقٌ,figure plane fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130985,,,True,True
130986,closed segment,قطعة مغلقة,segment fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130986,,,True,True
130987,closed set,مجموعة مغلقة,ensemble fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130987,,,True,True
130988,closed space curve,منحن فراغي مغلق,courbe fermée dans l'espace,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130988,,,True,True
130989,closed sphere,كرة مغلقة,boule fermée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130989,,,True,True
130990,closed surface,سطح مغلق,surface fermée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130990,,,True,True
130991,closed system,نظام مغلق,système fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130991,,,True,True
130992,closure,انغلاق,fermeture,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130992,,,True,True
134000,cluster,حشد، عنقود,amas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134000,,,True,True
131224,co-ordinate geometry,هندسة إحداثية,géométrie analytique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131224,,,True,True
131225,co-ordinate transformation,تحويل احداثياتي,transformation des coordonnées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131225,,,True,True
131226,co-ordinates,إحداثيات,coordonnées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131226,,,True,True
131227,co-ordinates of a point,إحداثيات نقطة,coordonnées d'un point,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131227,,,True,True
131228,co-ordinates system,نظام احداثيات,système de coordonnées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131228,,,True,True
130993,coaxial circles,دوائر متحدة المحور,cercles coaxiaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130993,,,True,True
130994,coaxial planes; co-axial,مستويات متحدة المحور,plans co-axiaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130994,,,True,True
130995,coaxial triangles,مثلثات متحدة المحور,triangles coaxiaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130995,,,True,True
130996,codomain,مُسْتَقَرّ,codomaine; domaine associé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130996,,,True,True
130997,coefficient,معامل,coefficient,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130997,,,True,True
130998,coefficient differential,معامل تفاضلي,coefficient différentiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130998,,,True,True
130999,coefficient of a linear function,معامل دالةٍ خطية,coefficient d'une fonction linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=130999,,,True,True
131002,coefficient of correlation,معامل الارتباط,coefficient de corrélation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131002,,,True,True
131003,coefficient of direction to a straight line,معامل الاتجاه لِمستقيم,coefficient de direction d'une droite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131003,,,True,True
131004,coefficient of friction,معامل الاحتكاك,coefficient de frottement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131004,,,True,True
131005,coefficient of linear expansion,معامل التمدد الطولي,coefficient d'expansion linéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131005,,,True,True
131006,coefficient of restitution,معامل الامتداد,coefficient de restitution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131006,,,True,True
131007,coefficient of superficial expansion,معامل التمدد السطحي,coefficient d'expansion superficielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131007,,,True,True
131008,coefficient of variability,معامل التغير,coefficient de variabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131008,,,True,True
131009,coefficient of volumetric expansion,معامل التمدد الحجمي,coefficient d'expansion volumétrique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131009,,,True,True
131000,coefficients of an equation,معاملات مُعادَلةٍ,coefficients d'une équation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131000,,,True,True
131001,coefficients of binomial expansion,معاملات المنشور(المفكوك) الحدّاني,coefficients du binôme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131001,,,True,True
134001,coelostat,مثبت الصورة,coelostat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134001,,,True,True
131010,cofactor,متعامل,cofacteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131010,,,True,True
131011,coincide (to),إنطَبَقَّ على,coïncider,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131011,,,True,True
131012,coincide at point,نقطة منطبقة,point coïncident,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131012,على أخرى,,True,True
131013,colatitude,تمام خط العرض,colatitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131013,,,True,True
134002,colatitude,تمام العرض,colatitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134002,,,True,True
131014,collection of terms,مجموعة حدود,collection de termes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131014,,,True,True
134003,collimation axis,محور التجمع,axe de collimation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134003,,,True,True
134004,collimator,مجمّع,collimateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134004,,,True,True
131019,collinear,مُتَسَامِت، على استقامة,colinéaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131019,,,True,True
131015,collinear points,نقط متسامتة,points colinéaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131015,,,True,True
131016,collinear vectors,متجهات متسامتة,vecteurs colinéaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131016,,,True,True
131017,collinearity,تَسَامت,colinéarité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131017,,,True,True
131018,collision,تصادم,collision,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131018,,,True,True
134005,color excess,فرط اللون، فائض,excès de couleur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134005,,,True,True
134006,color index,دليل اللون,indice de couleur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134006,,,True,True
134007,columba,حمامة (ال...),la colombe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=134007,,,True,True
131020,column,عمود,colonne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=131020,,,True,True
