id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
213633,Generalization,تعميم,Généralisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213633,سيرورة معرفية تقوم على تأسيس تصور انطلاقا من عدد من الملاحظات التجريبية.,,True,True
213635,Generative,توليدي,Generative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213635,يقال عن نحو معين إنه توليدي إذا تضمن مجموعة من القواعد (بالإضافة إلى المعجم) قادرة على الحكم على متواليات اللغة بأنها صحيحة أو لاحنة وتمنحها علاوة على ذلك وضعا بنيويا.,,True,True
213636,Generative grammar,نحو توليدي,Grammaire générative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213636,نظرية لسانية أنشأها شومسكي مع لسانيين أمريكيين ما بين سنتي 1960 و1965 وتتوق هذه النظرية إلى وضع نحو كلي للملكة اللغوية، ووضع نظرية للغة ونموذج للقدرة ونموذج الإنجاز.كما تهدف النظرية إلى الوصول إلى أقصى  أنواع  الكفايات وهي التفسير. وهذا النحو بإمكانه تولي,,True,True
213637,Generative semantics,دلالة توليدية,Sémantique générative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213637,في النحو التوليدي، يطرح مكان المكون الدلالي في النحو، بعد أن غير Chomsky نظريته للنحو وأضاف إليه مكونا تأويليا يسند تأويلا دلاليا للبنية العميقة، وبعد ذلك تأسست نظرية كاتز وفودور التي تقضي بضم 'القاموس' و'قواعد الإسقاط' إلى النحو للتوصل إلى التأويل الدلال,,True,True
213638,Generic,اسم جنس,Générique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213638,كلمة تليق  لتسمية طبقة طبيعية من الأشياء.,,True,True
213639,Genetics,وِرَاثِيات,Génétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213639,تعد اللغة من خلال منظور وراثي مثل الكائنات البشرية فهناك لغة أم ولغة أخت، كما ظهرت مصطلحات مثل ولادة لغة جديدة أو لغة حية أو لغة ميتة …إلخ.,,True,True
213640,Genetive case,إعراب الجَرِّ,Cas génétif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213640,الإعراب الذي يسند للمركب الاسم المجرور بالحرف أو بالجر.,,True,True
213641,Genitive,حالة الإضافة,Génitif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213641,في بعض اللغات الإعرابية، حالة المركب الاسمي الواقع في موقع المضاف إليه ويتجسد بإعراب الجر في اللغة العربية.,,True,True
213642,Genotype,أَصْل,Génotype,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213642,شكل نحوي مجرد عند اللساني الروسي شوميجان.,,True,True
213643,Geographical change,تغير جغرافي,Changement géographique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213643,الاهتمام بنطق وكتابة لهجة معينة  وملاحظة الفروق من منطقة إلى  أخرى.,,True,True
213644,Geographical linguistics,لسانيات جغرافية,Géographie linguistique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213644,جزء من علم اللهجات وهي دراسة التنوع في استعمال اللغة عند الأشخاص أو المجموعات من أصول جغرافية مختلفة.,,True,True
213645,Geolinguistics,جغرافية لسانية,Géolinguistique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213645,الصيغة المختزلة للجغرافية اللسانية.,,True,True
213646,Gerund,مَصْدَر فعلي,Gérondif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213646,يعد وجها من أوجه الفعل، ويتألف من جذر فعلي ولاصقة قابلة لتلقي إعراب …إلخ.,,True,True
213647,Gingival,لِثَوِي,Gingival,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213647,صوت يعتمد في تلفظه على اللثة أساسا.,,True,True
213648,Glide,عِلَّة,Glide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213648,صوتية تُنعت عادة بنصف  - صامت أو نصف – صائت، مثل العلل في اللغة العربية(أ) و[و]   و[ي].,,True,True
213649,Gloss,حَاشِيةَ,Glose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213649,إيضاح يرد في المؤلفات المختلفة قصد شرح كلمة أو تفسير بمصطلح قابل للفهم.,,True,True
213650,Glossary,مَلْسَنَة,Glossaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213650,مسرد  لغوي متضمن لمعاني الكلمات النادرة أو غير المعروفة.,,True,True
213651,Glossem,كلوسيم,Glossème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213651,أصغر وحدة في مجال التعبير كما في مجال الدلالة.,,True,True
213652,Glossematics,كلوسيماتية,Glossématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213652,مدرسة أنشأها يمسليف  متتبعا خطى  دوسوسير في تحليل اللغة في ذاتها  لأجل ذاتها، وكل هذا يتأسس على مبدأ التجريب، كما أن الوصف ينبغي أن يكون: أ -  غير متناقض -ب -  شمولي -ج -  بسيط للغاية  ووسيلة المدرسة استقرائية تنطلق  من الخاص (المعطيات) للوصول إلى العام (,,True,True
213653,Glossolaly,لغة المعتوهين,Glossolalie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213653,هذيان كلامي لدى المعتوهين.,,True,True
213654,Glottal,زردمي,Glottal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213654,سمة الصوامت الناتجة عن انفتاح للحنجرة في علاقة مع الحبال الصوتية.,,True,True
213655,Glottalised,مَهْمُوز,Glottalisé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213655,ينعت به الصوت الذي يتضمن حركة مفاجئة لفتحة المزمار.,,True,True
213656,Glottis,زَرْدَمَة,Glotte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213656,فتحة في أعلى الحنجرة.,,True,True
213657,Glottochronology,تاريخ التشعب اللغوي,Glottochronologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213657,تقنية مستعملة لتأريخ اللغات البدائية المشتركة للتواصل إلى الفترة التي انفصلت فيها لغتان  أو عدة لغات متقاربة عن الأصل المشترك.,,True,True
213658,Gnomic,صيغة الثبوت,Gnomique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213658,الصيغة الفعلية الدالة على العادة والاستمرار، مثل المضارع في :  تدور الأرض حول الشمس.,,True,True
213659,Governed,مَعْمُول,Gouverné,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213659,المكون الذي يقع عليه عمل العامل مثل المركب الاسمي المفعول الذي وقع عليه النصب نتيجة عمل الفعل والفاعل بالتأليف.,,True,True
213660,Government,عَمَل,Gouvernement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213660,الأثر الذ يحدثه العامل في المعمول مثل [الرفع] الذي يعد خاصية من خصائص معمول الفعل المتصرف أي الفاعل.,,True,True
213661,Governor,عَامِل,Gouverneur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213661,قد يكون العامل مكونا ظاهرا في الجملة مثل : الابتداء، وتؤثر هذه العوامل  في معمولاتها بأن تسند لها إعرابا (محملا)  يكون نحويا أو إعراب تجرد.,,True,True
213662,Gradation,مُفَاضَلَة,Gradation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213662,صورة بلاغية تقدم سلسلة من الأفكار  بطريقة تصاعدية أو تنازلية.,,True,True
213663,Gradual,تدريجي,Graduel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213663,التقابل التدرجي، حسب تروبتسكوي، هو تقابل صواتي بين وحدتين ذات درجات مختلفة في الانفتاح مثلا أو في علو النغمة في اللغات النغمية.,,True,True
213664,Grammar,نَحْوٌ,Grammaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213664,تعدد مفاهيم النحو بتعدد النظريات  اللسانية، يمكن أن يستخدم منها أربعاً أساسية : -  هو الوصف الكامل للغة -   هو وصف للصرفيات النحوية والمعجمية  ودراسة صيغها و تكوين كلمات أو جمل  فهو يلغي الصواتة و يشبه إلى حد كبير ما يسمى بمجال الصرف و التركيب… -  هو وصف,,True,True
213665,Grammatical,نَحْوِي,Grammatical,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213665,الوظيفة النحوية هي الدور الذي  تلعبه بعض المركبات في الجملة. مثل وظيفتي الفاعل والمفعول.,,True,True
213666,Grammatical case,إعراب نحوي,Cas grammatical,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213666,إعراب الحدود وهو إعراب يسند إلى الفاعل والمفعول أو مفعول الحرف بموجب عمل الصرفة (التطابق) أو الفعل أو الحرف بالتوالي.,,True,True
213667,Grammaticality,نَحْوِيَة,Grammaticalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213667,حكم يصدره المتكلم العفوي للغة ما،  على بناء جملة ما، يشترط فيها أن تكون مكونة وفقا  لنظام القواعد النحوية.,,True,True
213668,Grammaticalization,إضفاء النَّحْوِية,Grammaticalisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213668,تغيير صنف المقولة، في اللسانيات  التزمنية، حين تتحول صرفية معجمية إلى صرفية نحوية خلال تطور لغة معينة.,,True,True
213669,Grammem,وحدة نحوية,Grammème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213669,صرفية نحوية تقابل الصرفية المعجمية  ويمكن أن تكون لاصقة معينة.,,True,True
213670,Graphem,حَرْف,Graphème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213670,عنصر مجرد في نظام كتابي معين يتحقق  بواسطة مادي هو صورة الحرف الخطية.,,True,True
213671,Graphic,خَطِّيّ,Graphique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213671,الوحدة الخطية كلمة بسيطة أو مركبة  مكونة من متوالية من الحروف.,,True,True
213672,Graphic signal,دليل خَطِّي,Signal graphique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213672,مثاله الرسائل والأرقام والعلامات المسجلة على اليوميات لتدل على المواعيد والتشوير الطرقي…إلخ.,,True,True
213673,Graphy,خَطٌّ,Graphie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213673,كل تمثيل خطي للكلمة أو للجملة.,,True,True
213674,Grave,خَفِيض,Grave,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213674,النبر الخفيض علامة، في الفرنسية تدل على الحركة المفتوحة (.).,,True,True
215329,Greimas’ rectangle,مُربّع غريماس، مربّع سيميائيّ,carré sémiotique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=215329,مربع غريماس الذي يعني البنيات الأولية للدلالة، وهو مُسودة سردية تربط بين تعارضات وتناقضات، كما يطلق المربع على تمثيل بصري لتَمفْصل منطقي لمقول سيميائي كيفما كان.,,True,True
213675,Grimm's law,قاعدة كريم,Loi de Grimm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213675,يعد قانون كريم بمثابة استدلال  على مبدأ  اطراد القوانين الصوتية تطورت عنه الصوتيات التاريخية والمقارنة. ويقوم هذا القانون على شرح المبادئ المتماثلة بين اللغات خلال التبدلات الصوتية.,,True,True
213676,Group,مجموعة,Groupe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213676,تعد مجموعة الكلمات مكونا للجملة في  النحو التقليدي، وهذا يماثل ما يسمى المكونات المباشرة عند البنيويين والمركب الاسمي أو الفعلي أو الوصفي أو الحرفي عند التوليديين.-  المجموعة الصوتية هي مجموعة من الأصوات المتجانسة و المؤلفة في شكل متوالية  تكون بين وقفين.,,True,True
213677,Guttural,حَنْجَرِي,Guttural,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213677,سمة الصوامت التي يطلق عليها أيضا الصوامت الحجابية مثل  [ : (ك)  و(ك) وخ ] أو الصوامت الحلقية مثل  (ح) و (ع) أو اللهوية مثل (ه) و[ء]  في العربية.,,True,True
213634,Génération,توليد,Engendrement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213634,إنتاج ما لا حصر له من المتواليات انطلاقا من قواعد محددة ومتناهية.,,True,True
213678,Habitual,متكرِّر,Habituel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213678,جهة الفعل الدال على عمل يحدث باستمرار وله سمات مثل : غير – منته – متكرر – استمراري ….إلخ.,,True,True
213679,Half closed,نِصْف مُنغلِق,Mi fermé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213679,صفة الصائت  الذي يتحقق بارتفاع اللسان نحو الحنك دون أن يكون عاليا بشكل أكبر كما هو حال الحركة المنغلقة. تعد الأصوات الاحتكاكية نصف – منغلقة  لأنها تتضمن انغلاقا في بداية تحقيقها.,,True,True
213680,Half open,نِصْف منفتح,mi-ouvert,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213680,صائت  يكون  اللسان منخفضا خلال تحقيقه.,,True,True
213681,Hapax,نَادِر,Hapax,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213681,كلمة أو عبارة لا يعرف لها سوى مثال واحد في  المتن المحدد.,,True,True
213682,Hapaxepy,ترخيم المتشابه,Hapaxepie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213682,ظاهرة صوتية تقوم على اختزال  صوت من صوتين متشابهين.,,True,True
213683,Haplography,حَذْف تصحيفي,Haplographie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213683,خطأ في الكتابة يقوم على حذف حرف من حرفين متكررين.,,True,True
213684,Haplology,ترخيم المتشابه,Haplologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213684,,,True,True
213685,Harmonic,توافقي,Harmonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213685,الصوت التوافقي أو النغمة الجزئية هو الصوت الناتج عن ذبذبة معقدة لإحدى أطراف الجسم المتذبذب.,,True,True
213686,Harmony,انسجام,Harmonie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213686,الانسجام الصوتي ظاهرة تقرب  جرس صوتية (صامت أو صائت) من جرس أخرى مجاورة لها.,,True,True
213687,Height,درجة، تنغيم,Hauteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213687,درجة الصوت، إصغائيا  هي نوعيته الذاتية، فكلما كان تردد الصوت كبيرا ازداد ارتفاع درجة الصوت.,,True,True
213688,Heteroclit,غير مضطرد,Hétéroclite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213688,صفة الجذر الذي يتحقق من خلال أشكال مختلفة.,,True,True
213689,Heterogeneous,غير متجانس,Hétérogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213689,الاسم غير المتجانس هو الذي يغير  جنسه بانتقاله من عدد إلى آخر.,,True,True
213690,Heteronym,متجانس المعنى,Hétéronyme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213690,كلمات ذات جذور مختلفة مكونة لبنية دلالية معينة مثل: أسماء القرابة وصفات الألوان ….إلخ...,,True,True
213691,Heterorgan,مختلِف المخرج,Hétérorgane,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213691,صوت يخالف صوتا آخر من حيث حيز الاعتماد.,,True,True
213692,Heterosyntagmatic,مختلِف المركَّب,Hétérosyntagmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213692,يستعمل  يمسلف  هذا الوصف ليدل على العناصر المنتمية لمركبات مختلفة.,,True,True
213693,Hiatus,تعاقب صائتين,Hiatus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213693,صائتان متتاليان ينتميان لمقطعين مختلفين.,,True,True
213694,Hidden,خفي,Latent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213694,صوت  لا يظهر في السلسلة الكلامية، لكننا نضطر لتبيانه في النسق.,,True,True
213695,Hieroglyph,هيروغليفية,Hiéroglyphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213695,نسق الكتابة عند قدماء المصريين.,,True,True
213696,Historic,تاريخي,Historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213696,وصف للنحو الذي يهتم عن قرب بتطور اللغات ويحصل تفسيره. وهو يرادف اللسانيات التزمنية.,,True,True
213697,Historical linguistics,لسانيات تاريخية,Linguistique historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213697,دراسة اللغة باعتماد البعد التاريخي في تفسير التحولات الطارئة عليها.,,True,True
213698,Historical phonetics,صوتيات تاريخية,Phonétique historique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213698,علم يتتبع تطور الأصوات عبر المراحل التاريخية للغة.,,True,True
213699,Historical present,مُضَارِع,Présent de narration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213699,مضارع يستعمل في سرد الأحداث.,,True,True
213700,History,تاريخ (مراحل),Histoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213700,تاريخ اللغة هو مجموعة التغيرات  التي تؤثر على بنيتها مع الزمن.,,True,True
213701,Hockett's Box,جَدْوَل هُو كِيتْ,Boîte de Hocket,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213701,تمثيل خطي لبنية الجملة من خلال مكوناتها المباشرة قدمه هو كيت سنة 1958.,,True,True
213702,Holophrastic language,لغة الجمل المفردة,Langage holophrastique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213702,,,True,True
213703,Homeotelente,سَجْع,Homéotélente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213703,انتهاء عدد من الكلمات في جملة واحدة بمقاطع متماثلة. كما تعد القافية نوعا خاصا من السجع.,,True,True
213704,Homogeneous,متجانس,Homogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213704,وصف للمتن اللغوي المنسجم داخليا  انطلاقا من مستوى اللغة المنتقى منها، ومن التفاهم التام بين  متكلمي هذه اللغة ……إلخ.,,True,True
213705,Homogloss,أحادي اللغة,Homoglosse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213705,قاموس يستعمل لغة  واحدة.,,True,True
213706,Homograph,أحادي الكتابة,Homographe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213706,ظاهرة لغوية تجعل لصيغتين بخط واحد ونطق متماثل مدلولين مختلفين، وهذا يشبه إلى حد كبير المشترك اللفظي.,,True,True
213707,Homonym,مشترك لفظي,Homonyme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213707,كلمة تنطق   أو تكتب مثل كلمة أخرى  لكنها تختلف عنها في المعنى.,,True,True
213708,Homophonous,مشترك صوتي,Homophone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213708,كلمة تنطق على شاكلة واحدة ولها معان متعددة.,,True,True
213709,Homophony,اشتراك صوتي,Homophonie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213709,امتلاك كلمتين أو أكثر  لأصوات مماثلة غير أن مدلولات الكلمتين أو الكلمات غير مماثلة.,,True,True
213710,Homorgane,متماثل المخرج,Homorgane,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213710,صفة صوتين أو أكثر، لها حيز اعتماد واحد وسمات مختلفة.,,True,True
213711,Honorific,تشريفي,Honorifique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213711,صفة  الصيغ اللغوية التي تعبر عن التقدير والاحترام، مثال: يقوم   استخدام الضمائر الشخصية في بعض اللغات على مكانة المشاركين في التواصل ونوعية وضعهم الاجتماعي.,,True,True
213712,Human,إنسان,Humain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213712,تعطى خاصية [+ إنسان] الأسماء الحية التي تعني – دلاليا -  الكائنات البشرية الحية.,,True,True
213713,Hybrid,هَجِين,Hybride,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213713,كلمة مكونة، حسب النحو التقليدي، من عنصرين اقترضا من جذور لغات مختلفة.,,True,True
213714,Hyoid,لامي,Hyoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213714,العظم اللامي عظم يوجد في قاعدة اللسان وأعلى الحنجرة.,,True,True
213715,Hypallage,مُشَاكلَة,Hypallage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213715,صيغة بلاغية تعطي للكلمة في الجملة نفسها ما ينبغي أن يعطى لأخرى لكي تلائمها.,,True,True
213716,Hyperbate,مخالفة الترتيب,Hyperbate,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213716,صيغة بلاغية تقلب الترتيب العادي للكلمات في الجملة.,,True,True
213717,Hyperbole,مُبَالَغَة,Hyperbole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213717,صيغة بلاغية تقوم على إعطاء عبارة أو تصور بطريقة المألوف.,,True,True
213718,Hypercorrection,حَذْلَقَة,Hypercorrection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213718,فرط في التصحيح اللغوي ناتج عن اعتقاد مجانب للصواب.,,True,True
213719,Hypocoristic,صيغة تحبّب,Hypocoristique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213719,كلمة تعبر عن المودة والرقة.,,True,True
213720,Hyponymy,نوعية,Hyponymie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213720,يدل مصطلح النوعية على علاقة الانتماء  التي تنطبق على مدلول  الوحدات المعجمية المدروسة. وهو يرتبط  بمنطق الطبقات، فمثلا، ينتمي اسم  [كلب] لنوعية أو جنس هو [حيوان].,,True,True
213721,Hypostase,تحول مقولي,Hypostasis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213721,انتقال كلمة من مقولة نحوية إلى أخرى (يسمى أيضا اشتقاقا ضمنيا).,,True,True
213722,Hypotaxis,رَبْط بالأدوات,Hypotaxe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213722,إجراء تركيبي يقوم بإظهار علاقة التبعية الموجودة بين جملتين متتابعتين بواسطة أدوات مثل حروف العطف.,,True,True
213723,Hypothesis,فَرَضِية,Hypothèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213723,قضية لم تثبت بعد.,,True,True
213724,Hypothetical,افتراضي,Hypothétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213724,صفة بنية  يقوم عليها الاستدلال.,,True,True
213725,Identification,تحقيق، تعيين,Identification,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213725,يعد تحقيق الوحدات أحد الإجراءات مع (التقطيع )  الضرورية لتحديد الوحدات اللغوية والتعرف على العنصر الواحد من خلال تحقيقاته المختلفة نحو ضبط كيفية إنجاز الصوتية [س] مثلا.,,True,True
213726,Ideogram,كتابة تمثيلية (رمزية),Idéogramme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213726,نوع خطي مشابه للفكرة أو مماثل للحدث أو النوعية مثل الكتابة الصينية والكتابة الهيروغليفية.,,True,True
213727,Ideographic,كتابة تمثيلية (رمزية),Idéographique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213727,نسق من الخطوط الكتابية الرامزة للأفكار والمفاهيم مثل  الصينية القديمة والهيروغليفية.,,True,True
213728,Idiographem,كتابة خاصة,Idiographème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213728,كل تنوع شخصي أو نفسي في كتابة حرف من الحروف.,,True,True
213729,Idiolect,لهجة فردية,Idiolecte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213729,مجموع التعابير التي ينتجها شخص واحد في فترة معينة ويتبين بأنها نوع من الأنساق الخاصة.,,True,True
213730,Idiom,لهجة خاصة,Idiome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213730,استعمال لغوي أو لهجي تنفرد به عشيرة لغوية معينة.,,True,True
213731,Idiomatic,عبارة جامدة,Idiomatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213731,عبارة ترد في لغة بعينها ولا يمكن استخلاص معناها من خلال بنية كلماتها كما يصعب ترجمتها إلى لغة أخرى.,,True,True
213732,Idiophon,أداء صوتي فردي,Idiophone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213732,خاصية صوتية  مميزة للفرد.,,True,True
213733,Idiophonem,صوت فردي,Idiophonème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213733,وحدة صوتية خاصة بلهجة الفرد.,,True,True
213734,Idiosyncrasy,فردي، خصوصي,Idiosyncrasie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213734,يتوق الأشخاص، أمام مجموعة  من المعطيات المتشابهة، إلى إيجاد طريقة مخالفة  عن الآخرين في تنظيمها وذلك  حسب ظروفهم الفكرية والشعورية، بهذا  يكون لهم تصرف فردي أو سلوك فردي تجاه لغتهم.,,True,True
213735,Idiotisme,تعبير خاص بلغة معينة,Idiotisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213735,كل تعبير تختص به لغة معطاة دون أن يكون لسواها تركيب  مماثل.,,True,True
213736,Illative,حكم الدخول في الشيء,Illatif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213736,حالة إعرابية تعبر عن الدخول في المكان.,,True,True
213737,Illetrate,أُمِّيّ,Illettré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213737,شخص لا يعرف الكتابة والقراءة.,,True,True
213738,Illocutionnary,إنجازي,Illocutionnaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213738,يوصف به كل فعل كلامي ينجز أو يتوق لإنجاز الحدث المعين، حسب أوستن.,,True,True
213739,Imitative,حكائي,Imitatif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213739,صفة للصوت الذي يحاكي الأصوات الطبيعية.,,True,True
213740,Immanent,ملازم,Immanent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213740,في الكلوسيماتية،  صفة  تحدد البنيان من خلال العلاقات الداخلية للألفاظ.,,True,True
