id,english,arabic,french,german,uri,description,vt,uatv,image_uri_remote,image_uri_extract
86706,casual shirt,قميص مريح,chemise de loisirs,Freizeithemd (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86706,قميص ذو طابع رياضي ومريح يشمل كل الأقمصة التي لا تتطلب وضع ربطة عنق والتي يمكن أسدالها على السروال.,False,False,,
84573,casual style,نمط الحياة العادية,style simple,Easy-life-stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84573,نمط أو موضة بدون تكلف مع الحفاظ على طابع الأناقة وهو مشابه الى حد كبير مع نمط وقت الفراغ.,False,False,,
87034,casual trousers,سروال غير رسمي,pantalon décontracté,Pulloverhose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87034,سروال رجالي مريح ذو حزام، يلبس مع السترة أو القميص.,False,False,,
87146,casual trousers,سروال مكتبي,pantalon de ville,Straßenhose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87146,سروال رجالي طويل مصنوع من خيوط ممشطة يلبس مع سترة من نفس نوع القماش واللون للعمل المكتبي.,False,False,,
87132,casual trousers / slacks,سروال رياضي,pantalon sport,Sporthose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87132,سراويل رياضية من مختلف الأشكال والألوان لممارسة العديد من الأنواع الرياضية أو الأنشطة الأخرى.,False,False,,
84574,casual wear,زي وقت الفراغ,casual wear / vêtements décontractés,Casualwear (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84574,مختلف الألبسة الرياضية الفردية الذي يلبس في مختلف المناسبات الغير الرسمية.,False,False,,
84749,casual wear,ملابس مريحة,mode sans contraintes,Leger Kleidung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84749,بذلات وسترات للحياة اليومية أو غير الرسمية وتصنع هذه الملابس من مواد مختلفة.,False,False,,
86580,casual wear,ملابس الحياة اليومية,costumes et blousons,Allround-Bekleidung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86580,بذلات وسترات للحياة اليومية تصنع من مواد مختلفة حسب وظيفتها.,False,False,,
86522,category,صنف,catégorie,Kategorie (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86522,يعني هذا المصطلح في عالم النسيج تقسيم السلع على 123 مرتبة تشمل كل ما يتغلق بالخيوط والنسيج وحتى البضاعة الجاهزة,False,False,,
86707,catsuit,لباس القطة,catsuit,Catsuit (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86707,لباس نسائي ضيق يغطي الجسم بكامله على شكل قطعة واحدة ويلبس مباشرة على الجسم.,False,False,,
84575,catwalk,المنصة,podium / défilé,Catwalk (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84575,الممر المخصص لمرور عارضات وعارضي الأزياء,False,False,,
85520,causticaire,اختبار درجة النضج,test source de maturité,Reifegrad-Quelltest (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85520,اختبار للنضج  تم تطويره في الولايات المتحدة (طريقة جولدويث)، يعتمد على  إلى حقيقة كون مختلف الألياف الناضجة تتضخم بطريقة مختلفة بحسب اختلاف محتواها من السليلوز في محلول هيدروكسيد الصوديوم.,False,False,,
83874,cavalry twill,قماش خَيَّالَة,sergé de cavalerie,Kavallerie-Twill (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83874,قماشٌ ذو تركيبٍ مبرديّ خاص بملابس الفروسية.,False,False,,
84724,caviar pattern,نموذج الكافيار,motif caviar,Kaviar-Muster (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84724,رسم لخيوط متعددة الألوان أو نموذج 'الملح والفلفل' بتباين خفيف في الألوان.,False,False,,
84725,caviar spots,طراز مرقط,taches de caviar,Kaviartupfen (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84725,أشكال بحجم رأس الدبوس. نقط متناثرة ، غالبا ما تكون محاكة.,False,False,,
86232,cell layer,طبقة الخلايا,couche de cellules,Zellenschicht (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86232,طبقات (تراكمات) نفس الخلايا أو لخلايا مختلفة. تتألف ألياف الصوف مثل (شعر الحيوان)  من طبقات مختلفة ومتعددة من الخلايا.,False,False,,
83086,cellophane tape,شريط سلوفان صغير,ruban de cellophane,Cellophan-Bändchen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83086,خيط غزل برّاق عديم اللون يعطي لمعة مُتلونة ألوان قوس قزح أوشبيهة بلمعة الصدف (عرق اللؤلؤ).,False,False,,
85707,cellulose fibers,ألياف سليلوزية,fibres cellulose,Zellulose-Fasern (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85707,ألياف طبيعية (نباتية) أو صناعية يعتبر السليلوز أهم العناصر المكونة لها. تكون عادة عبارة عن شعيرات في الألياف الصناعية أو عبارة عن ألياف تيلية في الألياف الطبيعية.,False,False,,
86571,certificate,شَهَادَة,certificat,Zertifikat (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86571,تقرير الفحص طبقا للمعهد الألماني للمعايير بالنسبة للأهداف التجارية,False,False,,
86530,certificate of origin for leather products,شهادة أصل الجلد,étiquetage des articles en cuir,Lederpaß,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86530,تصريح دقيق بنوع الحيوان ومميزات التصنيع وعمليات الدباغة لكل قطعة ملابس.,False,False,,
86572,certification,تَصْدِيق,certification,Zertifizierung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86572,شهادة من طرف المراجع تثبت تلبية معايير الجودة التي يتطلبها المعهد الألماني للمعايير.,False,False,,
86708,chador,جادور,tchador / chador,Chador (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86708,لباس نسائي منتشر خاصة في إيران. عبارة عن قطعة قماش كبيرة الحجم تغطي كامل جسد المرأة من رأسها حتى أخمص قدميها دون وجهها وكفيها.,False,False,,
85196,chain,سلسلة,chaîne,Kette (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85196,,False,False,,
83089,chainette yarn,خيط غزل أسطواني,fils de chaînette (fil à tricoter),Chainette-Garn (n) (Rundstrickgarn),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83089,خيوط غزل أُنتجت على ماكينات تريكو دائرية مُصغرّة، باستخدام خيوط غزل ذات ألياف مستمرة  تستعمل في صناعة أقمشة التريكو العصرية.,False,False,,
83581,chaineuse,شينيوز,chaîneuse,Chaineuse (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83581,حشوة بسيطة ذات تركيب نسيجي مباشر من خيوط سميكة وخيط حشو تستعمل كبطانة لقماش التريكو.,False,False,,
86240,"chair leather / flesh split leather ,",جلد نسيجي,cuir retourné,"Chairleder (n),",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86240,جلد غزال بدرجة نعومة عالية يستعمل على الخصوص لصناعة القفازات.,False,False,,
84576,chalet style,طراز ريفي,style montagnard,Chalet-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84576,طرازمن اللباس الشتوي والريفي يتميز بتنورات واسعة وطويلة.,False,False,,
86241,chamois leather,جلد الشامواة,peau de chamois,Chamois-Leder (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86241,جلد ناعم وخفيف ذو لون أصفر طبيعي يستعمل في صناعة بعض الألبسة الصيفية.,False,False,,
86242,chamois leather,جلد الشامواة,cuir chamois,Gemsenleder (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86242,جلد ناعم وخفيف ذو لون أصفر طبيعي يستعمل في صناعة بعض الألبسة الصيفية.,False,False,,
86361,chamois leather,جلد الشامواة,cuir chamoisé,Sämisch-Leder (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86361,جلد ناعم وخفيف ذو لون أصفر طبيعي يستعمل في صناعة بعض الألبسة الصيفية.,False,False,,
82940,change of burr,تغيّر التضليع,côte inversée,Gratwechsel (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=82940,في حالة الأقمشة ذات التراكيب النسجية المبردة، مُصطلح يُقصد به تحوّل تضليع البنية النسجية في الاتجاه العكسي. مثال ذلك: التحوّل من تضليع على شكل الحرف 'S' إلى تضليع على شكل الحرف 'Z'.,False,False,,
83585,changeable silk / shot silk,متلون,changeant,Changeant (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83585,قماش تافتاه يتميز بتأثيرات لونية مختلفة.,False,False,,
87275,chapka,قبعة الشابكا,chapka,Chapka,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87275,تسمى كذلك تشابكا، وهي في الأصل قبعات عسكرية كان يرتديها 'الأولان' (فرقة الفرسان الرماحون في بولونيا) كما ارتداها أيضا 'الهوسار' (جنود  من قسم السوارى الخفيفة فى الجيوش الأوروبية)، تتخذ هذه القبعة أشكالا مختلفة، ولكن دائما ما يكون ظهر القبعة مربع الشكل في نهاية الرأس.,False,False,,
87277,charm bracelet,سوار الحظ,charms,Bettelarmband (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87277,سوار تتدلى منه أشكال ورموز صغيرة جالبة للحظ  كمكعبات لعبة النرد أو قطع نقدية أو أوراق نبات النفل. وهو قطعة توضع للزينة مستوحاة من شكل سلاسل الساعات البافارية المعروفة بشاري فاري، كانت مفضلة لدى كل من مارلين مونرو وبرجيت باردو.,False,False,,
83587,charmelaine,شارملين,charmelaine,Charmelaine (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83587,قماش صوفي من خيوط ناعمة وطرية يتميز بسطح حبيبي وخيوط مائلة ناعمة.,False,False,,
83588,charmeuse,حرير فاتِن,charmeuse,Charmeuse (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83588,حرير طبيعي فاخر يستخدم في صناعة الملابس الثمينة.,False,False,,
86709,chastity trousers,سروال العفة,pantalon de chasteté,E-Hose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86709,حزام عفة عال التقنية للنساء. يبدأ السروال الإلكتروني في الرنين عند تعرض صاحبته لخطر وشيك. بالنسبة للرجال الغيورين جدا يمكن تزويد الهاتف النقال بتطبيق يصدر إشارة تحذيرية.,False,False,,
86710,chasuble / closed on one side,فستان على شكل رداء القداس,robe chasuble,Chasuble-Kleid (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86710,فستان نسائي طويل بدون أكمام قد يصل إلى الركبتين.,False,False,,
84915,chasuble pleats,طيات الكَاهِن,plis chasubles,Chasuble-Falten (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84915,طيات مجوفة ممتدة على الكتف بالمعاطف والسترات والفساتين.,False,False,,
84916,chasuble shoulder,كتف الكَاهِن,emmanchure chasuble,Chasuble-Schulter (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84916,أنظر: طيات الكَاهِن.,False,False,,
87278,chatelaine,إِبْزِيم,châtelaine,Chätelaine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87278,مشبك أو إبزيم للحزام أو للحقيبة.,False,False,,
84580,check,تربيعات,check,Check (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84580,رسومات نموذجية صغيرة وغالبا ما تكون صغيرة ويتم تلوينها وضمها الى أخرى كبيرة,False,False,http://www.arabterm.org/typo3temp/pics/07c017ffba.jpg,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/34_84580.jpg
84722,check,مربعات,carreaux,Karos (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84722,مساحات مصبوغة مربعة الشكل ومتكررة، أو خطوط متقاطعة في الزوايا اليمنى.,False,False,,
84721,check pattern,نموذج مربعات,motif à carreaux,Karomuster (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84721,رسومات منسوجة أو مطبوعة وملونة بخطوط متقاطعة طولا وعرضا مع تغييرات كثيرة.,False,False,,
83589,cheesecloth,قماش جبنة,gaze,Cheesecloth,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83589,قماش هندي منسوج بطريقة يدوية من خيوط غزل قطنية عالية البرم.,False,False,http://www.arabterm.org/typo3temp/pics/bb3268cb95.jpg,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/34_83589.jpg
83871,cheesecloth,شاش رقيق,toile à fromage en lin,Käseleinen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83871,كريب هندي، نسيج كتّاني ناعم.,False,False,,
83090,chemical fibers filament with fibers optics,خيط بصري,filament de fibres synthétiques avec fibres optiques,Chemiefaserfilament (n) mit Faseroptik,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83090,خيط غزل مصنوع من ألياف بصرية.,False,False,,
83091,chemical fibers yarns,خيوط غزل من الألياف الصناعية,fils de fibres synthétiques,Chemiefasergarne (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83091,خيوط غزل مصنوعة من ألياف صناعية بطريقة غزل ثانوية دون إضافة ألياف طبيعية لها، بحيث تغزل الخيوط  من ألياف اصطناعية محددة الطول مقطوعة أو مشقوقة تنتج من البوليمرات الصناعية (كالبولي إستر) أو الطبيعية (مثل: الفسكوز).,False,False,,
83092,chemical-cut ribbon,طبقة شريطية مشقوقة من الألياف الصناعية,bandelette synthétique,Chemieschnittbändchen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83092,طبقة شريطية مشقوقة ليست عريضة مصنوعة من رقائق من عديد بروبيلين أو عديد إيثيلين. يتم سحبها قبل أو بعد عملية الشق بواسطة محور أحادي.,False,False,,
86711,chemisette / habit shirt,صِدَار نسائي,sous-chemise,Chemisette (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86711,1. صِدَار: ثَوْبٌ يُغَطِّي الصَّدْرَ يلبس مع البدلات. 2. قَمِيص نِسَائِيّ داخلي.,False,False,,
83405,chenille effect yarn / chenille yarn,خيط يسروع مزوي للزخرفة,chenille,"Raupen-Effektzwirn (m), Raupenzwirn (m)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83405,خيط مبروم يستعمل للزخرفة، وبه عقد طولية متينة. وعند إجراء عملية البرم يتم إيقاف الخيط الأساسي لبعض الوقت بحيث تتكدس خيوط الزخرفة على الخيط الأساسي، أو الخيوط المزوية المبرومة مسبقاً بأبعاد محددة.,False,False,,
83093,chenille yarn,خيط غزل شانيل,fil de chenille / fil de poil,Chenillegarn (n) (Florgarn),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83093,خيط غزل مرن ومستدير ومخمليّ المظهر. في شكل رباط 'فرنشة'، مع شعيرات عرضية على المحور الطوليّ لخيط الغزل،,False,False,,
83406,chenille yarn,قماش دودة اليسروع,fil chenille,Raupengarn (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83406,قماش نسيجي ناعم بمظهر مخملي متميز.,False,False,,
83429,chenille yarn,خيوط معيبة,chenille,Schroppfaden (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83429,خيط غزل به عيوب ناجمة عن سحب حلزوني لجزء منه، ويُسمى كذلك خيط يسروع أو خيط 'كراخر'.,False,False,,
86712,cheongsam / Chinese dress,شيونغسام,cheongsam / robe chinoise,Cheongsam,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86712,فستان من الحرير للنساء يلبس بشكل ضيق ليبرز معالم الجسم، يرجع أصله إلى منشوريا قبل أن يتطور في شانغاي وينتشر على المستوى العالمي.,False,False,,
84062,chequerboard check,رقعة الشِّطْرَنْج,échiquier,Schachbrettkaro (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84062,تصميم على شكل مربعات من لونين مختلفين تشبه مربعات رقعة الشِّطْرَنْج,False,False,,
84581,chequered,شكل مربع,quadrillé,Fadenkaro (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84581,مربع بخيوط رفيعة وتكون غالبا بلونين. نماذج بأشكال رفيعة وصغيرة، وذلك بترتيب طبقات غليظة من الخيوط في شكل سلاسل ولحمات.,False,False,http://www.arabterm.org/typo3temp/pics/e843b4fe22.jpg,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/34_84581.jpg
86713,chesterfield,معطف شسترفيلد,chesterfield,Chesterfield (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86713,معطف رجالي أنيق يتميز بتصميمه الضيق والطويل مع زوجين من الأزرار غالبا ما يكون رمادي اللون.,False,False,,
83094,cheviot wool / cheviot yarn,صوف شفيوت، خيط غزل شفيوت,cheviotte / fil cheviot,"Cheviot-Wolle (f), Cheviotgarn (n)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83094,صوف لامع ذو  مظهر جعيد بسيط ولا يوجد به سوى حراشِف دقيقة.,False,False,,
86243,chevreau leather,جلد الجَدْي,peau de chevreau,Chevreau-Leder (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86243,جلد خفيف وناعم يستعمل على الخصوص لصناعة الملابس الجلدية الفاخرة.,False,False,,
83591,chevron,شارة,chevron,Chevron (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83591,تركيب نسيجي يشبه الشرائط المثلثة على كتف الجنود.,False,False,,
83592,chiffon,قماش الشيفون,chiffon,Chiffon (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83592,قماش خفيف وشفاف منسوج من خيوط رفيعة من القطن أو الحرير الطبيعي أو الألياف الصناعية.,False,False,,
83593,chiffon velvet,شيفون مُخَملي,velours chiffon,Chiffon-Samt (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83593,قطيعة خفيفة وناعمة ذات خيوط غزل كثيفة، تتميز بكون زغب القطيفة يسير في اتجاه السداء مع تضليعات عرضية.,False,False,,
84727,children’s clothes,ملابس الأطفال,vêtements pour enfants,Kinderkleidung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84727,تعكس الوضع الإجتماعي للوالدين. لهذا تتغير موضة أطفال الطبقة العليا كثيرا مقارنة بأطفال الطبقة الدنيا,False,False,,
86244,chinchilla,شنشيلة,chinchilla,"Chinchilla (f,n)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86244,فرو أحد أنواع القوارض الجنوب أمريكية يتميز بنعومته ولمعانه البالغين.,False,False,,
83598,chinette,كريب شينيتيه,chinette,Chinette (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83598,شبيه كريب من الحرير الطبيعي والألياف الكيميائية المستمرة يكون فيه خيط الكريب عالى البرم في السداء وليس في اللُحمة، وذلك على العكس من كريب دي شين.,False,False,,
86714,chino trousers / chinos,سروال شينو,pantalon chino,"Chino-Pants pl., Chinos (f), pl.",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86714,سروال مصنوع من قماش قطني خفيف مناسب للقيام بالأنشطة الرياضية أو الترفيهية,False,False,,
83599,chintz,قماش قطني مطبوع,chintz,Chintz (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83599,قماش قطني مطبوع ذو مظهر لامع وتركيب نسيجي كثيف.,False,False,,
85462,chintz,شِيت,Zitz,Zitz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85462,نَسِيجٌ قُطْنِيّ لامع بزخارف وألوان زاهية تستعمل للأفرشة.,False,False,,
83595,chiné,صيني,chiné,Chiné (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83595,أقمشة يتم فيها طباعة خيوط السداء جزئياً بخيوط اللحمة المُساعدة بعد القص، وتُنسج في الغالب بعد ذلك بخيوط اللحمة السادة.,False,False,,
83596,chiné jacquard,جاكار صيني,jacquard chiné,Chiné-Jacquard (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83596,طباعة السداء بنموذج جاكارد إضافي.,False,False,,
83597,chiné tweed,شينيه تويد,tweed chiné,Chiné-Tweed (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83597,تويد يتم إنتاجه باستعمال تقنية النسج والتركيب النسيجي يكون فيه مسار اللون ناعما ومنسلا في اتجاه اللحمة.,False,False,,
84256,chlorine retention,خاصية الاحتفاظ بالكلور,rétention de chlore,Chlorretention (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84256,معالجة الأقمشة القطنية بالراتينجات لحفظها من التجعد وهو ما يجعلها تمتص الكلور مما يعرض هذه الأقمشة للتلف وزوال اللون مع التعرض للحرراة.,False,False,,
85866,chlorofiber,ألياف الكلور,chlorofibre,"Chlorofasern (f), pl.",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85866,ألياف عديد الفينيل المعالجة بالكلور الذي يشكل أكثر من 50 من وزنها.,False,False,,
83095,chlorofiber yarns,خيوط ألياف الكلور,fils de chlorofibre,Chlorfasergarne (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83095,خيوط غزل مصنوعة من ألياف الكلور، تُصنع عن طريق بلمرة سلاسل مستقيمة من الجزيئات، وتحتوي على أكثر من 50% كلوريد عديد فينيل أو كلوريد عديد فينيلدين.,False,False,,
87280,choker,قلادة شوكر,collier ras du cou,Choker,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87280,قلادة ذات صف واحد تلبس على العنق بشكل ضيق وتتشكل من مجوهرات كبيرة الحجم.,False,False,,
86245,chrome-tanned leather,جلد الكروم,cuir tanné au chrome,Chromleder (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86245,جلد مدبوغ بأملاح الكروم.,False,False,,
85930,cibre de céramique,ألياف السيراميك,ceramic fiber,Keramikfaser (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85930,ألياف معدنية ذات مقاومة عالية للحرارة  المختلفة  الاستقرار الكيميائي الممتاز ومقاومة قوية للصدمات الحرارية تصنع بصهر رمال الكوارتز مع أكسيد الألمونيوم وأكسيد الزركونيوم وتستعمل في العديد من التطبيقات الصناعية.,False,False,,
87242,cigarette trousers,سروال السيجار,pantalon cigarette,Zigarettenhose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87242,سراويل مستقيمة ونحيفة للرجال والنساء.,False,False,,
83600,cigongne,قماش سيجون,cigogne,Cigogne (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83600,'لقلاق' قماش حريري مخملي مقاوم للماء ويحتفظ به لمدة قصيرة.,False,False,,
84917,cinch back,إبزيم خلفي,sangle en arrière,Cinch-back (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84917,إبزيم أو حزام  خلفي لتثبيت سروايل الجينز.,False,False,,
86970,cincher cumberbund,حزام داعم,serre taille gainant,Miederband (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86970,حزام داعم مزود بعصيّات بطول 4 سنتيمتر من أجل منع السروال من الانزلاق,False,False,,
85101,circle collar,ياقة دائرية,fraise,Tellerkragen (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85101,یاقة دائرية منبسطة على شكل صحن يحيط بالعنق,False,False,,
83601,cisélé,سيزليه,ciselé,Cisélé (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83601,نسيج حبيبي قابل للتكمش ذو انسيابية جيدة تشبه الحرير ويمتص الماء.,False,False,,
87138,city coat,معطف رسمي,manteau citadin,Stadtmantel (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87138,معطف ذو تصميم كلاسيكي يُلبسُ في لقاءات الأعمال.,False,False,,
84584,city look,نمط المدينة,look business,City-Look (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84584,أنظر لباس المدينة.,False,False,,
84585,city sportswear,لباس المدينة الرياضي,vêtements de sport chics,City-Sportswear (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84585,انظر لباس المدينة.,False,False,,
84586,city style,نمط المدينة,style business,City-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84586,الثياب الراقية المصنوعة من القطن أو النسيج,False,False,,
84587,city wear,لباس المدينة,vêtements business,City-Bekleidung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84587,غير ملائمة لأوقات الرياضة أو أوقات الفراغ. وفي المعنى العصري هو لباس للسيدات والرجال للحياة اليومية والعملية وهو بعكس لباس رجال الاعمال غير مقيد بلباس محدد و صارم.,False,False,,
84588,city wear,زي المدينة,mode business,Citywear (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84588,انظر لباس المدينة.,False,False,,
84728,classic,كلاسيك,classique,Klassiker (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84728,ملابس أثبتت جدارتها على الموضة الحالية، لأنها عمليّة و تُعدد استعمالها وقابليتها للتكيّف مع أساليب كثيرة.,False,False,,
84729,classics,كلاسيكيات,classiques,Klassiks,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84729,أشكال وزخارف صغيرة كلاسيكية مكررة لا تطرأ عليها تغييرات كثيرة من سنة إلى أخرى، بألوان قليلة  أثناء عملية طبع الثوب.,False,False,,
86526,classification,تصنيف,classification,Klassifizierung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86526,تحديد مجموعة من المعايير لتصنيف المواد الأولية المستعملة في المنسوجات والتي تحدد جودة وسعر المادة.,False,False,,
86524,classification grades,درجة التصنيف,grade (coton),Klassier Klassen (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86524,درجة تصنيف القطن وتختلف حسب طريقة الزراعة من منطقة لأخرى ، بالإضافة إلى التصنيف حسب درجة احتوائه على البقايا.,False,False,,
85319,clean fibers,ألياف نظيفة,fibres propres,Sauberfasern (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85319,ألياف كيميائية من الجيل الرابع تتميز بسهولة تنظيفها.,False,False,,
84589,clean look,نمط نقي,style clean,Clean-Look (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84589,اسم جامع للموضة النسائية العملية والنقية والمناسبة والشبابية. وتكون غالبا ما تكون بزخارف بيضاء.,False,False,,
