id,english,arabic,french,german,vt,uatv,has_image,uri
61353,data compaction,كَبْسُ الْمُعْطَيَات,compactage de données,Datenkomprimierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61353
61354,data compression,كَبْسُ الْمُعْطَيَات,compression de données,Datenkompression,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61354
61355,data conversion,تَحْوِيلُ مُعْطَيَات,conversion de données,Datenkonvertierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61355
61356,data description language (DDL),لُغَةُ وَصْفِ مُعْطَيَات,langage de description de données,Datenbeschreibungssprache (DDL),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61356
61357,data entry,إِدْخَالُ مُعْطَيَات,introduction de données,Dateneingabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61357
61358,data error,غَلَطٌ فِي الْمُعْطَيَات,erreur de données,Datenfehler,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61358
61359,data exchange,تَبَادُلُ الْمُعْطَيَات,échange de données,Datenaustausch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61359
61360,data field,مَجَالُ الْمُعْطَيَات,champ de données,Datenfeld,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61360
61361,data file,مِلَفّ مُعْطَيَات,fichier de données,Datendatei,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61361
61362,data format,شَوْكَلُ مُعْطَيَات,format de données,Datenformat,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61362
61389,datagram,كُتْلَةُ مَعْلُومَات,datagramme,Datagramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61389
61363,data hierarchy,تَرَاتُبُ مُعْطَيَات,hiérarchie de données,Datenhierarchie,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61363
61364,data independence,اسْتِقْلال مُعْطَيَات,autonomie de données,Datenunabhängigkeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61364
61365,data input,إدْخَالُ الْمُعْطَيَات,entrée de données,Dateneingabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61365
61367,data locking,كُمُول مُعْطَيَات,verrouillage de données,Datensperrung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61367
61366,data locking,إِزْلاجُ مُعْطَيَات,verrouillage de données,Datensperrung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61366
61368,data management,تَدْبِيرُ مُعْطَيَات,gestion de données,Datenverwaltung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61368
61369,data manipulation language (DLM),لُغَةُ تَنَاول المعطيَات,langage de manipulation de données,Datenbearbeitungssprache (DLM),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61369
61370,data medium,وَسِيطُ مُعْطَيَات,support de données,Speichermedium,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61370
61371,data output,إخْراجُ الْمُعْطَيَات,sortie de données,Datenausgabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61371
61372,data pen,قَلَمٌ كُهْرُوبِيٌّ,crayon électronique,Datenstift,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61372
61373,data processing,مُعَالَجَةُ الْمُعْطَيَات,traitement de données,Datenverarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61373
61374,data processing center,مَرْكَزُ مُعَالَجَةِ الْمُعْطَيَات,centre de calcul,Rechenzentrum,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61374
61375,data protection,حِمَايَةُ مُعْطَيَات,protection de données,Datenschutz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61375
61376,data purification,اصْطِحَاحُ مُعْطَيَات,validation de données,Datenbereinigung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61376
61377,data record,تَسْجِيلَةُ الْمُعْطَيَات,enregistrement de données,Datensatz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61377
61378,data reduction,تَقْلِيصُ مُعْطَيَات,réduction de donneés,Datenreduktion,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61378
61379,data reliability,وُثُوقِيَّةُ مُعْطَيَات,fiabilité de données,Datenzuverlässigkeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61379
61380,data retrieval,اسْتِرْجَاع مُعْطَيَات,extraction de données,Datenabruf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61380
61381,data security,سَلامَة مُعْطَيَات,sécurité de données,Datensicherheit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61381
61382,data sink,مُسْتَقْبِل مُعْطَيَات,récepteur de données,Datensenke,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61382
61383,data source,مَصْدَرُ الْمُعْطَيَات,source de données,Datenquelle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61383
61384,data speed,صَبِيبُ مُعْطَيَات,débit de données,Datendurchsatz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61384
61385,data station,مَحَطَّةُ الْمُعْطَيَات,station de données,Datenstation,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61385
61386,data structure,بِنْيَةُ مُعْطَيَات,structure de données,Datenstruktur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61386
61387,data transmission,إرْسَالُ الْمُعْطَيَات,transmission de données,Datenübertragung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61387
61388,data type,صِنْفُ الْمُعْطَيَات,type de données,Datentyp,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61388
61390,deactivate,إخْمَاد,désactiver,deaktivieren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61390
61391,dead,مُعَطَّل,hors service,,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61391
61393,deadline,آخِرُ أَجَل,date limite,Abgabetermin,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61393
61394,deadlock,تَوَقُّفٌ مَحْتُوم,arrêt fatal,Deadlock,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61394
61392,dead time,وَقْتٌ مَيِّت,temps mort,Totzeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61392
61395,debug,ضَبَطَ,déboguer,debuggen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61395
61397,debugging,ضَبْط,mise au point,Debugging,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61397
61398,debugging aids,أَدَوَاتُ تَشْخِيصِ الأخْطَاء,outils d'aide au débogage,Debugging-Hilfsmittel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61398
61396,debug program,مُشَخِّص الأخْطَاء,débogueur,Debugger,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61396
61399,decibel,دِيسِيبِيل,décibel,Dezibel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61399
61400,decimal,عَشَرِيّ,décimal,dezimal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61400
61401,decoder,فَكَّاكُ الشَّفْرَة,décodeur,Dekodierer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61401
61402,decrement,مَنْقُوصٌ ثَابِت,décrément,Dekrement,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61402
61403,decryption,فَكُّ الشَّفْرَة,décryptage,Entschlüsselung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61403
61404,dedicated line,خَطٌّ مُكَرَّس,ligne dédiée,Standleitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61404
61405,default value,قِيمَةٌ افْترَاضيَّة,valeur par défaut,Standardwert,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61405
61406,defective,مَعِيب,défectueux,fehlerhaft,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61406
61407,deferred delivery,تَوْصِيلٌ مُؤَجَّل,livraison différée,verzögerte Übermittlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61407
61408,deferred entry,دَخْلَةٌ مُرْجَأَة,entrée différée,verzögerte Eingabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61408
61409,deferred exit,خُرُوجٌ مُرْجَأ,sortie différée,verzögertes Beenden,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61409
61410,deferred printing,طَبْعٌ مُرْجَأ,impression en différé,verzögerter Druck,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61410
61411,delay,تَأْخِيرٌ,retard,Verzögerung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61411
61412,delete,مَحْو,effacer,löschen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61412
61413,deletion,حَذْفٌ,élimination,Löschung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61413
61414,delimiter,مُحَدِّد,délimiteur,Begrenzungszeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61414
61415,density,كَثَافَة,densité,Dichte,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61415
61416,descending order,تَرْتِيبٌ تَنَازُلِيّ,ordre décroissant,absteigende Reihenfolge,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61416
61417,descriptor,وَاصِف,descripteur,Deskriptor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61417
61418,design,تَصَوُّر,conception,Design,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61418
61419,desk,مَكْتَب,bureau,Schreibtisch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61419
61420,destination terminal,مِطْرَافٌ مُسْتَقْبِل,terminal récepteur,Empfangsterminal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61420
61421,detachable disk,قُرْصٌ خَلُوع,disque amovible,Wechselfestplatte,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61421
61422,detail file,مِلَفّ الْتفاصيل,fichier des mouvements,Detaildatei,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61422
61423,development,تَطْوِير,développement,Entwicklung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61423
61424,device,جِهَاز,dispositif,Gerät,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61424
61425,device driver,قَائِدُ جِهَاز,pilote de périphérique,Gerätetreiber,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61425
61426,diagnostic,تَشْخِيص,diagnostique,Diagnose,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61426
61427,diagram,مِبْيَان,diagramme,Diagramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61427
61429,dialog,حِوَار,dialogue,Dialog,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61429
61428,dial pulse,نَبْضَةُ اتِّصُال هَاتِفِيّ,impulsion de numérotation,Wählimpuls,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61428
61430,dial-up,رَبْطٌ هَاتفِيّ,connexion en dial-up,,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61430
61431,dial-up network,شَبَكَةٌ تَبْدِيلِيَّة,réseau commuté,DFÜ-Netzwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61431
61432,dichotomizing search,بَحْثٌ تَنصيفي,recherche dichotomique,dichotome Suche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61432
61433,dichotomy,تَنصيف,dichotomie,Dichotomie,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61433
61434,digit,رَقْم,chiffre,Ziffer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61434
61435,digital,رَقْمي,numérique,digital,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61435
61436,digital cassette,سَفْطَةٌ رَقْمِيَّة,cassette numérique,Digitalkassette,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61436
61437,digital computer,حَاسُوبٌ رَقْمِيّ,ordinateur numérique,Digitalcomputer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61437
61438,digital signature,تَوْقَيعٌ رَقْمِيّ,signature digitale,digitale Signatur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61438
61439,digital sort,فَرْزٌ رَقْمِيّ,tri numérique,digitale Sortierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61439
61440,digital video disk (DVD),قُرْص فيديو رَقْمِيّ,vidéodisque numérique(DVD),digitale Videodisc (DVD),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61440
61441,digitize,رَوْقَمَة,digitaliser,digitalisieren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61441
61442,direct access,وُلُوج مُبَاشِر,accès direct,Direktzugriff,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61442
61443,directory,مَصْنَفَة,répertoire,Verzeichnis,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61443
61444,directory structure,بِنْيَةٌ شَجَرِيَّة,structure en répertoires,Verzeichnisstruktur,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61444
61445,disabled,مُعَطَّل,désactivé,deaktiviert,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61445
61446,disconnect,فَصْل,déconnecter,trennen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61446
61447,disk,قُرْص,disque,Datenträger,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61447
61448,disk buffer area,مِنْطَقَةُ قُرْصٍ وَسِيطَة,zone tampon disque,Datenträger-Pufferzone,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61448
61449,disk directory,مَصْنَفَةُ قُرْص,répertoire d'un disque,Datenträgerverzeichnis,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61449
61450,disk drive,قَارِئَةُ أَقْرَاص,lecteur de disques,Laufwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61450
61451,disk formatting,شَوْكَلَة قُرْص,formatage de disque,Datenträgerformatierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61451
61452,disk operating system ( DOS),نِظَام تَشْغِيلٍ عَلَى الْقُرْص,système d'exploitation sur disque( DOS),Disk Operating System (DOS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61452
61453,displacement,زَيْح,déplacement,Verschiebung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61453
61454,display,شَاشَة,affichage,Bildschirm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61454
61455,display board,لَوْحَةُ الْعَرْض,tableau d'affichage,Anzeigetafel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61455
61456,display device,جِهازُ عَرض,périphérique d'affichage,Anzeigegerät,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61456
61457,display driver,قَائِدُ الشَّاشَة,pilote d'affichage,Grafiktreiber,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61457
61458,distributed data base,قَاعِدَةُ مُعْطَيَاتٍ مُوَزَّعَة,base de données réparties,verteilte Datenbank,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61458
61459,document,وَثِيقَة,document,Dokument,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61459
61462,documentation,تَوْثِيق,documentation,Dokumentation,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61462
61460,document retrieval,اسْتِرْجَاع وَثَائق,recherche documentaire,Dokumentabruf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61460
61461,document retrieval system,نِظَام اسْتِرْجَاع وَثَائق,système de recherche documentaire,Dokumentabrufsystem,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61461
61463,domain,مَجَال,domaine,Domäne,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61463
61464,domain name server (DNS),خَادِمُ أسْمَاء الْمَجَالات,serveur de noms de domaine (DNS),Domain Name Server (DNS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61464
61465,domain name system (DNS),نِظَامُ أَسْمَاءِ الْمَجَالات,système de noms de domaine (DNS),Domain Name System (DNS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61465
61466,dongle,مِفْتَاح حماية,dongle,Dongle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61466
61467,downloading,تَنـْزيل,téléchargement,Herunterladen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61467
61468,drag and drop,إِزْلاقٌ,glisser,Drag and Drop,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61468
61469,driver,قَائِد,pilote,Treiber,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61469
61470,drum scanner,مِفْرَاسٌ ذُو أُسْطُوَانَة,scanner à tambour,Trommelscanner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61470
61472,duplicate,نُسْخَة,copie,Duplikat,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61472
61471,duplicate,نَسْخ,copier,duplizieren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61471
61473,duplication check,مُرَاقَبَةٌ بِالنَّسْخ,contrôle par duplication,Duplikatkontrolle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61473
61474,echo,صَدىً,écho,Echo,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61474
61475,edition,نَشْر,édition,Edition,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61475
61476,editor,نَاشِر,éditeur,Editor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61476
61477,efficiency,فَعَّالِيَّة,efficacité,Effizienz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61477
61478,eight-bit byte,بَايْت,octet,Oktett,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61478
61479,eject,قَذْف,éjecter,auswerfen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61479
61480,elapsed time,مُدّة مُنْقََضِيَة,temps écoulé,verstrichene Zeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61480
61481,electronic bulletin board,خِدمَة البَرِيد الإلِكترونِيّ,messagerie électronique,Forum,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61481
61482,electronic data interchange (EDI),تَبَادُلُ مُعْطَيَاتٍ إلِكْترونيّة,échange de données électroniques,elektronischer Datenaustausch (EDI),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61482
61483,electronic dictionary,قَامُوس إلِكْترونِيّ,dictionnaire électronique,elektronisches Wörterbuch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61483
61484,electronic filing,تَرْبِيدٌ إلِكْترونِيّ,archivage sur ordinateur,elektronische Übermittlung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61484
61485,"electronic mail (e-mail, email)",بَرِيدٌ إلِكْتْرُوني,message électronique,E-Mail,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61485
61486,emitter,بَاثّ,émetteur,Sender,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61486
61487,empty value,قِيمَةٌ فَارِغَة,valeur vide,leerer Wert,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61487
61488,emulation,تَمثيل,émulation,Emulation,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61488
61489,encode,أَشْفَرَ,encoder,enkodieren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61489
61490,encryption,تَشْفِير,cryptage,Verschlüsselung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61490
61491,end of file (EOF),نِهاَيَةُ مِلَفّ,fin de fichier,Dateiende (EOF),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61491
61492,end of text (ETX),نِهَايَةُ نَصّ,fin de texte,Textende (ETX),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61492
61493,end of transmission (EOT),نِهَايَة الإِرْسَال,fin de transmission,Ende der Übertragung (EOT),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61493
61494,end page,صَفْحَةُ الْنهَايَة,page de garde,Endseite,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61494
61495,end user,مُسْتَعْمِلٌ نِهَائِي,utilisateur final,Endbenutzer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61495
61496,entry,دَخْلَة,entrée,Eingabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61496
61497,environment,بيئة,environnement,Umgebung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61497
61498,equipment compatibility,تَلاؤُم التَّجْهِيزَات,compatibilité d'équipement,Hardware-Kompatibilität,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61498
61499,ergonomics,شُغْلِيَّات,ergonomie,Ergonomie,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61499
61500,error,غَلَط,erreur,Fehler,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61500
61501,error detection,كَشْفُ الأغْلاط,détection d'erreurs,Fehlererkennung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61501
61502,error diagnostic,تَشْخِيصُ الأغْلاط,diagnostic d'erreurs,Fehlersuche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61502
61503,error message,رَسِيلَة غَلَط,message d'erreur,Fehlermeldung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61503
61504,escape (ESC),انْفِلات,échappement,Escape (ESC),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61504
61505,Ethernet,إتِرْنِيت,Ethernet,Ethernet,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61505
61506,Europanet,أوروبَانيت( شَبَكَة),Europanet (réseau),EuropaNET,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61506
61507,evolutionary,تَطَوُّرِيّ,évolutif,evolutionär,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61507
61508,exchange,تَبَادُل,échange,Austausch,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61508
61509,executable,قَابِلٌ للتَّنْفِيذ,exécutable,ausführbar,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61509
61510,execute,نَفَّذَ,exécuter,ausführen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61510
61511,execute time,مُدَّة التَّنْفِيذ,durée d'exécution,Ausführungszeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61511
61512,exit,خُرُوج,sortie,Beenden,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61512
61513,expansible,قَابِلٌ لِلامْتِدَاد,extensible,erweiterbar,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61513
