id,english,arabic,french,uri,description,vt,uatv
175713,biosystematics,علم التصنيف الحيويّ,biosystématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175713,دراسة الكائنات الحية بغرض ترتيب الوحدات الحيوية في مجموعات تصنيفية على أساس العلاقات بينها والتباين الوراثيّ والعلاقات الديناميكية المتبادلة.,True,True
175714,biotechnology,تقانة حيوية,biotechnologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175714,,True,True
175715,biotin,بيوتين,biotine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175715,نوع من فيتامين ب يعمل كتميم إنزيم الكاربوكسيلاز.,True,True
175716,biotype,نمط حيويّ,biotype,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175716,مجموعة من الأفراد ضمن النوع نفسه لها تركيب جينيّ متشابه.,True,True
175717,bisexual,ثنائيّ الصفات الجنسية,bisexuel; bisexué,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175717,حيوانات تمتلك مبايضَ وخُصىً، أو نباتات تمتلك سّدىً ومدقات في وقت واحد.,True,True
175718,bisexual reproduction,تكاثر ثنائيّ الجنس,reproduction bisexuée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175718,توالد يتم باندماج خلية جنسية أنثوية مع خلية جنسية ذكرية.,True,True
175719,bivalent,ثنائيّ التكافؤ,bivalent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175719,زوج الصبغيات المتماثلة والمتضاعفة والمقترنة بتشابكها على طولها من خلال مرحلة الاقتران والتثخن في الطور الأول للانقسام الاختزاليّ.,True,True
175720,blastocyte,خلية أرومية,blastocyte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175720,,True,True
175721,blastomere,قُسَيْمَة,blastomère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175721,إحدى الخلايا التي تتكون من انقسام الزيجوت أو البويضة المخصبة.,True,True
175722,blending inheritance,وراثة مزجية,hérédité mélangée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175722,نظرية وراثية قديمة تنص على أن وراثة صفات الوالدين كصفات خلطية لا تنفصل إلا في الأجيال القادمة.,True,True
175723,bloods groups,فصائل دموية,groupes sanguins,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175723,(انظر: ABO groups).,True,True
175724,bottle neck effect,ظاهرة عنق الزجاجة,effet du goulot d'étranglement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175724,تغير في تكرار أو تردد المورثات يتم عند مرور جماعة كبيرة من السكان في تقلص، تتلوه فترة توسع، مما يؤثر على مجموعة المورثات نتيجة لانحراف جينيّ (انظر: genetic drift).,True,True
175725,bouquet configuration,شكل باقويّ,configuration en bouquet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175725,ترتيب الصبغيات في الدور الخيطيّ (leptonema) من الطور الأول من الانقسام الاختزاليّ، تتصل فيه إحدى نهايتيها أو كلتاهما بالغشاء النوويّ، مكونة شكلا يشبه باقة الورد.,True,True
175726,break,انفصام,repture,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175726,انقطاعات تحصل في كروماتيدات الصبغيّ أو أحدها والذي يحصل بعد انتساخ الدنا.,True,True
175727,breakage and reunion,انفصام ثم ارتباط,rupture et réunion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175727,انفصام الكروماتيدات الصبغية ثم ارتباطها أثناء الانقسام المنصف، وهي الطريقة التي يتم فيها التعابر والاتحادات.,True,True
175728,breakage-fusion bridge cycle,دورة جسر الانفصام والاندماج,cycle du pont de rupture-fusion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175728,دورة تبدأ بصبغيّ ثنائيّ السنترومير يسحب أثناء طور الصعود إلى القطبين مكونا الجسر ثم ينقطع نتيجة لهذا السحب وتبقى نهايات لزجة فتلتحم بعد التضاعف مكونة صبغيا آخر يحتوي سنتروميرين وهذا بدوره ينقطع في مرحلة الصعود وهكذا في كل دورة ينقطع الصبغيّ ثم تلتحم قطعه.,True,True
175729,breakage-reunion enzymes,إنزيمات الانفصام والارتباط,enzymes de rupture et réunion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175729,إنزيمات تولد الانفصام ثم الارتباط في جزء من الدنا.,True,True
175730,breakthrough,اختراق,afflerement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175730,فرد يتمكن من أن ينجو من الفعل المميت لنمطه الجينيّ.,True,True
175731,breed,سُلالة,race,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175731,,True,True
175732,breed origin area,مصدر السلالة,berceau de race,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175732,,True,True
175733,breeding,تربية، استيلاد,multiplication; élevage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175733,تطبيق المبادئ الوراثية لتحسين حيوانات المزارع ونباتاتها.,True,True
175734,breeding size,حجم التربية,taille de reproduction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175734,عدد الأفراد في عشيرة ما، تشترك في عملية التكاثر في جيل معين.,True,True
175735,breeding value,قيمة التربية,valeur génétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175735,قيمة فرد ما، معرفة بالقيمة الوسطية للنسل.,True,True
175737,bridging cross,تصالُب جسريّ,croisement d'échage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175737,تزاوج يتم لنقل جين واحد أو أكثر بين نوعين منعزلين تناسليا ويتم ذلك بواسطة نوع وسيط ينتمي للجنس نفسه ليقوم بنقل الجين أو الجينات من أحدهما للآخر.,True,True
175738,broad sens heritability,توريث (ال...) بمعناه الواسع,héritabilité au sens large,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175738,مدى تأثر النمط الظاهريّ بالنمط الجينيّ.,True,True
175739,bromdeoxyridine (5-),برومويوريدين لا أكسجينيّ (5-),brpmo-déoxy-urudine (5-),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175739,,True,True
175741,bubble,فُقَّاعة,bulle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175741,بنية تتكون في الدنا الثنائيّ عند موقع ابتداء وانفصال الخيطين أثناء الانتساخ.,True,True
175742,bulk breeding,تربية تجميعية,multiplication massale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175742,نظام تربية تنتخب فيه النباتات المفردة من الأجيال المنعزلة الناتجة عن تهجين ما، وذلك على أساس الصفات المرغوبة وتحدد النسبة لكل نبات على حدة في سجل النسب.,True,True
175743,busulfan,بوسلفان,busulfan,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175743,عامل مطفر.,True,True
175902,c-meiosis; colchicine blocked meiosis,تنصيف مُحْصَر بالكولشيسين,meiose-c; méiose bloquée par la colchicine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175902,تجمع أشكال الطور التالي في الانقسام الاختزاليّ نتيجة المعاملة بالكولشيسين.,True,True
175903,c-mitosis; colchicine blocked mitosis,تفتل مُحْصَر بالكولشيسين,mitose-c; mitose bloquée par la colchicine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175903,إحصار الطور التالي للانقسام الفتيليّ نتيجة التسمم بالكولشيسين.,True,True
175748,canalization,توجيه قلويّ,canalisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175748,افتراض وجود مسالك للنماء، لتحقيق تركيب مظهر للفرد، وذلك على الرغم من الاضطرابات الوراثية والبيئية.,True,True
175749,canalized character,صفة مُقَنَّاة,caractère canalisé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175749,صفة يبقى تباينها محصورا ضمن حدود ضيقة، حتى عند تعرض الكائن إلى محيط مضطرب أو إلى طفرات غير مستقرة.,True,True
175750,canalizing selection,انتخاب مُقنّى,sélection canalisée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175750,استبعاد الأنماط الجينية التي تزيد من حساسية الفرد للتقلبات التي تحدث في محيطه.,True,True
175751,canonical sequence,تتابُع مُقَنَّن,séquence canonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175751,تتابع يصف النكليوتيدات ويشاهد في الدنا.,True,True
175752,capped 5' ends,نهايات 5' المقلنسة,extrémités 5' capsulées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175752,نهايات 5' لرنا الرسول في حقيقيات النواة المغطاة بقلنسوة، وهي مثيل الجوانين.,True,True
175753,carbon atom end (3'-),نهاية ذرة الكربون 3',extrémité 3' de l'atome de carbone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175753,كتابة الأحماض النووية توضع فيها ذرة الكربون '3 في البنتوز إلى اليمين، ويبدأ الانتساخ أو الترجمة من الحمض النوويّ من ذرة الكربون '5 إلى ذرة الكربون '3.,True,True
175754,carbon atom end (5'-),نهاية ذرة الكربون 5',extrémité 5' de l'atome de carbone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175754,كتابة الحمض النوويّ بصورة توضع فيها ذرة الكربون '5 في البنتوز إلى جهة اليسار.,True,True
175755,carboxyl terminal,نهاية الكاربوكسيل,carboxyle terminal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175755,النهاية الكاربوكسيلية لعديدة الببتيد متميزة عن نهايته الأمينية.,True,True
175756,carpel,خِباء,carpelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175756,عضو التأنيث في الزهرة (مدقة الزهرة) وتضم المبيض والقلم والسمة.,True,True
175757,carrier,حامِل,porteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175757,فرد يحمل جينا متنحيا بصورة غير نقية مع المورث السائد، ولذلك لا تظهر عليه صفة الجين المتنحي وينقلها إلى أبنائه أو أحفاده.,True,True
175758,caryoplasm; nucleoplasm,بلازما النواة,caryoplasme; nucléoplasme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175758,المادة السائلة التي تملأ نواة الخلية.,True,True
175759,caryopsis,بُرّة,caryopse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175759,ثمرة ذات بذرة واحدة وتتكون جافة، يلتحم فيها جدار البذرة بجدار الثمرة، كما هو الحال في القمح والشعير والأرز.,True,True
175760,caryotype,طراز نوويّ,caryotype,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175760,,True,True
175761,cassettes,كاسيتات,cassettes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175761,متتابعة من الدنا في حقيقيات النواة لها مواقع متعلق بعضها ببعض ويمكن تبديلها بأخرى مشابهة أو مختلفة بعملية تغيير الوضع.,True,True
175762,castration,خِصاء,castration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175762,إزالة الخصيتين من الحيوان.,True,True
175763,cat cry syndrome,متلازمة مواء القط,syndrome du cri de chat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175763,مرض خلقيّ يصرخ الأطفال المصابون به بأصوات تشبه مواء القطط، وينتج عن اقتضاب في الذراع القصير للصبغيّ رقم 5.,True,True
175764,catabolism,استقلاب هدميّ,catabolisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175764,,True,True
175765,catabolism gene activator protein (CGAP),بروتين جينيّ منشط للهدم,protéine activatrice du catabolisme des gènes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175765,بروتين يثبط تركيب أحاديّ فوسفات الأدينوزين الحلقيّ اللازم لانتساخ المورثات المتخصصة بهضم اللاكتوز.,True,True
175766,catalytic site,موقع تحفيزيّ,site catalytique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175766,موقع ارتكاز الركيزة على الإنزيم الذي يحفزها.,True,True
175767,catenated molecules,جزيئات متسلسلة,molécules enchaînées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175767,جزيئات دنا حلقية مترابطة بعضها مع بعض، ارتباطا موضعيا في حلقات متداخلة.,True,True
175768,cell,خلية,cellule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175768,الوحدة الفيزيولوجية والتكوينية للكائنات الحية، وتتألف من نواة وسيتوبلازم وغشاء، وتحاط الخلية النباتية بجدار غير حيّ يسمى جدار الخلية.,True,True
175769,cell cycle,دورة الخلية,cycle cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175769,التطورات المنظمة المتتابعة التي تحدث في الخلية.,True,True
175770,cell differentiation,تمايز الخلايا,différenciation des cellules,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175770,العملية التي تحقق بها الخلية النسلية خواصها البنائية والوظيفية، وفيها تصبح الخلايا مختلفة عن الخلايا الأبوية.,True,True
175771,cell division,انقسام الخلية,division cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175771,وبه تتولد خليتان وليدتان من خلية واحدة.,True,True
175772,cell fusion,اندماج الخلايا,fusion cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175772,باندماج أغشيتها البلازمية لتنتج تركيبة معقدة ثنائية أو متعددة النوى.,True,True
175773,cell hybridization,تهجين خلويّ,hybridation cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175773,توليد خلايا هجينة حية تجريبيا بعد تحفيز مجموعة من الخلايا الجسدية على الاندماج.,True,True
175774,cell lineage,خط خلويّ,lignée cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175774,شجرة نسب خلايا مولدة من خلية سفلية بالانشطار الثنائيّ (Binary fission) في بدائيات النواة أو بالانقسام غير المباشر في حقيقيات النواة.,True,True
175775,cell lineage mutants,طافرات الخط الخلويّ,mutants de lignée cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175775,تؤدي الطفرات التي تؤثر على انقسام الخلايا إلى توليد نوعين من الطافرات، يؤثر أحدهما على الفعاليات الخلوية، ويؤثر النوع الثاني على بعض الخواص النوعية فيولد سلالات مغايرة.,True,True
175776,cell plate,لوح الخلية,plaque cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175776,بنية تتكون باندماج جزيئات تطرح بين النواتين الوليدتين عند الانقسام غير المباشر في النباتات.,True,True
175777,cell wall,جدار الخلية، حاجز خلويّ,paroi cellulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175777,,True,True
175778,cellulase,إنزيم السيلولاز,cellulase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175778,إنزيم يحلل السيلولوز إلى جلوكوز.,True,True
175779,cellulose,سيليلوز,cellulose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175779,مادة كربوهيدراتية معقدة عديمة الشكل، تكون جدران أنسجة وخلايا النبات.,True,True
175780,cenospecies,أنواع مشتركة,cenospèce,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175780,أنواع تحتوي على أليلات مختلفة، وعند تزاوجها فيما بينها، قد تولد هجنا خصبة جزئيا.,True,True
175781,center of genetic diversity,مركز التنوع الوراثيّ,centre de diversité génétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175781,منطقة تتميز بوجود تنوع وراثيّ على درجة عالية لمحصول ما ويكون ذلك عامة متركزا في منطقة الوسط من منطقة توزيع المحصول مصحوبا بتضاؤل التنوع في اتجاه محيط هذه المنطقة.,True,True
175782,centers and non-centers concept,مفهوم المراكز واللامراكز,concept des centres et des non centres,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175782,مركز الأصل حيث نشأت المحاصيل لأول مرة عن طريق إدخال النباتات البرية في الزراعة، أما اللامركز فهي المنطقة التي نقلت إليها من مركز الأصل تلك المحاصيل والأنشطة الضرورية لزراعتها.,True,True
175783,centimorgan,سنتيمورغن,centimorgan,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175783,وحدة لقياس المسافة الوراثية في الخريطة الصبغية وتعبر عن المسافة النسبية بين المورثات في الصبغيات التي تعطي تواتر إعادة الترابط بنسبة 1%من وحدة مورغن.,True,True
175784,central dogma,مبدأ (الـ...) المركزيّ,dogme central,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175784,يستخدم لوصف العلاقة الوظيفية بين الدنا و الرنا والبروتين، حيث يعمل الدنا كقالب (رامز) لانتساخه ونسخه إلى الرنا الذي يترجم إلى بروتين.,True,True
175785,centric chromosome,صبغيّ مركزيّ,chromosome centrique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175785,صبغيّ يكون له سنترومير.,True,True
175786,centric fragment,شدفة مركزية,fragment centrique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175786,شدفة تحوي قسيما مركزيا.,True,True
175787,centric fusion,اندماج مركزيّ,fusion centrique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175787,صبغيان يحتوي كل منهما على سنترومير طرفيّ، يفقد كل منهما الذراع القصير ويندمج الذراعان الطويلان مشكلين صبغيا واحدا بسنترومير مركزيّ.,True,True
175788,centrifugal selection,انتقاء نابذ، انتقاء مباعِد,sélection centrifuge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175788,انتخاب الطرفين المتباعدين متشابهي النمط الظاهريّ فيظهر بعد عدة أجيال نسلان غير متواصلين.,True,True
175789,centriole,مُرَيْكز,centriole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175789,جزء سيتوبلازميّ في الخلية الحيوانية وبعض النباتات. يتكون من تسع مجاميع من الأنابيب الدقيقة (Microtubules) مرتبة على شكل معين. وظيفته أن يكون مصدرا لتكون الأهداب والأسواط، بالإضافة إلى الخيوط المغزلية التي تظهر أثناء انقسامات الخلية الحيوانية.,True,True
175790,centripetal selection,انتقاء جابذيّ,sélection centripète,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175790,إزالة الأليلات التي تولد انحرافا عن النمط الظاهريّ الوسطيّ الطبيعيّ بإبعاد كل الأفراد البعيدين عن الوسط.,True,True
175791,centromere,سنترومير، قُسَيْم مركزيّ,centromère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175791,منطقة أو مناطق كروماتينية ضيقة موجودة في كل صبغيّ تقوم بحركة موجهة عندما تتصل بخيوط المغزل.,True,True
175792,centromere interference,تداخُل القُسيم المركزيّ,interférence du centromère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175792,تأثير السنترومير المثبط لعملية العبور في منطقتين صبغيتين متجاورتين.,True,True
175793,centromere misdivision,سوء انقسام القُسيم المركزيّ,maldivision du centromère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175793,انقسام الجُسيم المركزيّ عرضيا لا طوليا فتكون مواقع كل قسم مرتبة باتجاه معاكس لموقع القسم الثاني.,True,True
175794,centromeric index,دليل القُسيم المركزيّ,index centromérique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175794,نسبة الذراع القصير من الصبغيّ إلى طول الصبغيّ بأكمله.,True,True
175795,centrosome,جُسيم مركزيّ,centrosome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175795,,True,True
175796,centrosphere,محيط المُرَيْكِز,centrosphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175796,منطقة خاصة تحتوي مكونة مكثفة والمريكز وتقوم بدور مهم في عملية الانقسام التكافئيّ.,True,True
175797,chain initiation codon,شفرة بدء السلسلة، رامزة بدء السلسلة,codon d'initiation de la chaîne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175797,أيّ من الشفرات الثلاث في رنا الرسول التي تحفز بدء تكوين البروتين.,True,True
175798,chain initiation mutation,طفرة بدء السلسلة,mutation d'initiation de la chaîne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175798,طفرة تتولد عنها شفرة بدئية.,True,True
175799,chain termination,إنهاء السلسلة,fin de chaîne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175799,إنهاء عملية الترجمة لإنهاء تركيب البروتين.,True,True
175800,chain termination codon,شفرة إنهاء السلسلة,codon de fin de chaîne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175800,شفرة تؤشر إنهاء ترجمة رنا الرسول للسلسلة البروتينية.,True,True
175801,character; trait,صفة,caractère; trait,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175801,الصفة الظاهرة للكائن الحيّ والقابلة للتحور والتعديل بواسطة الظروف البيئية، وذلك داخل حدودها المحددة وراثيا، وتجري على أساسها ملاحظات حول أوجه الشبه أو الاختلافات الوراثية وغيرها.,True,True
175802,chargaff's rule,قاعدة 'شاركاف',règle de chargaff,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175802,قاعدة تنص على تساوي عدد جزيئات الأدنين مع عدد جزيئات الثايمين، وكذلك عدد جزيئات السيتوسين مع عدد جزيئات الغوانين أيضا (انظر : base pairing).,True,True
175803,charged t-RNA,رنا ناقل مشحون,ARN-t chargé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175803,مكمل رنا المرسال يحول الحوامض الأمينية الطليقة إلى مكونات سلسلية متعددة الببتيدات.,True,True
175804,chasmogamous,فغرية التلقيح,chasmogame,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175804,نباتات يتم التلقيح فيها بعد تفتح أزهارها.,True,True
175805,chemotaxonomy,علم التصنيف الكيميائيّ,chimiotaxonomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175805,استخدام البيانات أو المعلومات الكيميائية لتساعد في وصف وتمييز وتصنيف الوحدات التقسيمية .,True,True
175806,chi structure,بنية 'كاي',chi-structure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175806,تركيب يشبه الحرف اليونانيّ 'كاي'، يتكون عن قطع دائرة ثنائية بإنزيم نوكليز داخليّ حصريّ يقطع كل دائرة مرة واحدة فقط، وبذلك تبقى جزيئات الدنا الضعفانيّ الوحيد الشدفة متصلة بمنطقة من الدنا المتباين الخيطين في النقطة التي تم عندها التعابر.,True,True
175814,chi-square,مربع 'كاي',chi-carré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175814,معادلة تستخدم لاختبار نتائج تجربة ما في الوراثة، لمعرفة ما إذا كانت متطابقة مع فرضية معينة أم لا. مجموع النواتج المحصل بتقسيم مربع الفرق بين القيم المشاهدة والنظرية لكمية معينة على القيمة النظرية.,True,True
175808,chiasma centralization,تمركز التصالب,centralisation chiasmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175808,تحرك التصالبات إلى مركز الصبغيّ.,True,True
175809,chiasma frequency,معدل التصالب,fréquence chiasmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175809,طراز التقاطعات الصليبية في الصبغيات أثناء الانقسام الاختزاليّ، حيث يعادل معدل العبور الوراثيّ نصف معدل تكوين تصالب لكل واحدة تزاوج صبغية حيث يشترك كروماتيدان فقط من الأربعة كروماتيدات في عملية العبور الوراثيّ في نقطة واحدة.,True,True
175810,chiasma interference,تداخُل تصالبيّ,interférence chiasmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175810,وجود أكثر من تصالب واحد في شدفة ثنائية التكافؤ، مما يتوقع حدوثه مصادفة ويكون التداخل أكثر حدوثا في التداخل التصالبيّ السلبيّ وأقل حدوثا في التداخل التصالبيّ الإيجابيّ.,True,True
175811,chiasma terminalization,تَطَرُّف التصالب,terminalisation chiasmatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175811,انزياح مستمر للتصالب في الانقسام الانتصافيّ على طور أذرع الصبغيات المتزاوجة من موضعها الأصليّ حتى نهاياتها.,True,True
175812,chiasma- type theory,نظرية التصالب النوعية,théorie du chiasma typique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175812,النظرية التي تنص على أن التصالب هو نتيجة مباشرة بين الكروماتيدين اللاأخوين.,True,True
175807,chiasma; chiasmata,تصالُب,chiasma; chiasmas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175807,ما نراه من تعانق الكروماتيدات غير الشقيقة في الدور التزاوجيّ للانقسام الاختزاليّ الأول.,True,True
175813,chimera,كيمرة,chimère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175813,نبات أو حيوان يتكون من نوعين أو أكثير من الأنسجة المختلفة.,True,True
175815,chloroplasts,صانعات اليخضور، بلاستيدات خضراء,chloroplastes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175815,عضيّ خلويّ يوجد في النباتات ذوات النوى الحقيقية، وظيفتها بناء السكريات من أملاح غير عضوية ومن ثاني أكسيد الكربون.,True,True
175816,chondriokinesis,حركية المتقدرات، حركية الميتوكندريا,chondriokinèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175816,تكاثر وانتشار المتقدرات أثناء الانقسامين المنصِّف والفتيليّ.,True,True
175817,chromatid,كروماتيد، صبيغيّ,chromatide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175817,أحد مكوني الصبغيّ بعد تضاعفه طوليا. ويكون الكروماتيد متصلا مع شقيقه الكروماتيد الآخر بواسطة سطح الجسيم المركزيّ ليكونا الصبغيّ المتضاعف.,True,True
175818,chromatid assortment,توزُّع الكروماتيدات,assortiment chromatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175818,,True,True
175819,chromatid break,انفصام كروماتيديّ,rupture chromatidique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175819,كسر في أحد الكروماتيدين يوجد في صبغيّ مضاعف؛ أي أن الكسر يصيب أحد الشقين ويبقى الآخر سليما.,True,True
175820,chromatid gap,هوة كروماتيدية,gap chromatidique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=175820,فجوة في أحد الشقين الكروماتيديين أو في كليهما تولد انفصاما فيهما.,True,True
