id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
184150,apocrine secretion,إفراز قِميّ، إفراز الغدة الفالذة,sécrétion apocrine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184150,إفراز الغدة الذي يحتوي على جزء من سيتوبلازم 'هيولى' الخلايا الإفرازية.,,True,True
184151,aponeurosis,غطاء سطحيّ عريض,aponévrose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184151,يتكون من نسيج ضام كثيف يربط العضلات عند منشئها أو اندماغها بعظم أو بنسيج آخر.,,True,True
184152,apophysis,نتوء في العظم,apophyse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184152,,,True,True
184153,apparatus,جِهَاز، أداة,appareillage; appareil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184153,,,True,True
184154,appearance,مَظْهَر,aspect,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184154,,,True,True
184155,appendages,لَوَاحِق,appendices,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184155,1-أيّ جزء يتشعب أو يتصل بمحور الجذع. 2- أيّ تابع أو ثانويّ أو مساعد لمحور الجذع كالطرف والذيل.,,True,True
184156,appendicular,زائديّ,appendiculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184156,,,True,True
184157,appendix,زائدة، مُلْحَق,appendice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184157,,,True,True
184158,appetence,رغبة، شهوة,appétence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184158,,,True,True
184159,appetie,شهية، شهوة للطعام,appétit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184159,دواء فاتح للشهية.,,True,True
184160,applied anatomy,تشريح (ال…) التطبيقيّ,anatomie appliquée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184160,يختص بالحقائق التشريحية المتعلقة بالجراحة والتشخيص.,,True,True
184161,approach,مُقَاربة,approche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184161,,,True,True
184162,aptitude,كفاية، أهلية، استعداد,aptitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184162,,,True,True
184163,aquaculture,تربية المائيات، تربية الأحياء المائية,aquaculture,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184163,,,True,True
184164,aqueous,مائيّ,aqueux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184164,من طبيعة الماء أو يشبه الماء.,,True,True
184165,aqueous humour,خلط مائيّ,humeur aqueuse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184165,سائل يملأ الحيز الأماميّ للعين.,,True,True
184166,arab horse,حصان عربيّ,cheval arabe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184166,حصان من السلالة التي نشأت في الجزيرة العربية والمناطق المجاورة لها، يتميز ببنيته الرشيقة وسرعته وذكائه وشجاعته.,,True,True
184167,arborescence; arborization,تشجُّر، تشعُّب,arborescence; arborisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184167,ناميات ورمية تتميز بتشعبات خُضرية ذات عنق أساسيّ وتشعبات أولية وثانوية.,,True,True
184168,arbovirus,أربوفيروس، فيروسات المفصليات,arbovirus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184168,فيروس ينتقل بالمفصليات ويسبب التهاب الدماغ والتهاب الدماغ والنخاع الشوكيّ في الحصان والإنسان والماشية.,,True,True
184169,area,مِنطقة,aire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184169,,,True,True
184170,arm,ذِرَاع,bras,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184170,,,True,True
184171,arrest,توقُّف,arrêt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184171,,,True,True
184172,arrhythmia,اضطراب قلبيّ,arythmie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184172,عدم اتساق في نفض القلب، لا نَظمية.,,True,True
184173,arterial,شِرْيانيّ,artériel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184173,متعلق بالشريان.,,True,True
184174,arteriole,شُرَيِّين,artériole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184174,أصغر فرع من شِريان.,,True,True
184175,arteriovenous,شِرْيَانيّ وريديّ,artérioveineux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184175,,,True,True
184176,arteriovenous anastomosis,تفاغم شريانيّ وريديّ,anastomoses artério-veineuses,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184176,ملتقيات شريانية وريدية في بعض أجزاء الجسم.,,True,True
184177,arteritis,التهاب الشِّرْيان,artérite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184177,,,True,True
184178,artery,شِرْيان,artère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184178,,,True,True
184179,arthritis,التهاب المَفْصِل,arthrite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184179,,,True,True
184180,arthrology; syndesmology,عِلم المفاصل,arthorologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184180,علم يبحث دراسة شكل ووظيفة المفاصل.,,True,True
184181,arthropathy,داء المفاصل، اعتلال المفاصل,arthropathie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184181,,,True,True
184182,arthropoda,مَفْصِلِيَات (ال…),arthropodes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184182,,,True,True
184183,articular,مَفْصِليّ,articulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184183,,,True,True
184184,articulation,تمَفْصُل,articulation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184184,تطابُق الأسنان.,,True,True
184185,artificial,اصطناعيّ، صُنْعيّ,artificiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184185,,,True,True
184186,artiodactyla,مزدوجات الأصابع,artiodactyles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184186,,,True,True
184187,ascariasis; ascaridosis,أسكارية (ال...)، داء الصَّفر,ascaridose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184187,مرض ناتج عن الصَّفـَريات.,,True,True
184188,ascarid,صَفَر، دودة البطن,ascaris,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184188,,,True,True
184189,ascending,صاعِد، طالِع,ascendant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184189,,,True,True
184190,asepsis,طَهارة، نَقَاء,asepsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184190,,,True,True
184191,aseptic,طاهِر,aseptique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184191,خال من التلوث بالجراثيم أصلا.,,True,True
184192,ashes,رماد,cendres,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184192,,,True,True
184193,aspergillosis,داء الرُّشاشِيات,aspergillose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184193,مرض ناشئ عن نمو فطر الرشاشيات.,,True,True
184194,aspermia,لا نطفية، انعدام المنيّ,aspermie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184194,الإخفاق في تكوين أو قذف المنيّ.,,True,True
184195,asphyxia,اختناق، احتباس التنفس,asphyxie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184195,,,True,True
184196,aspiration,رَشْف,aspiration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184196,,,True,True
184197,ass; donkey,حِمَار,âne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184197,,,True,True
184198,assay,مُقايَسة، مُعايرَة,titrage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184198,تحديد مقادير المواد الموجودة في المركبات.,,True,True
184199,assimilation,تَمَثُّل,assimilation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184199,,,True,True
184200,asthenia; weakness,ضَعْف,asthénie; faiblesse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184200,ضعف الحيوية.,,True,True
184201,asthma,رَبْو,asthme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184201,,,True,True
184202,astringent,قابِض,astringent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184202,,,True,True
184203,asymptomatic,لا عَرَضيّ,asymptomatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184203,لا يعطي أعراضا.,,True,True
184204,ataxia,رَنَحٌ,ataxie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184204,,,True,True
184205,atelectasis,همود الرئة، انخماض,atélectasie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184205,,,True,True
184206,atherosclerosis,تصلُّب الشرايين، تصلُّب تعصُّديّ,athérosclérose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184206,,,True,True
184207,atlas,فَهْقَة (ال...),atlas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184207,,,True,True
184208,atom,ذَرَّة,atome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184208,,,True,True
184209,atomic,ذَرِّيّ,atomique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184209,,,True,True
184210,atonia; atony,ونًى,atonie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184210,,,True,True
184211,atopy,تأَتُّب,atopie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184211,,,True,True
184212,atresia,رتَق,atrésie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184212,,,True,True
184213,atresic; atretic,رَتَقيّ,atrésique; atrétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184213,,,True,True
184214,atretic follicle,حوَيْصلة رَتْقاء,follicule atretique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184214,الحُوَيْصلة المبيضية التي تنكمش وتنحل في أية مرحلة من مراحل نموها.,,True,True
184215,atrial,أُذَيْنيّ,atrial; auriculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184215,,,True,True
184216,atrium,أُذَيْن,atrium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184216,,,True,True
184217,atrophic,ضامِر,atrophique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184217,,,True,True
184218,atrophy,ضُمُور,atrophie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184218,,,True,True
184219,attack; fit,هَجْمَة، نَوْبَة,accès; attaque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184219,,,True,True
184220,attenuated,مُوَهَّن,atténué,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184220,,,True,True
184221,atypical,لا نموذَجيّ، لا نمطيّ,atypique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184221,,,True,True
184222,auditory,سمعيّ,auditif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184222,,,True,True
184223,auricula of heart,أُذَيْنة القلب,oreillette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184223,,,True,True
184224,auscultation,تَسَمُّع,auscultation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184224,فحص الصَّدر بالتَّسمُّع.,,True,True
184225,autograft,ترقيع ذاتيّ، طُعْم ذاتيّ,autogreffe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184225,,,True,True
184226,autoimmune,ذاتيّ المناعة,auto-immun,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184226,,,True,True
184227,autointoxication,انسمام ذاتيّ، تسمُّم ذاتيّ,auto-intoxication,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184227,,,True,True
184228,autonomic,مستقل ذاتيا,autonome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184228,,,True,True
184229,autopsy,تشريح الجثّة,autopsie; nécropsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184229,الصفة التشريحية.,,True,True
184230,autoregulation,تنظيم ذاتيّ، انتظام ذاتيّ,autorégulation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184230,,,True,True
184231,autosomal,صبغيّ جسديّ,autosomal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184231,,,True,True
184232,availability,توفُّر,disponibilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184232,,,True,True
184233,available,مُتيسِّر، مُتاح,disponible,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184233,,,True,True
184234,avian,طيْريّ,aviaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184234,متعلق بالطَّير.,,True,True
184235,aviary,قَفَص الطيور، بيت الطُّيور,volière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184235,,,True,True
184236,aviculture,تربية الطيورالدواجن,aviculture,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184236,,,True,True
184237,avirulent strain,سلالة غير ضارية,souche avirulente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184237,سلالة ميكروب ليس لها قدرة على التغلب على مقاومة العائل.,,True,True
184238,avitaminosis,نقص فيتامينيّ، عوز فيتامينيّ,avitaminose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184238,داء ناشئ عن نقص الفيتامينات.,,True,True
184239,awake,يَقِظ,éveillé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184239,,,True,True
184240,axial,مِحْوريّ,axial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184240,,,True,True
184241,axial skeleton,هيكل محوريّ,squelette axial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184241,يشمل الجمجمة والعمود الفقريّ والضلوع والقص.,,True,True
184242,axillary,إبطيّ,axillaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184242,ذو علاقة بالإبط.,,True,True
184243,axis,مِحْوَر، فقرة مِحْوَرية,axe; axis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184243,,,True,True
184244,axon,محور عصبيّ,axone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184244,,,True,True
184245,azoospermia,لا منويّ، انعدام النُّطف 'الحيوان المنويّ',azoospermia,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184245,عدم وجود النُّطْف في المنيّ.,,True,True
184246,azotemia; azotaemia,نيتروجينية الدم، أزوتمية,azotémie; urémie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184246,,,True,True
184247,azoturia,بِيْلة أزوتية,azoturie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184247,,,True,True
184248,babesia,كُمَّثريات، بابيزيا,babésia,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184248,أنواع هذا الجنس تتطفَّل على دم الفقريات وتخمج الكريات الحمراء، وهي كائنات كمثرية أو مستديرة، تنقل بالقراد الصلد، وتسبب داء الكمثريات.,,True,True
184249,babesiosis; babesiasis,بابسيّة (ال...)، داء البابسيات,babésiose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184249,جنس من الطفيليات تتطفل على الكريات الحمراء في الخيْليَّات والأبقار والخراف وغيرها من الحيوانات اللبونة.,,True,True
184250,baboon,قُرْدُح,babouin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184250,نوع من السعادين الإفريقية من فصيلة كَلْبيَّات الرَّأس.,,True,True
184251,baby beef; steer,جَذَع,taurillon,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184251,صغير الثور.,,True,True
184252,bacillary,عَصَويّ,bacillaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184252,,,True,True
184253,bacillus,عُصَيَّة,bacille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184253,اسم يطلق على كل جرثومة لها شكل عصا صغيرة.,,True,True
184254,back,ظَهْر,dos,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184254,,,True,True
184255,bacteremia,بكتريما، تجرثم الدم,bactérimie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184255,حالة مرضية توجد فيها البكتيريا الحية مع الدم.,,True,True
184256,bacterial,بكتيريّ,bactérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184256,,,True,True
184257,bactericidal,مُبيد البكتيريا,bactéricide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184257,,,True,True
184258,bacteriogenic,جُرثوميّ المنشإ,bactérigène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184258,,,True,True
184259,bacteriological,بكتِريولوجيّ,bactériologique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184259,,,True,True
184260,bacteriophage,ملتقمة البكتيريا، بلاعم البكتيريا، عاثيات بكتيرية,bactériophage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184260,مجموعة من الفيروسات 'الرواشح' تصيب البكتيريا.,,True,True
184261,bacterium; bacteria,بكتريوم، بكتيريا,bactérie; bactéries,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184261,,,True,True
184262,bactrian camel,جمل ذو سِنامين,chameau à deux bosses,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184262,,,True,True
184263,bait,طُعْم,appât,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184263,,,True,True
184264,balance,ميزان,bilan; équilibre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184264,,,True,True
184265,bald,أصلع,chauve,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184265,,,True,True
184266,baldness,صَلَع,calvitie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184266,,,True,True
184267,bale of straw,حُزمة تِبْن,botte de paille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184267,,,True,True
184268,ballottement,نَهْز,ballottement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184268,طريق تشخيصية لمعرفة الأجسام الصلبة داخل الجسم، وتستخدم في تشخيص الحمل مثلا.,,True,True
184269,bandage,ضَمَّادة، رِبَاط، عُصابة,bandage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184269,,,True,True
184270,bandaging,تضميد,pansement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184270,,,True,True
184271,banding,تحجيل,baguage des oiseaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184271,وضع خاتم في رجل الطير.,,True,True
184272,barb,سُلالة من الخيل,barbe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184272,,,True,True
184273,bare,عارٍ,nu; dénudé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184273,مجرد من الغطاء أو من القشرة.,,True,True
184274,bare patch,رُقعة,tâche de ladre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184274,بياض الجلد في الحصان حول الأنف والفم.,,True,True
184275,barn,إصطبل، زريبة,étable; grange,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184275,,,True,True
184276,barrier,حائل، حاجِز,barrière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184276,,,True,True
184277,basal,قاعديّ,basal; de base,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184277,,,True,True
184278,basal metabolic heat,حرارة الأيض القاعديّ,chaleur métabolique de base,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184278,الحرارة المنبعثة عن عملية الأيض القاعديّ وهي أقل حرارة ينتجها الجسم في أثناء العمليات الحيوية للقلب وأداء التنفس.,,True,True
184279,basophils,مستقعدات، قَعِدات,basophiles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184279,,,True,True
184280,bat,وَطْوَاط,chauve-souris,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184280,طائر لبون ينتمي إلى رتبة الخفافيش.,,True,True
184281,batch,حصّة,lot,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184281,,,True,True
184282,bath,حَمَّام,bain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184282,,,True,True
184283,bath dust,مُغبِّر، مُعَفِّر,poudroir,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184283,,,True,True
184284,bath foot,مغطس، مُخَمِّص,pédiluve,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184284,,,True,True
184285,battery,بطَّارية,batterie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184285,,,True,True
184286,bay,كُمَيْت، أحْلَس,bai,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184286,,,True,True
184287,beaded,سُبْحيّ,en chapelet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184287,,,True,True
184288,beak,مِنْقار,bec; rostre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184288,,,True,True
184289,bear,دبٌّ,ours,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184289,حيوان من صنف الثدييات، من رتبة اللواحم (الضواري) ومن فصيلة الدِّبَبَة.,,True,True
184290,bearing surface,مساحة الاستناد، قاعدة الارتكاز,surface d'appui,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184290,المساحة التي تتوسطها نقطة ارتكاز وزن الجسم.,,True,True
184291,beast of burden,حيوان الخدمة,bête de somme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184291,,,True,True
184292,beat,دَقَّة,battement; pulsation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184292,,,True,True
184293,beaver,قُنْدُسٌ,castor,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184293,حيوان من صنف الثدييات، من رتبة القوارض، ومن فصيلة القسطر، وهو الاسم العام للجنس، يتميز بذنبه العريض المغطى بحراشف قوية، كثيف الشعر.,,True,True
184294,bedding; litter,فِراش الدواب,litière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184294,,,True,True
184295,bee,نَحلة,abeille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184295,,,True,True
184296,beef meat,لحم البقر,viande de boeuf,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184296,,,True,True
184297,beehive; hive,خلية النحل,ruche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184297,,,True,True
184298,beekeeper,نحَّال,apiculteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184298,مربِّي النحل.,,True,True
184299,beeswax,عسوٌ,cire d'abeilles,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184299,شَمْعُ العَسَل.,,True,True
184300,behavior; behaviour,سلوك,comportement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184300,,,True,True
184301,belly; Abdomen,بَطْن,ventre; abdomen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184301,,,True,True
184302,benign,لطيف، حميد,bénin; bénigne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184302,داء هين، دواء لطيف التأثير.,,True,True
184303,bicuspid valve; mitral valve,صِمام ذو شُرفتين، صِمام تاجيّ,valve mitrale biscupide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184303,الصمام الذي يحرص الفوهة بين البهو 'الأذين' الأيسر والبطين الأيسر، والمكون من شرفتين أو مصراعين..,,True,True
184304,bile; gall,صَفْراء، مرَّة,bile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184304,,,True,True
184305,biliary,صفْراويّ,biliaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184305,,,True,True
184306,binding,رَبْط، تثْبيت,liaison; fixation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184306,,,True,True
184307,bioassay,مقايسة بيولوجية، روْز أحيائيّ,titrage biologique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184307,اختبار أو رَزْن بيولوجيّ.,,True,True
184308,biology,علم الأحياء، علم الحياة,biologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184308,العلم الذي يبحث في الكائنات الحية، ويضم علم الحيوان وعلم النبات بفروعهما المختلفة.,,True,True
184309,biomass,كتلة حياتية,biomasse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184309,كمية الأحياء المجهرية في وسط ما.,,True,True
184310,biometry,مبحث القياسات الحيوية، قياس حيويّ,biométrie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184310,قسم من البيولوجيا تطبق فيه على الكائنات الحية أساليب الإحصاء وصيغ حساب الاحتمالات.,,True,True
184311,biopsy,فحص حيويّ، اختزاع، خزعة,biopsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184311,,,True,True
184312,biotaxy,تصنيف الأحياء,biotaxie; taxonomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184312,,,True,True
