id,english,arabic,french,german,uri,description,vt,uatv,image_uri_remote,image_uri_extract
100151,IEC 62351-1,المواصفة القياسية رقم 62351-1 للجنة الكهروتقنية الدولية (IEC),Norme 62351-1 de la Commission Electrotechnique Internationale,IEC 62351-1,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100151,مواصفة قياسية أصدرتها اللجنة الكهروتقنية الدولية (IEC) لتوصيف الاحتياجات اللازمة لتأمين المعلومات الخاصة بعمليات التحكم في نظم القدرة، كما تُعنى أساساً بالقضايا التي تخص أمن بروتوكولات الاتصالات المُقدَمة من قِبل اللجنة الفنية التابعة للجنة الكهروتقنية الدولية (IEC) والمُسماه (IEC TC 57).,True,False,,
100152,IEC 62352-2,المواصفة قياسية رقم 62352-2 للجنة الكهروتقنية الدولية (IEC),Norme 62352-2 de la Commission Electrotechnique Internationale,IEC 62352-2,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100152,أسلوب توحيد قياسي قدّمته اللجنة الكهروتقنية الدولية (IEC) عن الشبكة الذكية، وهو يُوصِّف المصطلحات الفنية (المسرد) المستخدمة في سلسلة مواصفات IEC 62352 بأكملها مع سياق بالمراجع.,True,False,,
100153,IEC 62352-3,مواصفة قياسية رقم 62352-3 للجنة الكهروتقنية الدولية (IEC),Norme 62352-3 de la Commission Electrotechnique Internationale,IEC 62352-3,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100153,مواصفة قياسية طورتها اللجنة الكهروتقنية الدولية (IEC)، وتُعنى ببروتوكولات التحكم عن بعد وتأكيد مستوى المصادقة SCADA مما يساعد كلاً من بروتوكول TCP وبروتوكول IP بوصفه طبقة نقل الرسالة. وتُركز هذه المواصفة في المقام الأول على الشبكة الذكية.,True,False,,
100154,IEC Strategic Group 1 (SG1),المجموعة الاستراتيجية رقم 1 (SG1) للجنة الكهروتقنية الدولية (IEC),Groupe Stratégique 1 (GS1) de la Commission Electrotechnique Internationale (CEI),IEC-Strategiegruppe 1 (SG1),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100154,أعلنت اللجنة الكهروتقنية الدولية (IEC) في مايو 2007  عن تفعيل المجموعة الاستراتيجية للعمل في مجال كفاءة الطاقة والطاقات المتجددة، كما أعلنت أنها تُعنى بالقضايا الانتقالية بداية من المواصفات وصولاً إلى أهداف السياسة المُتَّبعة.,True,False,,
100155,IEC Technical Committee (TC) 114,اللجنة الفنية رقم 114 للجنة الكهروتقنية الدولية (IEC),Comité technique (CT) 114 de la Commission électrotechnique internationale (CEI),IEC-Normenausschuss (TC) 114,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100155,لجنة أسستها اللجنة الكهروتقنية الدولية (IEC) في عام 2007، وتُعنى بقضايا التوحيد القياسي في مجال استغلال طاقة التيارات البحرية. كما تُركز على محولات الطاقة من الأمواج ومن المد والجزر. وفي مجال التوحيد القياسي، يبحث فريق عمل هذه اللجنة أساساً في تعريف النظم وتقييم أداء محولات الطاقة الحالية للمد والجزر وللأمواج وللمياه، ومتطلبات السلامة وجودة القدرة.,True,False,,
100156,IEC Technical Committee (TC) 82,اللجنة الفنية رقم 82 للجنة الكهروتقنية الدولية (IEC),Comité technique (CT) 82 de la Commission électrotechnique internationale (CEI),IEC-Normenausschuss (TC) 82,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100156,لجنة أسستها اللجنة الكهروتقنية الدولية (IEC) لتطوير المواصفات القياسية الدولية للأنظمة الكهرضوئية لتحويل الطاقة الشمسية إلى طاقة كهربائية. وتعمل هذه اللجنة على توصيف موضوعات السلامة والقضايا التنظيمية في أنظمة الطاقة الشمسية.,True,False,,
100157,IEC Technical Committee (TC) 88,اللجنة الفنية رقم 88 للجنة الكهروتقنية الدولية (IEC),Comité technique (CT) 88 de la Commission électrotechnique internationale (CEI),IEC-Normenausschuss (TC) 88,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100157,قامت اللجنة الكهروتقنية الدولية (IEC) بتشكيل هذه اللجنة لبحث قضايا التوحيد القياسي المتعلقة بأنظمة مولدات توربينات الرياح. وتتعامل هذه اللجنة أيضا مع مسائل القياسات، ومنهجيات الاختبار وترتيبات السلامة فيما يخص توربينات الرياح.,True,False,,
100158,IECEE,اللجنة الدولية لمواصفات الموافقة على المعدات الكهربائية (IECEE),système mondial d'essais de conformité et de certification des équipements et composants électrotechniques,IECEE,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100158,نظم تقدير المطابقة الدولية التي وضعتها  اللجنة الكهروتقنية الدولية (IEC) لاختبار واعتماد المُعدِّات الكهرُتقنية. كما يُعرَّف 'IECEE' بالنظام الدولي لاختبار المطابقة وإصدار الشهادات للمُعدِّات والمُكوِّنات الكهرُتقنية.,True,False,,
100159,IECEx,نظام (IEC) لاعتماد المعايير الخاصة بالمُعدِّات المُستخدَمة في بيئات مُعرضة للانفجار (IECEx),Système de la Commission Electrotechnique Internationale pour la certification aux normes relatives à l'équipement utilisé dans une atmosphère explosive,IECEx,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100159,يشير الاختصار 'IECEx' إلى العبارة الإنجليزية 'International Electrotechnical Commission System for Certification to Standards relating to Equipment for Use in Explosive Atmosphere'، وهو أحد أنظمة اللجنة الكهروتقنية الدولية (IEC) الذي يُعني بالمسائل المُتعلقة بمنح شهادات للمُعدِّات المستخدمة في الأجواء المُعرَّضة لخطر الانفجار، وخاصةً فيما يتعلق بالتدابير الوقائية.,True,False,,
100160,IECQ,نظام تقييم مطابقة جودة العناصر الإلكترونية (IECQ),Norme de certification de la qualité de la Commission électrotechnique internationale (CEI),IECQ,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100160,يشير الاختصار 'IECQ' إلى نظام اللجنة الدولية للتقانة الكهربائية لتقييم نظام الجودة للمكونات الإلكترونية. وهو بمثابة شهادة معايير الجودة الموضوعة من قبل اللجنة الكهروتقنية الدولية (IEC) للمكونات الإلكترونية والعمليات والمواد المرتبطة بها.,True,False,,
100162,INFORSE EUROPE,الشبكة الدولية للطاقة المستدامة في أوروبا (INFORSE EUROPE),INFORSE; Réseau international des ONG pour le développement durable de l'énergie,INFORSE EUROPE,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100162,شبكة دولية تتألف من منظمات بيئية غير حكومية تقع في المنطقة الأوروبية، وتعمل على دعم عمليتي تنمية وتوحيد قياسي الطاقة المُستدامة لاسيّما في أوروبا، وبوجهٍ عام في جميع أنحاء العالم، وذلك بالتعاون مع فروع الشبكة في مناطق أخرى خارج أوروبا. تضم الشبكة سبعين عضواً من أعضاء المنظمات غير الحكومية ضمن البلدان الأعضاء الثلاثين في أوروبا.,True,False,,
96855,INVOIC,INVOIC,INVOIC,INVOIC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96855,البيانات المحاسبتية لخدمات الشبكة والطاقة (أنظر: تبادل البيانات الإلكترونية للإدارة والتجارة والنقل EDIFACT).,True,False,,
101477,IPCC,الفريق الحكومي الدولي المعني بتغير المناخ.,Groupe d'experts intergouvernemental sur l'évolution du climat (GIEC),IPCC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101477,Der Intergovernmental Panel on Climate Change (auf deutsch: Zwischenstaatlicher Ausschuss für Klimaänderungen),True,False,,
99549,IREC (Interstate Renewable Energy Council),المجلس الأمريكي للطاقات المُتجدّدة (IREC),Conseil interétatique d'énergie renouvelable,IREC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99549,قد تأسس عام 1982 في الولايات المُتحدة الأمريكية. و بهدف هذا المجلس إلى التأثير على سياسة الطاقة الأمريكية من أجل توسيع وتنمية استخدام الطاقات المُتجدّدة في شبكات الطاقة والصناعة.,True,False,,
100172,IRENA,الوكالة الدولية للطاقة المتجددة (إيرينا),Agence internationale pour les énergies renouvelables,Internationale Agentur für Erneuerbare Energien(IRENA),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100172,وكالة دولية تشجع الدول الأعضاء بها على تعزيز إمكاناتهم من الطاقة المتجددة عن طريق عرض النطاق الأوسع للسياسيات التكنولوجية. وتركز الوكالة أساساً على إقناع الدول الأعضاء ليس فقط ليحصلوا على تفهم متعمق لهذه المعايير والمواصفات، بل ولتطبيقها كذلك في نطاقهم للحصول على الإنتاج الأمثل من الطاقة البديلة. والجدير بالذكر أن أعضاء هذه الوكالة موزعون في مائة دولة حول العالم بما فيها دول الاتحاد,True,False,,
95757,ISE (Fraunhofer Institute for Solar Energy Systems ISE),معهد فراونهوفر لأنظمة الطاقة الشمسية (ISE),ISE (Institut Fraunhofer pour les systèmes d'énergie solaire ),ISE (Fraunhofer-Institut für Solare Energiesysteme ),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=95757,معهد أنظمة الطاقة الشمسية التابع لمجموعة معاهد فراونهوفر المتخصصة في مجال الأبحاث التطبيقية ويوجد مقره في مدينة فرايبورغ، وهو أحد المؤسسات الرائدة في مجال [تكنولوجيا الطاقة الشمسية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=95910) في ألمانيا. ويشارك المعهد بالإضافة إلى أبحاثه في مجال التقنية الك,True,False,,
101479,ISO,هيئة التقييس الدولية (ISO),Organisation internationale de normalisation (ISO),ISO,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101479,(International Standardization Organization) ist die internationale Dachorganisation der nationalen Normungseinrichtungen aus 140 Ländern. Deutschland ist in der ISO durch das Deutsche Institut für Normung DIN repräsentiert.,True,False,,
100174,ISO 13065,مواصفة الأيزو رقم 13065,ISO 13065,ISO 13065,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100174,مواصفة قياسية أصدرتها المنظمة الدولية للتوحيد القياسي (الأيزو ISO) لتوصيف مبادئ الاستدامة، وضوابط المعايير، والتقنيات الخاصة بها، ومؤشرات حساب المنهجيات المتعلقة بسلسلة الإمداد بالطاقة الحيوية. كما تُعنى المواصفة بالمؤثرات الاقتصادية والاجتماعية والبيئية اللازمة لمعالجة الطاقة الحيوية.,True,False,,
100175,ISO 14438,مواصفة الأيزو رقم 14438,ISO 14438,ISO 14438,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100175,مواصفة قياسية أوروبية أصدرتها المنظمة الدولية للتوحيد القياسي (الأيزو ISO) لقياس التوازن بين كَسْب وفقدان الحرارة بفعل الإشعاع الشمسي الداخِل إلى المبنى من;  خلال النوافذ الزجاجية في مدة محددة تتوقف على متوسط معدل الكسب أو الفقدان. وهذه التقنية تمكن الشركات المُصنِعة من مقارنة أداء إنتاجها عن طريق حساب قيمة توازن الطاقة.,True,False,,
100176,ISO 50001,مواصفة الأيزو رقم 50001,ISO 50001,ISO 50001,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100176,مواصفة قياسية دولية لا تنصُّ فقط على المتطلبات اللازمة لوضع نظام الطلب على الطاقة، بل وتُحدد كذلك متطلبات تنفيذه وتطويره. ويكمن الهدف الرئيسي من مواصفة الأيزو هذه في تمكين المنظمات من التكيف مع إحدى الطرق الفعالة لتحقق من خلالها تحسناً تدريجياً في كفاءة الطاقة لديها.,True,False,,
100177,ISO 9050,مواصفة الأيزو رقم 9050,ISO 9050,ISO 9050,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100177,أسلوب توحيد قياسي طوّرته المنظمة الدولية للمواصفات (الأيزو ISO) لحساب معامل إنفاذية طاقة الإشعاع الشمسي خلال التلويح الزجاجي لنوافذ المباني وما أشبه. وتخدم هذه العملية دراسات المقارنة الخاصة بحسابات إضاءة الغرف وتدفئتها وتهويتها، هذا بالإضافة إلى أنها تتيح المقارنة بين أنواع التلويح الزجاجي المختلفة.,True,False,,
100178,ISO 9060,مواصفة الأيزو رقم 9060,ISO 9060,ISO 9060,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100178,مواصفة قياسية اصدرتها المنظمة الدولية للتوحيد القياسي (الأيزو ISO) لتقييم أداء ودقة مقياس الإشعاع السماوي (البيرانومتر)، وتصنيفه إلى ثلاث فئات، وفقاً لمواصفات ينص عليها، وأفضلها هي: المعيار الثانوي، والفئة الأولى والفئة الثانية مع توصيف كل منها.,True,False,,
100179,ISO 9488,مواصفة الأيزو رقم 9488,ISO 9488,ISO 9488,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100179,مواصفة قياسية عالمية تقدم تعليقات للمصطلحات الفنية الأساسية الخاصة بالطاقة الشمسية.,True,False,,
100180,ISO 9553,مواصفة الأيزو رقم 9553,ISO 9553,ISO 9553,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100180,هذه المواصفة القياسية الدولية تنص على مواصفات اختبار وتصنيف المطاط المستخدم في السَّداد المُحكم لمُجمعات الطاقة الشمسية لمنع حدوث تسرب بها. مما يُيسر إمكانية اختيار نوع المطاط المناسب للتطبيقات المستهدفة.,True,False,,
100181,ISO 9846,مواصفة الأيزو رقم 9846,ISO 9846,ISO 9846,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100181,مواصفة قياسية تنص على معايرة أجهزة قياس الإشعاع السماوي (البيرانومترات)، المستخدمة كأدوات مرجعية في العديد من المقارنات. ويكمن الهدف من تطوير هذه المواصفة في وضع تطبيق موحد لطرق موثوق بها لمعايرة أجهزة قياس الإشعاع السماوي (البيرانومترات).,True,False,,
100182,ISO Technical Committee (TC) 180,اللجنة الفنية أيزو رقم 180,Comité Technique (CT) 180 de l’Organisation Internationale de Normalisation,ISO-Normenausschuss (TC) 180,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100182,لجنة شَكَّلَتْها المنظمة الدولية للتوحيد القياسي (الأيزو ISO) لتناول قضايا التوحيد القياسي في مجال الطاقة الشمسية. وتنص هذه اللجنة على المواصفات الخاصة بتدفئة الحَّيزات وتسخين المياه، وتكييف الهواء والتبريد والتدفئة الصناعية، التي تنبني جميعها على الطاقة الشمسية. ويبلغ عدد الدول المشاركة في هذه اللجنة تسع وعشرين دولةً بالإضافة إلى ست وثلاثين دولة مراقبة.,True,False,,
100183,ISO Technical Committee (TC) 238,اللجنة الفنية أيزو رقم 238,Comité Technique (CT) 238 de l’Organisation Internationale de Normalisation,ISO-Normenausschuss (TC) 238,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100183,لجنة فنية شكلتها المنظمة الدولية للتوحيد القياسي (الأيزو ISO) لتطوير المواصفات القياسية والتحقق من القضايا التنظيمية المتعلقة بالوقود الحيوي الصلب. وتركز كذلك على مراقبة جودة كل من المواد المعالجة والمواد الخام، المستخدمة مصدراً للوقود الحيوي الصلب، وكذلك تجهيز عيناتها وتحديد منهجيات اختبارها. ويبلغ عدد أعضاء هذه اللجنة خمساً وعشرين دولة بالإضافة إلى اثنتي عشرة دولة مراقبة.,True,False,,
100184,ISO Technical Committee (TC) 242,اللجنة الفنية أيزو رقم 242,Comité Technique (CT) 242 de l’Organisation Internationale de Normalisation,ISO-Normenausschuss (TC) 242,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100184,مجموعة عمل شكلتها [المنظمة الدولية للتوحيد القياسي (الأيزو ISO)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=100169) في عام 2008 لبحث عملية التوحيد القياسي في مجال إدارة الطاقة. وجدير بالذكر أن 'إدارة الطاقة' تشمل كل من: أداء الطاقة، وكفاءتها، والإمداد بها، والمعدات المستخدمة في أنظمتها. ويبلغ عدد أعضاء هذه اللجنة خمسين دولة بالإضافة إلى ثماني عشرة دولةً مراقبةً.,True,False,,
100185,ISO/IEC JTC 2,اللجنة الفنية المشتركة رقم 2 لمنظمة الأيزو واللجنة الدولية للتقانة الكهربائية ISO/IEC,groupe de travail mixte ISO-IEC pour des questions d'efficacité énergétique et des sources d'énergie renouvelables,ISO/IEC JTC 2,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100185,اللجنة الفنية المشتركة رقم 2 لمنظمة الأيزو واللجنة الدولية للتقانة الكهربائية ISO/IEC,True,False,,
96264,IT system (Isolé-Terre system),نظام IT,IT-System (System Isolé Terre),IT-System,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96264,نظام يُمثل طريقة تنفيذ شبكة جُهد مُنخفض لعملية الإمداد بالتيار الكهربائي، مع توفير قدرٍ أعلى من الأمان ضد الأعطال الأرضية. ويعدّ النظام البنية العامة فقط لشبكة الجُهد المُنخفض، إلا أنه لا يشمل النظام المُستخدم للحماية ضد الأعطال. (انظر: [عطل أرضي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=96226)),True,False,,
101573,Immission,ردود (تأثير) الانبعاثات,Immission,Immission,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101573,"nter Immissionen versteht man die Einwirkungen von Luftverunreinigungen, Geräuschen, Wärme oder Strahlen auf Menschen, Tiere, Pflanzen oder Gegenstände.",True,False,,
100161,Improving Policies through Energy Efficiency Indicators (IPEEI),مجموعة تحسين السياسات من خلال مؤشِرات كفاءة استخدام الطاقة (IPEEI),amélioration des politiques à travers des indicateurs de l'efficacité énergétique,Improving Policies through Energy Efficiency Indicators (IPEEI),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100161,طورت هذه المجموعة من طرف الشراكة الدولية للتعاون من أجل كفاءة استخدام الطاقة (IPEEC)، و تقودُها فرنسا التي هي أحد البُلدان الأعضاء في تلك الشراكة. ويكمن الهدف الرئيسي من المجموعة في تحديد وتطوير المنهجيات الخاصة بمؤشرات كفاءة استخدام الطاقة عن طريق إشراك الخبراء الدوليين وتبادل الخبرات الفنية بين الدول الأعضاء.,True,False,,
95747,Improving the energy efficiency of buildings,تحسين كفاءة الطاقة في المباني,Améliorer l'efficacité énergétique des bâtiments,Energetische Sanierung von Gebäuden,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=95747,,True,False,,
98925,In-Cable-Control-Box,صندوق تحكم داخل الكابل (ICCB),boîtier de contrôle intégré au câble(ICCB),In-Kabel Kontrollbox (ICCB),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98925,جهاز مُركّب داخل كابل شحن المركبات الكهربائية مُزوّد بوظائف السلامة والاتصال.,True,False,,
97332,In-vessel composting,التدمين في حاويات,compostage fermé,geschlossene Kompostierung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97332,مجموعة من الطرق المتبعة لحفظ المواد المُراد تحويلها إلى سماد في حاويات. ويُمكن أن تتكون أنظمة التدمين في الحاويات من المعادن أو الصهاريج البلاستيكية أو المخازن الخرسانية، حيث يُتاح فيها التحكم في تدفق الهواء ودرجة الحرارة باستخدام مبادئ تشغيل 'المفاعل الحيويّ'.,True,False,,
99171,Indemnification obligation of the network operator,التزام تعويض من مشغل الشبكة,obligation d'indemnisation de l'opérateur de réseau,Vergütungsverpflichtung des Netzbetreibers,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99171,الزام مشغلي الشبكة العاملين في محطة توليد الكهرباء باستخدام مصادر الطاقة المتجددة فقط أو الغاز.,True,False,,
100554,Indirect dischargers,مكان تصريف غير مُباشر,inducer indirect,Indirekteinleiter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100554,المفرغ غير المباشر لمياه الصرف الصحي هو مفرغ لمياه الصرف الصحي بشكل غير مباشرة في الوسط المائي المستقبل، ولكن يفرغها في نظام الصرف الصحي العام (مثل مجاري المياه في المناطق الحضرية).,True,False,,
97329,Induced draft fan,مروحة بالسَّحْب المُستَّحث,ventilateur à tirage induit,Saugzuggebläse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97329,مروحة مركبة على مخرج المِرْجَل (الغلاية)، وقبل ماسورة المدخنة، للحفاظ على ضغط الفرن عند مسمتواه الصحيح ولضمان تحرك غازات الاشتعال تحركاً مناسباً حتى الوصول إلى المدخنة.,True,False,,
98678,Industrial Waste Gas Purification,تنقية الهواء في الصناعة,traitement d'effluent gazeu industriel,Industrieabluftreinigung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98678,عملية إزالة الأتربة والملوثات من العمليات الصناعية.,True,False,,
97330,Industrial wastewater treatment,معـالجة ميــاه الصرف الصناعيّ,épuration des eaux usées industrielles,Industrieabwasserbehandlung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97330,معالجة المخلفات الرطبة الناتجة من عمليات التصنيع والتجارة، بما في ذلك التعدين واستغلال المحاجر والصناعات الثقيلة.,True,False,,
98409,Infiltration,تسرب,infiltration,Infiltration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98409,تسرب الهواء عبر الشقوق الموجودة في الأسقف أو الأرضيات أو الجدران.,True,False,,
96759,Information and Communication Technology (ICT),تكنولوجيا المعلومات والاتصالات (ICT),technologies de l'information et de la communication (TIC),Informations- und Kommunikationstechnologie (IKT),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96759,مكونات نظم المعلومات و الاتصالات إضافة إلى القطاع الاقتصادي ذو الصلة ضمن الاقتصاد الوطني.,True,False,,
98927,Inherently low-emission vehicle,مركبة مُنخفضة الانبعاثات بشكل أساسيّ (ILEV),véhicule à faible émission inhérente,ILEV,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98927,المعيار الأمريكيّ الذي يُعرّف المركبات ذات النسب المُحدّدة من الانبعاثات (فيما يخص التلوّث بالغازات العادمة، ودورة الوقود، أيّ تصنيعه وتوزيعه والإمداد به). وعلى العكس من معايير الانبعاثات 'اللاصفرية' الأخرى، مثل [ المركبة منخفضة الانبعاثات (LEV](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98947)) فإنه لا يُمكن الحفاظ على معيار المركبات المُشَغَّلة بالبنزين، وذلك بسبب القيم الحدّية لانبعاثات دورة الوقود.,True,False,,
97229,Initial injection station,محطة حقن أوّلي,station d'injection initiale,Kopfstation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97229,بداية النظام الذي يتم فيه حقن المُنتج في الخط. وتحتوي هذه المحطة عادةً على وحدات تخزين أو مضخات وضغَّاطات.,True,False,,
99538,Initiative for Natural Gas-Based Mobility,مُبادرة 'حركية الغاز الطبيعي',Initiative 'Gaz naturel pour la mobilité',Initiative Erdgasmobilität,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99538,مُبادرة تدعم الحكومة الألمانية في تحقيق هدفها الخاص بالتوسع في استخدام السيارات العاملة بالغاز الطبيعي. وتسعى المُبادرة إلى التغلّب بحلول عام 2020 على المُعوّقات السوقية الموجودة حالياً و مُضاعفة نِسبة هذه السيارات في الأسواق وزيادة استعمال الغاز الطبيعي والميثان الحيوي كوقود.,True,False,,
97240,Injection auger,برّيمة حقن,trémie d'injection,Förderschnecke; Fördervorrichtung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97240,برّيمة الوقود النهائية التي تعمل على نقل الوقود الصلب إلى حيّز الاحتراق. وهي - على وجه الخصوص - البرّيمة التي تدفع الوقود خلال فتحة إلى المُصَبعَّات.,True,False,,
95753,Injection pump,مضخة حقن,Pompe d'injection,Einspritzpumpe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=95753,مكون من مكونات نظام حقن الوقود في محركات الاحتراق الداخلي.,True,False,,
100345,Inland waters,مياه داخلية,eaux intérieures,Binnengewässer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100345,موقع مائي محاط باليابسة.,True,False,,
96795,Input power profile,تغير زمني لقدرة مدخلة,profil de puissance d'entrée,Einspeiseprofil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96795,رسم بياني زمني للقدرة المدخلة إلى الشبكة، والتي تتسم عادة بنظام دوري معين (يومي أو شهري أو موسمي).,True,False,,
98411,Insulation,عَزْل,isolation,Isolation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98411,عملية حماية أو وقاية من الظروف الخارجية، مثل: الحرارة والكهرباء، والصوت، والحرائق، إلخ.,True,False,,
98682,Integrated Part-Load Value (IPLV),قيمة متكاملة للحمل الجزئيّ,valeur intégrée à charge partielle,IPLV,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98682,رقم منفرد مختصر يعبر عن كفاءة الحمل الجزئي لوحدة تكييف مُدمجة، والذي يعتمد على العمليات الغالبة (المرجِّحة) في ظروف الحمل المختلفة.,True,False,,
99548,Integrated Power System; Unified Power System (IPS/UPS),نظام الطاقة المُدمج,réseau d'électricité intégré; réseau électrique unifié (IPS/UPS),integriertes Stromnetzhttp,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99548,يُشير المُصطلح 'IPS;  UPS' إلى شبكة لنقل طاقة تُغطي مساحات شاسعة، تعمل بشكل مُتزامن وإدارتها مركزية وأعضاؤها في الأساس من اتحاد الدول المُستقلة (GUS). وتبلغ قُدرة الشبكة 300 جيجا واط تقريباً، حيث تُنتج سنوياً 1200 تيرا واط;  ساعة، يستهلكها 280 مليون عميل. ويشمل النظام 8 مناطق زمنية ويتألّف من شبكتين فرعيتين: IPS -  تضم أكرانيا، كازاخستان، كيرجستان، روسيا البيضاء، أذربيجان، طاجكيستان، جورجيا، مولدوفا، ومانغوليا و UPS- الخاصة بروسيا.,True,False,,
96760,Integrated Services Digital Network (ISDN),شبكة رقمية للخدمات المتكاملة,réseau numérique à intégration de services,dienstintegrierendes digitales Netz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96760,معيار دولي لشبكة الاتصالات الرقمية. هذه الشبكة تشمل خدمات مختلفة مثل التلكس (التلكس)، Teletex، DATEX-L (نقل البيانات عبر خطوط الهاتف)، DATEX ف (علبة تحويل نقل البيانات)، و الاتصالات الهاتفية التي يتم نقلها و/أو إبلاغها.,True,False,,
97072,Integrated Simulation Environment Language,برنامج INSEL,INSEL,INSEL,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97072,برنامج محاكاة لأنظمة الطاقة المتجددة الهجينة، تم تطويره في جامعة أولدنبورغ. ويُستخدم في هذا البرنامج نموذج محاكاة لوجستية يتمثل في نظام محاكاة بالرسم التخطيطي المرحلي، وكل مرحلة فيه إما أن تمثل مُكوِّناً في النظام أو تُحدد لها مهمة معينة، مثل: معالجة الملفات، ومعالجة المتغيرات، إلخ.,True,False,,
97241,Integrated gasification combined cycle (IGCC),دورة التغويز المتكامل المدمجة (IGCC),cycle combiné de gazéification intégrée,integrierter Vergasungs-Kombi-Kreisprozess,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97241,تقنية يتم فيها استخدام مغوِّز لتحويل الفحم وأنواع الوقود الأخرى المحتوية على الكربون إلى غاز - غاز اصطناعيّ يتم حرقه بعد إزالة الشوائب منه.,True,False,,
