term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
705-02-27,free space propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-27,انتشار فراغ حر,"Freiraumausbreitung, f",free space propagation,propagación en el espacio libre,"propagation en espace libre, f",propagazione nello spazio libero,自由空間伝搬,자유 공간 전파,propagacja w wolnej przestrzeni,propagação em espaço livre,,frirumsutbredning,自由空间传播
705-02-28,electromagnetic beam,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-28,حزمة  كهرومغناطيسية,"elektromagnetisches Strahlbündel, nRichtstrahl, m",electromagnetic beam,haz electromagnético,"faisceau électromagnétique, m",fascio elettromagnetico,電磁ビーム,전자기 빔,wiązka elektromagnetyczna,feixe electromagnético,,elektromagnetisk stråle,电磁波束
705-02-29,direct ray path,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-29,مسار شعاع (لاسلكي) مباشر,"direkter Strahlenweg, m",direct ray path,rayo directo,"trajet (radioélectrique) direct, mrayon direct, m",cammino del raggio diretto,直接路,직접 파선로,droga promienia bezpośredniego,trajecto (radioeléctrico) directo,,direkt strålväg,直接射线路径
705-02-30,direct wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-30,موجة (لاسلكية) مباشرة,"direkte Welle, f",direct wave,onda de radio directa,"onde (radioélectrique) directe, f",onda diretta,直接波,직접파,fala bezpośrednia,onda (radioeléctrica) directa,,direktväg,直达波
705-02-31,line of sight propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-31,خط الإنتشار المرئي,"Ausbreitung bei Sichtverbindung, f",line of sight propagation,propagación según la visual,"propagation en visibilité, f",propagazione a vista,見透し内伝搬,가시 내 전파,propagacja przy bezpośredniej widoczności,propagação em visibilidade,,frisiktsutbredning,视线传播
705-02-32,indirect ray path,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-32,مسار شعاع (لاسلكي) غير مباشر,"indirekter Strahlenweg, m",indirect ray path,"trayectoria indirecta (de la energía, del rayo)","trajet (radioélectrique) indirect, mrayon indirect, m",cammino del raggio indiretto,間接路,간접 광선 경로,droga promienia pośredniego,trajecto (radioeléctrico) indirecto,,indirekt strålväg,非直接射线路径
705-02-33,indirect wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-33,موجة (لاسلكية) غير مباشرة,"indirekte Welle, f",indirect wave,onda de radio indirecta,"onde (radioélectrique) indirecte, f",onda indiretta,間接波,간접파,fala pośrednia,onda (radioeléctrica) indirecta,,indirekt våg,非直达波
705-02-34,path length difference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-34,فرق طول المسار,"Wegunterschied, mWegdifferenz, f",path length differenceelectrical path length difference,diferencia de caminosdiferencia de caminos eléctricos,différence de marche (entre deux trajets radioélectriques) f,differenza di camminodifferenza della lunghezza elettrica del cammino,路程差電気的路程差,경로 길이 차이전기 경로 길이 차이,różnica długości drogi,diferença de trajectos,,väglängdsdifferens,电路程差
705-02-35,space phase difference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-35,فرق الطور الفضائي,"abstandsbedingte Phasenverschiebung, f",space phase difference,diferencia de fase espacial,"différence de phase spatiale, f",differenza di fase spaziale,空間位相差,공간 위상차,różnica fazy przestrzennej,diferença de fase espacial,,,空间相位差
705-02-36,multipath propagation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-36,إنتشار متعدد المسارات,"Mehrwegeausbreitung, f",multipath propagation,propagación por varias trayectorias,"propagation par trajets multiples, f",propagazione per cammini multipli,多重路伝搬,다경로 전파,propagacja wielodrożna,propagação por trajectos múltiplos,,flervägsutbredning,多径传播
705-02-37,radio echo,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-02-37,صدى لاسلكي,"Funkecho, n",radio echo,eco de radio,"écho (radioélectrique), m",eco radio,電波エコー,전파 반향,echo radiowe,eco (radioeléctrico),,radioeko,无线电回波
705-03-01,electric constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-01,ثابت كهربائى,"elektrische Feldkonstante, fPermittivität des Vakuums, fABGELEHNT: Influenzkonstante, fABGELEHNT: Dielektrizitätskonstante des leeren Raums, f",electric constantpermittivity of vacuum,constante dieléctrica del vacíopermitividad del vacío,"constante électrique, fpermittivité du vide, fDÉCONSEILLÉ: pouvoir inducteur spécifique du vide, m",costante elettricapermettività assoluta del vuoto,電気定数真空中の誘電率,전기 상수진공 절대 유전율,"stała elektryczna, fprzenikalność elektryczna próżni, f",constante elétricapermitividade do vazio,,elektriska konstantenpermittivitet för vakuum,电常数真空电容率真空介电常数
705-03-02,absolute permittivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-02,سماحية مطلقة,"absolute Permittivität, fPermittivität, fABGELEHNT: Dielektrizitätskonstante, f",absolute permittivitypermittivityDEPRECATED: absolute dielectric constantDEPRECATED: dielectric constant,constante dieléctrica (absoluta) (desaconsejado)permitividad (absoluta),"permittivité absolue, fpermittivité, fDÉCONSEILLÉ: constante diélectrique, f",permettività (assoluta)costante dielettrica (assoluta) (sconsigliato),絶対誘電率,절대 유전율,"przenikalność elektryczna bezwzględna, fprzenikalność elektryczna, f",permitividade absolutapermitividade,,absolut permittivitet,绝对电容率绝对介电常数
705-03-03,relative permittivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-03,سماحية نسبية,"Permittivitätszahl, frelative Permittivität, fABGELEHNT: Dielektrizitätskonstante, fABGELEHNT: Permittivität, f",relative permittivityDEPRECATED: relative dielectric constantDEPRECATED: dielectric constantDEPRECATED: permittivity,constante dieléctrica relativa (desaconsejado)permitividad relativa,"permittivité relative, ffacteur de permittivité, mDÉCONSEILLÉ: constante diélectrique relative, fDÉCONSEILLÉ: constante diélectrique, fDÉCONSEILLÉ: permittivité, f",permettività relativacostante dielettrica relativa (sconsigliato),比誘電率,비유전율,"przenikalność elektryczna względna, f",permitividade relativa,,permittivitetstalrelativ permittivitet,相对电容率相对介电常数
705-03-04,complex relative permittivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-04,سماحية نسبية مركبة,"komplexe Permittivitätszahl, fkomplexe relative Permittivität, fABGELEHNT: Dielektrizitätskonstante, f",complex relative permittivityDEPRECATED: relative complex dielectric constant,constante dieléctrica compleja relativa (desaconsejado)permitividad compleja relativa,"permittivité relative complexe, f",permettività relativa complessacostante dielettrica relativa complessa (sconsigliato),複素比誘電率,복소 상대 유전율,"przenikalność elektryczna względna zespolona, f",permitividade relativa complexa,,komplext permittivitetstal,复相对电容率复相对介电常数
705-03-05,real relative permittivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-05,سماحية نسبية حقيقية,"reelle Permittivitätszahl, freelle relative Permittivität, fABGELEHNT: Dielektrizitätskonstante, f",real relative permittivityDEPRECATED: relative dielectric constant,constante dieléctrica relativa (desaconsejado)permitividad (relativa) (real),"permittivité relative réelle, fDÉCONSEILLÉ: constante diélectrique, f",permettività (reale) relativacostante dielettrica relativa (sconsigliato),比誘電率実数部,실 상대 유전율,"przenikalność elektryczna względna rzeczywista, f",permitividade relativa real,,permittivitetstalets realdel,实相对电容率相对介电常数
705-03-06,dielectric loss angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-06,زاوية فقد العزل الكهربائي,"Permittivitäts-Verlustwinkel, m",dielectric loss angle,ángulo de pérdidas dieléctricas,"angle de pertes diélectriques, m",angolo di perdita dielettrica,誘電損角,유전손각유전 손실각,kąt strat dielektrycznych,ângulo de perdas dieléctricas,,dielektrisk förlustvinkel,介质损耗角
705-03-07,dielectric (medium),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-07,وسط عزل كهربائي,"Dielektrikum, n",dielectric (medium),(medio) dieléctrico,"(milieu) diélectrique, m",dielettrico (mezzo),誘電体誘電媒質,유전 매질유전체,dielektryk,(meio) dieléctrico,,dielektrikum,"电介质, <媒质>"
705-03-08,perfect dielectric,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-08,عزل كهربائي مثالي,"ideales Dielektrikum, n",perfect dielectricideal dielectric,dieléctrico perfecto o ideal,"(milieu) diélectrique parfait, m",dielettrico ideale,完全誘電体理想誘電体,완전 유전체,dielektryk idealny,(meio) dieléctrico perfeito,,idealt dielektrikum,理想电介质
705-03-09,conducting medium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-09,وسط موصل,"leitendes Medium, n",conducting medium,medio conductor,"(milieu) conducteur, m",mezzo conduttore,導電媒質,도전 매질,środowisko przewodzące,(meio) condutor,,ledande medium,导电媒质
705-03-10,perfect conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-10,موصل مثالي,"idealer Leiter, m",perfect conductor,conductor perfecto,"(milieu) conducteur parfait, m",conduttore ideale,完全導体,완전 도체,przewodnik doskonały,(meio) condutor perfeito,,perfekt ledare,理想导体
705-03-11,absorbing medium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-11,وسط ممتص,"absorbierendes Medium, n",absorbing mediumdissipative medium,medio absorbente,"milieu absorbant, m",mezzo assorbentemezzo dissipativo,吸収性媒質損失性媒質,흡수성 매질소실 매질,środowisko stratneśrodowisko absorbujące,meio absorvente,,absorberande medium,吸收媒质耗散媒质
705-03-12,absorption (frequency) band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-12,نطاق(تردد) الإمتصاص,"Absorptionsfrequenzband, nAbsorptionsband, n",absorption (frequency) band,banda de absorción,"bande d'absorption, f",banda di assorbimento (di frequenza),吸収周波数帯吸収帯,흡수 주파수 대역,pasmo częstotliwości absorbującepasmo absorbujące,banda de absorção,,absorptionsband,吸收频带
705-03-13,dispersive medium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-13,وسط مشتت,"dispersives Medium, n",dispersive medium,medio dispersivo,"milieu dispersif, m",mezzo dispersivo,分散媒質,분산 매질,środowisko rozpraszające,meio dispersivo,,dispersivt medium,色散媒质
705-03-14,magnetic constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-14,ثابت مغناطيسى,"magnetische Feldkonstante, fABGELEHNT: Induktionskonstante, f",magnetic constantpermeability of vacuum,constante magnética del vacíopermeabilidad absoluta del vacío,"constante magnétique, fperméabilité du vide, f",costante magneticapermeabilità assoluta del vuoto,磁気定数,자기 상수진공 절대 투자율,"stała magnetyczna, fprzenikalność magnetyczna próżni, f",constante magnéticapermeabilidade do vazio,,magnetiska konstantenpermeabilitet för vakuum,磁常数真空磁导率
705-03-15,absolute permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-15,نفاذية مطلقة,"absolute Permeabilität, fPermeabilität, f",absolute permeabilitypermeability,permeabilidad (absoluta),"perméabilité absolue, fperméabilité, f",permeabilità (assoluta),絶対透磁率,절대투자율,"przenikalność magnetyczna bezwzględna, fprzenikalność magnetyczna, f",permeabilidade absolutapermeabilidade,,absolut permeabilitet,绝对磁导率
705-03-16,relative permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-16,نفاذية نسبية,"Permeabilitätszahl, frelative Permeabilität, f",relative permeability,permeabilidad relativa,"perméabilité relative, f",permeabilità relativa,比透磁率,비투자율,"przenikalność magnetyczna względna, f",permeabilidade relativa,,permeabilitetstalrelativ permeabilitet,相对磁导率
705-03-17,complex relative permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-17,نفاذية نسبية مركبة,"komplexe Permeabilitätszahl, fkomplexe relative Permeabilität, f",complex relative permeability,permeabilidad compleja relativa,"perméabilité relative complexe, f",permeabilità relativa complessa,複素比透磁率,복소 비투자율,"przenikalność magnetyczna względna zespolona, f",permeabilidade relativa complexa,,komplext permeabilitetstal,复相对磁导率
705-03-18,real relative permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-18,نفاذية نسبية حقيقية,"reelle Permeabilitätszahl, freelle relative Permeabilität, f",real relative permeability,permeabilidad relativa (real),"perméabilité relative réelle, f",permeabilità (reale) relativa,実比透磁率,비투자율비투자율의 실수부,"przenikalność magnetyczna względna rzeczywista, f",permeabilidade relativa real,,permeabilitetstalets realdel,实相对磁导率
705-03-19,magnetic loss angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-19,زاوية فقد مغناطيسي,"Permeabilitäts-Verlustwinkel, m",magnetic loss angle,ángulo de pérdidas magnéticas,"angle de pertes magnétiques, m",angolo di perdita magnetica,磁気損角,자기 손실각,kąt strat magnetycznych,ângulo de perdas magnéticas,,magnetisk förlustvinkel,磁损耗角
705-03-20,complex refractive index (in a given direction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-20,دليل الانكسار المركب (في اتجاه معطى),"komplexe Brechzahl, <in einer gegebenen Richtung> f",complex refractive index (in a given direction),índice de refracción complejo (en una dirección dada),indice de réfraction complexe (dans une direction donnée) m,indice di rifrazione complesso (in una data direzione),特定角における複素屈折率複素屈折率,"복소 굴절률, <주어진 방향>",współczynnik załamania zespolony,índice de refracção complexo (numa dada direcção),,komplext brytningsindex,"复折射指数, <在一给定方向>"
705-03-21,refractive index,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-21,دليل الانكسار  (في اتجاه معطى),"Brechzahl, f",refractive index,índice de refracción,indice de réfraction (dans une direction donnée) m,indice di rifrazione (simbolo: n),屈折率,굴절 지수,współczynnik załamania,índice de refracção (numa dada direcção),,brytningsindex,折射指数
705-03-22,wave impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-22,معاوقة الموجة,"Wellenimpedanz, f",wave impedance,impedancia de la onda,"impédance d'onde, f",impedenza d'onda,電波インピダンス,전파 임피던스,impedancja fali,impedância de onda,,vågimpedans,波阻抗
705-03-23,characteristic impedance of a medium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-23,معاوقة مميزة لوسط,"Feldwellenimpedanz eines Mediums, f",characteristic impedance of a medium,impedancia característica de un medio,impédance intrinsèque (d'un milieu) fimpédance caractéristique d'un milieu (terme déconseillé) f,impedenza caratteristica del mezzo,媒質の特性インピ－ダンス,매질 특성 임피던스,impedancja charakterystyczna środowiska,impedância característica de um meio,,vågimpedans i medium,媒质的特性阻抗
705-03-24,characteristic impedance of vacuum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-24,معاوقة مميزة للفراغ,"Vakuum-Feldwellenimpedanz, fFeldwellenimpedanz des leeren Raums, f",characteristic impedance of vacuum,impedancia característica del vacío,"impédance (intrinsèque) du vide, f",impedenza caratteristica del vuoto,真空の特性インピ－ダンス,진공 특성 임피던스,impedancja charakterystyczna próżni,impedância (característica) do vácuo,,vågimpedans i vakuum,真空的特性阻抗
705-03-25,"penetration depth, <of an electromagnetic wave>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-03-25,"عمق الاختراق, <في الموجة الكهرومغناطيسية>","Eindringtiefe, <einer elektromagnetischen Welle> f","penetration depth, <of an electromagnetic wave>skin depth, <of an electromagnetic wave>",profundidad de penetración,"profondeur de pénétration, <d’une onde électromagnétique> fDÉCONSEILLÉ: profondeur de peau, f",profondità di penetrazione,"侵入長, <電磁波>","침입 깊이, <전자파>표피 깊이","głębokość wnikania, <fali elektromagnetycznej> fgłębokość naskórkowości, <fali elektromagnetycznej> f",profundidade de penetração,,inträngningsdjup,"穿入深度, <电磁波的>趋肤深度"
705-04-01,incident wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-01,موجة ساقطة,"einfallende Welle, f",incident wave,onda incidente,"onde incidente, f",onda incidente,入射波,입사파,fala padająca,onda incidente,,infallande våg,入射波
705-04-02,plane of incidence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-02,مستوى السقوط,"Einfallsebene, f",plane of incidence,plano de incidencia,"plan d'incidence, m",piano d'incidenza,入射面,입사면,płaszczyzna padania fali,plano de incidência,,infallsplan,入射平面
705-04-03,angle of incidence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-03,زاوية السقوط,"Einfallswinkel, m",angle of incidence,ángulo de incidencia,"angle d'incidence, m",angolo d'incidenza,入射角,입사각,kąt padania,ângulo de incidência,,infallsvinkel,入射角
705-04-04,grazing angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-04,زاوية الميل,"Erhebungswinkel, mGlanzwinkel, m",grazing angle,ángulo de inclinación,"angle d'inclinaison, m",angolo radente,グレージング角,지표각그레이징 각,kąt dopełniający,ângulo de inclinação,,bestrykningsvinkel,擦地角
705-04-05,grazing incidence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-05,سقوط حاك ، سقوط كاشط,"streifender Einfall, m",grazing incidence,incidencia rasante,"incidence rasante, f",incidenza radente,グレージング入射,지표 입사그레이징 입사,padanie muśnięciem,incidência rasante,,strykande infall,擦地入射
705-04-06,transmitted wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-06,موجة مرسلة,"durchlaufende Welle, f",transmitted wave,onda transmitida,"onde transmise, f",onda trasmessa,送信波,송신파,fala transmitowana,onda transmitida,,transmitterad våg,传输波透射波
705-04-07,refracted wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-07,موجة منكسرة,"gebrochene Welle, f",refracted wave,onda refractada,"onde réfractée, f",onda rifratta,屈折波,굴절파,fala załamana,onda refractada,,bruten väg,折射波
705-04-08,"refraction, <of electromagnetic waves>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-08,"انكسار, <للموجات الكهرومغناطيسية>","Brechung, <von elektromagnetischen Wellen> f","refraction, <of electromagnetic waves>",refracción,"réfraction, <des ondes électromagnétiques> f",rifrazione,"屈折, <電磁波の>",굴절,"załamanie, nrefrakcja, f","refração, <de ondas eletromagnéticas>",,brytningrefraktion,"折射, <电磁波的>"
705-04-09,reflected wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-09,موجة منعكسة,"reflektierte Welle, f",reflected wave,onda reflejada,"onde réfléchie, f",onda riflessa,反射波,반사파,fala odbita,onda reflectida,,reflekterad våg,反射波
705-04-10,"reflection, <of an incident wave>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-10,"انعكاس, <للموجة الساقطة>","Reflexion, <einer einfallenden Welle> f","reflection, <of an incident wave>",reflexión,"réflexion, <d'une onde incidente> f",riflessione,"反射, <入射波>","반사, <입사파>","odbicie, <fali padającej> n",reflexão,,reflexion,"反射, <入射波的>"
705-04-11,specular reflection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-11,إنعكاس مرآوى,"Spiegelreflexion, f",specular reflectionregular reflection,reflexión (especular)reflexión (pura),"réflexion (spéculaire), fréflexion (pure), f",riflessione speculare,正反射,거울 반사정반사,odbicie normalne,reflexão (especular),,spegelreflexion,镜面反射
705-04-12,diffuse reflection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-12,إنعكاس منتشر,"diffuse Reflexion, f",diffuse reflection,reflexión difusa,"réflexion diffuse, f",riflessione diffusa,拡散反射,확산 반사,odbicie rozproszone,reflexão difusa,,diffus reflexion,漫反射
705-04-13,specular surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-13,سطح براق (أملس),"spiegelnde Grenzfläche, f",specular surface,superficie lisa,"surface lisse, f",superficie speculare,正反射表面,정반사 표면규칙 표면,powierzchnia zwierciadlana,superfície lisa,,speglande yta,镜面表面
705-04-14,rough surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-14,سطح خشن,"raue Grenzfläche, f",rough surface,superficie rugosa,"surface rugueuse, f",superficie rugosa,粗表面,굴곡 표면,powierzchnia chropowata,superfície rugosa,,ojämn yta,粗糙表面
705-04-15,Rayleigh criterion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-15,معيار رايلي,"Rayleigh-Kriterium, n",Rayleigh criterion,criterio de Rayleigh,"critère de Rayleigh, m",criterio di Rayleigh,レイリー基準,레일리 기준,kryterium Rayleigha,critério de Rayleigh,,Rayleighs kriterium,瑞利准则
705-04-16,(amplitude) reflection factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-16,عامل انعكاس (السعة),"Reflexionsfaktor, m",(amplitude) reflection factor,coeficiente de reflexión (complejo),"facteur de réflexion (complexe), mcoefficient de réflexion (complexe) (terme à proscrire) m",coefficiente di riflessione,振幅反射率反射率,진폭 반사율,współczynnik odbicia amplitudowywspółczynnik odbicia,factor de reflexão (complexo),,reflexionsfaktor,幅度反射系数
705-04-17,power reflection factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-17,عامل إنعكاس (القدرة),"Reflexionsgrad, m",power reflection factor reflectance,coeficiente de reflexión de la energíareflectancia,"facteur de réflexion énergétique, mfacteur de réflexion en puissance, mcoefficient de réflexion (terme à proscrire) m",coefficiente di riflessione di potenza,電力反射率,전력 반사율반사율,współczynnik odbicia mocowy,factor de reflexão de potênciareflectância,,reflektans,功率反射系数
705-04-18,Fresnel reflection factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-18,عامل إنعكاس فرسنل,"Fresnel-Reflexionsfaktor, m",Fresnel reflection factor,coeficiente de reflexión de Fresnel,"facteur de réflexion de Fresnel, m",coefficiente di riflessione di Fresnel,フレネル反射率,프레넬 반사율,współczynnik Fresnela,factor de reflexão de Fresnel,,Fresnels reflexionsfaktor,菲涅耳反射系数
705-04-19,total reflection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-19,انعكاس كلي,"Totalreflexion, f",total reflectionDEPRECATED: total internal reflection,reflexión total,"réflexion totale, f",riflessione totale,全反射,전반사,"odbicie całkowite, n",reflexão total,,totalreflexion,全反射
705-04-20,Brewster's angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-20,زاوية برويستر,"Brewster-Winkel, m",Brewster's angleBrewster angle,ángulo de Brewster,"angle de Brewster, m",angolo di Brewster,ブルースター角,브루스터 각,"kąt Brewstera, m",ângulo de Brewster,,brewstervinkel,布鲁斯特角
705-04-21,Brewster angle incidence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-21,سقوط بزاوية بريوستر,"Brewster-Einfall, m",Brewster angle incidence,incidencia con ángulo de Brewster,"incidence brewstérienne, f",incidenza con angolo di Brewster,ブルースター角入射,브루스터 각 입사,padanie brewsterowskie,incidência com ângulo de Brewster,,brewsterinfall,布鲁斯特角入射
705-04-22,pseudo-Brewster angle incidence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-22,سقوط وهمي بزاوية بريوستر,"Pseudo-Brewster-Einfall, m",pseudo-Brewster angle incidence,incidencia con pseudoángulo de Brewster,"incidence pseudo-brewstérienne, f",angolo d'incidenza pseudo-Brewster,準ブルースター角入射,준브루스터 각 입사,padanie pseudobrewsterowskie,incidência com pseudo-ângulo de Brewster,,pseudo-brewsterinfall,准布鲁斯特角入射
705-04-23,convergence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-23,تقارب,"Konvergenz, f",convergence,convergencia,"convergence, f",convergenza,収束,수렴,konwergencja zbieżność,convergência,,konvergens,会聚聚焦
705-04-24,"divergence, <for waves>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-24,تباعد,"Divergenz, <von Wellen> f","divergence, <for waves>",divergencia,"divergence, <pour des ondes> f",divergenza,発散,"발산, <파>","dywergencja, frozbieżność, f","divergência, <numa onda>",,divergens,"发散, <波的>散焦"
705-04-25,convergence factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-25,عامل التقارب,"Konvergenzfaktor, m",convergence factor,coeficiente de convergencia,"facteur de convergence, m",fattore di convergenza,収束係数,수렴 계수,współczynnik zbieżności,factor de convergência,,konvergensfaktor,会聚因子聚焦因子
705-04-26,divergence factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-26,عامل التباعد,"Divergenzfaktor, m",divergence factor,coeficiente de divergencia,"facteur de divergence, m",fattore di divergenza,発散係数,발산 계수,współczynnik rozbieżności,factor de divergência,,divergensfaktor,发散因子散焦因子
705-04-27,convergence gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-27,كسب التقارب,"Konvergenzgewinnmaß, n",convergence gain,ganancia de convergencia,"gain de convergence, m",guadagno di convergenza,収束利得,수렴 이득,zysk zbieżności,ganho de convergência,,konvergensvinst,会聚增益聚焦增益
705-04-28,divergence loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-28,فقد التباعد,"Divergenzdämpfungsmaß, n",divergence loss,pérdidas por divergencia,"affaiblissement de divergence, m",perdita di divergenza,発散損,발산 손실,straty rozbieżności,atenuação de divergência,,divergensförlust,发散损失发散损耗
705-04-29,dispersion (of an electromagnetic wave),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-29,تشتت (لموجة كهرومغناكيسية),"Dispersion, <einer elektromagnetischen Welle> f",dispersion (of an electromagnetic wave),dispersión,dispersion (d'ondes électromagnétiques) f,dispersione (di un'onda e.m.),"分散, <電磁波の>","분산, <전자기파>",rozpraszanie (fali elektromagnetycznej),dispersão (de ondas electromagnéticas),,dispersion,"色散, <电磁波的>"
705-04-30,Fresnel ellipsoid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-30,مجسم اهليلجي فرسنل,"Fresnel-Ellipsoid, n",Fresnel ellipsoid,elipsoide de Fresnel,"ellipsoïde de Fresnel, f",ellissoide di Fresnel,フレネルだ円体,프레넬 타원면,elipsoida Fresnela,elipsóide de Fresnel,,fresnelellipsoid,菲涅耳椭圆球体
705-04-31,Fresnel zone (on a reflective surface),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-31,منطقة فرسنل (على سطح عاكس),"Fresnel-Zone, <auf einer reflektierenden Grenzfläche> f",Fresnel zone (on a reflective surface),zona de Fresnel,zone de Fresnel (sur une surface réfléchissante) f,zona di Fresnel (su una superficie riflettente),"フレネル帯, <反射面上の>","프레넬 영역, <반사 표면>",strefa Fresnela (na powierzchni odbijającej),zona de Fresnel (numa superfície reflectora),,fresnelzon (pä yta),"菲涅耳区, <在一个反射面上>"
705-04-41,obstacle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-41,عائق,"Hindernis, <für Funkwellen> n","obstacleobstruction, <to radio waves>",obstáculo,"obstacle radioélectrique, mobstacle, m",ostacolo,障害,장애물,"przeszkoda, <dla fal radiowych> fzapora, <dla fal radiowych> f",obstáculo,,hinder,障碍物障碍
705-04-42,shadow region,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-42,منطقة الظل,"Schattenregion, f",shadow region,región oscura,zone d'ombre (d'un obstacle) f,zona d'ombra,陰影地域,그림자 지역,strefa cienia,zona de sombra (de um obstáculo),,skuggzon,阴影区
705-04-43,diffracted wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-43,موجة منعطفة حيودية,"gebeugte Welle, f",diffracted wave,onda difractada,"onde diffractée, f",onda diffratta,回折波,회절파,fala ugięta,onda difractada,,diffrakterad väg,绕射波
705-04-44,diffraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-44,حيود ،انعطاف,"Beugung, f",diffraction,difracción,"diffraction, f",diffrazione,回折,회절,ugięcie,difracção,,diffraktion,绕射
705-04-45,scattered wave,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=705-04-45,موجة مبعثرة,"gestreute Welle, fStreuwelle, f",scattered wave,onda dispersada,"onde diffusée, f",onda diffusa,散乱波,산란파,fala rozproszona,onda difundida,,spridd våg,散射波
