term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
602-02-19,thermal power unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-19,وحدة قدرة حرارية,"Dampfkraftwerksblock, mBlock, m",thermal power unit,grupo de una central térmica,lämpövoimayksikkö,"tranche d'une centrale (électrique) thermique, f",unità di un impianto termoelettrico,火力電力ユニット,화력 전력 설비,дулааны цахилгаан станцын цогц төхөөрөмж,varmekrafteining,blok elektrowni cieplnej blok energetyczny cieplnyblok energetyczny,unidade de uma central termoeléctrica,termoelektrični blok (enota),"термоенергетски блок, м јдтермоенергетска јединица, ж јд",värmekraftsblock,热力发电单元
602-02-20,thermal generating set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-20,مجموعة توليد حرارية,"thermischer Maschinensatz, m",thermal generating set,grupo termoeléctrico,lämpövoimakoneikko,"groupe thermo-électrique, m",gruppo termoelettrico,火力発電装置,화력 발전 설비 세트,дулааны цахилгаан станцын цахилгаан үйлдвэрлэх бүрдэл,varmekraftaggregat,zespół generatorowy cieplny,grupo (gerador) termoeléctrico,termoelektrični agregat,"термогенераторски агрегат, м јд",värmekraftaggregat,热力发电机组
602-02-21,turbo-generator set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-21,مجموعة تربينة - مولد,"Dampfturbosatz, m",turbo-generator set,grupo turboalternador,turpiini-generaattorikoneikko,"groupe turbo-alternateur, m",gruppo turboalternatore,タービン発電装置,터보 발전 설비 세트,уурын турбины бүрдэл,dampturbinaggregat,turbozespół parowyturbogenerator parowy turbogenerator,grupo turboalternador,agregat s parno turbino turboagregat (parni),"турбогенераторски агрегат, м јд",turbogeneratoraggregat,汽轮发电机组
602-02-22,internal combustion set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-22,مجموعة احتراق داخلي,"Verbrennungsmaschinensatz, m",internal combustion set,grupo de combustión interna,polttomoottorikoneikko,"groupe à combustion interne, m",gruppo a combustione interna,内燃発電装置,내연 설비 세트,дотоод шаталтат хөдөлгүүртэй бүрдэл,forbrenningsmotoraggregat,zespół generatorowy spalinowy,grupo de combustão interna,agregat z motorjem z notranjim zgorevanjem,"електроагрегат са мотором са унутрашњим сагоревањем, м јд",förbränningsmotoraggregat,内燃发电机组
602-02-23,gas turbine set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-23,مجموعة التربينة الغازيةعنفة غازية,"Gasturbinensatz, m",gas turbine set,grupo de turbina de gas,kaasuturpiinikoneikko,"groupe à turbine à gaz, m",gruppo turbina a gas,ガスタービン発電装置,가스 터빈 설비 세트,хийн турбины бүрдэл,gassturbinaggregat,turbozespół gazowy turbogenerator gazowy,grupo de turbina a gás,agregat s plinsko turbinoplinski agregat,"гаснотурбински генераторски агрегат, м јд",gasturbinaggregat,燃气轮发电机组
602-02-24,condensing set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-24,مجموعة تكثيف البخارمجموعة التكثيف,"Kondensationssatz, m",condensing set,grupo de condensación,lauhdutuskoneikko,"groupe à condensation, m",gruppo a condensazione,復水装置,복수 설비 세트,конденсацийн турбинтэй бүрдэл,kondensasjonsaggregat,turbozespół kondensacyjny,grupo com condensação,agregat s kondenzacijsko turbino,"кондензациони агрегат, м јд",kondenskraftaggregat,凝汽式机组
602-02-25,condensing set with reheat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-25,مجموعة التكثيف مع اعادة التسخين,"Kondensationssatz mit Zwischenüberhitzung, m",condensing set with reheat,grupo de condensación con recalentamiento,välitulistus-lauhdutuskoneikko,"groupe à condensation avec resurchauffe, m",gruppo a condensazione con risurriscaldamento del vapore,再加熱機能付き復水装置,재열 복수 설비 세트,завсрын халаагч бүхий конденсацийн турбинтэй бүрдэл,kondensasjonsaggregat med mellomoverheitar,turbozespół kondensacyjny z przegrzewem międzystopniowym,grupo com compensação e reaquecimento,agregat s kondenzacijsko turbino in vmesnim pregrevanjem,"кондензациони агрегат са међупрегревањем, м јд",kondenskraftaggregat med mellanöverhettning,再热凝汽式机组
602-02-26,back-pressure set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-26,مجموعة ضغط خلفي,"Gegendrucksatz, m",back-pressure set,grupo de contrapresión,vastapainekoneikko,"groupe à contre-pression, m",gruppo a contropressione,背圧装置,배압 설비 세트,эсрэг даралттай бүрдэл,mottrykksaggregat,turbozespół przeciwprężny,grupo com contra-pressão,agregat s protitlačno turbino,"агрегат са противпритиском, м јд",mottryckskraftaggregat,背压机组
602-02-27,main generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-27,مولّد رئيس,"Hauptgenerator, m",main generator,generador principal,päägeneraattori,"générateur principal, m",generatore principale,主発電機,주 발전기,үндсэн генератор,hovudgenerator,generator główny,gerador principal,glavni generator,"главни генератор, м јд",huvudgenerator,主发电机
602-02-28,auxiliary generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-28,مولد مساعد,"Eigenbedarfsgenerator, m",auxiliary generator,generador auxiliar,omakäyttögeneraattori,"générateur auxiliaire, m",generatore ausiliario,補助発電機,보조 발전기,дотоод хэрэгцээний генератор,stasjonsgenerator,generator potrzeb własnych,gerador auxiliar,pomožni generator,"генератор за сопствену потрошњу, м јд",hjälpgenerator,厂用发电机
602-02-29,unit auxiliaries,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-29,وحدة مساعدات,"Block-Hilfsaggregate, n, pl",unit auxiliaries,auxiliares de grupo,yksikön apulaitteet,"auxiliaires de tranche, m pl",ausiliari di unità,発電機補助装置,발전기 보조 기기,цогц төхөөрөмжийн туслах тоноглолууд,nødvendig tilleggsutstyr,urządzenia potrzeb własnych bloku energetycznego,auxiliares de unidade,oprema za lastno porabo bloka (enote),"помоћни блок, м јд",blockbunden hjälputrustning,单元机组辅助设备
602-02-30,common auxiliaries,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-30,مساعدات مشتركة,"allgemeine Hilfsaggregate, n, pl",common auxiliaries,auxiliares generales,yhteiset apulaitteet,"auxiliaires généraux, m pl",ausiliari generali,共通補助装置,공통 보조 기기,нийтлэг туслах тоноглолууд,felles tilleggsutstyr,urządzenia potrzeb własnych ogólnych,auxiliares gerais,oprema za splošno lastno porabo bloka (enote),"заједнички помоћни уређаји, м мн",allmän hjälputrustning,公用辅助设备
602-02-31,unit generator transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-31,مجموعة مولد محولممول وحدة,"Maschinentransformator, m",unit generator transformerset transformer,transformador de grupotransformador principal,generaattorimuuntaja,"transformateur (principal) de tranche, mtransformateur de groupe, m",trasformatore principale di unità,ユニット発電機変圧器,발전 변압기,"генератор, трансформаторын цогцтрансформаторын бүрдэл",generatortransformator,transformator blokowy,transformador (principal) de unidadetransformador de grupo,blokovni transformator,"блок трансформатор, м јд",aggregattransformator,单元机组发电机变压器机组变压器
602-02-32,auxiliary transformer of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-32,محوّل مساعد للوحدة (في محطة توليد),"Eigenbedarfstransformator eines Blockes, m",auxiliary transformer of a unit,transformador de auxiliares de un grupo,yksikön omakäyttömuuntaja,"transformateur d'auxiliaires d'une tranche, m",trasformatore ausiliario di unità (di centrale),ユニットの補助変圧器,발전기 보조 변압기,цогц төхөөрөмжийн дотоод хэрэгцээний трансформатор,einingstransformator,transformator potrzeb własnych bloku energetycznego,transformador auxiliar de uma unidade,transformator za lastno porabo bloka (enote),"трансформатор за сопствену потрошњу јединице , м јд",lokaltransformator,单元机组用变压器
602-02-33,auxiliary transformer of a power station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-33,محوّل مساعد لمحطة توليد,"Eigenbedarfstransformator eines Kraftwerks, m",auxiliary transformer of a power station,transformador de auxiliares de una central,voimalaitoksen omakäyttömuuntaja,"transformateur d'auxiliaires d'une centrale, m",trasformatore ausiliario di unità (di centrale),発電所の補助変圧器,발전소 보조 변압기,цахилгаан станцийн дотоод хэрэгцээний трансформатор,stasjonstransformator,transformator potrzeb własnych elektrowni,transformador auxiliar de uma central,transformator za lastno porabo elektrarne,"трансформатор за сопствену потрошњу електране, м јд",,厂用变压器
602-02-34,boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-34,مرجل بخاريغلاية,"Dampferzeuger, m",boiler,calderagenerador de vapor,kattilahöyrykattila,"chaudière, fgénérateur de vapeur, m",caldaia,ボイラ,보일러,зуух,kjele,kocioł parowykocioł,caldeiragerador de vapor,parni kotel,"генератор паре, м јдкотао, м јд",ångpanna,锅炉
602-02-35,natural circulation boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-35,مرجل (غلاية) بدوران طبيعي,"Dampferzeuger mit natürlicher Zirkulation, m",natural circulation boiler,caldera de circulación natural,luonnonkiertokattila,"chaudière à circulation naturelle, f",caldaia a circolazione naturale,自然循環ボイラ,자연 순환 보일러,ердийн эргэлттэй зуух,kjele med naturleg sirkulasjon,kocioł z naturalnym obiegiem wody,caldeira de circulação natural,parni kotel z naravnim obtokom,"парни котао са природном циркулацијом, м јд",dompanna med självcirkulation,自然循环锅炉
602-02-36,once-through boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-36,مرجل مفتوحغلاية مفتوحة,"Dampferzeuger mit erzwungener Zirkulation, m",once-through boiler,caldera de circulación forzada,läpivirtauskattila,"chaudière à circulation forcée, fchaudière monotubulaire, f",caldaia a circolazione monotubolare,貫流ボイラ,관류식 보일러,шууд урсгалтай зуух,kjele med gjennomstrøyming,kocioł z obiegiem wymuszonym kocioł przepływowy,caldeira de circulação forçadacaldeira monotubular,parni kotel s prisilnim obtokom,"парни котао са принудним прострујавањем, м јд",genomströmningspanna,直流锅炉
602-02-37,controlled circulation boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-37,مرجل (غلاية) بدوران محكوم,"Dampferzeuger mit gesteuerter Zirkulation, m",controlled circulation boiler,caldera de circulación controlada,pumppukiertokattila,"chaudière à circulation contrôlée, f",caldaia a circolazione forzata,強制循環ボイラ,강제 순환식 보일러,албадан эргэлттэй зуух,kjele med sirkulasjonspumpe,kocioł z obiegiem wspomaganym,caldeira de circulação controlada,parni kotel s krmiljenim obtokom,"парни котао са управљаном циркулацијом, м јд",dompanna med pumpcirkulation,控制循环锅炉
602-02-38,pulverised fuel boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-38,مرجل (غلاية) بوقود مطحون (فحم),"Dampferzeuger mit Kohlestaubfeuerung, m",pulverised fuel boiler,caldera de carbóncaldera de combustible pulverizado,pölypolttokattila,"chaudière à combustible pulvérisé, f",caldaia a combustibile polverizzato (gassoso) (liquido),粉体燃料ボイラ,미분탄 연소 보일러,нунтагласан түлшний зуух,kolstøvfyrt kjele,kocioł pyłowy,caldeira de combustível pulverizado,parni kotel s kurjavo na premogov prah,"парни котао на угљени прах, м јд",kolpulvereldad panna,粉状燃料锅炉
602-02-39,gaseous fuel boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-39,مرجل (غلاية) بوقود غازي,"Dampferzeuger mit Gasfeuerung, m",gaseous fuel boiler,caldera de gas,kaasupolttokattila,"chaudière à combustible gazeux, f",caldaia a combustibile gassoso,気体燃料ボイラ,가스 연소 보일러,хийн түлшний зуух,gassfyrt kjele,kocioł na paliwo gazowe,caldeira de combustível gasoso,parni kotel s kurjavo na plin,"парни котао на гас, м јд",gaseldad panna,气体燃料锅炉
602-02-40,liquid fuel boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-40,مرجل (غلاية) بوقود سائل,"Dampferzeuger mit Ölfeuerung, m",liquid fuel boiler,caldera de combustible líquidocaldera de fuel-oiI,nestepolttokattila,"chaudière à combustible liquide, f",caldaia a combustibile liquido,液体燃料ボイラ,액체 연소 보일러,шингэн түлшний зуух,oljefyrt kjele,kocioł na paliwo ciekłe,caldeira de combustível líquido,parni kotel s kurjavo na kapljevino,"парни котао на течно гориво, м јд",oljeeldad panna,液体燃料锅炉
602-02-41,bin-and-feeder system boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-41,مرجل (غلاية) باحتراق غير مباشر,"Dampferzeuger mit indirekter Feuerung, m",bin-and-feeder system boiler,caldera de quemado indirecto,epäsuorapolttokattila,"chaudière à chauffe indirecte, f",caldaia a riscaldamento indiretto,ビンおよびフィーダ式の系統ボイラ,저장식 보일러,завсрын нөөцийн агуулахтай зуух,.....,kocioł pyłowy z bunkrem pośrednim,caldeira de queima indirecta,parni kotel s posrednim kurjenjem,"парни котао са посредним ложењем, м јд",kolpulvereldad panna med centralmaltningsanläggning,中间储仓制锅炉
602-02-42,directly-fired boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-42,مرجل (غلاية) باحتراق مباشر,"Dampferzeuger mit direkter Feuerung, m",directly-fired boiler,caldera de quemado directo,suorapolttokattila,"chaudière à chauffe directe, f",caldaia a riscaldamento diretto,直接燃焼ボイラ,직접 연소 보일러,нүүрсийг шууд шатаадаг зуух,.....,kocioł pyłowy o zasilaniu bezpośrednim,caldeira de queima directa,parni kotel z neposrednim kurjenjem,"парни котао са непосредним ложењем, м јд",kolpulvereldad panna med kolkvarnar,直吹式锅炉
602-02-43,fluidised-bed boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-43,مرجل ( غلاية) بطبقة مميّعة,"Dampferzeuger mit Wirbelschichtfeuerung, m",fluidised-bed boiler,caldera de lecho fluidificado,leijukerroskattila,"chaudière à lits fluidisés, f",caldaia a tetto fluido,流動床ボイラー,유동층 보일러,шингэрүүлсэн давхаргатай зуух,kvervelsjiktkjele,kocioł fluidalny,caldeira de leito fluidificado,parni kotel z zgorevanjem v vrtinčeni lebdeči plasti,"парни котао са сагоревањем у флуидизираном слоју, м јд",svävbäddpanna,流化床锅炉
602-02-44,superheated steam,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-44,بخار محمص,"überhitzter Dampf, m",superheated steam,vapor sobrecalentado,tulistettu höyry,"vapeur surchauffée, f",vapore surriscaldato,過熱蒸気,과열 증기,хэт халаасан уур,overheita damp,para przegrzana,vapor sobreaquecido,,"прегрејана пара, ж јд",överhettad ånga,过热蒸汽
602-02-45,superheater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-45,محمّص البخار,"Überhitzer, m",superheater,sobrecalentador,tulistin,"surchauffeur, m",surriscaldatore,過熱器,과열기,уурыг хэт халаагч,overheitar,przegrzewacz pary,sobreaquecedor,pregrevalnik,"прегрејач, м јд",överhettare,过热器
602-02-46,reheater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-46,معيد التسخين في المرجل,"Zwischenüberhitzer, m",reheater,recalentador,välitulistin,"resurchauffeur, m",risurriscaldatore,再熱器,재열기,завсрын халаагч,mellomoverheitar,przegrzewacz międzystopniowy,reaquecedor,vmesni pregrevalnik,"међупрегрејач, м јд",mellanöverhettare,再热器
602-02-47,steam turbine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-47,تربينة بخاريةعنفة بخارية,"Dampfturbine, f",steam turbine,turbina de vapor,höyryturpiini,"turbine à vapeur, f",turbina a vapore,蒸気タービン,증기 터빈,уурын турбин,dampturbin,turbina parowa,turbina a vapor,parna turbina,"парна турбина, ж јд",ångturbin,汽轮机
602-02-48,condensing steam turbine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-48,تربينة بمكثّف بخار,"Kondensationsturbine, f",condensing steam turbine,turbina de vapor de condensación,lauhdutusturpiini,"turbine à vapeur à condensation, f",turbina a vapore a condensazione,凝縮蒸気タービン,응축 증기 터빈,конденсацийн уурын турбин,kondensasjonsturbin,turbina kondensacyjna,turbina a vapor com condensação,kondenzacijska parna turbina,"кондензациона парна турбина, ж јд",kondensturbin,凝汽式汽轮机
602-02-49,condensing steam turbine with bleeding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-49,تربينة بمكثف مع استنزاف,"Entnahme-Kondensationsturbine, f",condensing steam turbine with bleeding,turbina de vapor de condensación con extracción,väliottolauhdutusturpiini,"turbine à vapeur, à condensation avec soutirage, fturbine à vapeur, à condensation avec prélèvement, f",turbina a vapore a condensazione con spillamento,ブリーディング機能付き凝縮蒸気タービン,추기 복수 터빈,"уур ялгаж авдаг, конденсацийн уурын турбин",kondensasjonsturbin med avtapping,turbina kondensacyjna upustowa,turbina a vapor com condensação e extracção,odjemno-kondenzacijska parna turbina,"кондензациона парна турбина са одузимањем паре, ж јд",kondensturbin med avtappning,抽汽凝汽式汽轮机
602-02-50,cylinder (of a steam turbine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-50,أسطوانة (تربينة بخارية ),"Turbinengehäuse, n",cylinder (of a steam turbine),cuerpo (de una turbina de vapor),pesäturpiinipesä,corps (d'une turbine à vapeur) m,corpi (di una turbina a vapore),シリンダ,"원통, <증기 터빈>실린더, <증기 터빈>","цилиндр, <уурын турбины>",turbinhus,kadłub turbiny,corpo (de uma turbina a vapor),okrov,"кућиште, <парне турбине> с јд",turbinhus,"汽缸, <汽轮机的>"
602-02-51,line of shafting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-51,محور الأعمدة الدوارة,"Einwellenanordnung, f",line of shafting,línea de ejes,roottoriyhdistelmä,"ligne d'arbres, f",linea d’albero,同軸ライン,축렬,тэнхлэгийн дагуу шугам,rotorstreng,linia wałów,linha de veios,enoosna izvedba,"ротор турбине, м јд",rotorsträng,轴系
602-02-52,tandem-compound set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-52,مجموعة ترادف مركبة,"Tandem-Compound-Satz, m",tandem-compound set,grupo en composición tándem,yksiakselikoneikko,"groupe tandem-compound, m",gruppo tandem-compound,タンデムコンパウンド装置,직렬 터빈 설비탠덤 터빈 설비,нийлмэл бүрдэл,einaksla dampturbinaggregat,turbozespół wielokadłubowy jednowałowy,grupo tandem,enoosni agregat,"агрегат са једним ротором, м јд",enaxligt turbinaggregat,单轴系机组
602-02-53,cross-compound set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-53,مجموعة تقاطع مركبة,"Cross-Compound-Satz, m",cross-compound set,grupo en composición transversal,moniakselikoneikko,"groupe cross-compound, m",gruppo cross-compound,クロスコンパウンド装置,교차 터빈 설비,хоёр голтой бүрдэл,fleiraksla dampturbinaggregat,turbozespół wielokadłubowy wielowałowy,grupo transversal,večgredni agregat,"агрегат са више ротора, м јд",fleraxligt turbinaggregat,双轴系机组
602-02-54,speed governor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-54,حاكم السرعة,"Drehzahlregler, m",speed governor,regulador de velocidad,nopeudensäädin,"régulateur de vitesse, m",regotatore di giri,調速機,조속기,хурд тохируулагч,omdreiningsregulator,regulator prędkości obrotowej,regulador de velocidade,regulator (vrtilne) hitrosti,"регулатор броја обртаја, м јд",varvtalsregulator,调速器
602-02-55,overspeed device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-55,جهاز لزيادة السرعة,"Überdrehzahlschutz, m",overspeed device,protección de sobrevelocidad,ryntäyssuoja,"protection de survitesse, f",dispositivo di fuotezione contro le sovravelocità,過速装置,과속 방지 장치,эргэлтийн хурд хязгаарлах төхөөрөмж,rusingsvakt,wytrzask,protecção de sobreintensidade,nadhitrostna zaščita,"заштита од побега , ж јд",rusningsskydd,超速保护装置
602-02-56,condenser,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-56,مكثف,"Kondensator, m",condenser,condensador,lauhdutin,"condenseur, m",condensatore,復水器,복수기응축기콘덴서,уурын турбины конденсатор,kondensator,skraplacz kondensator,condensador,kondenzator,"кондензатор паре турбине, м јд",kondensor,凝汽器
602-02-57,cooling tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-57,برج التبريد,"Kühlturm, m",cooling tower,torre de refrigeración,jäähdytystorni,"réfrigérant atmosphérique, mtour de refroidissement (déconseillé) f",refrigerante atmosferico,冷却塔,냉각탑,хөргөлтийн цамхаг,kjøletårn,chłodnia elektrowniana chłodnia,torre de refrigeração,hladilni stolp,"расхладни торањ, м јд",kyltom,冷却塔
602-02-58,dry cooling tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-58,برج تبريد جاف,"Trockenkühlturm, m",dry cooling tower,torre de refrigeración seca,kuiva jäähdytystorni,"réfrigérant atmosphérique sec, m",refrigerante atmosferico secco,乾式冷却塔,건 냉각탑,дулаан солилцох хөргөлтийн цамхаг,tørt kjøletårn,chłodnia powietrznachłodnia sucha,torre de refrigeração seca,suhi hladilni stolp,"суви расхладни торањ, м јд",torrt kyltom,干式冷却塔
602-02-59,wet cooling tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-59,برج تبريد رطب,"Nasskühlturm, m",wet cooling tower,torre de refrigeración húmeda,märkä jäähdytystorni,"réfrigérant atmosphérique humide, m",refrigerante atmoferico umido,湿式冷却塔,습 냉각탑,ууршуулах хөргөлтийн цамхаг,vått kjøletårn,chłodnia kominowa chłodnia mokra,torre de refrigeração húmida,mokri hladilni stolp,"влажни расхладни торањ, м јд",vått kyltom,湿式冷却塔
602-02-60,forced draught cooling tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-02-60,برج تبريد بالتهوية القسرية,"Kühlturm mit Zwangskühlung, m",forced draught cooling tower,torre de refrigeración de tiro forzado,puhallusjäähdytystorni,"réfrigérant atmosphérique à tirage forcé, m",refrigerante atmosferico a tiraggio forzato,強制通風冷却塔,강제 송풍 냉각탑,сэнстэй хөргөлтийн цамхаг,kjøletårn med vifte,chłodnia wentylatorowachłodnia o chłodzeniu wymuszonym,torre de refrigeração com tiragem forçada,hladilni stolp s prisilnim hlajenjem,"расхладни торањ са принудном промајом, м јд",fläktkyltom,强制通风冷却塔
602-03-01,cold start-up of a thermal generating set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-01,بدء التشغيل على البارد لمجموعة توليد حرارية,"Kaltstart eines thermischen Maschinensatzes, m",cold start-up of a thermal generating set,arranque en frío de un grupo térmico,lämpövoimakoneikon kylmäkäynnistys,"démarrage à froid d'un groupe thermo-électrique, m",awiamento da freddo di un gruppo termoelettrico,火力発電装置の冷間起動,화력 발전기 저온 기동,дулааны цахилгаан станцын цахилгаан үйлдвэрлэх бүрдлийг хүйтэн төлөвөөс асаах,kaldstart av varmekraftaggregat,rozruch zimny zespołu generatorowego cieplnego,arranque a frio de um grupo termoeléctrico,hladni zagon termoagregata,"пуштање турбогенераторског агрегата из хладног стања, с јд",kallstart av värmekraftaggregat,热力发电机组冷态启动
602-03-02,hot start-up of a thermal generating set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-02,بدء التشغيل على الساخن (الحار) لمجموعة توليد حرارية,"Warmstart eines thermischen Maschinensatzes, m",hot start-up of a thermal generating set,arranque en caliente de un grupo térmico,lämpövoimakoneikon kuumakäynnistys,"démarrage à chaud d'un groupe thermo-électrique, m",awiamento da caldo di un gruppo termoelettrico,火力発電装置の温間起動,화력 발전기 고온 기동,дулааны цахилгаан станцын цахилгаан үйлдвэрлэх бүрдлийг халуун төлөвөөс асаах,varmstart av varmekraftaggregat,rozruch gorący zespołu generatorowego cieplnego,arranque a quente de um grupo termoeléctrico,vroči zagon termoagregata,"пуштање турбогенераторског агрегата из топлог стања, с јд",turbinvarmstart,热力发电机组热态启动
602-03-03,minimum safe output of the unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-03,الخرج الأدنى الآمن للوحدة,"Betrieb eines Blockes mit Mindestleistung, m",minimum safe output of the unit,funcionamiento al mínimo técnico de un grupo,yksikön pienin sallittu teho,"marche au minimum technique d'une tranche, f",marcia al minimo tecnico di una unità,ユニットの最小安全出力,발전기 최대 이용 기간,цогц төхөөрөмжийн аюулгүй байдлыг хангах хамгийн бага бүтээмж,minste tillatne avgjevne effekt,minimum techniczne bloku energetycznego,funcionamento no mínimo técnico de uma unidade,obratovanje enote na tehničnem minimumu,"технички минимум јединице, м јд",lägsta tillåtna blockeffek,单元机组最低安全输出功率
602-03-04,gross output of a set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-04,الخرج الكلي لمجموعة,"Bruttoleistung eines Generatorsatzes, f",gross output of a set,,koneikon bruttoteho,"puissance produite brute par un groupe, f",potenza lorda di un gruppo,装置の発電端出力,발전단 순출력,цахилгаан үйлдвэрлэх бүрдлийн нийт бүтээмж,brutto aggregateffekt,moc brutto zespołu generatorowego,potência produzida bruta por um grupo,bruto moč agregata,"бруто снага агрегата, ж јд",bruttoaggregateffekt,机组总输出功率
602-03-05,gross output of a power station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-05,الخرج الكلي لمحطة توليد,"Bruttoleistung eines Kraftwerks, f",gross output of a power station,potencia producida bruta por una central,voimalaitoksen bruttoteho,"puissance produite brute par une centrale, f",potenza lorda di una centrale,発電所の発電端出力,발전소 총출력,цахилгаан станцын нийт бүтээмж,brutto stasjonseffekt,moc brutto elektrowni,potência produzida bruta por uma central,bruto moč elektrarne,"бруто снага електране, ж јд",bruttostationseffekt,电站总输出功率
602-03-06,net output of a set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-06,الخرج الصافي لمجموعة,"Nettoleistung eines Generatorsatzes, f",net output of a set,potencia producida neta por un grupo,koneikon nettoteho,"puissance produite nette par un groupe, f",potenza netta di un gruppo,装置の送電端出力,발잔기 순 출력발전기 최소 안전 출력,цахилгаан үйлдвэрлэх бүрдлийн цэвэр бүтээмж,netto aggregateffekt,moc netto zespołu generatorowego,potência produzida líquida por um grupo,neto moč agregata,"нето снага агрегата, ж јд",nettoaggregateffekt,机组净输出功率
602-03-07,net output of a power station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-07,الخرج الصافي لمحطة توليد,"Nettoleistung eines Kraftwerks, f",net output of a power station,potencia producida neta por una central,voimalaitoksen nettoteho,"puissance produite nette par une centrale, f",potenza netta di una centrale,発電所の送電端出力,발전소 순출력,цахилгаан станцын цэвэр бүтээмж,netto stasjonseffekt,moc netto elektrowni,potência produzida líquida por uma central,neto moč elektrarne,"нето снага електране, ж јд",nettostationseffekt,电站净输出功率
602-03-08,maximum capacity of a unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-08,السعة القصوى للوحدة (محطة توليد),"maximale mögliche Leistung eines Blocks, f",maximum capacity of a unit,potencia máxima posible de un grupo,yksikön suurin jatkuva teho,"puissance maximale possible d'une tranche, f",potenza massima accumulabile,設備の最大能力,발전기 최대 용량,цогц төхөөрөмжийн хамгийн их хүчин чадал,maksimal aggregatyting,moc osiągalna bloku energetycznego,potência máxima possível de uma unidade,največja moč bloka (enote),"максимална снага јединице, ж јд",maximal kontinuerlig blockeffeet,单元机组最大容量
602-03-09,maximum capacity of a power station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=602-03-09,السعة القصوى لمحطة توليد,"maximale mögliche Leistung eines Kraftwerks, f",maximum capacity of a power station,potencia máxima posible de una central,voimalaitoksen suurin jatkuva teho,"puissance maximale possible d'une centrale, f",potenza massima accumulabile di una unità,発電所の最大能力,발전소 최대 전력,цахилгаан станцын хамгийн их чадал,maksimal stasjonsyting,moc osiągalna elektrowni,potência máxima possível de uma central,največja moč elektrarne,"максимална снага електране, ж јд",maximal kontinuerlig stationseffekt,电站最大容量
