term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
448-13-07,combination fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-07,عطل مركب,"kombinierter Netzfehler, mkombinierter Fehler, m",combination fault,falta combinada,yhdistelmävika,"défaut combiné, m",guasto combinato,複合事故,직병렬 고장,хосолсон гэмтэл,kombinert feil,zakłócenie złożone,avaria combinada,kombinirana okvara,"комбиновани квар, м јд",kombinationsfel,复合故障
448-13-08,high resistance fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-08,عطل المقاومة العالية,"Fehler durch hochohmigen Kurzschluss, m",high resistance fault,falta de alta resistencia,suuriresistanssinen vika,"défaut très résistant, m",guasto ad alta resistenza,高抵抗事故,고저항 고장,өндөр эсэргүүцэлтэй гэмтэл,"høg-ohmig kortslutning, høgresistiv kortslutning",zwarcie rezystancyjne,avaria muito resistente,visokouporovna okvara,"квар велике отпорности, м јд",högresistivt fel,高阻故障
448-13-09,double-circuit fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-09,عطل على دارتين (متوازيتين),"Doppelleitungsfehler, m",double-circuit fault,falta sobre dos circuitos paralelos,rinnakkaispiirien vika,"défaut sur deux circuits parallèles, m",cortocircuito su due circuiti paralleli; cortocircuito su due linee parallele,両回線同地点事故,이중 회로 고장,хоёр хэлхээт гэмтэл,dobbelt kortslutning,zwarcie na dwóch torach równoległych,avaria em dois circuitos vizinhos,okvara med dvema trifaznima tokokrogoma,"кратак спој двосистемског вода, м јд",dubbelfel,双回线故障
448-13-10,intersystem fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-10,عطل بين شبكات,"Zwischensystemfehler, m",intersystem fault,falta entre redes,verkkojen välinen vika,"défaut entre réseaux, m",guasto che interessa più reti,混触事故,전력 시스템 간 고장,систем хоорондын гэмтэл,feil mellom to system,zwarcie między sieciami (różnych napięć),avaria entre redes,medsistemska okvara,"међусистемски квар, м јд",fel mellan nät,系统间故障
448-13-11,consequential fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-11,عطل متتابع,"Folgefehler, m",consequential fault,falta consecutiva,seurannaisvika,"défaut consécutif, m",guasto conseguente (ad altro guasto),波及事故,결과적 고장,нөлөөллийн гэмтэл,følgjefeil,zakłócenie wtórne,avaria consecutivadefeito consecutivo (desaconselhado neste sentido),posledična okvara,"квар у развоју, м јд",följdfel,相继故障
448-13-12,developing fault,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-12,عطل متطور,"sich ausweitender Kurzschluss, m",developing faultevolving fault (US),falta evolutiva,kehittyvä vika,"défaut évolutif, m",guasto evolutivo,進展事故,전개 고장,өргөжих гэмтэлхувьсах гэмтэл,"utviklande feil, feilgang",zwarcie rozwijające się,avaria evolutivadefeito evolutivo (desaconselhado neste sentido),razvijajoča se okvara,"квар који се развија, м јд",utvecklande fel,发展性故障
448-13-13,through fault current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-13,تيار العطل المخترق,"Durchgangsstrom (bei äußerem Netzfehler), m",through fault current,corriente de falta circulante,läpimenevä vikavirta,"courant de défaut traversant, m",corrente di guasto passante,通過事故電流,통과 고장 전류,гэмтлийн дамжин өнгөрөх гүйдэл,gjennomgåande feilstraum,prąd zwarcia zewnętrznego,corrente atravessante de avaria externa,tok zunanje okvare,"струја квара кроз штићену секцију, ж јд",genomgående felström,穿越性故障电流
448-13-14,fault current interruption time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-14,زمن انقطاع تيار العطل,"Kurzschlussstrom-Ausschaltdauer, f",fault current interruption timeinterruption time (US),tiempo de interrupción de la corriente de falta,vikavirran erotusaika,"durée avant interruption d'un courant de défaut, f",tempo di interruzione della corrente di guasto,事故電流遮断時間,고장 전류 차단 시간,гэмтлийн гүйдлийг таслах хугацаа,avbrotstid,czas wyłączenia zwarcia (w danym punkcie),tempo de interrupção da corrente de avaria,trajanje do prekinitve toka okvare,"време прекидања струје квара, с јд",felbortkopplingstid,故障电流断开时间
448-13-15,fault clearance time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-15,زمن إزالة العطل,"Fehlerklärungsdauer, f",fault clearance timeclearing time (US),tiempo de eliminación de una falta,vian erotusaika,"durée d'élimination d'un défaut, ftemps d'élimination d'un défaut (déconseillé) m",tempo di eliminazione del guasto,事故除去時間,고장 소호 시간,гэмтлийг устгах хугацаа,klareringstid,czas eliminacji zwarcia,tempo de eliminação de uma avariatempo de eliminação de um defeito (desaconselhado neste sentido),trajanje do odklopa okvare,"време отклањања квара, с јд",total felbortkopplingstid,故障清除时间
448-13-16,"cross-country fault, US",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-13-16,عطل عبر البلاد,"Mehrfachfehler, m","cross-country fault, US",falta transversal,monipaikkainen vika,.....,guasto che coinvolge due o più eventi di potenza prossimi,クロスカントリー事故,"횡단 고장, US",нутаг дэвсгэр дамжсан гэмтэл,dobbelt jordfeil,zwarcie jednoczesne na wielu liniach,avaria de circuitos cruzados,"""cross-coun­try"" okvara","међусистемски квар, м јд",dubbelt jordfel,跨线故障
448-14-01,distance protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-01,حماية (وقاية) مسافية,"Distanzschutz, m",distance protectiondistance relay (US),protección de distancia,distanssisuojaus,"protection de distance, f",protezione a distanza,距離保護,거리 보호,зайн реле хамгаалалт,distansevern,zabezpieczenie odległościowe,protecção de distância,distančna zaščita,"дистантна заштита, ж јд",distansskydd,距离保护
448-14-02,zones of non-unit protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-02,منطقة حماية ذات تمييز حسب المقطع,"Stufen des Selektivschutzes mit relativer Selektivität, f, plZonen des Selektivschutzes mit relativer Selektivität, f, pl",zones of non-unit protectionzones of protection (US),zonas de una protección con selectividad relativazonas de una protección de alcance indefinido,porrastetusti selektiivisen suojauksen vyöhykkeetsuojausvyöhykkeet,"zones d'une protection à sélectivité relative de section, f pl",zone di una protezione a selettività relativa,非ユニット保護の保護範囲,비단위 보호 구역,бие даасан реле хамгаалалтын мужуудреле хамгаалалтын мужууд,vernesoner,strefy zabezpieczenia jednostronnego,zonas de uma protecção não unitária,območja relativno selektivne zaščite,"зоне заштите са релативном селективношћу, ж мн",skyddszoner för relativt selektivt reläskydd,非单元保护区
448-14-03,full distance protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-03,حماية (وقاية) مسافية شاملة,"Volldistanzschutz, mmehrsystemiger Distanzschutz ohne Auswahlschaltung, m",full distance protection,protección de distancia completa,täysmittaava distanssisuojaus,"protection de distance multichaîne, f",protezione a distanza completa,全実装距離保護,전 거리 보호,бүрэн зайн реле хамгаалалт,fulldistansevern,zabezpieczenie odległościowe wieloukładowe,protecção de distância multicadeia de medida,distančna zaščita brez preklapljanja,"вишесистемска дистантна заштита, ж јд",distansskydd med fullständig mätning,全距离保护
448-14-04,switched distance protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-04,حماية مسافية ذات تبديل,"Distanzschutz mit Auswahlschaltung, m",switched distance protection,protección de distancia con conmutación,kytkevä distanssisuojaus,"protection de distance à commutation, f",protezione a distanza commutata,切換式距離保護,개폐 거리 보호,таслууртай зайн реле хамгаалалт,distansevern med omkopling,zabezpieczenie odległościowe przełączalne,protecção de distância com comutação,distančna zaščita s preklapljanjem,"једносистемска дистантна заштита, ж јд",distansskydd av omkopplingstyp,切换式距离保护
448-14-05,underreach,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-05,امتداد قصير,"Unterreichweite, f",underreachunderreaching protection (US),subalcance,aliulottuma,"portée réduite, f",zona ridotta,アンダリーチ整定,부족 도달,дутуу хамрах хүрээбогиносгосон хамрах хүрээтэй реле хамгаалалт,underrekkjevidd,skrócenie zasięgu zabezpieczenia odległościowego skrócenie zasięgu,subalcance,skrajšani doseg,"редукована зона, ж јд",underräckning,欠范围
448-14-06,erroneous underreaching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-06,امتداد قصير خاطئ,"falsche Unterreichweite, f",erroneous underreaching,subalcance erróneo,aliulottumavirhe,"fausse réduction de portée, f",errata riduzione della zona protetta,"アンダリーチ, <誤差の>",오류성 부족 도달,алдаа бүхий дутуу хамрах хүрээалдаа бүхий богиносгосон хамрах хүрээ,feilaktig underrekkjevidd,skrócenie błędne zasięgu zabezpieczenia,subalcance incorrecto,napačno skrajšani doseg,"погрешно редукована зона, ж јд",felaktig underräckning,误差性欠范围
448-14-07,overreach,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-07,امتداد مطول,"Überreichweite, f",overreachoverreaching protection (US),sobrealcance,yliulottuma,"portée étendue, f",zona estesa,オーバリーチ整定,오버리치초과 도달,хэтэрсэн хамрах хүрээуртасгасан хамрах хүрээтэй реле хамгаалалт,overrekkjevidd,wydłużenie zasięgu zabezpieczenia odległościowego wydłużenie zasięgu,sobrealcance,podaljšani doseg,"заштита продужењем зоне, ж јд",överräckning,超范围
448-14-08,erroneous overreaching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-08,امتداد مطول خاطئ,"falsche Überreichweite, f",erroneous overreaching,sobrealcance erróneo,yliulottumavirhe,"fausse extension de portée, f",errata estensione della zona protetta,"オーバリーチ, <誤差の>",오류성 초과 도달,алдаа бүхий хэтэрсэн хамрах хүрээалдаа бүхий уртасгасан хамрах хүрээ,feilaktig overrekkjevidd,wydłużenie błędne zasięgu zabezpieczenia,sobrealcance incorrecto,napačno podaljšani doseg,"погрешно продужена зона, ж јд",felaktig överräckning,误差性超范围
448-14-09,permissive protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-09,حماية ذات رخصة,"Selektivschutz mit Freigabe, m",permissive protection,protección por permiso,salliva suojaus,"protection à autorisation, f",protezione a consenso,条件付保護,허용 보호,зөвшөөрдөг реле хамгаалалт,tillatande vern,zabezpieczenie z przyzwoleniem (wyłączenia),protecção com permissão,dopustna zaščita,"дозвољавање рада заштите, с јд",tillåtande reläskydd,允许式保护
448-14-10,blocking protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-10,حماية ذات تعطيل مشروط,"Selektivschutz mit Sperrung, m",blocking protection,protección por bloqueo,estävä suojaus,"protection à verrouillage, f",protezione a blocco,阻止方式保護,블로킹 보호,хоригтой реле хамгаалалт,vern med blokkering,zabezpieczenie z blokowaniem (wyłączenia),protecção com encravamento,blokirna zaščita,"блокирана заштита, ж јд",blockerande reläskydd,闭锁式保护
448-14-11,fault impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-11,معاوقة العطل (ممانعة),"Kurzschlussimpedanz, f",fault impedance,impedancia de falta,vikaimpedanssi,"impédance de défaut, f",impedenza di guasto,事故点インピーダンス,고장 임피던스,гэмтлийн бүрэн эсэргүүцэл,"feil(stad)impedans, kortslutningsimpedans",impedancja w miejscu zwarcia,impedância de avariaimpedância de defeito (desaconselhado neste sentido),impedanca okvare,"импеданса квара, ж јд",felimpedans,故障阻抗
448-14-12,transfer impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-12,معاوقة التحويل (ممانعة),"Übertragungsimpedanz, f",transfer impedance,impedancia de transferencia,siirtoimpedanssi,"impédance de transfert, f",impedenza di trasferimento,伝達インピーダンス,전달 임피던스,шилжилтийн бүрэн эсэргүүцэл,overføringsimpedans,impedancja zastępcza systemu,impedância de transferência,transferna impedanca,"преношење импедансе, с јд",överföringsimpedans,转移阻抗
448-14-13,source impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-13,معاوقة المصدر (ممانعة),"Quellenimpedanz, f",source impedance,impedancia de fuente,lähdeimpedanssi,"impédance de source, f",impedenza di sorgente,電源インピーダンス,전원 임피던스,үүсгүүрийн бүрэн эсэргүүцэл,ekvivalent impedans,impedancja zastępcza źródła,impedância de fonte,impedanca vira,"импеданса извора, ж јд",källimpedans,电源阻抗
448-14-14,system impedance ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-14,نسبة معاوقة المنظومة (ممانعة),"Impedanzverhältnis, n",system impedance ratiosource impedance ratio (US),relación de impedancia de una red,impedanssisuhde,"rapport d'impédance du réseau, m",rapporto di impedenza di rete,電源インピーダンス比,계통 임피던스비,системийн бүрэн эсэргүүцлийн харьцааүүсгүүрийн бүрэн эсэргүүцлийн харьцаа,impedansforhold,impedancja względna źródła,relação de impedância de rede,sistemsko impedančno razmerje,"однос импедансе система, м јд",systemimpedansf6rhållande,系统阻抗比
448-14-15,load impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-15,معاوقة الحمل (ممانعة),"Lastimpedanz, f",load impedance,impedancia de carga,kuormitusimpedanssi,"impédance de charge, f",impedenza del carico,負荷インピーダンス,부하 임피던스,ачааллын бүрэн эсэргүүцэл,lastimpedans,impedancja obciążenia,impedância de carga,bremenska impedanca,"погонска импеданса, ж јд",driftimpedans,负荷阻抗
448-14-16,longitudinal differential protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-16,حماية تفاضلية خطية,"Längsdifferentialschutz, m",longitudinal differential protectionline differential protection (US),protección diferencial longitudinal,pitkittäiserovirtasuojaus,"protection différentielle longitudinale, f",protezione differenziale longitudinale,差動保護,세로 차동 보호,дагуу дифференциал реле хамгаалалтшугамын дифференциал реле хамгаалалт,langsdifferensialvern,zabezpieczenie różnicowe podłużne,protecção diferencial longitudinal,vzdolžno diferenčna zaščita,"подужна диференцијална заштита, ж јд",längsdifferentialskydd,纵联差动保护
448-14-17,transverse differential protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-17,حماية تفاضلية مستعرضة,"Querdifferentialschutz, m",transverse differential protection,protección diferencial transversal,poikittaiserovirtasuojaus,"protection différentielle transversale, f",protezione differenziale trasversale,交差保護,가로 차동 보호회선 선택 계전 방식,хөндлөн дифференциал реле хамгаалалт,tverrdifferensialvern (også kalla samleskinne diff.vern),zabezpieczenie różnicowe poprzeczne,protecção diferencial transversal,prečna diferenčna zaščita,"попречна диференцијална заштита, ж јд",tvärdifferentialskydd,横联差动保护
448-14-18,phase comparison protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-18,وقاية مقارنة الطور,"Phasenvergleichsschutz, m",phase comparison protection,protección de comparación de fase,vaihevertosuojaus,"protection à comparaison de phases, f",protezione a confronto di fase,位相比較保護,상비교 보호,фаз харьцуулагч реле хамгаалалт,(fase)samanlikningsvern,zabezpieczenie porównawczo-fazowe,protecção por comparação de fases,fazno primerjalna zaščita,"заштита са поређењем фаза, ж јд",fasjämf6relseskydd,相位比较保护
448-14-19,full-wave phase comparison protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-19,وقاية مقارنة الطور للموجة الكتملة,"Phasenvergleichsschutz mit Messung in jeder Halbwelle, m",full-wave phase comparison protectiondual-comparer phase comparison protection (US),protección de comparación de fase de onda completa,kokoaaltovaihevertosuojaus,"protection à comparaison de phases pleine onde, f",protezione a confronto di fase con una misura ogni semionda,両波位相比較保護,전파 위상 비교 보호,бүрэн долгионы фаз харьцуулагч реле хамгаалалтдавхар харьцуулдаг фаз харьцуулагч реле хамгаалалт,(fase)samanlikningsvern med halvbølgjemåling,zabezpieczenie porównawczo-fazowe z pomiarem w każdym półokresie,protecção por comparação de fases de onda completa,polnovalna fazno primerjalna zaščita,"заштита са поређењем фаза пуног таласа, ж јд",helvågs fasjämförelseskydd,全波相位比较保护
448-14-20,half-wave phase comparison protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-20,وقاية مقارنة الطور لنصف الموجة,"Phasenvergleichsschutz mit Messung in jeder zweiten Halbwelle, m",half-wave phase comparison protectionsingle comparer phase comparison protection (US),protección de comparación de fase de media onda,puoliaaltovaihevertosuojaus,"protection à comparaison de phases demi-onde, f",protezione a confronto di fase con una misura ogni onda,片波位相比較保護,반파 위상 비교 보호,хагас долгионы фаз харьцуулагч реле хамгаалалтганц харьцуулдаг фаз харьцуулагч реле хамгаалалт,(fase)samanlikningsvern med heilbølgjemåling,zabezpieczenie porównawczo-fazowe z pomiarem w każdym okresie,protecção por comparação de fases de meia onda,polvalna fazno primerjalna zaščita,"заштита са поређењем фаза полуталаса, ж јд",halvvågs fasjämförelseskydd,半波相位比较保护
448-14-21,frame leakage protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-21,حماية التسرب الإطاري,"Gestell-Erdschlussschutz, mKessel-Erdschlussschutz, m",frame leakage protectioncase ground protection (US)frame ground protection (US),protección de cubaprotección de masa,runkosulkusuojaus,"protection de masse, f",protezione contro i contatti a massa,外枠接地電流保護,프레임 누설 보호,"хаалтын алдалтын реле хамгаалалтхаалт, газрын реле хамгаалалт","jordstraumsvern for kapsling, kapslingsvern",zabezpieczenie od zwarć z masą zabezpieczenie od zwarć z kadzią,protecção de massa,okrovna zaščita,"заштита кућишта, ж јд",stomskydd,构架漏电保护
448-14-22,high impedance differential protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-22,وقاية تفاضلية عالية المعاوقة,"hochohmiger Differentialschutz, m",high impedance differential protection,protección diferencial de alta impedancia,suurimpedanssinen erovirtasuojaus,"protection différentielle à haute impédance, f",protezione differenziale ad alta impedenza,高インピーダンス形差動保護高インピーダンス差動保護,고임피던스 차동 보호,өндөр бүрэн эсэргүүцэлтэй дифференциал реле хамгаалалт,høgimpedans differensialvern,zabezpieczenie różnicowe o dużej impedancji,protecção diferencial de alta impedância,visokoimpedančna diferenčna zaščita,"високоимпедантна диференцијална заштита, ж јд",högimpedansdifferentialskydd,高阻抗差动保护
448-14-23,low impedance differential protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-23,وقاية تفاضلية منخفضة المعاوقة,"niederohmiger Differentialschutz, m",low impedance differential protection,protección diferencial de baja impedancia,pienimpedanssinen erovirtasuojaus,"protection différentielle à basse impédance, f",protezione differenziale a bassa impedenza,低インピーダンス形差動保護低インピーダンス差動保護,저임피던스 차동 보호,нам бүрэн эсэргүүцэлтэй дифференциал реле хамгаалалт,lågimpedans differensialvern,zabezpieczenie różnicowe o małej impedancji,protecção diferencial de baixa impedância,nizkoimpedančna diferenčna zaščita,"нискоимпедантна диференцијална заштита, ж јд",lågimpedansdifferentialskydd,低阻抗差动保护
448-14-24,discriminating zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-24,منطقة متميزة,"abschnittsbezogene Sammelschienenschutz-Messschaltung, f",discriminating zone,zona de discriminación,kiskosuojausvyöhyke,"zone de discrimination, f",zona di discriminazione (di una protezione di sbarra),分割要素,식별 구역,ялгаварлах муж,samleskinnevern - avgrensa (selektiv) sone,strefa selektywności zabezpieczenia szyn strefa selektywności,zona de discriminação,diskriminacijsko območje,"зона изабраног деловања, ж јд",selektiv zon,判别区
448-14-25,check zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-25,منطقة المراجعة,"anlagenbezogene Sammelschienenschutz-Messschaltung, f",check zone,zona de control global,tarkistusvyöhyke,"zone de contrôle globale, f",zona di controllo globale (di una protezione di sbarre),一括要素,검사 구역,шалгах муж,samleskinnevern - kontrollsone,strefa kontrolowana zabezpieczenia szyn strefa kontrolowana,zona de confirmação,širše diskriminacijsko območje,"контролна зона, ж јд",kontrollzon,检测区
448-14-26,overcurrent protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-26,حماية التيار الزائد,"Überstromschutz, mMaximalstromschutz, m, (CH)",overcurrent protection,protección de sobreintensidad,ylivirtasuojaus,"protection à maximum de courant, f",protezione di massima corrente,過電流保護,과전류 보호,гүйдлийн ихсэлтийн реле хамгаалалт,overstraumsvern,zabezpieczenie nadprądowe,protecção de corrente máximaprotecção de máximo de corrente,nadtokovna zaščita,"прекострујна заштита, ж јд",överströmsskydd,过电流保护
448-14-27,phase-fault protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-27,حماية عطل الطور,"Kurzschlussschutz für mehrpolige Fehler, m",phase-fault protection,protección de faltas entre fases,oikosulkusuojaus,"protection de défaut entre phases, f",protezione per guasti fra le fasi,短絡保護,위상 고장 보호,фазын гэмтлийн реле хамгаалалт,kortslutningsvern,zabezpieczenie od zwarć międzyprzewodowych,protecção para avaria entre fasesprotecção para defeito entre fases (desaconselhado neste sentido),medfazno-okvarna zaščita,"краткоспојна заштита, ж јд",kortslutningsskydd,相间故障保护
448-14-28,earth-fault protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-28,حماية عطل أرضي,"Erdkurzschlussschutz, m",earth-fault protectionground-fault protection (US),protección de faltas a tierra,maasulkusuojaus,"protection de défaut à la terre, f",protezione per guasto a terra,地絡保護,지락 고장 보호,газардлагын реле хамгаалалт,jordfeilvern,zabezpieczenie ziemnozwarciowe,protecção para avaria à terraprotecção para defeito à terra (desaconselhado neste sentido),zemeljskostična zaščita,"земљоспојна заштита, ж јд",jordfelsskydd,接地故障保护
448-14-29,restricted earth-fault protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-29,حماية عطل أرضي مقيد,"Nullstromdifferentialschutz, m",restricted earth-fault protectionground differential protection (US),protección diferencial de faltas a tierra,maasulkuerovirtasuojaus,"protection différentielle de défaut à la terre, f",protezione differenziale di terra ristretta,零相差動保護,한정 지락 고장 보호,хязгаарласан газардлагын реле хамгаалалт,differensialvern for jordfeil,zabezpieczenie ziemnozwarciowe różnicowe,protecção diferencial para avarias à terraprotecção diferencial para defeito à terra (desaconselhado neste sentido),zemeljskostična diferenčna zaščita,"ограничена земљоспојна заштита, ж јд",jordfelsdifferentialskydd,零相差动保护
448-14-30,neutral current protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-30,حماية تيار المحايد,"Überstromschutz im Neutralpunkt, m",neutral current protectionground overcurrent protection (US),protección de corriente del neutro,tähtipistevirtasuojaus,"protection de courant de point neutre, f",protezione di massima corrente su una messa a terra del neutro,中性点過電流保護,중성 전류 보호,саармаг гүйдлийн реле хамгаалалт,overstraumsvern for nøytral,zabezpieczenie prądowe w punkcie neutralnym,protecção de corrente de neutro,zvezdiščna tokovna zaščita,"заштита од прекомерне струје звездишта, ж јд",nollpunktsströmskydd,中性点电流保护
448-14-31,overload protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-31,حماية زيادة الحمل,"Überlastschutz, mThermoschutz, m, (CH)",overload protection,protección de sobrecarga,ylikuormitussuojaus,"protection de surcharge, f",protezione di sovraccarico,過負荷保護,과부하 보호,хэт ачааллын реле хамгаалалт,overlastvern,zabezpieczenie od przeciążeń,protecção de sobrecarga,preobremenitvena zaščita,"заштита од преоптерећења, ж јд",överbelastningsskydd,过负荷保护
448-14-32,overvoltage protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-32,حماية جهد زائد,"Überspannungsschutz, mMaximalspannungsschutz, m, (CH)",overvoltage protection,protección de sobretensión,ylijännitesuojaus,"protection à maximum de tension, f",protezione di massima tensione,過電圧保護,과전압 보호,хэт хүчдэлийн реле хамгаалалт,overspenningsvern,zabezpieczenie nadnapięciowe,protecção de tensão máximaprotecção de máximo de tensão,prenapetostna zaščita,"наднапонска заштита, ж јд",spänningsstegringsskydd,过电压保护
448-14-33,undervoltage protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-33,حماية انخفاض الجهد,"Unterspannungsschutz, mMinimalspannungsschutz, m, (CH)",undervoltage protection,protección de mínima tensión,alijännitesuojaus,"protection à minimum de tension, f",protezione di minima tensione,不足電圧保護,부족 전압 보호,хүчдэлийн бууралтын реле хамгаалалт,underspenningsvern,zabezpieczenie podnapięciowe,protecção de mínimo de tensãoprotecção de tensão mínima,podnapetostna zaščita,"поднапонска заштита, ж јд",underspänningsskydd,欠电压保护
448-14-34,neutral displacement protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-34,حماية إزاحة المحايد,"Verlagerungsspannungsschutz, m",neutral displacement protectionneutral overvoltage protection (US),protección de desplazamiento del punto neutro,tähtipistejännitesuojausnollapistejännitesuojaus,"protection de déplacement du point neutre, f",protezione di massima tensione del neutro verso terra,中性点過電圧保護,중성 변위 보호,саармаг шилжилтийн реле хамгаалалтсаармаг хэт хүчдэлийн реле хамгаалалт,overspenningsvern for nøytral,zabezpieczenie napięciowe w punkcie neutralnym,protecção de deslocamento de neutroprotecção de desvio de neutro,zvezdiščna prenapetostna zaščita,"наднапонска заштита неутралне тачке, ж јд",nollpunktsspänningsskydd,中性点过电压保护
448-14-35,loss-of-synchronism protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-35,حماية فقد الجهد,"Außertrittfallschutz, m",loss-of-synchronism protectionout-of-step protection (US),protección contra pérdida de sincronismo,tahdistaputoamissuojaus,"protection de perte de synchronisme, f",protezione per la perdita di sincronismo,脱調保護,동기 탈조 보호,асинхрон горимын реле хамгаалалтхэмнэл зөрөх реле хамгаалалт,vern mot tap av synkronisme,zabezpieczenie przed utratą synchronizmu,protecção de perda de sincronismo,zaščita pri izpadu iz sinhronizma,"заштита од губитка синхронизма, ж јд",urfasfallsskydd,失步保护
448-14-36,load-shedding protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-36,حماية طرح  الحمل,"Lastabwurfschutz, m",load-shedding protection,protección de desconexión de carga,kuormanerotusautomatiikka,"protection de délestage, f",protezione per l'alleggerimento del carico,負荷制限保護,부하 차단 보호,ачаалал бууруулах реле хамгаалалт,automatikk for lastfråkopling,automatyka odciążająca,protecção de deslastre,razbremenitvena zaščita,"потфреквентна заштита, ж јд",belastningsfrånkopplingsautomatik,减负荷保护
448-14-37,loss-of-voltage protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-37,حماية غياب الجهد,"Spannungsausfallschutz, m",loss-of-voltage protection,protección de ausencia de tensión,jännitteenkatoamissuojaus,"protection à manque de tension, f",protezione per la perdita (mancanza) di tensione,電圧喪失保護,전압 손실 보호,хүчдэл алдагдлын реле хамгаалалт,automatikk for utkopling ved spenningsbortfall,zabezpieczenie od zaniku napięcia,protecção de falta de tensão,zaščita pri izpadu napetosti,"заштита од нестанка напона, ж јд",nollspänningsautomatik,失电压保护
448-14-38,travelling wave protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-38,حماية الموجة المتنقلة,"Wanderwellenschutz, m",travelling wave protection,protección por ondas móviles,kulkuaaltosuojaus,"protection à onde de propagation, f",protezione a onde viaggianti (migranti),進行波保護,진행파 보호,долгионы урсгалын реле хамгаалалт,vandrebølgjevern,zabezpieczenie falowe,protecção de onda móvel,zaščita s primerjavo potujočih valov,"заштита од путујућих таласа, ж јд",vågdetektorskydd,行波保护
448-14-39,superimposed component protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=448-14-39,حماية مركبة متراكبة,"Überlagerungskomponentenschutz, m",superimposed component protection,protección por componentes superpuestas,mittaussuureen muutokseen perustuva suojaus,"protection à composantes superposées, f",protezione a componenti sovraimposte,事故変化分保護,중첩 요소 보호,давхарласан бүрдүүлэгчийн реле хамгаалалт,overlagringsvern,zabezpieczenie reagujące na zmiany wartości parametrów (systemu),protecção de componentes sobrepostas,zaščita s superponiranimi sestavnimi deli,"заштита помоћу суперпонираних компоненти, ж јд",överlagringsskydd,叠加分量保护
