term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sl,sr,sv,zh
421-05-07,tapping range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-07,مدى التفريع (الضبط),"Anzapfungsbereich, m",tapping range,extensión de tomas,säätöalue,"étendue de prises, f",campo di regolazione,タッピング範囲,탭 범위,тавилын хязгаар,reguleringsområde,zakres regulacji przekładni,gama de comutação,odcepno območje,"опсег извода, м јд",reglerområde,分接范围
421-05-08,tapping voltage ratio (of a pair of windings),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-08,نسبة تحويل مأخذ الجهد لملفين,"Anzapfungsübersetzung (eines Wicklungspaares), f",tapping voltage ratio (of a pair of windings),relación de transformación de toma (de un par de arrollamientos),säätöasennon muuntosuhde,"rapport de transformation de prise (d'une paire d'enroulements), m","rapporto di trasformazione nominale 
rapporto di trasformazione di presa 
(di una coppia di avvolgimenti)",（巻線ペアの）タッピング電圧比巻線ペアのタッピング電圧比,"탭간 전압비, <권선 쌍>","тохируулсан хүчдэлийн түвшний харьцаа, <нэг хос ороомгийн>",omsetjingshøve (for eit viklingspar),przekładnia zaczepowa pary uzwojeń przekładnia zaczepowa,relação de transformação de tomada (de um par de enrolamentos),odcepna napetostna prestava (para navitij),"однос трансформације извода, <једног пара намотаја> м јд",omsättning för visst reglerlage,"分接电压比, <一对绕组的>"
421-05-09,tapping duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-09,نظام المآخد(التفريع),"Anzapfungsbetrieb, m",tapping duty,régimen de toma,säätöasennon nimellisarvot,"régime de prise, m",regime di presa,タッピング負荷,탭 책무,тавилын үүрэг функц,numeriske verdiar for regulerparametrar,zespół parametrów zaczepowych,regime de serviço da tomada,odcepno obratovanje,"услови извода, м мнрежим извода, м јд",reglerlägesdata,分接工况
421-05-10,tapping quantities,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-10,كميات التفريع,"Anzapfungsgrößen, f, pl",tapping quantities,magnitudes de toma,säätöasennon suureet,"grandeurs de prise, f pl",grandezze di presa,タッピング量,탭 량,тавилаар тохируулах хэмжигдэхүүнүүд,storleikar for reguleringsparametrar,wielkości zaczepowe,grandezas da tomada,odcepne veličine,"величине извода, ж мн",reglerlägesstorheter,分接参数
421-05-11,tapping voltage of a winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-11,جهد مأخذ ( لملف),"Anzapfungsspannung einer Wicklung, f",tapping voltage of a winding,tensión de toma de un arrollamiento,säätöasennon jännite,"tension de prise d'un enroulement, f",tensione di presa di un avvolgimento,巻線のタッピング電圧,권선 탭 전압,ороомгийн тавилаар тохируулах хүчдэл,reguleringspenning for vikling,napięcie zaczepowe uzwojenia,tensão de tomada de um enrolamento,odcepna napetost navitja,"напон извода намотаја, м јд",reglerlägesspänning,绕组的分接电压
421-05-12,tapping power of a winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-12,قدرة التفريع لملف,"Anzapfungsleistung einer Wicklung, f",tapping power of a winding,potencia de toma de un arrollamiento,säätöasennon teho,"puissance de prise d'un enroulement, f",potenza di presa di un avvolgimento,巻線のタッピング電力,권선 탭 전력,ороомгийн тавилаар тохируулах чадал,reguleringseffekt for vikling,moc zaczepowa uzwojenia,potência de tomada de um enrolamento,odcepna moč navitja,"снага извода намотаја, ж јд",reglerlägeseffekt,绕组的分接容量
421-05-13,tapping current of a winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-13,تيار التفريع لملف,"Anzapfungsstromstärke einer Wicklung, f",tapping current of a winding,corriente de toma de un arrollamiento,säätöasennon virta,"courant de prise d'un enroulement, m",corrente di presa di un avvolgimento,巻線のタッピング電流,권선 탭 전류,ороомгийн тавилаар тохируулах гүйдэл,reguleringsstraum for vikling,prąd zaczepowy uzwojenia,corrente de tomada de um enrolamento,odcepni tok navitja,"струја извода намотаја, ж јд",reglerlägesström,绕组的分接电流
421-05-14,full-power tapping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-14,تفريع القدرة الكاملة,"Anzapfung für volle Leistung, f",full-power tapping,toma de plena potencia,täystehosäätöasento,"prise à pleine puissance, f",presa a piena potenza,全電力タッピング,전 전력 탭,бүрэн чадлын тохируулгын тавил,reguleringsuttak med full effekt,zaczep o pełnej mocy,tomada de plena potência,odcep polne moči,"извод за пуну снагу, м јд",fulleffektlage,满容量分接
421-05-15,reduced-power tapping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-05-15,تفريع القدرة المخفضة,"Anzapfung für verringerte Leistung, f",reduced-power tapping,toma de potencia reducida,vajaatehosäätöasento,"prise à puissance réduite, f",presa a potenza ridotta,部分電力タッピング,저감 전력 탭,бууруулсан чадалтай тохируулгын тавил,reguleringsuttak med redusert effekt,zaczep o zmniejszonej mocy,tomada de potência reduzida,odcep zmanjšane moči,"извод за смањену снагу, м јд",reglerläge med reducerad effekt,降低容量分接
421-06-01,no-load loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-06-01,مفاقيد اللاحمل,"Leerlaufverluste, m, pl",no-load loss,pérdidas en vacío,tyhjäkäyntihäviöt,"pertes à vide, f pl",perdite a vuoto,無負荷損失,무부하손,хоосон явалтын алдагдал,tomgangstap,straty stanu jałowego,perdas em vazio,izgube prostega teka,"губици празног хода, м мн",tomgångsförluster,空载损耗
421-06-02,no-load current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-06-02,تيار اللاحمل,"Leerlaufstromstärke, f",no-load current,corriente en vacío,tyhjäkäyntivirta,"courant à vide, m",corrente a vuoto,無負荷電流,무부하 전류,хоосон явалтын гүйдэл,tomgangsstraum,prąd stanu jałowego,corrente em vazio,tok prostega teka,"струја празног хода, ж јд",tomgångsström,空载电流
421-06-03,load loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-06-03,مفاقيد الحمل,"Kurzschlussverluste, m, pl",load loss,pérdidas debidas a la carga,kuormitushäviöt,"pertes dues à la charge, f pl",perdite a carico,負荷損失,부하 손실,хувьсах алдагдал,lasttap,straty obciążeniowe,perdas devidas à cargaperdas em carga,kratkostične izgubeizgube kratkega stika,"губици кратког споја, м мнгубици због оптерећења, м мн",belastningsförluster,负载损耗
421-06-04,supplementary load loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-06-04,فاقد الحمل الاضافي,"Zusatzverluste, m, pl",supplementary load loss,pérdidas suplementarias (debidas a la carga),lisähäviöt,"pertes supplémentaires (dues à la charge), f pl",perdite addizionali,補助負荷損失,보조 부하 손실,нэмэлт хувьсах алдагдал,tilleggstap,straty dodatkowe,perdas (em carga) suplementaresperdas suplementares (devidas à carga),dodatne izgube,"додатни губици кратког споја, <због оптерећења> м мн",tillsatsförluster,附加损耗
421-06-05,total losses,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-06-05,المفاقيد الكلية,"Gesamtverluste, m, pl",total losses,,kokonaishäviöt,"pertes totales, f pl",perdite totali,全損失,총 손실,нийт алдагдал,totaltap,straty ogólne straty całkowite,perdas totais,skupne izgube,"укупни губици, м мн",totala förluster,总损耗
421-07-01,impedance voltage at rated current (for the principal tapping),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-07-01,جهد المقاومة عند التيار الاسمي ( للمأخذ الرئيسي ),"Bemessungs-Kurzschlussspannung (für die Hauptanzapfung), f",impedance voltage at rated current (for the principal tapping),tensión de cortocircuito a la corriente asignada (para la toma principal),oikosulkujännite nimellisvirralla,"tension de court-circuit à courant assigné (pour la prise principale), f","tensione di cortocircuito a corrente 
nominale (per la presa principale)",（主タッピングの）定格電流時インピーダンス電圧主タッピングの定格電流時インピーダンス電圧,"정격 전류 시 임피던스 전압, <기준 탭>","хэвийн гүйдэлтэй үеийн бүрэн эсэргүүцлийн хүчдэл, <үндсэн тавилын хувьд>",kortslutningsspenning ved merkestraum,napięcie zwarcia przy prądzie znamionowym (na zaczepie znamionowym),tensão de curtocircuito à corrente estipulada (para a tomada principal),kratkostična napetost (za nazivni tok in za glavni odcep),"напон кратког споја при назначеној струји, <за главни извод> м јд",kortslutningsspänning vid märkström,"额定电流下的阻抗电压, <对于主分接>"
421-07-02,short-circuit impedance of a pair of windings,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-07-02,معاوقة قصر الدارة لزوج من الملفات,"Kurzschlussimpedanz eines Wicklungspaares, f",short-circuit impedance of a pair of windings,impedancia de cortocircuito de un par de arrollamientos,käämitysparin oikosulkuimpedanssi,"impédance de court-circuit d'une paire d'enroulements, f","impedenza di cortocircuito di una
coppia di avvolgimenti",巻線ペアの短絡インピーダンス,권선쌍 단락 임피던스,хос ороомгийн богино залгааны бүрэн эсэргүүцэл,kortslutningsimpedans for viklingspar,impedancja zwarcia pary uzwojeń,impedância de curtocircuito de um par de enrolamentos,kratkostična impedanca para navitij,"импеданса кратког споја одређеног пара намотаја, ж јд",kortslutningsimpedans för lindningspar,"短路阻抗, <一对绕组的>"
421-07-03,voltage drop or rise for a specified load condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-07-03,انخفاض أو ارتفاع الجهد لحالت حمل محددة,"Spannungsänderung bei einer bestimmten Last, f",voltage drop or rise for a specified load conditionvoltage regulation for a specified load condition,aumento o caida de tensión para una condición de carga especificada,jännitteenalenema tai -nousu tietyllä kuormalla,"chute ou augmentation de tension pour une condition de charge spécifiée, f","caduta (o aumento) di tensione per una
condizione di carico specificata",特定負荷状況時の電圧降下または上昇,특정부하 조건시 전압강하 또는 상승,тухайлсан ачааллын нөхцөлд зориулсан хүчдэлийн уналт эсвэл өсөлттухайлсан ачааллын нөхцөлд зориулсан хүчдэлийн тохируулга,spenningsendring ved spesifisert last,spadek lub wzrost napięcia w określonych warunkach obciążenia,queda (ou aumento) de tensão para uma condição de carga especifica,sprememba napetosti za določeno obremenitevpadec ali dvig napetosti za določeno obremenitev,"снижење или пораст напона за утврђене услове оптерећења, с јд",spänningsändring,"电压降或电压升, <指定负载下的>电压调整率, <指定负载下的>"
421-07-04,zero-sequence impedance (of a polyphase winding),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-07-04,معاوقة التتابع الصفري (لملف متعدد الأطوار),"Nullimpedanz (einer mehrphasigen Wicklung), f",zero-sequence impedance (of a polyphase winding),impedancia homopolar (de un arrollamiento polifásico),nollaimpedanssimonivaihekäämityksen nollaimpedanssi,"impédance homopolaire (d'un enroulement polyphasé), f","impedenza omopolare (di un 
avvolgimento polifase)",（多相巻線の）零相インピーダンス多相巻線の零相インピーダンス,"영상 임피던스, <다상 권선>","тэг дарааллын бүрэн эсэргүүцэл, <олон фазын ороомгийн>",nullfølgjeimpedans,impedancja kolejności zerowej (uzwojenia wielofazowego),impedância homopolar (de um enrolamento polifásico),homopolarna impedanca (večfaznega navitja)nična impedanca (večfaznega navitja),"нулта импеданса, <вишефазног намотаја> ж јд",nollföljdsimpedans,零序阻抗
421-08-01,temperature rise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-08-01,الارتفاع في درجة الحرارة,"Übertemperatur, f",temperature rise,calentamiento,lämpenemä,"échauffement, m",sovratemperatura,温度上昇,온도 상승,температурын өсөлт,temperaturstiging,przyrost temperatury,aquecimento,segreteknadtemperatura,"пораст температуре, м јд",temperaturstegring,温升
421-09-01,highest voltage for equipment Um (applicable to a transformer or reactor winding),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-09-01,الجهد الأعلى للمعدات ( يطبق لملفات المحول او المفاعل ),"höchste Spannung für Betriebsmittel (bezogen auf eine Transformator- oder Drosselspulenwicklung), f",highest voltage for equipment Um (applicable to a transformer or reactor winding),tensión más elevada para el material Um (relativa a un arrollamiento de transformador,laitteen suurin käyttöjännite,tension la plus élevée pour le matériel Um (relative à un enroulement de transformateur ou de bobine d'inductance) f,"tensione massima relativa ad un 
avvolgimento di un trasformatore o di un
reattore Um",装置 Umの最高電圧,"장비 최고 전압 Um, <변압기 및 리엑터>","тоног төхөөрөмжийн авч болох хамгийн өндөр хүчдэл Um, <трансформаторын эсвэл реакторын ороомогт хэрэглэдэг>",høgste spenning for utstyr Um,napięcie najwyższe urządzenia (odniesione do uzwojenia transformatora lub dławika),tensão mais elevada para o equipamento (relativa a um enrolamento de transformador  ou de uma bobine de indutância),najvišja napetost naprave Um,"највиши напон опреме Um, <примењен на намотај трансформатора или пригушнице> м јд",konstruktionsspänning,适用于变压器绕组的设备最高电压
421-09-02,rated insulation level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-09-02,مستوى العزل الاسمي,"Bemessungs-Isolationspegel, m",rated insulation level,nivel de aislamiento asignado,eristystasonimelliseristystaso,"niveau d'isolement assigné, m",livello nominale di isolamento,定格絶縁レベル,정격 절연 수준정격 절연 레벨,хэвийн тусгаарлагын түвшин,isolasjonsnivå,poziom izolacji znamionowy,nível de isolamento estipulado,nazivni izolacijski nivo,"назначени степен изолације, м јд",isolationsnivå,额定绝缘水平
421-09-03,"uniform insulation of a winding,  (of a transformer or of a reactor)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-09-03,عزل منتظم لملف محول أو مفاعل,"gleichmäßige Isolation einer Wicklung (eines Transformators oder einer Drosselspule), f","uniform insulation of a winding,  (of a transformer or of a reactor)",aislamiento uniforme de un arrollamiento (de un transformador o de una reactancia),käämityksen porrastamaton eristys,isolation uniforme d'un enroulement (d'un transformateur ou d'une bobine d'inductance) f,isolamento uniforme di un avvolgimento,巻線の均等絶縁,"권선 균일 절연, <변압기 및 리엑터>","ороомгийн нэг төрлийн тусгаарлага, <трансформатор эсвэл реакторын>",fullisolert vikling,izolacja uzwojenia niestopniowana (transformatora lub dławika),isolação uniforme de um enrolamento ( de um transformador  ou de uma bobine de indutância),enakomerna izolacija navitja (transformatorja ali dušilke),"једнолика изолација једног намотаја, <трансформатора или пригушнице> ж јдједнолика равномерна изолација једног намотаја, ж јд",likforming isolation,绕组的全绝缘
421-09-04,non-uniform insulation of a winding (of a transformer or of a reactor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-09-04,عزل غير منتظم لملف محول أو مفاعل,"abgestufte Isolation einer Wicklung (eines Transformators oder einer Drosselspule), f",non-uniform insulation of a winding (of a transformer or of a reactor),,käämityksen porrastettu eristys,isolation non uniforme d'un enroulement (d'un transformateur ou d'une bobine d'inductance) f,"isolamento non uniforme di un 
avvolgimento",巻線の非均等絶縁,"권선 비균일 절연, <변압기 및 리엑터>","ороомгийн нэг төрлийн бус тусгаарлага, <трансформатор эсвэл реакторын>",vikling med gradert isolasjon,izolacja uzwojenia stopniowana (transformatora lub dławika),isolação não uniforme de um enrolamento ( de um transformador  ou de uma bobine de indutância),stopnjevana izolacija navitja (transformatorja ali dušilke)neenakomerna izolacija navitja (transformatorja ali dušilke),"неравномерна изолација намотаја, <трансформатора или пригушнице> ж јдпоступна изолација намотаја, ж јднеједнолика изолација намотаја, ж јд",graderad isolation,绕组的分级绝缘
421-10-01,star connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-01,توصيلة نجمة,"Sternschaltung, f",star connectionY connection  (US)wye connection (US),conexión en estrella,tähtikytkentä,"connexion étoile, f",collegamento a stella,星形結線,성형 결선스타 결선,од холболтY холболт,stjernekopling,połączenie w gwiazdę,conexão estrelaligação estrela,zvezdna vezavavezava v zvezdo,"спрега звезда, ж јд",Y-koppling,星形联结
421-10-02,delta connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-02,توصيلة مثلث (دلتا),"Dreieckschaltung, f",delta connection,conexión en triángulo,kolmiokytkentä,"connexion triangle, f",collegamento a triangolo,デルタ結線,삼각 결선델타 결선,гурвалжин холболт,trekantkopling,połączenie w trójkąt,conexão triânguloligação triângulo,trikotna vezavavezava v trikot,"спрега троугао, ж јд",D-koppling,三角形联结
421-10-03,open-delta connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-03,توصيلة دلتا مفتوحة,"offene Dreieckschaltung, f",open-delta connection,conexión en triángulo abierto,avokolmiokytkentä,"connexion en triangle ouvert, f",collegamento a triangolo aperto,V結線,개방 델타 결선,задгай гурвалжин холболт,open trekantkopling,połączenie w otwarty trójkąt,conexão em triângulo abertoligação em triângulo aberto,odprta trikotna vezavavezava v odprt trikot,"спрега отворен троугао, ж јд",öppen D-kopplingöppet delta,开口三角形联结
421-10-04,zigzag connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-04,توصيلة متعرجة,"Zickzackschaltung, f",zigzag connection,conexión en zig-zag,hakatähtikytkentä,"connexion en zigzag, f",collegamento a zigzag,千鳥形結線,지그재그 결선,зиг заг холболт,sikksakkopling,połączenie w zygzak,conexão ziguezagueligação ziguezague,cikcak vezavavezava v cikcak,"спрега цикцак, ж јд",Z-koppling,曲折形联结
421-10-05,open windings,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-05,ملفات مفتوحة,"offene Wicklungen, f, pl",open windings,arrollamientos de fase independientes,avoimet käämit,"enroulements de phase indépendants, m pl",avvolgimenti di fase indipendenti,開放巻線,개방 권선,задгай дэлгэмэл ороомог,opne viklingar,uzwojenia otwarte,enrolamentos de fase independentes,odprta navitjaneodvisna fazna navitja,"неспрегнути намотаји, м мнотворени намотаји, м мн",öppna lindningar,开路绕组
421-10-06,Scott connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-06,توصيلة سكوت,"Scott-Schaltung, f",Scott connection,montaje Scott,Scottin kytkentä,"montage Scott, m",collegamento Scott,スコット結線,스콧 결선,Скоттын холболт,scottkopling,układ Scotta,conexão Scottligação Scott,Scottova vezava,"Скотова спрега, ж јд",Scott-koppling,斯柯特联结
421-10-07,Leblanc connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-07,توصيلة  لو بلان,"Leblanc-Schaltung, f",Leblanc connection,montaje Leblanc,Leblancin kytkentä,"montage Leblanc, m",collegamento Leblanc,ルブラン結線,르블랑 결선,Лебланы холболт,leblanckopling,układ Leblanca,conexão Leblancligação Leblanc,Leblancova vezava,"Лебланова спрега, ж јд",Leblanc-koppling,勒布兰克联结
421-10-08,phase displacement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-08,إزاحة طورية (فرق الطور) لمحول,"Phasenverschiebung (für einen Transformator), f",phase displacementphase difference  (for a transformer),desfase (para un transformador),vaihe-ero,déphasage (pour un transformateur) m,sfasamento,位相変位,상 변위,трансформаторын фаз өөрчлөхтрансформаторын фазын зөрүү,faseforskuving,przesunięcie fazowe (dla transformatora),desfasamento (para um transformador),fazni premik,"фазни померај, <код трансформатора> м јд",faslage,相位移
421-10-09,connection symbol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-10-09,رمز التوصيلة,"Schaltgruppe, f",connection symbol,símbolo de acoplamiento,kytkentätunnus,"symbole de couplage, m",simbolo di collegamento,結線記号,결선 기호,холболтын тэмдэглэгээ,koplingsgruppesymbol,symbol układu połączeń,símbolo de conexãogrupo de ligação,znak vezalne skupine,"ознака групе спреге, ж јд",beteckning för kopplingsart,联结组标号
421-11-01,on-load tap-changer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-01,مغير الجهد,"Stufenschalter, m",on-load tap-changerload-tap-changer  (US),cambiador de tomas en carga,käämikytkin,"changeur de prises en charge, m",commutatore sotto carico,負荷時タップ切換装置,부하시 탭 절환기,ачаалалтай үеийн хүчдэл тохируулагч,"lastkoplar, trinnkoplar",przełącznik zaczepów podobciążeniowy,comutador de tomadas em serviço,bremenski odcepni preklopnik,"регулациона преклопка, ж јд",lindningskopplare,有载分接开关
421-11-02,tap selector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-02,مختار (منتق) المأخذ,"Feinwähler, m",tap selector,selector de tomas,valitsin,"sélecteur de prises, m",selettore di prese,タップ選択器,탭 선택기,тавил сэлгэн залгагч,veljar,wybierak zaczepów,selector de tomadas,izbiralnik odcepov,"бирач, м јд",väljare,分接选择器
421-11-03,diverter switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-03,مفتاح التحويلمفتاح التبديل,"Lastumschalter, m",diverter switch,conmutador,tehokytkin,"commutateur, m",interruttore di commutazione,切り替え開閉器,분류가감기 스위치,шилжүүлэгч ачаалал таслуур,lastbrytar,przełącznik obciążenia,comutador,presmerno stikalo,"теретна преклопка, ж јд",lastkopplare,切换开关
421-11-04,selector switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-04,مفتاح كهربائى منتق,"Lastwähler, m",selector switch,selector en carga,tehovalitsin,"sélecteur en charge, m",seleruttore,切り替えスイッチ,선택 개폐기선택 스위치,сэлгэн залгагч ачаалал таслуур,lastveljar,wybierak zaczepów podobciążeniowy,selector em serviço,izbiralno stikalo,"теретни бирач, м јд",brytväljare,选择开关
421-11-05,change-over selector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-05,قلاب تحويل,"Vorwähler, m",change-over selector,preselector,vaihtovalitsin,"présélecteur, m",preselettore,切り替えセレクタ,절환 선택기,шилжүүлэн сэлгэн залгагч,forveljar,zmieniacz,pré-selector,predizbiralnik,"предбирач, м јд",grov-finomkopplareplus-minusomkopplare,转换选择器
421-11-06,transition impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-06,معاوقة انتقاليةمعاوقة (ممانعة )عبور,"Überschaltimpedanz, f",transition impedance,impedancia de conmutación,askelimpedanssi,"impédance de passage, f",impendenza di commutazione,通過インピーダンス,천이 임피던스,шилжилтийн бүрэн эсэргүүцэл,overkoplingsimpedans,impedancja ograniczająca stopniowa,impedância de passagem,premostitvena impedanca,"импеданса премошћења, ж јд",överkopplingsimpedans,过渡阻抗
421-11-07,driving mechanism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-07,آلية التحريك,"Antrieb (eines Stufenschalters), m",driving mechanism,mecanismo de accionamiento,käyttökoneisto,"mécanisme d'entraînement, m",dispositivo di manovra,駆動機構,구동 매커니즘,хөдөлгөөнд оруулах механизм,drivmekanisme,mechanizm napędowy,mecanismo de accionamento,gonilnikpogonski mehanizem,"погонски механизам, м јд",manöverdon,驱动机构
421-11-08,set of contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-08,مجموعة الملامسات,"Kontaktsatz, m",set of contacts,juego de contactos,koskettimet,"jeu de contacts, m",coppie di contatti,接点一式,접점 세트,контактын иж бүрдэл,kontaktsett,układ styków,jogo de contactos,kontaktni stavek,"група контаката, ж мн",kontaktsats,触头组
421-11-09,main contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-09,الملامسات الرئيسة,"Hauptkontakte, m, pl",main contacts,contactos principales,pääkoskettimet,"contacts principaux, m pl",contatti principali,主接点,주 접점,үндсэн контактууд,hovudkontaktar,styki główne przewodzące,contactos principais,glavni kontakti,"главни контакти, м мн",huvudkontakter,主触头
421-11-10,main switching contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-10,ملامسات الفصل والوصل الرئيسية,"Schaltkontakte, m, pl",main switching contacts,contactos principales de corte,pääkatkaisukoskettimet,"contacts principaux de coupure, m pl",contatti principali di interruzione,主開閉接点,주 스위칭 접점,"үндсэн таслaх, залгах контактууд",koplingskontaktar,styki główne przełączające,contactos principais de corte,preklopni glavni kontakti,"главни контакти прекидања, м мн",huvudbrytarkontakter,主通断触头
421-11-11,transition contacts,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-11,ملامسات انتقالية,"Widerstandskontakte, m, pl",transition contacts,contactos de conmutación,siirtokoskettimet,"contacts de passage, m pl",contatti secondari,通過接点,천이 접점,шилжилтийн контактууд,overkoplingskontaktar,styki pośredniczące,contactos de passagem,premostitveni kontakti,"контакти премошћења, м мн",motstandskontakt,过渡触头
421-11-12,circulating current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-12,تيار دوار,"Ausgleichstrom, m",circulating current,corriente de circulación,kiertävä virta,"courant de circulation, m",corrente di circolazione,環流,순환 전류,тэгшитгэх гүйдэл,sirkulerande straum,prąd wyrównawczy,corrente de circulação,izenačevalni tok,"струја изједначења, ж јд",cirkulationsström,循环电流
421-11-13,switched current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-13,تيار التبديل,"Schaltstrom, m",switched current,corriente conmutada,katkaistava virta,"courant commuté, m",corrente commutata,スイッチトカレント,개폐 전류,сэлгэн залгахад тасрах гүйдэл,koplingsstraum,prąd przełączany,corrente comutada,preklopni tok,"струја комутације, ж јд",brytström,开断电流
421-11-14,recovery voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-14,جهد الاستعادة,"wiederkehrende Spannung, f",recovery voltage,tensión de restablecimiento,palaava jännite,"tension de rétablissement, f",tensione di ristabilimento,回復電圧,복구 전압,сэргээх хүчдэл,tilbakevendande spenning,napięcie powrotne,tensão de restabelecimento,povratna napetost,"повратни напон, м јд",brytspänning,恢复电压
421-11-15,tap-change operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-15,عملية تغيير المأخذ,"Stufenschaltung, f",tap-change operation,operación de cambio de tomas,askelluskäämikytkimen askellus,"opération de changement de prise, f",operazione di commutazione,タップ変更動作,탭 변환 작동,тавил өөрчлөх үйлдэл,koplingsmanøver,przełączanie zaczepu,operação de mudança de tomada,potek preklopapreklop (odcepov),"операција преклапања, ж јд",lindningskopplarmanöver,分接变换操作
421-11-16,cycle of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-16,دورة التشغيل,"Schaltzyklus, m",cycle of operation,ciclo de funcionamiento,toimintakierros,"cycle de fonctionnement, m",ciclo di funzionamento,動作サイクル,작동 사이클동작 사이클,үйлдлийн цикл,koplingssyklus,cykl przełączania zaczepów,ciclo de funcionamento,cikel delovanja,"циклус операција, м јдрадни циклус, м јд",manövercykel,操作循环
421-11-17,rated through-current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-17,التيار الاسمي المخترق,"Bemessungs-Durchgangsstromstärke, f",rated through-current,corriente de paso asignada,käämikytkimen nimellisvirta,"courant traversant assigné, m",corrente nominale di impiego,定格通過電流,정격 통전 전류,нэвт дамжих хэвийн гүйдэл,merkestraum for lastkoplar,prąd przechodni znamionowy,corrente atravessante estipulada,nazivni skoznji tok,"назначена пролазна струја, ж јд",märkström (för lindningskopplare),额定通过电流
421-11-18,maximum rated through-current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-18,التيار الاسمي المخترق الاقصى,"höchste Bemessungs-Durchgangsstromstärke, f",maximum rated through-current,corriente de paso asignada máxima,käämikytkimen suurin sallittu virta,"courant traversant assigné maximal, m",corrente massima di impiego,最大定格通過電流,최대 정격 통전 전류,хамгийн их нэвт дамжих хэвийн гүйдэл,maksimal merkestraum for lastkoplar,prąd przechodni maksymalny znamionowy,corrente atravessante estipulada máxima,največji nazivni skoznji tok,"максимална назначена пролазна струја, ж јд",högsta markström,最大额定通过电流
421-11-19,rated step voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=421-11-19,جهد الخطوة المقنن,"Bemessungs-Stufenspannung, f",rated step voltage,tensión de escalón asignada,säätöaskeleen nimellisjännite,"tension d'échelon assignée, f",tensione nominale di gradino,定格ステップ電圧,정격 계단 전압정격 스텝 전압,шаталсан хэвийн хүчдэл,merketrinnspenning,napięcie stopniowe znamionowe,tensão de escalão estipulada,nazivna napetost stopnje,"назначени напон корака, м јд",märkstegspänning,额定级电压
