term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
311-05-06,mechanical zero adjuster,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-05-06,الصفر الميكانيكي,"mechanischer Nullsteller, m",mechanical zero adjuster,dispositivo de ajuste del cero mecánico,mekaanisen nollakohdan asetin,"dispositif d'ajustage du zéro mécanique, m",dispositivo di regolazione dello zero meccanico,機械的零点調整機構,기계적 영점 조정기,nastawnik zera mechanicznego,dispositivo de ajuste do zero mecânico,механический регулятор нуля,"подешавач механичке нуле, м јд",mekanisk nollställare,机械零位调节器
311-05-07,chart driving mechanism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-05-07,ضابط الصفر الميكانيكي,"Antrieb des Aufzeichnungsträgers, m",chart driving mechanism,dispositivo de arrastre del diagrama,piirtopaperin kuljetin,"dispositif d'entraînement du diagramme, m",dispositivo di movimentazione della registrazione grafica,記録紙駆動機構,기록지 구동 장치차트 구동 장치,mechanizm napędowy nośnika wykresu,dispositivo de accionamento de mapa,механизм передвижения диаграммы,"погонски механизам подлоге за регистровање, м јд",frammatare av diagrampapper,图表驱动机构
311-05-08,digital display,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-05-08,آلية تحرك الرسم البياني,"Digitalanzeige, f",digital display,visualizador digital,digitaalinen näyttö,"affichage numérique, m",visualizzatore digitale,ディジタル表示,디지털 표시,wskazanie cyfrowe,visualização digitalvisualização numérica,цифровая индикация,"дигитални приказ, м јд",digital visning,数字显示
311-05-09,dual analogue-digital display,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-05-09,شاشة رقمية,"kombinierte Analog-/Digitalanzeige, f",dual analogue-digital display,visualizador doble analógico-digital,analogi-digitaalikaksoisnäyttö,"affichage double analogique-numérique, m",doppio visualizzatore analogico-digitale,アナログ－ディジタル二重表示,아날로그-디지털 이중 표시,wskazanie analogowe i cyfrowe,visualização dupla analógica-digitalvisualização dupla analógica-numérica,двойная (комбинированная) аналогово-цифровая индикация,"комбиновани аналогно-дигитални приказ, м јд",analog-digital visning,模拟数字双显示
311-05-10,recording device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-05-10,شاشة مزدوجة رقمية -  تماثلية,"Registriereinrichtung, f",recording device,dispositivo de registro,tallennin,"dispositif d'enregistrement, m",dispositivo di registrazione,記録素子,기록 장치,urządzenie zapisująceurządzenie rejestrujące,dispositivo de gravação,записывающее устройство,"региструјући склоп, м јд",skrivanordning,记录装置
311-06-01,influence quantity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-01,أداة تسجيل,"Einflussgröße, f",influence quantity,magnitud de influencia,vaikutussuure,"grandeur d'influence, f",grandezza di influenza,影響量,영향량외란량,wielkość wpływająca,grandeza de influência,влияющая величина,"утицајна величина, ж јд",influensstorhet,影响量
311-06-02,reference conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-02,كمية مؤثرة,"Referenzbedingungen, f, plBezugsbedingungen, f, pl",reference conditions,condiciones de referencia,viiteolosuhteet,"conditions de référence, f pl",condizioni di riferimento,基準状態,기준 조건,warunki odniesienia,condições de referência,нормальные условия,"референтни услови, м мн",referensvillkor,参考条件参比条件
311-06-03,overshoot (for a step change),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-03,شروط مرجعية,"Überschwingen, n",overshoot (for a step change),sobrepasamiento (para cambio en escalón),ylitys,"dépassement (pour une réponse à un échelon), m",sovraelongazione (per variazione a gradino),ステップ応答の行き過ぎ行き過ぎ,계단응답의 과도,przelot,sobrelevação (da resposta ao degrau),зашкаливание,"премашај, <при одскочној промени> м јд",översväng,阶跃变化的过冲过冲
311-06-04,step response time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-04,تجاوز الهدف (لخطوة التغيير),"Anschwingzeit, f",step response time,tiempo de respuesta a un escalón,askelvasteaika,"temps de réponse à un échelon, m",tempo di risposta al gradino,ステップ応答時間,계단 응답 시간,czas odpowiedzi,tempo de resposta ao degrau,время отклика на ступенчатое воздействие,"време одзива на одскочну промену, с јд",stegsvarstid,阶跃响应时间
311-06-05,linearity (of a measuring instrument),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-05,زمن استجابة  الخطوة,"Linearität eines Messgeräts, fLinearität, fProportionalität eines Messgeräts, fProportionalität, f",linearity (of a measuring instrument),linealidad (de un instrumento de medida),(mittauslaitteen) lineaarisuus,"linéarité (d'un appareil de mesure), f",linearità (di uno strumento di misura),測定器の直線性直線性,계측기의 직선성직선성,liniowość przyrządu pomiarowegoliniowość,linearidade (de um instrumento de medição),линейность (измерительного прибора),"линеарност, <мерног инструмента> ж јд",linearitet,测量仪器仪表的线性度线性度
311-06-06,repeatability (of results of measurements),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-06,الخطيّة (لجهاز قياس),"Wiederholpräzision von Messergebnissen, fWiederholpräzision, f",repeatability (of results of measurements),repetibilidad (de las medidas),(mittaustulosten) toistuvuus,"répétabilité (des mesures), f",ripetibilità (dei risultati di misurazioni),測定の結果の繰返し性繰返し性,측정결과의 반복성,powtarzalność pomiarówpowtarzalność,repetibilidade (das medidas),повторяемость (результатов измерений),"поновљивост, <резултата мерења> ж јд",repeterbarhet,测量结果的重复性重复性
311-06-07,reproducibility (of measurements),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-07,تكرارية (لنتائج قياسات),"erweiterte Vergleichspräzision von Messungen, ferweiterte Vergleichspräzision, f",reproducibility (of measurements),reproducibilidad (de las medidas),(mittausten) uusittavuus,"reproductibilité (des mesures), f",riproducibilità (dei risultati di misurazioni),測定の再現性再現性,측정의 재현성,odtwarzalność pomiarówodtwarzalność,reprodutibilidade (das medições),воспроизводимость (измерений),"репродуцибилност, <мерења> ж јдобновљивост, <мерења> ж јд",reproducerbarhet,测量的复现性复现性
311-06-08,accuracy (of a measuring instrument),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-08,إمكانية الإستعادة (للقياسات),"Genauigkeit eines Messgeräts, fGenauigkeit, f",accuracy (of a measuring instrument),"exactitud, <de un instrumento de medida>",(mittauslaitteen) tarkkuus,"exactitude (d'un appareil de mesure), f",accuratezza (di uno strumento di misura),測定器の精度精度,계측기의 정확도,dokładność przyrządu pomiarowegodokładność,exactidão (de um instrumento de medição),точность (измерительного прибора),"тачност , <мерног инструмента> ж јд",noggrannhet,测量仪器仪表的准确度准确度
311-06-09,accuracy class,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-09,الدقة (لجهاز قياس),"Genauigkeitsklasse, f",accuracy class,clase de precisión,tarkkuusluokka,"classe d’exactitude, f",classe di precisione,精度等級,정도 등급정확도 계급,klasa dokładności,classe de exactidão,класс точности,"класа тачности, ж јд",noggrannhetsklass,准确度等级
311-06-10,class index,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-10,درجة الدقة,"Klassenzeichen, n",class index,índice de clase,tarkkuusluokan tunnus,"indice de classe, m",indice di classe,等級指標,등급 지수,wskaźnik klasy,índice de classe,индекс (показатель) класса,"ознака класе, ж јд",klassbeteckning,等级指数
311-06-11,performance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-11,دليل درجة الدقة,"Betriebsverhalten, n",performance,cualidades de funcionamiento,suorituskyky,"qualités de fonctionnement, f pl",prestazione,特性,성능,jakość działania,desempenho,рабочие характеристики,"перформансе, ж мн",prestanda,性能
311-06-12,stability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-12,أداء,"Messbeständigkeit, f",stability,estabilidad,stabiilius,"stabilité, f",stabilità,安定性,안정도안정성,stabilność,estabilidade,стабильность (устойчивость),"стабилност, ж јд",stabilitet,稳定性
311-06-13,drift,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-06-13,استقرار,"Messgerätedrift, m",drift,deriva,ajautuma,"dérive, f",deriva,ドリフト,부동드리프트표류,dryft,deriva,"дрейф (смещение, отклонение)","дрифт, м јднежељено померање, с јд",drift,漂移
311-07-01,reference value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-01,تغير (خطأ استقرار),"Referenzwert, m",reference value,valor de referencia,viitearvo,"valeur de référence, f",valore di riferimento,基準値,기준값,wartość odniesienia,valor de referência,нормальное значение,"референтна вредност, ж јд",referensvärde,参考值参比值
311-07-02,reference range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-02,قيمة مرجعية,"Referenzbereich, m",reference range,campo de referencia,viitealue,"domaine de référence, m",campo di riferimentointervallo di riferimento,基準範囲,기준 범위,zakres odniesienia,domínio de referência,нормальный диапазон значений,"референтни опсег, м јд",referensområde,参考范围参比范围
311-07-03,variation (due to an influence quantity),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-03,مدى مرجعي,"Einflusseffekt einer Einflussgröße, mEinflusseffekt, m",variation (due to an influence quantity),variación (debido a una magnitud de influencia),vaikutussuurevaste,"variation (due à une grandeur d'influence), f",variazione (dovuta ad una grandezza di influenza),影響量による変動値変動値,영향량에 대한 변동치변동치,błąd dodatkowy spowodowany wielkością wpływającąbłąd dodatkowy,variação (devida a uma grandeza de influência),изменение (обусловленное влияющей величиной),"варијација, ж јдваријација услед утицајне величине, ж јд",influensbetingad visningsändring,由影响量引起的改变量改变量
311-07-04,influence coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-04,تغير ( بسبب كمية مؤثرة),"Einflusskoeffizient, m",influence coefficient,coeficiente de influencia,vaikutuskerroin,"coefficient d'influence, m",coefficiente di influenza,影響係数,영향계수,współczynnik wpływu,coeficiente de influência,коэффициент влияния,"коефицијент утицаја, м јд",influensfaktor,影响系数
311-07-05,nominal range of use,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-05,معامل التأثير,"Nenngebrauchsbereich, m",nominal range of use,campo nominal de uso,vaikutussuureen nimellisalue,"domaine nominal d'utilisation, m",campo nominale di utilizzointervallo nominale di utilizzo,公称使用範囲,공칭 사용범위명목 사용범위,nominalny zakres użytkowania,domínio nominal de utilização,номинальный диапазон применения,"називни опсег употребе, м јд",nominellt användningsområde,标称使用范围
311-07-06,limiting values for operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-06,المدى الإسمي للاستخدام,"Grenzwerte im Betrieb, m, pl",limiting values for operation,valores límites de funcionamiento,toiminnan raja-arvot,"valeurs limites de fonctionnement, f pl",valori limite di funzionamento,使用限界値,사용 한계값작동 한계값,wartości graniczne podczas pracy,valores de limite de funcionamento,предельные значения при работе,"граничне вредности при раду, ж мн",gränsvärden för funktion,工作极限值
311-07-07,limiting values for storage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-07,قيم حدود التشغيل,"Grenzwerte bei Lagerung, m, pl",limiting values for storage,valores límites de almacenamiento,varastoinnin raja-arvot,"valeurs limites de stockage, f pl",valori limite di immagazzinamento,保存限界値,저장 한계값,wartości graniczne podczas przechowywania,valores de limite de armazenamento,предельные значения при хранении,"граничне вредности при складиштењу, ж мн",gränsvärden för lagring,贮存极限值
311-07-08,limiting values for transport,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=311-07-08,قيم حدود التخزين,"Grenzwerte beim Transport, m, pl",limiting values for transport,valores límites de transporte,kuljetuksen raja-arvot,"valeurs limites de transport, f pl",valori limite di trasporto,輸送限界値,수송 한계값,wartości graniczne podczas transportu,valores de limite de transporte,предельные значения при перевозке (переносе),"граничне вредности при транспорту, ж мн",gränsvärden för transport,运输极限值
