term_id,term,term_url,ar,de,en,es,fr,ja,ko,pl,pt,zh
815-12-20,flux creep,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-20,,"Flusskriechen, n",flux creep,fluencia de flujo,"fluage de flux, m",磁束クリープ,자속 크리프자속김,"pełzanie strumienia, n",fluência de fluxo,磁通蠕动
815-12-21,flux flow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-21,,"Fluxonwanderung, fFlux-Flow, m",flux flow,movimiento de flujo,"écoulement de flux, m",磁束フロー,자속 흐름,"płynięcie strumienia, n",escoamento de fluxo,磁通流动
815-12-22,flux jump,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-22,,"Flusssprung, m",flux jump,salto de flujo,"saut de flux, m",フラックス・ジャンプ,자속 건너띔자속 도약,"skok strumienia, m",salto de fluxo,磁通跳跃
815-12-23,pinning force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-23,,"Pinning-Kraft, f",pinning force,fuerza de anclaje,"force d'ancrage, fforce de piégeage, f",ピン力,꽂음힘,"siła zaczepienia, fsiła zakotwiczenia, f",força de ancoramento,钉扎力
815-12-24,elementary pinning force,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-24,,"elementare Pinning-Kraft, f",elementary pinning force,fuerza elemental de anclaje,"force d'ancrage élémentaire, fforce de piégeage élémentaire, f",要素的ピン力,기본 꽂음힘,"siła zakotwiczenia elementarna, fsiła zakotwiczenia podstawowa, f",força de ancoramento elementar,元钉扎力
815-12-25,pinning force density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-25,,"Pinning-Kraftdichte, f",pinning force densitybulk pinning force,densidad de fuerza de anclaje,"densité de force d'ancrage, fdensité de force de piégeage, f",ピン力密度バルク・ピン力,꽂음힘 밀도,"gęstość siły zaczepienia, fgęstość siły zakotwiczenia, fsiła zakotwiczenia objętościowa, f",densidade de força de ancoramento,钉扎力密度体钉扎力
815-12-26,scaling law of pinning force density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-26,,"Skalierungsgesetz der Pinning-Kraftdichte, n",scaling law of pinning force density,ley de escala de la densidad de fuerza de anclaje,"loi d'échelle pour la densité de force d'ancrage, floi d’échelle pour la densité de la force de piégeage, f",ピン力密度のスケール則,꽂음힘 밀도 눈금법칙,"prawo skalowania gęstości siły zakotwiczenia, n",lei de escala para a densidade de força de ancoramento,钉扎力密度的标度律
815-12-27,Kramer's law,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-27,,"Kramersches Gesetz, n",Kramer's law,ley de Kramer,"loi de Kramer, f",クレーマ則,크레이머 법칙,"prawo Kramera, n",lei de Kramer,克拉默定律
815-12-28,trapped flux,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-28,,"gefangener Fluss, meingefrorener Fluss, mRestfluss, m",trapped fluxresidual flux,flujo atrapadoflujo residual,"flux piégé, mflux résiduel, m",補捉磁束残留磁束,잔류자속,"strumień zamrożony, mstrumień resztkowy, m",fluxo residualfluxo confinado,俘获磁通剩余磁通
815-12-29,surface pinning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-29,,"Oberflächen-Pinning, nOberflächenverankerung, f",surface pinning,anclaje superficial,"ancrage de surface, mpiégeage de surface, m",等面積法則,표면 꽂음,"zaczepienie powierzchniowe, nzakotwiczenie powierzchniowe, n",ancoramento de superfície,表面钉扎
815-12-30,irreversibility line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-30,,"Irreversibilitätslinie, f",irreversibility line,línea de irreversibilidad,"ligne d'irréversibilité, f",不可逆曲線,비가역성 선,"linia nieodwracalności, f",linha de irreversibilidade,不可逆线
815-12-31,grain boundary weak link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-12-31,,"Korngrenzen-Schwachstelle, f",grain boundary weak link,enlace débil de frontera de grano,"faible cohésion des joints de grain, f",粒界弱結合,입계 약결합결정 입계 약결합,"słabe złącze na granicy ziarna, n",fraca coesão dos limites de grão,晶界弱连接
815-13-02,"conductor, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-02,,"Leiter, <in der Supraleitertechnik> m","conductor, <in superconductivity-related technology>",conductor,"conducteur, <en technique des supraconducteurs> m","導体, ＜超電導関連技術＞","도체, <초전도성 기술>","przewodnik, <w technologii związanej z nadprzewodnictwem> m",condutor,"导体, <用于超导有关的技术中>"
815-13-04,concentric lay cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-04,,"lagenverseilter Leiter, m",concentric lay cable,cable con disposición concéntrica,"câble à couches concentriques, m",同心編みケーブル,동심연 케이블동심층 케이블,"kabel  koncentryczny, m",cabo de camadas concêntricas,同心绞合电缆
815-13-05,"braid, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-05,,"geflochtener Leiter, <in der Supraleitertechnik> m","braid, <in superconductivity-related technology>",trenza,"tresse, <en technique des supraconducteurs> f","編組線, ＜超電導関連技術＞","편조선, <초전도성 기술>브레이드, <초전도성 기술>","plecionka, <w technologii związanej z nadprzewodnictwem> f","trança, <em tecnologia dos supercondutores>","编织带, <用于超导有关的技术中>"
815-13-06,strand,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-06,,"Einzeldraht, m",strand,alambre,"brin, m","素線, ＜超電導関連技術＞",꼰선연선,"żyła, f","Filamento, <em tecnologia dos supercondutores>Fio",股线
815-13-07,coreless cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-07,,"verseilter Leiter ohne Kabelseele, mKabel ohne Zentralelement, n",coreless cable,cable sin alma,"câble sans âme, m",無心ケーブル,공심 케이블무심 케이블,"kabel bezrdzeniowy, m",cabo sem alma,无芯电缆
815-13-08,tape conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-08,,"Bandleiter, m",tape conductor,conductor en forma de cinta,"conducteur en forme de ruban, m",テープ導体,테이프 도체,"przewodnik taśmowy, m",condutor em forma de fita,带状导体
815-13-09,"hollow conductor, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-09,,"Hohlleiter, <in der Supraleitertechnik> m","hollow conductor, <in superconductivity-related technology>",conductor hueco,"conducteur creux, <en technique des supraconducteurs> m","中空導体, ＜超電導関連技術＞","공동 도체, <초전도성 기술>중공 도체, <초전도성 기술>","przewodnik wydrążony, <w technologii związanej z nadprzewodnictwem> m","condutor oco, <em tecnologia dos supercondutores>","空心导体, <用于超导有关的技术中>"
815-13-10,tubular conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-10,,"rohrförmiger Leiter, m",tubular conductor,conductor tubular,"conducteur tubulaire, m",筒状導体,관상 도체관형 도체,"przewodnik rurowy, m",condutor tubular,管状导体
815-13-11,compact round cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-11,,"kompaktes Rundkabel, nlagenverseiltes Rundkabel, n",compact round cable,cable redondo compacto,"câble rond compact, m",圧縮型円形ケーブル,압축 원형 케이블성형 원형 케이블,"kabel okrągły zwarty, m",cabo redondo compacto,紧凑圆形电缆
815-13-12,core cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-12,,"verseilter Leiter mit Kabelseele, mKabel mit Zentralelement, n",core cable,cable con alma,"câble avec âme, m",有心ケーブル,유심 케이블중심 케이블,"kabel z rdzeniem, m",cabo com alma,有芯电缆
815-13-13,Litz cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-13,,"Litzekabel, n",Litz cable,cable de Litz,"câble de Litz, m",リッツケーブル,리츠 케이블,"kabel Litza, m",cabo Litz,里兹电缆
815-13-14,stranded conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-14,,"verseilter Leiter, m",stranded conductor,conductor cableado,"conducteur câblé, mconducteur toronné, m","より線導体, ＜超電導関連技術＞",꼰 도체연선,"przewodnik linkowy, m","condutor cableado, <em tecnologia dos supercondutores>condutor torcido, <em tecnologia dos supercondutores>",绞合导体
815-13-15,compact stranded conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-15,,"verdichteter verseilter Leiter, m",compact stranded conductor,conductor cableado compacto,"conducteur câblé compacté, mconducteur toronné compacté, m",圧縮型より線導体,압축 연선 도체성형 연선 도체,"przewodnik linkowy zwarty, m",condutor torcido compactado,紧压绞合导体
815-13-16,keystone stranded conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-16,,"Segmentleiter, m",keystone stranded conductor,conductor cableado trapezoidal,"conducteur câblé trapézoïdal, mconducteur toronné trapézoïdal, m",キーストーン型より線導体,사다리꼴 연선 도체키스톤 연선 도체,"przewodnik linkowy trapezoidalny, m",condutor torcido trapezoidal,梯形统合导体
815-13-17,Rutherford cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-17,,"Rutherford-Kabel, n",Rutherford cable,cable tipo Rutherford,"câble Rutherford, m",ラザフォードケーブル,러더포드 케이블,"kabel Rutherforda, m",cabo Rutherford,卢瑟福电缆
815-13-18,cable-in-conduit conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-18,,"Rohrleiter, m",cable-in-conduit conductorCICC,cable entubado,"câble dans un conduit, m",ケーブル・イン・コンジット導体CICC,관내연선 도체,"kabel w kanale, m",cabo em conduta,套管电缆导体CICC
815-13-19,composite superconductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-19,,"Verbundsupraleiter, m",composite superconductor,superconductor compuesto,"composite supraconducteur, m",複合超電導導体,복합 초전도체,"nadprzewodnik kompozytowy, m",supercondutor compósito,复合超导体
815-13-20,superconducting filament,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-20,,"supraleitendes Filament, n",superconducting filament,filamento superconductor,"filament supraconducteur, m",超電導フィラメント,초전도 필라멘트,"włókno nadprzewodzące, n",filamento supercondutivo,超导细丝超导芯丝超导丝
815-13-21,superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-21,,"supraleitender Draht, m",superconducting wire,hilo superconductor,"fil supraconducteur, m",超電導線超電導線材,초전도 선,"przewód nadprzewodzący, m",fio supercondutivo,超导线
815-13-22,superconducting cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-22,,"supraleitendes Kabel, n",superconducting cable,cable superconductor,"câble supraconducteur, m",超電導ケーブル,초전도 케이블,"kabel nadprzewodzący, mkabel nadprzewodnikowy, m",cabo supercondutivo,超导电缆
815-13-23,stabilized superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-23,,"stabilisierter supraleitender Draht, m",stabilized superconducting wire,hilo superconductor estabilizado,"fil supraconducteur stabilisé, m",安定化超電導線,안정화 초전도 선,"przewód nadprzewodnikowy stabilizowany, m",fio supercondutivo estabilizado,稳定化超导线
815-13-24,insulated superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-24,,"isolierter supraleitender Draht, m",insulated superconducting wire,hilo superconductor aislado,"fil supraconducteur isolé, m",絶縁超電導線,절연초전도선,"przewód nadprzewodnikowy izolowany, m",fio supercondutivo isolado,绝缘超导线
815-13-25,force-cooled superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-25,,"zwangsgekühlter supraleitender Draht, m",force-cooled superconducting wire,hilo superconductor con refrigeración forzada,"fil supraconducteur à refroidissement forcé, m",強制冷却超電導線,강제냉각 초전도선,"przewód nadprzewodnikowy z chłodzeniem wymuszonym, m",fio supercondutivo de arrefecimento forçado,迫冷超导线
815-13-26,reinforced superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-26,,"verstärkter supraleitender Draht, m",reinforced superconducting wire,hilo superconductor reforzado,"fil supraconducteur renforcé, m",補強超電導線,강화초전도선보강형 초전도선,"przewód nadprzewodnikowy wzmocniony, m",fio supercondutivo reforçado,机械增强超导线
815-13-27,superconducting film,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-27,,"supraleitender Film, m",superconducting film,película superconductora,"film supraconducteur, m",超電導膜,초전도 박막초전도 막,"warstwa nadprzewodząca, f",filme supercondutivo,超导膜
815-13-28,"single core wire, <superconductor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-28,,"Einkerndraht, <Supraleiter> m","single core wire, <superconductor>",hilo superconductor unifilar,"fil supraconducteur monofilamentaire, m","単心線, ＜超電導体＞","단심선, <초전도체>","przewód nadprzewodnikowy jednożyłowy, m","fio supercondutivo monofilamentar, <em tecnologia dos supercondutores>",单芯超导线
815-13-29,multi-filamentary superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-29,,"supraleitender Multifilamentdraht, m",multi-filamentary superconducting wire,hilo superconductor multifilar,"fil supraconducteur multifilamentaire, m",多心超電導線,다심 초전도선,"przewód nadprzewodnikowy wielowłóknowy, m",fio supercondutivo multifilamentar,多丝超导线多芯超导线
815-13-30,monolithic superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-30,,"monolithischer Supraleiter, m",monolithic superconducting wiresuperconducting monolith,hilo superconductor monolítico,"conducteur monolithique, m",モノリシック超電導線超電導モノリス,단일체 초전도선모노리틱 초전도선,"przewód nadprzewodnikowy monolityczny, mmonolit nadprzewodzący, m",condutor monolítico,一体化超导线
815-13-31,three-component superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-31,,"supraleitender Dreikomponentendraht, m",three-component superconducting wire,hilo superconductor de tres componentes,"fil supraconducteur à trois composants, m",三相構造超電導線,삼성분 초전도선,"przewód nadprzewodnikowy trójskładnikowy, m",fio supercondutivo de três componentes,三组元超导线
815-13-32,twisted superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-32,,"verdrillter supraleitender Draht, m",twisted superconducting wire,hilo superconductor retorcido,"fil supraconducteur torsadé, m",ツイスト超電導線,꼬임 초전도선트위스트 초전도선,"przewód nadprzewodnikowy skręcony, m",fio supercondutivo em torçada,扭转超导线
815-13-33,DC superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-33,,"Gleichstrom-Supraleiterdraht, m",DC superconducting wire,hilo superconductor para corriente continua,"fil supraconducteur à courant continu, m",直流超電導線,직류 초전도선,"przewód nadprzewodnikowy stałoprądowy, m",fio supercondutivo em corrente contínua,直流超导线
815-13-34,pulsed-current superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-34,,"Impulsstrom-Supraleiterdraht, m",pulsed-current superconducting wire,hilo superconductor para corriente pulsada,"fil supraconducteur à courant pulsé, m",パルス電流超電導線,펄스전류 초전도선,"przewód nadprzewodnikowy dla prądów impulsowych, m",fio supercondutivo em corrente pulsatória,脉冲超导线
815-13-35,AC superconducting wire,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-35,,"Wechselstrom-Supraleiterdraht, m",AC superconducting wire,hilo superconductor para corriente alterna,"fil supraconducteur à courant alternatif, m",交流超電導線,교류 초전도선,"przewód nadprzewodnikowy przemiennoprądowy, m",fio supercondutivo em corrente alternada,交流超导线
815-13-36,spacing to diameter ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-36,,"Abstand-Durchmesser-Verhältnis, nS/D",spacing to diameter ratioS/D,relación entre espaciado y diámetro de filamentos,"rapport distance entre filaments/diamètre de filaments, mrapport S/D, m",間隔対直径比S/D,간격대지름비,"iloraz odległości do średnicy włókien, m",razão distância/diâmetro de filamentosrazão S/D,丝间距-直径比
815-13-37,"matrix, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-37,,"Matrix, <in der Supraleitertechnik> f","matrix, <in superconductivity-related technology>","matriz, de un superconductor compuesto","matrice, <en technique des supraconducteurs> f","母材, ＜超電導関連技術＞","모재, <초전도 기술>매트릭스, <초전도 기술>","matryca, <w technologii związanej z nadprzewodnictwem> f","matriz, <em tecnologia dos supercondutores>","基体, <用于超导有关的技术中>"
815-13-38,"mixed matrix, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-38,,"gemischte Matrix, <in der Supraleitertechnik> f","mixed matrix, <in superconductivity-related technology>","matriz mixta, de un superconductor compuesto","matrice mixte, <en technique des supraconducteurs> f","混合母材, ＜超電導関連技術＞","혼합 모재, <초전도 기술>혼합 매트릭스, <초전도 기술>","matryca mieszana, <w technologii związanej z nadprzewodnictwem> f","matriz mista, <em tecnologia dos supercondutores>","混合基体, <用于超导有关的技术中>"
815-13-39,matrix to superconductor volume ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-39,,"Matrix-Supraleiter-Volumenverhältnis, nMatrix-Supraleiter-Verhältnis, n",matrix to superconductor volume ratiomatrix to superconductor ratio,relación entre volúmenes de matriz y de superconductor,"rapport matrice/supraconducteur, mrapport volumique matrice/supraconducteur, m",母材対超電導導体体積比母材対超電導導体比,모재대초전도체 체적 비매트릭스대초전도체 체적 비,"iloraz objętości matrycy do nadprzewodnika, miloraz matrycy do nadprzewodnika, m",razão volúmica matriz/supercondutor,基-超体积比基-超比
815-13-40,copper to superconductor volume ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-40,,"Kupfer-Supraleiter-Volumenverhältnis, nKupfer-Supraleiter-Verhältnis, n",copper to superconductor volume ratiocopper to superconductor ratio,relación entre volúmenes de cobre y de superconductor,"rapport cuivre/supraconducteur, mrapport volumique cuivre/supraconducteur, m",銅対超電導導体体積比銅対超電導導体比銅比,동대초전도체 체적 비,"iloraz objętości miedzi do nadprzewodnika, mstosunek miedzi do nadprzewodnika, m",razão volúmica cobre/supercondutor,铜-超体积比铜-超比
815-13-41,copper to non-copper volume ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-41,,"Kupfer-Nichtkupfer-Volumenverhältnis, nKupfer-Nichtkupfer-Verhältnis, n",copper to non-copper volume ratiocopper to non-copper ratio,relación entre volumen de cobre y el resto,"rapport cuivre/non-cuivre, mrapport volumique cuivre/non-cuivre, m",銅対非銅部体積比銅対非銅部比,동대비동부 체적 비동대비동부비,"iloraz objętości miedzi do pozostałych składników, mstosunek miedzi do pozostałych składników, m",razão volúmica cobre/não-cobre,铜-非铜体积比铜-非铜比
815-13-42,volume per cent of superconductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-42,,"Volumenanteil des Supraleiters, m",volume per cent of superconductor,porcentaje de volumen superconductor,"pourcentage volumique de supraconducteur, m",超電導体の体積百分率,초전도체 체적백분율,"objętość procentowa nadprzewodnika, f",percentagem volúmica de supercondutor,超导体体积百分比
815-13-43,diffusion barrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-43,,"Diffusionsbarriere, f",diffusion barrier,barrera de difusión,"barrière de diffusion, f",拡散障壁,확산 장벽,"bariera dyfuzyjna, f",barreira de difusão,扩散阻挡层
815-13-44,reinforcing member,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-44,,"Leiterverstärkung, f",reinforcing member,material de refuerzo,"matériau de structure, m",補強材,보강재,"element wzmacniający, m",material de reforço,机械增强构件
815-13-45,"sheath, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-45,,"Mantel, <in der Supraleitertechnik> mHülle, <in der Supraleitertechnik> f","sheath, <in superconductivity-related technology>",cubierta,"gaine, <en technique des supraconducteurs> f","シース, ＜超電導関連技術＞","외피, <초전도 기술>","osłona, <w technologii związanej z nadprzewodnictwem> f","bainha, <em tecnologia dos supercondutores>","包套, <用于超导有关的技术中>"
815-13-46,twist,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-46,,"Verdrillung, f",twist,hélice,"torsade, f",ツイストねじり,꼬임,"skręcenie, n",torçada,扭转
815-13-47,twist pitch length,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-47,,"Schlaglänge, f",twist pitch lengthtwist pitch,longitud de paso de hélicepaso de hélice,"pas de torsade, m",ツイストピッチ長ツイストピッチ,꼬임 피치 길이,"długość skoku skręcenia, fskok skręcenia, m",passo de torçada,扭距
815-13-48,transposition pitch length,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-48,,"Transpositionslänge, f",transposition pitch lengthstranding pitch length,longitud de transposición de cableado,"pas de transposition, m",転位長よりピッチ長,전위 피치 길이소선 피치 길이,"długość skoku przeplatania, fdługość skoku transpozycji, f",passo de transposição,换位节距绞合节距
815-13-49,aspect ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-49,,"Formfaktor, mAspekt, m",aspect ratio,factor de forma,"facteur de forme, mrapport d'allongement, m",アスペクト比,종횡비,"iloraz kształtu, m",fator de proporção,纵横比宽厚比
815-13-50,corner radius,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-50,,"Eckenradius, m",corner radius,radio de la esquina,"rayon de coins, mrayon angulaire, m",コーナR面取半径,코너 반지름,"promień narożnika, m",raio de cantos,隅角半径
815-13-51,eddy current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-51,,"Wirbelstrom, m",eddy current,corrientes de Foucault,"courant de Foucault, m",渦電流,와전류,"prąd wirowy, m",corrente de Foucault,涡电流 涡流
815-13-52,AC loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-52,,"Wechselstromverlust, m",AC loss,pérdidas en corriente alterna,"pertes en courant alternatif, f pl",交流損失,교류 손실,"straty przemiennoprądowe, f pl",perdas em corrente alternada,交流损耗
815-13-53,"hysteresis loss, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-53,,"Hystereseverlust, <in der Supraleitertechnik>  m","hysteresis loss, <in superconductivity-related technology>",pérdidas por histéresis,"pertes par hystérésis, <en technique des supraconducteurs> f pl","ヒステリシス損失, ＜超電導関連技術＞","히스테리시스 손실, <초전도 기술>","straty histerezowe, <w technologii związanej z nadprzewodnictwem> f pl","perdas por histerese, <em tecnologia dos supercondutores>","磁滞损耗, <用于超导有关的技术中>"
815-13-54,"eddy current loss, <in superconductivity-related technology>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-54,,"Wirbelstromverlust, <in der Supraleitertechnik> m","eddy current loss, <in superconductivity-related technology>",pérdidas por corrientes de Foucault,"pertes par courants de Foucault, <en technique des supraconducteurs> f pl","渦電流損失, ＜超電導関連技術＞","와류 손실, <초전도 기술>","straty wiroprądowe, <w technologii związanej z nadprzewodnictwem> f pl","perdas por correntes de Foucault, <em tecnologia dos supercondutores>","涡流损耗, <用于超导有关的技术中>"
815-13-55,coupling current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-55,,"Koppelstrom, m",coupling current,corriente de acoplamiento,"courant de couplage, m",結合電流,결합 전류,"prąd sprzężenia, m",corrente de acoplamento,耦合电流
815-13-56,proximity coupling current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-56,,"Proximity-Koppelstrom, m",proximity coupling current,corriente de acoplamiento por proximidad,"courant de couplage par effet de proximité, m",近接結合電流,근접 결합 전류,"prąd sprzężenia przy efekcie bliskości, m",corrente de acoplamento por proximidade,邻近效应耦合电流
815-13-57,coupling current loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-57,,"Kopplungsstromverluste, m pl",coupling current loss,pérdidas por acoplamiento,"pertes par courant de couplage, f pl",結合電流損失,결합 전류 손실,"straty od prądu sprzężenia, f pl",perdas por corrente de acoplamento,耦合电流损耗
815-13-58,coupling time constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-58,,"Kopplungszeitkonstante, f",coupling time constant,constante de tiempo de acoplamiento,"constante de temps de couplage, fconstante de couplage, f",結合時定数,결합 시정수,"stała czasowa prądów sprzężenia, f",constante de tempo de acoplamento,耦合时间常数
815-13-59,effective filament diameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-59,,"effektiver Filamentdurchmesser, m",effective filament diameter,diámetro de filamento efectivo,"diamètre effectif des filaments, m",有効フィランメント径,유효 필라멘트 직경유효 필라멘트 지름,"średnica włókna efektywna, f",diâmetro efetivo dos filamentos,有效丝径
815-13-60,surface impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-60,,"Oberflächenimpedanz, f",surface impedance,impedancia superficial,"impédance de surface, f",表面インピーダンス,표면 임피던스,"impedancja powierzchniowa, f",impedância de superfície,表面阻抗
815-13-61,residual resistivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-61,,"spezifischer Restwiderstand, m",residual resistivity,resistividad residual,"résistivité résiduelle, f",残留比抵抗残留抵抗率,잔류 저항,"rezystancja resztkowa, f",resistividade residual,剩余电阻率
815-13-62,residual resistance ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-62,,"Restwiderstandsverhältnis, nRRR",residual resistance ratioRRR,relación de resistencia residual,"rapport de résistance résiduelle, mRRR, m",残留抵抗比RRR,잔류 저항비아르아르아르,"iloraz rezystancji resztkowej, m",razão de resistência residual,剩余电阻比RRR
815-13-63,bulk superconductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-63,,"Massiv-Supraleiter, mBulk-Supraleiter, m",bulk superconductor,densidad de superconductor,"supraconducteur massif, m",バルク超電導体,벌크 초전도체대용량 초전도체,"nadprzewodnik masywny, mnadprzewodnik lity, m",supercondutor de volume,超导块材
815-13-64,coated conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-64,,"Schicht-Supraleiter, m",coated conductor,conductor recubierto,"conducteur revêtu, m",コート線材,도금 도체,"nadprzewodnik powlekany, mnadprzewodnik warstwowy, m",condutor revestido,涂层导体
815-13-65,Roebel cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-65,,"Roebel-Kabel, n",Roebel cable,cable de Roebel,"câble Roebel, m",ローベルケーブル,로벨 케이블,"kabel Roebela, m",cabo Roebel,勒贝尔电缆
815-13-66,AC loss energy density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-13-66,,"Wechselstromverlustenergiedichte, f",AC loss energy density,pérdidas de densidad de energía en corriente alterna,"densité de puissance des pertes en courant alternatif, f",交流損失エネルギー密度,교류손실 에너지 밀도,"gęstość przemiennoprądowych strat mocy, f",densidade de potência das perdas em corrente alternada,交流损耗能量密度
815-14-01,drawing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-01,,"Ziehen, n",drawing,trefilado,"étirage, m",引抜き,뽑기잡아늘이기인발,"przeciąganie, n",estiramento,拉拔
815-14-02,swaging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-02,,"Rundhämmern, nHämmern, n",swaging,estampado,"martelage, mestampage, m",スウェージング,전타법스웨징회전단조,"kucie profilowe, n",martelamento,旋锻
815-14-03,cold work,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-03,,"Kaltverformung, f",cold work,trabajo en frío,"écrouissage, m",冷間加工,냉간가공,"obróbka na zimno, f",trabalho a frio,冷加工
815-14-04,billet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-04,,"Barren, m",billet,lingote,"lopin, mbillette, f",ビレット,정강편빌릿,"wsad, mmateriał wejściowy, m",lingote,锭
815-14-05,extrusion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-14-05,,"Extrusion, f",extrusion,extrusión,"filage, m",押出し,압출밀어냄,"wytłaczanie, n",extrusão,挤压
