term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
551-12-40,converter section of a double converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-12-40,قسم من مغير مزدوج,"Teilstromrichter eines Doppelstromrichters, m",converter section of a double converter,sección de convertidor de un convertidor doble,kahden virransuunnan muuttajan osasuuntaaja,"section convertisseur d'un convertisseur double, f",parte di un convertitore doppio,複変換装置の変換部変換部,이중 변환기 내 변환기부,sekcja przekształtnika obukierunkowego,secção conversora de um conversor duplo,комплект вентилей двухкомплектного преобразователя,"претварачка секција двоструког претварача, ж јд",omriktarsektion,双变流器的变流组
551-12-41,multi-connected converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-12-41,مغير متعدد التوصيلات,"mehrfach verbundener Stromrichter, m",multi-connected converter,convertidor multiconectado,useammasta osamuuttajasta koostuva muuttaja,"convertisseur à multiconnexions, m",convertitore multiconnesso,多重接続変換装置,다중 접속 변환기,przekształtnik wieloczłonowy,conversor de multiconexões,многоячейковый преобразователь,"вишеструки претварач, м јд",flersektionsomriktare,多重变流器
551-12-42,semiconductor converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-12-42,مغير بأشباه الموصلات,"Halbleiter-Stromrichter, m",semiconductor converter,convertidor de semiconductores,puolijohdemuuttaja,"convertisseur à semiconducteurs, m",convertitore a semiconduttore,半導体変換装置,반도체 변환기반도체 컨버터,przekształtnik półprzewodnikowy,conversor a semicondutores,полупроводниковый преобразователь,"полупроводнички претварач, м јд",halvledaromriktare,半导体变流器
551-13-01,electronic (power) switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-13-01,مقتاح قدرة الكترونى,"elektronischer Leistungsschalter, melektronischer Schalter, m",electronic (power) switch,interruptor electrónico (de potencia),elektroninen kytkinelektroninen tehokytkin,"interrupteur électronique (de puissance), m",interruttore elettronico (di potenza),電子電力スイッチ電子スイッチ,전자식 전력 개폐기,łącznik energoelektroniczny,interruptor electrónico (de potência),электронный силовой прерыватель,"електронски (енергетски) прекидач, м јд",elektronisk elkopplare,电力电子开关
551-13-02,electronic AC (power) switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-13-02,مفتاح قدره الكتروني للتيار المتردد,"elektronischer Leistungs-Wechselstromschalter, melektronischer Wechselstromschalter, m",electronic AC (power) switch,interruptor electrónico (de potencia) de corriente alterna,elektroninen vaihtosähkökytkin,"interrupteur électronique (de puissance) à courant alternatif, m",interruttore elettronica (di potenza) in c.a.,電子交流電力スイッチ電子交流スイッチ,전자식 교류 전력 개폐기,łącznik energoelektroniczny prądu przemiennego,interruptor electrónico (de potência) de corrente alterna,электронный силовой прерыватель переменного тока,"електронски (енергетски) наизменични прекидач, м јд",elektronisk vs-elkopplare,电力电子交流开关
551-13-03,electronic DC (power) switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-13-03,مفتاح قدرة الكتروني للتيار المستمر,"elektronischer Leistungs-Gleichstromschalter, melektronischer Gleichstromschalter, m",electronic DC (power) switch,interruptor electrónico (de potencia) de corriente continua,elektroninen tasasähkökytkin,"interrupteur électronique (de puissance) à courant continu, m",interruttore elettronico (di potenza) in c.c.,電子直流電力スイッチ電子直流スイッチ,전자식 직류 전력 개폐기,łącznik energoelektroniczny prądu stałego,interruptor electrónico (de potência) de corrente contínua,электронный силовой прерыватель постоянного тока,"електронски (енергетски) једносмерни прекидач, м јд",elektronisk ls-elkopplare,电力电子直流开关
551-13-04,electronic AC power controller,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-13-04,متحكم قدرة الكتروني للتيار المتردد,"elektronischer Leistungs-Wechselstromsteller, melektronischer Wechselstromsteller, m",electronic AC power controller,regulador electrónico de potencia de corriente alterna,elektroninen vaihtosähkön ohjain,"gradateur, mrégleur électronique de puissance à courant alternatif, m",controllore elettronico di potenza in c.a.,交流電力調整装置,전자식 교류 전력 제어기,sterownik energoelektroniczny prądu przemiennego,variador electrónicocontrolador electrónico de potência de corrente alternada,электронный силовой контроллер переменного тока,"електронски (енергетски) наизменични контролер, м јд",vs-kontroller,电力电子交流控制器
551-13-05,semiconductor switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-13-05,مفتاح بأشباه الموصلات,"Halbleiterschalter, m",semiconductor switch,interruptor de semiconductores,puolijohdekytkin,"interrupteur à semiconducteurs, m",interruttore a semiconduttore,半導体スイッチ,반도체 스위치,łącznik półprzewodnikowy,interruptor a semicondutores,полупроводниковый прерыватель,"полупроводнички прекидач, м јд",halvledarelkopplare,半导体开关
551-14-01,electronic device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-01,جهاز وصل وفصل الكتروني,"elektronisches Bauelement, n",electronic device,dispositivo electrónico,elektroninen rakenneosa,"dispositif électronique, m",apparecchiatura elettronica,電子デバイス,전자 장치,przyrząd elektroniczny,dispositivo electrónico,электронный прибор,"електронска компонента, ж јд",elektroniskt don,电子器件
551-14-02,electronic valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-02,جهاز صمام الكتروني,"elektronisches Ventilbauelement, n",electronic valve device,válvula electrónica,elektroninen venttiili,"valve électronique, f",valvola elettronica,バルブデバイス,전자식 밸브 장치,element zaworowy elektroniczny,válvula electrónica,электронный вентильный прибор,"електронски вентил, м јд",elektronisk ventil,电子阀器件
551-14-03,controllable valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-03,جهاز صمام قابل للتحكم,"steuerbares Ventilbauelement, n",controllable valve device,válvula controlable,ohjattava elektroninen venttiili,"valve commandable, f",valvola elettronica controllabile,可制御バルブデバイス,가제어형 밸브 장치,element zaworowy sterowalny,válvula controlável,управляемый вентильный прибор электронный вентильный прибор,"управљиви вентил, м јд",styrbar ventil,可控阀器件
551-14-04,non-controllable valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-04,مقوم ثنائي - جهاز صمام غير قابل للتحكم به,"nicht steuerbares Ventilbauelement, nGleichrichterdiode, f",non-controllable valve devicerectifier diode,diodo rectificadorválvula no controlable,ohjaamaton elektroninen venttiilitasasuuntausdiodi,"valve non commandable, fdiode de redressement, f",valvola elettronica non controllabile,非可制御バルブデバイス整流ダイオード,비가제어형 밸브 장치,dioda prostowniczaelement zaworowy niesterowalny,válvula não controláveldíodo rectificador,неуправляемый вентильный прибор диод,"неуправљиви вентил, м јдисправљачка диода, ж јд",likriktardiod,不可控阀器件整流二极管
551-14-05,reverse blocking valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-05,جهاز صمام بإعاقة عكسية,"rückwärts sperrendes Ventilbauelement, n",reverse blocking valve device,válvula con bloqueo inverso,vastaestotilallinen venttiili,"valve bloquante en inverse, f",valvola con capacità di blocco in polarizzazione inversa,逆阻止バルブデバイス,역저지형 밸브 장치,element zaworowy blokujący wstecznie,válvula bloqueadora em sentido inverso,вентильный прибор с обратной блокирующей способностью,"инверзни непроводни вентил, м јд",ventil med spärrförmåga,反向阻断阀器件
551-14-06,non-reverse blocking valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-06,جهاز صمام بلا اعاقة عكسية,"nicht rückwärts sperrendes Ventilbauelement, n",non-reverse blocking valve device,válvula sin bloqueo inverso,vastaestotilaton venttiili,"valve non bloquante en inverse, f",valvola a non interdizione naturale in verso di non conduzione,非逆阻止バルブデバイス,비역저지형 밸브 장치,element zaworowy nieblokujący wstecznie,válvula não bloqueadora em sentido inverso,вентильный прибор без обратной блокирующей способности,"неинверзни непроводни вентил, м јд",ventil utan spärrförmåga,反向不阻断阀器件
551-14-07,latching valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-07,جهاز صمام تثبيت,"einrastendes Ventilbauelement, n",latching valve device,válvula de enganche,lukkiutuva venttiili,"valve à accrochage, f",valvola non autospegnente,ラッチ形バルブデバイス,래칭 밸브 장치,element zaworowy zatrzaskujący się,válvula de retenção,триггерный вентильный прибор триггерный триггерный вентильный прибор,"самодржећи вентил, м јд",ventil med självhållning,擎住阀器件
551-14-08,switched valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-08,جهاز صمام فصل ووصل,"schaltbares Ventilbauelement, n",switched valve device,válvula conmutada,täysin ohjattava venttiili,"valve commutée, f",valvola ad accensione e spegnimento controllato,オンオフ制御バルブデバイス,스위치 밸브 장치,element zaworowy łącznikowy,válvula comutável,полностью управляемый вентильный прибор,"прекидачки вентил, м јд",släckbar ventil,开关阀器件
551-14-09,semiconductor valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-09,جهاز صمام بأشباه الموصلات,"Halbleiter-Ventilbauelement, n",semiconductor valve device,válvula de semiconductores,puolijohdeventtiili,"valve à semiconducteurs, f",valvola a semiconduttore,半導体バルブデバイス,반도체 밸브 장치,element zaworowy półprzewodnikowy,válvula a semicondutores,полупроводниковый вентильный прибор полупроводниковый полупроводниковый вентильный прибор,"полупроводнички вентил, м јд",halvledarventil,半导体阀器件
551-14-10,high vacuum valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-10,جهاز صمام ذو تفريغ عالي,"Hochvakuum-Ventilbauelement, n",high vacuum valve device,válvula de alto vacío,tyhjiöventtiili,"valve à vide poussé, f",valvola a vuoto spinto,真空バルブデバイス,고진공 밸브 장치,element zaworowy wysokopróżniowy,válvula de alto vácuo,высоковакуумный вентильный прибор,"високовакуумски вентил, м јд",högvakuumventil,高真空阀器件
551-14-11,ionic valve device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-11,جهاز صمام متآين جهاز صمام مملوء بغاز,"Ionen-Ventilbauelement, ngasgefülltes Ventilbauelement, n",ionic valve devicegas-filled valve device,válvula de gas,ioniventtiilikaasutäytteinen venttiili,"valve ionique, fvalve à gaz, f",valvola a ionizzazione di gas,イオンバルブデバイスガスバルブデバイス,이온화 밸브 장치가스 충전 밸브 장치,człon zaworowy jonowyczłon zaworowy gazowany,válvula iónicaválvula de gás,газонаполненный вентильный прибор,"јонски вентил, м јд",jonventil,离子阀器件充气阀器件
551-14-12,valve device stack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-12,مجموعة أجهزة صمامات,"Ventilbauelement-Baugruppe, f",valve device stack,bloque de válvulas,venttiilipakka,"bloc de valves, m",pila con più valvole,バルブデバイススタック,밸브 장치 스택,zestaw zaworowy,bloco de válvulas,вентильный модуль,"вентилски модул, м јд",ventilstapel,阀器件堆
551-14-13,valve device assembly,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-13,جهاز صمام مجمع,"Ventilbauelement-Satz, m",valve device assembly,conjunto de válvulas,venttiilikokoonpano,"ensemble de valves, m",apparecchiatura contenente un insieme di valvole,バルブデバイスアセンブリ,밸브 장치 조립체,zespół zaworowy,montagem de válvulas,вентильный блок,"вентилски склоп, м јд",ventilenhet,阀器件装置
551-14-14,commutation reactor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-14,مفاعل تبادل,"Kommutierungsdrossel, f",commutation reactor,reactancia de conmutación,kommutointikuristin,"réactance de commutation, f",reattore di commutazione,軸流リアクトル,전환 리액터전류 리액터,dławik komutacyjny,indutor de comutaçãobobina de comutação,коммутирующий реактор,"комутациона пригушница, ж јд",kommuteringsspole,换相电抗器
551-14-15,commutation capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-15,مكثف تبادل,"Kommutierungskondensator, m",commutation capacitor,condensador de conmutación,kommutointikondensaattori,"capacité de commutation, f",condensatore di commutazione,軸流コンデンサ,전환 커패시터전류 콘덴서,kondensator komutacyjny,condensador de comutação,коммутирующий конденсатор,"комутациони кондензатор, м јд",kommuteringskondensator,换相电容器
551-14-16,interphase transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-16,محول ذو طور بيني,"Saugdrossel, f",interphase transformer,transformador equilibrador,imukuristin,"transformateur interphase, m",trasformatore interfasico,相間リアクトル,상간 변압기,dławik wyrównawczy,transformador interfases,трансформатор межфазовый трансформатор межфазовый трансформатор,"међуфазни трансформатор, м јд",strömsugare,相间变压器平衡电抗器
551-14-17,snubber (circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-17,ا(دائرة) امتصاص,"Beschaltung, f",snubber (circuit),circuito de amortiguamiento,kytkentäsuojapiiri,"circuit d'amortissement, m",(circuito) spegnimento,スナバ回路スナバ,완충 회로,układ odciążający,(circuito) amortecedor,снаббер,"снабер коло, с јдколо за пригушење, с јд",dämpkrets,"阻尼器, <电路>"
551-14-18,DC filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-18,مرشح تيار مستمر,"gleichstromseitiges Filter, n",DC filter,filtro del lado de continua,tasasähkösuodatin,"filtre côté continu, m",filtro c.c.,直流フィルタ,직류 필터,filtr prądu stałego,filtro do lado contínuo,фильтр постоянного тока,"једносмерни филтар, м јд",ls-filter,直流滤波器
551-14-19,AC filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-14-19,مرشح تيار متردد,"wechselstromseitiges Filter, n",AC filter,filtro del lado de alterna,vaihtosähkösuodatin,"filtre côté alternatif, m",filtro c.a.,交流フィルタ,교류 필터,filtr prądu przemiennego,filtro do lado alternado,фильтр переменного тока,"наизменични филтар, м јд",vs-filter,交流滤波器
551-15-01,(valve) arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-01,ذراع (صمام),"Ventilzweig, mZweig, m",(valve) arm,brazo de válvula,haaraventtiilihaara,"bras de valve, m",ramo (di valvola),アームバルブアーム,밸브 암,ramię zaworoweramię,braço de válvula,вентильное плечо,"вентилска грана, ж јд",ventilgren,阀臂
551-15-02,principal arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-02,ذراع رئيسي,"Hauptzweig, m",principal arm,brazo principal,pääpiirin haara,"bras principal, m",ramo principale,主アーム,주 암,ramię główne,braço principal,главное плечо,"главна грана, ж јд",huvudgren,主臂
551-15-03,pair of arms,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-03,زوج  من الأذرع,"Zweigpaar, n",pair of arms,par de brazos,haarapari,"paire de bras, f",coppia di rami,アーム対,암 쌍,para ramion,par de braços,пара плеч,"пар грана, ж мн",grenpar,臂对
551-15-04,pair of antiparallel arms,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-04,زوج من الاذرع متوازية عكسياً,"Wechselwegpaar, n",pair of antiparallel arms,par de brazos en antiparalelo,vastarinnankytketty haarapari,"paire de bras en antiparallèle, f",coppia di rami in antiparallelo,逆並列アーム対,역병렬 암 쌍,para ramion przeciwrównoległych,par de braços em antiparalelo,пара встречно-параллельных плеч,"пар антипаралелних грана, ж мн",antiparallellt grenpar,反并联臂对
551-15-05,auxiliary arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-05,ذراع مساعد,"Hilfszweig, m",auxiliary arm,brazo auxiliar,apuhaara,"bras auxiliaire, m",ramo ausiliare,補助アーム,보조 암,ramię pomocnicze,braço auxiliar,вспомогательное плечо,"помоћна грана, ж јд",hjälpgren,辅助臂
551-15-06,by-pass arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-06,ذراع تمرير جانبي,"Nebenwegzweig, m",by-pass arm,brazo paralelo,ohitushaara,"bras de shuntage, m",ramo di corto circuito,バイパスアーム,우회 암,ramię obejściowe,braço de desvio,обходное плечо,"обилазна грана, ж јд",förbigångsgren,旁路臂
551-15-07,free-wheeling arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-07,ذراع دوران حر,"Freilaufzweig, m",free-wheeling arm,brazo de rueda libre,nollahaara,"bras de roue libre, m",ramo di circolazione libera,環流アーム,환류 암프리 휠링 암,ramię obejściowe rozładowcze,braço de roda livre,возвратное плечо,"замајна грана, ж јд",frigångsgren,续流臂
551-15-08,turn-off arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-08,ذراع إغلاق,"Löschzweig, m",turn-off arm,brazo de extinción,sammutushaara,"bras d'extinction, m",ramo di spegnimento,ターンオフアーム,턴오프 암,ramię wyłączające,braço de extinção,коммутирующее плечо,"комутациона грана, ж јд",släckgren,关断臂
551-15-09,regenerative arm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-09,ذراع استرجاع,"Rückarbeitszweig, m",regenerative arm,brazo de retorno,takatehohaara,"bras de retour, m",ramo di ripristino,回生アーム,회생 암,ramię zwrotne,braço regenerativo,рекуперирующее плечо рекуперирующее рекуперирующее плечо,"повратна грана, ж јд",återmatningsgren,再生臂
551-15-10,converter connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-10,توصيله مغير,"Stromrichterschaltung, f",converter connection,montaje de convertidor,muuttajakytkentä,"montage de convertisseur, m",montaggio di convertitore,変換接続,변환기 접속시시,układ przekształtnika,montagem de conversor,схема преобразователя,"шема претварача, ж јд",omriktarkoppling,变流联结
551-15-11,basic converter connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-11,توصيله مغير أساسية,"Stromrichter-Grundschaltung, f",basic converter connection,montaje básico de un convertidor,pääpiirin peruskytkentä,"montage de base d'un convertisseur, m",principio di montaggio di un convertitore,基本変換接続,기본 변환기 접속,układ przekształtnika podstawowy,montagem de base de um conversor,основная схема преобразователя,"основна шема претварача, ж јд",grundkoppling hos omriktare,基本变流联结
551-15-12,single-way connection (of a converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-12,توصيلة ذات إتجاة واحد للمغير,"Einwegschaltung (eines Stromrichters), f",single-way connection (of a converter),montaje de vía simple (de un convertidor),yksitiekytkentä,"montage à simple voie (d'un convertisseur), m",montaggio a singola via (di un convertitore),変換装置の単向接続単向接続,"단로 접속, <변환기>",układ przekształtnika jednokierunkowyukład jednokierunkowy,montagem de via simples (de um conversor),однонаправленная (нулевая) схема преобразователя однопутевая схема преобразователя,"полуталасна шема, <претварача> ж јд",envägskoppling,"单拍联结, <变流器的>"
551-15-13,double-way connection (of a converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-13,وصلة ذات إتجاهين للمغير,"Zweiwegschaltung (eines Stromrichters), f",double-way connection (of a converter),montaje de doble vía (de un convertidor),kaksitiekytkentä,"montage à double voie (d'un convertisseur), m",montaggio a doppia via (di un convertitore),変換装置の双向接続双向接続,"이중 접속, <변환기>",układ przekształtnika obukierunkowyukład obukierunkowy,montagem de via dupla (de um conversor),двунаправленная схема преобразователя двухпутевая схема преобразователя,"пуноталасна шема, <претварача> ж јд",tvåvägskoppling,"双拍联结, <变流器的>"
551-15-14,bridge connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-14,توصيلات قنطرة,"Brückenschaltung, f",bridge connection,montaje en puente,siltakytkentä,"montage en pont, m",collegamento a ponte,ブリッジ接続,브리지 접속,układ mostkowy,montagem em ponte,двухпутевая схема соединения мостовая схема,"мосна шема, ж јд",bryggkoppling,桥式联结
551-15-15,uniform connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-15,توصيلة متجانسة,"einheitliche Schaltung, f",uniform connection,montaje homogéneo,yhdenmukainen kytkentä,"montage homogène, m",collegamento omogeneo,均一アーム接続,균일형 접속,układ jednorodny,montagem homogénea,симметричная (однородная) схема,"хомогена шема, ж јд",ren koppling,均一联结
551-15-16,non-controllable connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-16,توصيلة غير خاضعة للتحكم,"ungesteuerte Schaltung, f",non-controllable connection,montaje no controlable,ohjaamaton kytkentä,"montage non commandable, m",collegamento non controllabile,非可制御アーム接続,비제어형 접속,układ niesterowalny,montagem não controlávelmontagem não comandada,неуправляемая схема,"неуправљива шема, ж јд",ostyrd koppling,不可控联结
551-15-17,fully controllable connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-17,توصيلة  خاضعة كلياً للتحكم,"vollgesteuerte Schaltung, f",fully controllable connection,montaje totalmente controlable,täysin ohjattava kytkentä,"montage totalement commandable, m",collegamento interamente controllabile,全可制御アーム接続,완전 가제어형 접속,układ pełnosterowalny,montagem totalmente controlávelmontagem totalmente comandada,полностью управляемая схема симметричная управляемая схема,"пуноуправљив електрични склоп, м јд",fullstyrd koppling,全控联结
551-15-18,non-uniform connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-18,توصيلة غير متجانسة,"teilgesteuerte Schaltung, f",non-uniform connection,montaje heterogéneo,sekakytkentäosittain ohjattava kytkentä,"montage hétérogène, mmontage mixte, m",collegamento non uniforme,混合アーム接続,비균일형 접속,układ niejednorodny,montagem mista,несимметричная (неоднородная) схема,"хетерогена шема, ж јд",blandad koppling,非均一联结
551-15-19,half-controllable connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-19,توصيلة نصف خاضعة للتحكم,"halbgesteuerte Schaltung, f",half-controllable connection,montaje semicontrolable,puoliksi ohjattava kytkentä,"montage semi-commandable, m",collegamento semi controllabile,半数可制御アーム接続,반 가제어형 접속,układ półsterowalny,montagem semicontrolávelmontagem semicomandada,полууправляемая схема,"полууправљива шема, ж јд",halvstyrd koppling,半控联结
551-15-20,multiple connection (of commutating groups),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-20,توصيلة متعددة (لمجموعات تبديل),"indirekte Parallelschaltung (von Kommutierungsgruppen), f",multiple connection (of commutating groups),montaje múltiple (de grupos conmutantes),epäsuora rinnankytkentäkommutointiryhmien epäsuora rinnankytkentä,"montage multiple (de groupes commutants), m",collegamento multiplo (di gruppi di commutazione),転流群の多重接続多重接続,"다중접속, <전환군>",układ wielokrotny (grup komutacyjnych),montagem múltipla (de grupos comutadores),параллельная схема соединения коммутирующих групп,"вишеструка шема, <комутационих група> ж јд",flergruppskoppling,"多重联结, <换相组的>"
551-15-21,boost and buck connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-21,توصيلات تعزيز وإضعاف,"Zu- und Gegenschaltung, f",boost and buck connection,montaje elevador/reductor,erillisohjattava sarjakytkentä,"montage survolteur/dévolteur, m",collegamenti survoltori e devoltori,昇降圧接続,부스트 벅 접속,układ dodawczy,montagem sobretensora/detensora,повышающие и понижающие соединения понижающий повышающие и понижающие соединения,"додавачки спој, м јд",boosterkoppling,升压和降压联结
551-15-22,stage (of a series connection),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-15-22,مرحلة ( من  توصيلات على التوالي ),"Stufe (einer Reihenschaltung), f",stage (of a series connection),etapa de un montaje en serie,porrassarjakytkennän porras,"étage d'un montage en série, m",stadio (di una connessione serie),直列接続の段段,"단계, <직렬 접속>",stopień układu szeregowego,andar (de uma montagem em série),ступень последовательного соединения,"степен, <редне шеме> м јд",omriktarsteg,"级, <串联联结的>"
551-16-01,commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-01,تبديل,"Kommutierung, f",commutation,conmutación,kommutointi,"commutation, f",commutazione,転流,전환,komutacja,comutação,коммутация,"комутација, ж јд",kommutering,换相
551-16-02,commutating voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-02,جهد تبديل,"Kommutierungsspannung, f",commutating voltage,tensión de conmutación,kommutointijännite,"tension de commutation, f",tensione di commutazione,転流電圧,전환 전압전류 전압,napięcie komutacyjne,tensão de comutação,коммутирующее напряжение,"комутациони напон, м јд",kommuteringsspänning,换相电压
551-16-03,commutation circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-03,دارة تبديل,"Kommutierungskreis, m",commutation circuit,circuito de conmutación,kommutointipiiri,"circuit de commutation, m",circuito di commutazione,転流回路,전환 회로,obwód komutacyjny,circuito de comutação,контур коммутации,"комутационо коло, с јд",kommuteringskrets,换相电路
551-16-04,commutation interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-04,فترة تبديل,"Kommutierungsintervall, n",commutation interval,intervalo de conmutación,kommutointiaika,"intervalle de commutation, m",intervallo di commutazione,転流期間,전환 구간전류 구간,przedział komutacji,intervalo de comutação,интервал коммутации,"комутациони интервал, м јд",kommuteringsintervall,换相期
551-16-05,angle of overlap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-05,زاوية تداخل,"Überlappungswinkel, m",angle of overlap,ángulo de solape,kommutointikulma,"angle d'empiétement, m",angolo di sovrapposizione,重なり角,중복각,kąt komutacji,ângulo de sobreposição,угол коммутации,"угао преклапања, м јд",överlappningsvinkel,重叠角
551-16-06,commutation notch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-06,ثلم تبديل,"Kommutierungseinbruch, m",commutation notch,muesca de conmutación,kommutointilovi,"encoche de commutation, f",buchi di commutazione,転流ノッチ,전환 노치전류 노치,załamanie komutacyjne,entalhe de comutaçãocorte transitório de comutação,коммутационный провал,"комутациони пропад, м јд",kommuteringshack,换相缺口
551-16-07,commutation inductance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-07,محاثة تبديل,"Kommutierungsinduktivität, f",commutation inductance,inductancia de conmutación,kommutointi-induktanssi,"inductance de commutation, f",induttore di commutazione,転流インダクタンス,전환 인덕턴스전류 인덕턴스,indukcyjność komutacyjna,indutância de comutação,коммутационная индуктивность,"комутациона индуктивност, ж јд",kommuteringsinduktans,换相电感
551-16-08,commutating group,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-08,مجموعة تبديل,"Kommutierungsgruppe, f",commutating group,grupo conmutante,kommutointiryhmä,"groupe commutant, m",gruppo di commutazione,転流群,전환군전류군,grupa komutacyjna,grupo comutante,коммутирующая группа,"комутациона група, ж јд",kommuteringsgrupp,换相组
551-16-09,direct commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-09,تبديل المباشر,"direkte Kommutierung, f",direct commutation,conmutación directa,suora kommutointi,"commutation directe, f",commutazione diretta,直接転流,직접 전환,komutacja bezpośrednia,comutação directa,прямя коммутация прямая коммутация,"директна комутација, ж јд",direktkommutering,直接换相
551-16-10,indirect commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-10,تبديل غير المباشر,"indirekte Kommutierung, f",indirect commutation,conmutación indirecta,epäsuora kommutointi,"commutation indirecte, f",commutazione indiretta,間接転流,간접 전환,komutacja pośrednia,comutação indirecta,непрямая коммутация,"индиректна комутација, ж јд",indirekt kommutering,间接换相
551-16-11,external commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-11,تبديل الخارجي,"fremdgeführte Kommutierung, f",external commutation,conmutación externa,ulkoinen kommutointi,"commutation externe, f",commutazione esterna,他励転流,외부 전환,komutacja zewnętrzna,comutação externa,внешняя коммутация,"спољна комутација, ж јд",externkommutering,外部换相
551-16-12,line commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-12,تبديل بالخط,"netzgeführte Kommutierung, f",line commutation,conmutación por la red,verkkokommutointi,"commutation par le réseau, f",commutazione di linea,電源転流,선 전환선로 전환엘시선 전류,komutacja sieciowa,comutação pela rede,сетевая коммутация,"комутација мрежом, ж јд",nätkommutering,电网换相
551-16-13,load commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-13,تبديل بالحمل,"lastgeführte Kommutierung, f",load commutation,conmutación por la carga,kuormakommutointi,"commutation par la charge, f",commutazione da carico,負荷転流,부하 전환,komutacja obciążeniowa,comutação pela carga,коммутация за счет нагрузки,"комутација оптерећењем, ж јд",lastkommutering,负载换相
