term_id,term,term_url,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,zh
901-06-12,direct application of an international standard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-12,přímé používání mezinárodní normy,"direkte Verwendung einer internationalen Norm, f",direct application of an international standard,,kansainvälisen standardin suora soveltaminen,"application directe d'une norme internationale, f",applicazione diretta di una norma internazionale,国際規格の直接適用,국제표준 직접적용,"stosowanie bezpośrednie normy międzynarodowej, n",aplicação direta de uma norma internacional,"директна примена међународног стандарда, ж јд",国际标准的直接应用
901-06-13,indirect application of an international standard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-13,nepřímé používání mezinárodní normy,"indirekte Verwendung einer internationalen Norm, f",indirect application of an international standard,,kansainvälisen standardin välillinen soveltaminen,"application indirecte d'une norme internationale, f",applicazione indiretta di una norma internazionale,国際規格の間接適用,국제표준 간접 적용,"stosowanie pośrednie  normy międzynarodowej, n",aplicação indireta de uma norma internacional,"индиректна примена међународног стандарда, ж јд",国际标准的间接应用
901-06-14,"reference to standards, <in regulations>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-14,"odkaz na normy, <v předpisech>","Bezugnahme auf Normen, <in Vorschriften> fVerweisung auf Normen, <in Vorschriften> f","reference to standards, <in regulations>",,"viittaus standardeihin, <määräyksissä>","référence aux normes, <dans la réglementation> f","riferimento normativo, <nei regolamenti>","規格の引用, <法規における>","표준 참조, <법규>","powoływanie się na normy, <w przepisach> n","referência a normas, <na regulamentação>","позивање на стандарде, <у прописима> с јд","引用标准, <在法规中>"
901-06-15,"dated reference, <to standards>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-15,"datovaný odkaz, <na normy>","datierte Verweisung, <auf Normen> fstarre Verweisung, <auf Normen> f","dated reference, <to standards>",,"yksilöity viittaus, <standardeihin>päivätty viittaus, <standardeihin>","référence datée, <aux normes> f","riferimento datato, <a norme>","発行年を付けた参照文書, <規格の>日付付き引用, <規格の>","날짜기재 참조, <표준>","powołanie datowane, npowołanie się datowane  na normy, n","referência datada, <a normas>","датирано позивање, <на стандарде> с јд","注日期引用, <对标准的>"
901-06-16,"undated reference, <to standards>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-16,"nedatovaný odkaz, <na normy>","undatierte Verweisung, <auf Normen> fgleitende Verweisung, <auf Normen> f","undated reference, <to standards>",,"osittain yksilöity viittaus, <standardeihin>päiväämätön viittaus, <standardeihin>","référence non datée, <aux normes> f","riferimento non datato, <a norme>","発行年を付けない参照文書, <規格の>日付なし引用, <規格の>","날짜 비기재 참조, <표준>","powołanie niedatowane, npowołanie się niedatowane na normy, n","referência não datada, <a normas>","недатирано позивање, <на стандарде> с јд","不注日期引用, <对标准的>"
901-06-17,"general reference, <to standards>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-17,"obecný odkaz, <na normy>","allgemeine Verweisung, <auf Normen> f","general reference, <to standards>",,"yleisviittaus, <standardeihin>","référence générale, <aux normes> f","riferimento generale, <a norme>","総括的引用, <規格の>","총괄적 참조, <표준>","powołanie ogólne, npowołanie się ogólne na normy, n","referência geral, <a normas>","уопштено позивање, <на стандарде> с јд","普遍性引用, <对标准的>"
901-06-18,"exclusive reference, <to standards>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-18,"povinný odkaz, <na normy>","ausschließliche Verweisung, <auf Normen> f","exclusive reference, <to standards>",,"vaihtoehdot pois sulkeva viittaus, <standardeihin>ehdoton viittaus, <standardeihin>","référence exclusive, <aux normes> f","riferimento esclusivo, <a norme>","必須引用, <規格の>","강제 참조, <표준>","powołanie wyłączne, npowołanie się wyłączne  na normy, n","referência exclusiva, <a normas>","искључиво позивање, <на стандарде> с јд","唯一性引用, <对标准的>"
901-06-19,"indicative reference, <to standards>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-19,"indikativní odkaz, <na normy>","hinweisende Verweisung, <auf Normen> f","indicative reference, <to standards>",,"vaihtoehdot salliva viittaus, <standardeihin>ohjeellinen viittaus, <standardeihin>","référence indicative, <aux normes> f","riferimento indicativo, <a norme>","例示的引用, <規格の>","예시 참조, <표준>","powołanie wskazujące, npowołanie się wskazujące na normy, n","referência indicativa, <a normas>","индикативно позивање, <на стандарде> с јд","指示性引用, <对标准的>"
901-06-20,mandatory standard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-06-20,závazná norma,"rechtsverbindliche Norm, fverbindliche Norm, f",mandatory standard,,velvoittava standardi,"norme obligatoire, f",norma obbligatoria,強制規格,강제 표준,"norma obligatoryjna, f",norma obrigatória,"стандард са обавезном применом, м јд",强制性标准
901-07-01,environment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-01,životní prostředíenvironment,"Umwelt, f",environment,,ympäristö,"environnement, m",ambiente,環境,환경대기,"środowisko, n",ambiente,"животна средина, ж јд",环境
901-07-02,environmental aspect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-02,environmentální aspekt,"Umweltaspekt, m",environmental aspect,,ympäristönäkökohdat,"aspect environnemental, m",aspetto ambientale,環境側面,환경 측면,"aspekt środowiskowy, m",aspeto ambiental,"аспект животне средине, м јд",环境因素
901-07-03,environmental impact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-03,environmentální dopad,"Umweltauswirkung, f",environmental impact,,ympäristövaikutus,"impact environnemental, m",impatto,環境影響,환경영향,"wpływ na środowisko, m",impacte ambiental,"утицај на животну средину, м јд",环境影响
901-07-04,hazardous substance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-04,nebezpečná látka,"gefährliche Substanz, f",hazardous substance,,vaarallinen aine,"substance dangereuse, f",sostanza pericolosa,有害物質,유해물질,"substancja niebezpieczna, f",substância perigosa,"опасна материја, ж јд",有害物质
901-07-05,input,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-05,vstup,"Input, m",input,,panos,"élément entrant, m",ingresso,インプット,입력,"wejście, n",entrada,"улаз, м јд",输入
901-07-06,output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-06,výstup,"Output, m",output,,tuotos,"élément sortant, m",uscita,アウトプット,출력결과물,"wyjście, n",saída,"излаз, м јд",输出
901-07-07,pollution,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-07,znečištění,"Umweltbelastung, f",pollution,,saastuminen,"pollution, f",inquinamento,汚染,오염,"zanieczyszczenie, n",poluição,"загађење, с јд",污染
901-07-08,prevention of pollution,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-08,prevence znečištěnípředcházení znečištění,"Vermeidung von Umweltbelastungen, f",prevention of pollution,,saastumisen ehkäiseminen,"prévention de la pollution, f",prevenzione dell'inquinamento,汚染の予防,오염예방,"zapobieganie zanieczyszczeniom, n",prevenção da poluição,"спречавање загађења, с јд",污染预防
901-07-09,"energy recovery, <by incineration>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-09,"rekuperace energie, <spalováním odpadu>","Energierückgewinnung, <durch Verbrennung> f","energy recovery, <by incineration>",,energian talteenotto,"récupération d’énergie, <par incinération> f","recupero di energia, <per incenerimento>","エネルギー回収, <焼却による>","에너지 회수, <소각>","odzysk energii, m","valorização energética, <por incineração>","рекуперација енергије, <спаљивањем> ж јд","能量回收, <通过焚烧>"
901-07-10,recycling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-10,recyklace,"Wiederverwertung, fRecycling, n",recycling,,kierrätys,"recyclage, m",riciclo,再資源化,재활용재이용,"recykling, m",reciclagem,"рециклирање, с јд",回收
901-07-11,recyclability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-11,recyklovatelnost,"Recyclefähigkeit, f",recyclability,,kierrätettävyys,"recyclabilité, f",riciclabilità,再資源化可能性,재활용성재순환성,"zdolność do recyklingu, fpodatność na recykling, f",reciclável,"рециклабилно, придев",可回收性
901-07-12,life cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-12,životní cyklus,"Lebensweg, m",life cycle,,elinkaari,"cycle de vie, m",ciclo di vita,ライフサイクル,수명 주기,"cykl życia, m",ciclo de vida,"животни циклус, м јд",生命周期
901-07-13,life cycle assessment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-13,posuzování životního cykluLCA,"Ökobilanz, f",life cycle assessmentLCA,,elinkaariarviointi,"analyse du cycle de vie, fACV, f",valutazione del ciclo di vita,ライフサイクルアセスメント,수명 주기 평가전 과정 평가,"ocena cyklu życia, f",avaliação do ciclo de vida,"оцењивање животног циклуса, с јдLCA",生命周期评价LCA
901-07-14,life cycle thinking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-14,zvažování životního cykluLCT,"Lebenszyklusdenken, nLCT, n",life cycle thinkingLCT,,elinkaariajattelu,"réflexion sur le cycle de vie, fLCT, f",riflessione sul ciclo di vita,ライフサイクル思考,생면주기 사고,"myślenie w kategoriach cyklu życia, n",avaliação de ciclo de vida,"мишљење о животном циклусу, с јдLCT",生命周期理念LCT
901-07-15,end of life,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=901-07-15,ukončení životnostiEOL,"Ende der Lebensdauer, n",end of lifeEOL,fin de vida,käytöstäpoistamisvaihe,"fin de vie, fEOL, f",fine vita,寿命末期耐用年数の終り,수명 종료,"koniec życia, <wyrobu> m",fim de vida,"крај животног циклуса, м јдEOL",生命终止寿命终止EOL
