term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
811-11-15,base speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-15,سرعة أساسية,"Grundgeschwindigkeit, f",base speed,velocidad base,"vitesse de définition, <lors du passage en équipuissance> f",velocità a piena tensione,基本速度,기저 속도,"prędkość bazowa, fprędkość podstawowa, f",velocidade base,基点速度
811-11-16,speed restriction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-16,ضوابط السرعة,"Geschwindigkeitsbegrenzung, f",speed restriction,velocidad límite,"vitesse limite, <sur une section de ligne> f",velocità limite (di tracciato),制限速度,속도 제한,"prędkość dopuszczalna, fograniczenie prędkości, n","velocidade limite, <num troço de linha>",限制速度
811-11-17,speed ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-17,نسبة السرعة,"Geschwindigkeitsverhältnis, n",speed ratio,tasa de variación de velocidad,"taux de variation de vitesse, m",rapporto di velocità (elasticità),速度比,속도비,"współczynnik prędkości, <dotyczy wykorzystania zakresu prędkości charakterystyki trakcyjnej pociągu> mstosunek prędkości, <opisujący wykorzystanie przez pociąg możliwości charakterystyki trakcyjnej> m",taxa de variação de velocidade,速度比
811-11-18,"tractive effort, <at the wheel rim>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-18,"جهد الجر, <على حافة العجلة>","Zugkraft, <am Radumfang> f","tractive effort, <at the wheel rim>","esfuerzo de tracción, <en la llanta>","effort de traction, <à la jante> m",forza di trazione (ai cerchioni),動輪周引張力,"견인력, <차륜 림>인장력, <차륜 림>","siła trakcyjna, <na obwodzie kół> fsiła pociągowa, <na obwodzie kół> f","esforço de tração, <na roda>esforço de tração, <no aro>","牵引力, <轮周>"
811-11-19,draw-bar pull,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-19,سحب قضيب الجر,"Zugkraft am Zughaken, f",draw-bar pull,esfuerzo en el gancho,"effort au crochet, m",forza (di trazione) al gancio,引張棒引張力,인장봉 견인력,"siła na haku, f",esforço no ganchoesforço no engate,车钩牵引力
811-11-20,output of a motor vehicle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-20,خرج محرك المركبة,"Leistung eines Triebfahrzeugs, f",output of a motor vehicle,potencia de un vehículo motor,"puissance d'un véhicule moteur, f",potenza di un veicolo motore,電気車の出力,전동차 출력,"moc pojazdu silnikowego, f",potência de um veículo motor,动车输出功率
811-11-21,output at the wheel rim,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-21,خرج على حافة العجلة,"Leistung am Radumfang, f",output at the wheel rim,potencia en la llanta,"puissance à la jante, f",potenza ai cerchioni,動輪周出力,차륜 림부 출력,"moc na obwodzie kół, f",potência na rodapotência no aro,轮周输出功率
811-11-22,output at the draw-bar,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-22,خرج على قضيب الجر,"Leistung am Zughaken, f",output at the draw-bar,potencia en el gancho,"puissance au crochet, f",potenza al gancio,引張棒出力,인장봉 출력,"moc na haku, f",potência no ganchopotência no engate,车钩输出功率
811-11-23,specific output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-23,خرج نوعي,"spezifische Leistung, fLeistung-Gewicht-Verhältnis, n",specific outputpower-to-mass ratio,potencia específica,"puissance massique, f",potenza massica,動力対質量比連続定格出力対質量比,고유 출력,"moc jednostkowamoc na jednostkę masy brutto, f",potência específica,比功率单位重量功率
811-11-24,specific energy consumption of an electric vehicle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-24,استهلاك نوعي للطاقة لمركبة كهربية,"spezifischer Energieverbrauch eines elektrischen Fahrzeugs, m",specific energy consumption of an electric vehicle,consumo específico de energía de un vehículo eléctrico,"consommation spécifique d'énergie d'un véhicule électrique, f",consumo specifico (di energia) di un veicolo elettrico,電気車両ユニット当りのエネルギー消費量,전기차 에너지 소비량,"jednostkowe zużycie energii pojazdu elektrycznego, nzużycie energii pojazdu elektrycznego odniesione do pracy przewozowej, <np. na brutto tonokm lub 1000 pasażerokm> n",consumo específico de energia de um veículo termoelétrico,车辆的能耗率
811-11-25,tare mass of a vehicule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-25,كتلة فارغة لمركبة,"Fahrzeugleergewicht, n",tare mass of a vehicule,tara de un vehículo,"tare d'un véhicule, f",tara (di un veicolo),空車質量,차량 공차 질량,"masa własna pojazdu, fmasa pojazdu próżnego, f","tara, <de um veículo>",车的自重
811-11-26,mass in working order,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-26,كتلة لمركبة أثناء التشغيل,"Betriebsgewicht, n",mass in working order,masa en orden de marcha,"masse en ordre de marche, f",massa in ordine di marcia,運転整備質量,운전 정비 질량,"masa całkowita  pojazdu gotowego do ruchu, fmasa służbowa pojazdu, fmasa calkowita pojazdu bez obciążenia ładunkiem, f",massa em ordem de marcha,整备重量
811-11-27,axle load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-27,حمل المحور,"Radsatzlast, fAchslast, f",axle load,carga por eje,"charge par essieu, f",carico per asse,軸重,축 하중,"nacisk na oś, mobciążenie osi, n",carga por eixo,轴重
811-11-28,adhesive weight,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-28,وزن التلاصق,"Adhäsionsgewicht, n",adhesive weight,peso adherente,"poids adhérent, m",peso aderente,粘着質量,정착 무게,"ciężar zapewniający przyczepność do szyn osi napędnych, mciężar na osiach napędnych, mciężar napędny, m",peso aderente,粘着重量
811-11-29,weight per metre run over buffers,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-29,الوزن لكل متر سيرعلى مخفف الصدمة,"Gewicht je Meter Fahrzeuglänge über Puffer, n",weight per metre run over buffers,peso por metro lineal entre topes,"charge par mètre courant hors tampons, f",carico per metro lineare fuori respingenti (riferito alla lunghezza totale),緩衝器間メートル当たり質量,완충기 간 미터당 무게,"masa na metr długości ze zderzakami, f",carga por metro entre tampões,缓冲器间每米重量
811-11-30,weight per metre run between outer axles,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-30,الوزن لكل متر سير بين المحاور الخارجية,"Gewicht je Meter Fahrzeuglänge zwischen den Endradsätzen, n",weight per metre run between outer axles,peso por metro lineal entre ejes extremos,"charge par mètre courant entre essieux extrêmes, f",carico per metro lineare riferito alla distanza fra gli assi estremi,両端車軸間メートル当たり質量,양단 차축간 미터당 무게,"masa na metr odległości osi skrajnych, f",carga por metro entre eixos extremos,外侧车轴间每米重量
811-11-31,maximum concentrated weight per metre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-31,أفصى وزن مركز لكل متر,"Höchstgewicht je Meter Fahrzeuglänge, n",maximum concentrated weight per metre,peso máximo concentrado por metro,"charge concentrée maximale par mètre, f",massimo carico concentrato per metro lineare,メートル当たり最大集中軸重,미터당 최대 집중 무게,"masa skupiona maksymalna na metr, f",carga concentrada máxima por metro,每米最大集中重量
811-11-32,"peak value, <in electric traction>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-32,"قيمة الذروة, < فى الجر الكهربائي >","Spitzenwert, <bei elektrischer Zugförderung> m","peak value, <in electric traction>","valor de pico, <en tracción eléctrica>","valeur de pointe, <en traction électrique> f","valore di punta, <in trazione elettrica>","ピーク値, <電気けん引の>",마룻값첨두값피크값,"wartość szczytowa, f","valor de pico, <em tração elétrica>","峰值, <电力牵引>"
811-11-33,value before notching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-33,قيمة قبل توقف التشغيل,"Wert vor Schalten einer Stufe, m",value before notching,valor de recuperación,"valeur de reprise, f",valore prima di riduzione improvvisa (ad es. di tensione),ノッチ進段前値,이전 노치값,"wartość przednastawcza, <dotyczy prądu i siły trakcyjnej pojazdu> f",valor de recuperaçãovalor de transição,换级前的数值
811-11-34,selected value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-34,قيمة مختارة,"Sollwert, m",selected valueset value,valor seleccionado,"valeur de consigne, f",valore di consegnavalore assegnato,セット値,선택값,"wartość zadana, fwartość zaprogramowana, f",valor de referênciavalor imposto,给定值
811-11-35,performance range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-35,نطاق الأداء,"Leistungsbereich, m",performance range,rango de funcionamiento,"plage de performance, f",,性能範囲,성능 범위,"zakres działania, m",gama de desempenho,性能范围
811-11-36,operation range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-11-36,نطاق التشغيل,"Betriebsbereich, m",operation range,rango de operación,"plage de fonctionnement, f",,作動範囲,작동 범위운전 범위,"zakres roboczy, m",gama de operação,工作范围
811-12-01,traction motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-01,محرك جر,"Fahrmotor, m",traction motor,motor de tracción,"moteur de traction, m",motore di trazione,主電動機,견인 전동기,"silnik trakcyjny, mmotor  trakcyjny, m",motor de tração,牵引电动机
811-12-02,double motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-02,محرك مزدوج,"Doppelmotor, m",double motor,motor doble,"moteur double, mmoteur jumelé, m",motore doppio (ad alberi paralleli),並列双子電動機,이중 전동기,"silnik bliźniaczy, m",motor duplo,双电枢电动机
811-12-03,tandem motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-03,محرك تزامنى,"Tandemmotor, m",tandem motor,motor tándem,"moteur tandem, m",motore doppio (ad albero unico),直列双子電動機タンデム電動機,직렬 이중 전동기,"silnik dwuwirnikowy, m",motor tandem,双电枢共轴电动机
811-12-04,double commutator motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-04,محرك بمجمع مزدوج,"Doppelkommutatormotor, m",double commutator motor,motor de doble colector,"moteur а double collecteur, m",motore a doppio collettore,2重整流子電動機,이중 정류자 전동기,"silnik dwukomutatorowy, m",motor de coletor duplo,双换向器电动机
811-12-05,totally-enclosed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-05,محرك محكم الغلق,"völlig geschlossener Motor, m",totally-enclosed motor,motor blindado,"moteur fermé, m",motore chiuso,全閉電動機,완전 밀폐 전동기,"silnik zamknięty, m",motor blindado,全封闭式电动机
811-12-06,ventilated motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-06,محرك تهوية,"belüfteter Motor, m",ventilated motor,motor ventilado,"moteur ventilé, m",motore ventilato,通風電動機,통풍형 전동기,"silnik przewietrzany, m",motor ventilado,通风式电动机
811-12-07,ventilated totally-enclosed motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-07,محرك تهوية محكم الغلق,"Motor mit Mantelkühlung, m",ventilated totally-enclosed motor,motor blindado ventilado,"moteur fermé ventilé, m",motore chiuso con ventilazione a mantello,通風全密閉電動機,통풍형 완전 밀폐 전동기,"silnik zamknięty przewiewny, m",motor blindado ventilado,外冷全封闭式电动机
811-12-08,self-ventilated motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-08,محرك ذاتى التهوية,"eigenbelüfteter Motor, m",self-ventilated motor,motor autoventilado,"moteur autoventilé, m",motore autoventilato,自己通風電動機,자체 통풍형 전동기,"silnik samoprzewiewny, m",motor autoventilado,自通风式电动机
811-12-09,force-ventilated motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-09,محرك تهوية قسرية,"fremdbelüfteter Motor, m",force-ventilated motor,motor de ventilación forzada,"moteur à ventilation forcée, m",motore a ventilazione forzata,強制通風電動機,강제 통풍형 전동기,"silnik o przewietrzaniu wymuszonym, m",motor com ventilação forçada,强迫通风式电动机
811-12-10,motor with combined ventilation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-10,محرك تهوية مختلط,"Motor mit kombinierter Lüftung, m",motor with combined ventilation,motor de ventilación combinada,"moteur à ventilation mixte, m",motore a ventilazione mista,組合せ通風電動機,조합 통풍형 전동기,"silnik o przewietrzaniu mieszanym, m",motor com ventilação mista,混合通风电动机
811-12-11,axial ventilation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-11,تهوية محورية,"Axialbelüftung, f",axial ventilation,ventilación axial,"ventilation axiale, f",ventilazione assiale,軸方向通風,축방향 통풍,"przewiew wzdłużny, m",ventilação axial,轴向通风
811-12-12,radial ventilation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-12,تهوية إشعاعية,"Radialbelüftung, f",radial ventilation,ventilación radial,"ventilation radiale, f",ventilazione radiale,半径方向通風,방사형 통풍,"przewiew promieniowy, m",ventilação radial,径向通风
811-12-13,series motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-13,محرك توالى,"Reihenschlussmotor, m",series motor,motor serie,"moteur série, m",motore ad eccitazione serie,直巻電動機,직권 전동기,"silnik szeregowy, m",motor série,串励电动机
811-12-14,shunt motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-14,محرك توازي,"Nebenschlussmotor, m",shunt motor,motor de excitación en derivaciónmotor de shunt,"moteur à excitation en dérivation, mmoteur shunt, m",motore ad eccitazione derivata,分巻電動機,분권 전동기,"silnik bocznikowy, m",motor de excitação em derivaçãomotor shunt,并励电动机
811-12-15,separately excited motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-15,محرك منفصل الإستثارة,"fremderregter Motor, m",separately excited motor,motor de excitación independiente,"moteur à excitation indépendante, mmoteur à excitation séparée, m",motore ad eccitazione separata,他励電動機,타여자 전동기,"silnik obcowzbudny, m",motor de excitação independente,他励电动机
811-12-16,compound motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-16,محرك مركّب,"Doppelschlussmotor, mVerbundmotor, mCompound-Motor, m",compound motor,motor compuesto,"moteur compound, m",motore ad eccitazione composta,"複巻電動機, <和動又は差動の>",복권 전동기,"silnik szeregowo-bocznikowy, m",motor de excitação compostamotor compound,复励电动机
811-12-17,compensated motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-17,محرك معوض,"kompensierter Motor, m",compensated motor,motor compensado,"moteur compensé, m",motore compensato,補償電動機,보상 전동기,"silnik skompensowany, m",motor compensado,补偿电动机
811-12-18,direct current motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-18,محرك تيار مستمر,"Gleichstrommotor, m",direct current motor,motor de corriente continua,"moteur à courant continu, m",motore a corrente continua,直流電動機,직류 전동기,"silnik prądu stałego, m",motor de corrente contínua,直流电动机
811-12-19,single-phase motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-19,محرك أحادي الوجه,"Einphasen-Wechselstrommotor, m",single-phase motor,motor monofásico,"moteur monophasé, m",motore monofase,単相交流電動機,단상 전동기,"silnik jednofazowy, m",motor monofásico,单相电动机
811-12-20,undulating current motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-20,محرك تيار متموج,"Mischstrommotor, m",undulating current motor,motor de corriente ondulada,"moteur à courant ondulé, m",motore a corrente ondulata,脈流電動機,맥류 전동기,"silnik prądu wyprostowanego, m",motor de corrente ondulada,脉流电动机
811-12-21,pulsed current motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-21,محرك تيار نبضي,"Motor für pulsierenden Strom, m",pulsed current motor,motor de corriente pulsada,"moteur à courant pulsé, m",motore a corrente pulsata,パルス電流電動機,펄스 전류 전동기,"silnik prądu pulsującego, m",motor de corrente pulsada,脉冲电流电动机
811-12-22,three-phase motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-22,محرك ثلاثي الوجه,"Dreiphasen-Wechselstrommotor, mDrehstrommotor, m",three-phase motor,motor trifásico,"moteur triphasé, m",motore trifase,三相交流電動機,삼상 전동기,"silnik tójfazowy, m",motor trifásico,三相电动机
811-12-23,polyphase motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-23,محرك متعدد الأوجه,"Mehrphasen-Wechselstrommotor, m",polyphase motor,motor polifásico,"moteur polyphasé, m",motore polifase,多相交流電動機,다상 전동기,"silnik wielofazowy, m",motor polifásico,多相电动机
811-12-24,synchronous motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-24,محرك متزامن,"Synchronmotor, m",synchronous motor,motor síncrono,"moteur synchrone, m",motore sincrono,同期電動機,동기 전동기,"silnik synchroniczny, m",motor síncrono,同步电动机
811-12-25,asynchronous motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-25,محرك غير متزامن,"Asynchronmotor, m",asynchronous motor,motor asíncrono,"moteur asynchrone, m",motore asincrono,非同期電動機,비동기 전동기,"silnik asynchroniczny, m",motor assíncrono,异步电动机
811-12-26,full voltage motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-26,محرك كامل الجهد,"Vollspannungsmotor, m",full voltage motor,motor de plena tensión,"moteur à pleine tension, m",motore a piena tensione,全電圧電動機,전전압 전동기,"silnik na pełne napięcie, m",motor de plena tensão,满电压电动机
811-12-27,half-voltage motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-27,محرك نصف جهد,"Halbspannungsmotor, m",half-voltage motor,motor de semitensión,"moteur à demi-tension, m",motore a metà tensione,半電圧電動機,반전압 전동기,"silnik o napięciu znamionowym równym połowie napięcia sieciowego, m",motor de meia tensão,半电压电动机
811-12-28,third-voltage motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-28,محرك ثلث جهد,"Drittelspannungsmotor, m",third-voltage motor,motor de un tercio de tensión,"moteur à tiers-tension, m",motore (alimentato) ad un terzo della tensione,1/3 電圧電動機,1/3 전압 전동기,"silnik o napięciu znamionowym równym 1/3 napięcia sieciowego, m",motor de terço de tensão,三分之一电压电动机
811-12-29,simulated series motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-12-29,محرك تمثيلى توالى,"Motor mit simulierter Reihenschlusscharakteristik, m",simulated series motor,motor serie simulado,"moteur à image-série, m",motore a immagine serie,模擬直巻電動機,모의 직권 전동기,"silnik symulowany szeregowy, m",motor série simulado,模拟串励电动机
811-13-01,"motor characteristics, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-01,خصائص المحرك,"Motorcharakteristik, fMotorkennlinie, f","motor characteristics, pl","características de un motor, <pl>","caractéristiques d'un moteur, f pl",caratteristiche di un motore,電動機特性,전동기 특성,"charakterystyka silnika, f",características de um motor,电动机特性
811-13-02,"speed, <of a vehicle>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-02,"سرعة, <لمركبة>","Geschwindigkeit, <eines Fahrzeugs> f","speed, <of a vehicle>","velocidad, <de un vehículo>","vitesse, <d'un véhicule> f","velocità, <di un veicolo>","速度, <車両の>","속도, <자동차>","prędkość, <liniowa pojazdu> f","velocidade, <de um veículo>","速度, <车辆的>"
811-13-03,"speed, <of a rotating machine>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-03,"سرعة, <لآلة دوارة>","Drehzahl, <einer drehenden Maschine> f","speed, <of a rotating machine>","velocidad, <de un máquina rotativa>","vitesse, <d'une machine tournante> f","velocità di rotazione, <di una macchina rotante>",回転速度,"속도, <회전 기계>회전 속도, <회전 기계>","prędkość, <ruchu obrotowego silnika> f","velocidade, <de uma máquina rotativa>","转速, <旋转电机的>"
811-13-04,"overspeed, <of a rotating electric machine>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-04,"سرعة زائدة, < لآلة كهربائية دوارة>","Höchstdrehzahl, <einer drehenden elektrischen Maschine> f","overspeed, <of a rotating electric machine>","velocidad de embalamiento, <de una máquina eléctrica rotativa>","vitesse d'emballement, <d’une machine électrique tournante> fsurvitesse, f","velocità massima di prova, <di una macchina elettrica rotante>",超過回転速度,"과속, <회전 전기 기계>","zwiększona prędkość, <ruchu obrotowego silnika> fnadprędkość, f",velocidade de embalamento,"超速, <旋转电机的，相关条目：IEV 811-17-16>"
811-13-05,motoring torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-05,عزم التحريك,"motorisches Drehmoment, n",motoring torque,par motor,"couple moteur, m",coppia (motrice),力行トルク,역행 토크,"moment silnika, m",binário motor,牵引转矩
811-13-06,"starting torque, <of a traction motor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-06,"عزم بدء, <لمحرك جر>","Anfahrdrehmoment, <eines Fahrmotors> n","starting torque, <of a traction motor>","par de arranque, <de un motor de tracción>","couple de démarrage, <d'un moteur de traction> m","coppia di avviamento, <di un motore di trazione>",起動トルク,"기동 토크, <견인 전동기>","moment rozruchowy, <silnika trakcyjnego> mmoment startowy, m","binário de arranque, <de um motor de tração>","起动转矩, <牵引电动机的,相关条目：IEV 811-17-18>"
811-13-07,peak torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-07,عزم ذروة,"Spitzendrehmoment, n",peak torque,pico de par,"couple de pointe, m",coppia di punta,ピークトルク,마루 토크피크 토크,"moment szczytowy, m",binário de ponta,峰值转矩
811-13-08,"braking torque, <of a traction motor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-08,"عزم الكبح, <لمحرك جر>","Bremsdrehmoment, <eines Fahrmotors> n","braking torque, <of a traction motor>","par de frenado, <de un motor de tracción>","couple de freinage, <d'un moteur de traction> m","coppia frenante, <di un motore di trazione>",ブレーキトルク,제동 토크,"moment hamowania, mmoment hamujący, m","binário de travagem, <de um motor de tração>","制动转矩, <牵引电动机的>"
811-13-09,maximum output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-09,خرج أقصى,"größte Leistung, f",maximum output,potencia máxima,"puissance maximale, f",potenza massima,最大出力,최대 출력,"moc maksymalna, f",potência máxima,最大输出功率
811-13-10,"starting current, <of a traction motor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-10,"تيار بدء, <لمحرك جر>","Anfahrstrom, <eines Fahrmotors> m","starting current, <of a traction motor>","corriente de arranque, <de un motor de tracción>","courant de démarrage, <d'un moteur de traction> m","corrente d’avviamento, <di un motore di trazione>",起動電流,"기동 전류, <견인 전동기>","prąd rozruchu, mprąd rozruchowy, m","corrente de arranque, <de um motor de tração>","起动电流, <牵引电动机的>"
811-13-11,"peak current, <of a traction motor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-11,"تيار ذروة, <لمحرك جر>","Spitzenstrom, <eines Fahrmotors> m","peak current, <of a traction motor>","pico de corriente, <de un motor de tracción>","courant de pointe, <d'un moteur de traction> m","corrente di punta, <di un motore di trazione>",ピーク電流,"마루 전류, <견인 전동기>피크 전류, <견인 전동기>","prąd szczytowy, m","corrente de ponta, <de um motor de tração>","峰值电流, <牵引电动机的>"
811-13-12,maximum voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-12,أقصى جهد,"Höchstspannung, f",maximum voltage,tensión máxima,"tension maximale, f",tensione massima,最高電圧,최대 전압,"napięcie maksymalne, n",tensão máxima,最高电压
811-13-13,minimum voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-13,أدنى جهد,"Mindestspannung, f",minimum voltage,tensión mínima,"tension minimale, f",tensione minima,最低電圧,최소 전압,"napięcie minimalne, n",tensão mínima,最低电压
811-13-14,undulating voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-14,جهد متموج,"Mischspannung, f",undulating voltage,tensión ondulante,"tension ondulée, f",tensione ondulata,脈流電圧,맥류 전압,"napięcie wyprostowane, <wartośćśrednia> n",tensão ondulada,脉动电压
811-13-15,pulsed voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-15,جهد نبضي,"gepulste Spannung, f",pulsed voltage,tensión pulsada,"tension pulsée, f",tensione pulsante,パルス電圧,펄스 전압,"napięcie pulsujące, n",tensão pulsatória,脉冲电压
811-13-16,"transformer e.m.f., <in an alternating or undulating or pulsed current commutator motor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-16,"القوة الدافعة الكهربية لمحول, <لمحرك ذو مجمع بتيار متردد أو متموج أو نبضي>","transformatorische EMK, <in einem Wechselstrom-, nischstrom- oder Gleichstromsteller-Kommutatormotor> f","transformer e.m.f., <in an alternating or undulating or pulsed current commutator motor>","tensión de transformación f.e.m., <en un motor colector de corriente alterna, ondulante o pulsada>","tension de transformation, <dans une machine à collecteur à courant alternatif ou ondulé ou pulsé> f","forza elettromotrice trasformatorica, <di un motore a collettore>","変圧器起電力, <交流，脈流又はパルス電流整流子電動機の>","변압기 기전력, <교류, 맥류, 펄스 전류 정류자 전동기>","napięcie transformacji, <w komutatorowym silniku prądu przemiennego lub prądu wyprostowanego lub pulsującego> n","tensão de transformação, <numa máquina de coletor de corrente alterna ou ondulada ou pulsatória>","变压器电动势, <交流、脉流或脉冲电流换向器电动机的>"
811-13-17,"mean voltage between segments, <in a commutator machine>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-17,"متوسط الجهد بين القطاعات, <لآلة ذات مجمع>","mittlere Lamellenspannung, <in einem Kommutatormotor> f","mean voltage between segments, <in a commutator machine>","tensión media entre segmentos, <en una máquina de colector>","tension moyenne entre lames, <dans une machine à collecteur> f","differenza di potenziale media tra lamelle, <di una macchina a collettore>","整流子片間平均電圧, <整流子電動機の>","편간 평균 전압, <정류자 기계>","napięcie międzywycinkowe średnie, < komutatorze> n","tensão média entre lâminas, <numa máquina de coletor>","片间平均电压, <换向器电机的>"
811-13-18,"maximum voltage between segments, <in a commutator machine>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-18,"أقصى جهد بين القطاعات, <لآلة ذات مجمع>","maximale Lamellenspannung, <in einem Kommutatormotor> f","maximum voltage between segments, <in a commutator machine>","tensión máxima entre segmentos, <en una máquina de colector>","tension maximale entre lames, <dans une machine à collecteur> f","differenza di potenziale massima tra lamelle, <di una macchina a collettore>","整流子片間最高電圧, <整流子電動機の>","편간 최대 전압, <정류자 기계>","napięcie międzywycinkowe maksymalne, n","tensão máxima entre lâminas, <numa máquina de coletor>","片间最高电压, <换向器电机的>"
811-13-19,full field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-19,مجال كامل,"volle Erregung, f",full field,campo pleno,"plein champ, m",pieno campo,全界磁,전 계자총 계자,"wzbudzenie pełne, < silnika > npełny strumień wzbudzenia, m",campo pleno,满磁场
811-13-20,weak field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-20,مجال ضعيف,"schwache Erregung, fFeldschwächung, f",weak field,campo débil,"champ réduit, mDÉCONSEILLÉ: shuntage, m",campo indebolito,弱め界磁,약 계자,"wzbudzenie osłabione, n",campo reduzido,削弱磁场
811-13-21,maximum field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-21,أقصى مجال,"maximale Erregung, f",maximum field,campo máximo,"champ maximal, m",eccitazione massima,最大界磁,최대 계자,"wzbudzenie maksymalne, n",campo máximo,最大磁场
811-13-22,minimum field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-22,أدنى مجال,"minimale Erregung, f",minimum field,campo mínimo,"champ minimal, m",eccitazione minima,最小界磁,최소 계자,"wzbudzenie minimalne, n",campo mínimo,最小磁场
811-13-23,forced field,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=811-13-23,مجال مقوى,"Feldverstärkung, f",forced field,campo forzado,"champ renforcé, m",eccitazione rinforzata,強め界磁,강 계자,"wzbudzenie wzmocnione, n",campo reforçado,强迫励磁
