term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
561-01-62,overall frequency tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-62,السماحية الكليه للتردد,"Gesamtgrenzabweichung der Frequenz, <eines Resonators> f",overall frequency tolerance,tolerancia total de frecuencia,"tolérance totale de fréquence, f",tolleranza totale di frequenza,総合周波数許容偏差,총 주파수 허용 편차,"tolerancja częstotliwości całkowita, f",tolerância total de frequência,总频率允差
561-01-63,overtone crystal unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-63,وحدة بلورية تعمل على نغمة عالية,"Obertonquarz, m",overtone crystal unit,unidad de crital de modo armónico,"unité de cristal en mode partiel, f",cristallo per funzionamento di armonica,オーバトーン水晶振動子,배음 결정체,"rezonator kwarcowy o drganiu nadpodstawowym, m",unidade de cristal em modo parcial,泛音晶体元件
561-01-64,overtone mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-64,نمط النغمة العالية,"Obertonschwingungsform, f",overtone mode,modo de un armónico,"mode partiel, m",modo armonico,オーバトーン,배음 모드,"mod nadpodstawowy, m",modo parcial,泛音模式
561-01-65,overtone order,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-65,درجة النغمة العالية,"Ordnung des Obertons, f",overtone order,orden de un armónico,"ordre d’un partiel, m",ordine di armonica,オーバトーン次数,상음 순서,"rząd drgania nadpodstawowego, m",ordem de uma harmónica,泛音次数
561-01-66,parallel resonance frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-66,تردد الرنين المتوازى,"Parallelresonanzfrequenz, f",parallel resonance frequency,frecuencia de resonancia paralelo,"fréquence de résonance parallèle, f",frequenza di risonanza parallela,並列共振周波数,병렬 공진 주파수,"częstotliwość rezonansu równoległego, f",frequência de ressonância paralelo,并联谐振频率
561-01-67,partially clamped capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-67,سعة التثبيت الجزئىسعوية التثبيت الجزئى,"teilweise geklemmte Kapazität, f",partially clamped capacitance,capacidad efectiva bajo esfuerzo parcial,"capacité effective sous contrainte partielle, f",capacità vincolata parziale,部分固定容量,부분 고정 커패시턴스,"pojemność rezonatora częściowo zwartego, f",capacidade efetiva sob esforço parcial,部分受夹电容
561-01-68,piezoelectric ceramic element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-68,عنصر خزفى كهروإجهادى,"piezoelektrisches keramisches Element, n",piezoelectric ceramic element,elemento cerámico piezoeléctrico,"céramique piézoélectrique, f",ceramica piezoelettrica,圧電磁器素子,압전 세라믹 소자,"element piezoelektryczny ceramiczny, m",cerâmica piezoelétrica,压电陶瓷片
561-01-69,piezoelectric ceramic resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-69,رنان خزفى كهروإجهادى,"piezoelektrischer Keramikresonator, m",piezoelectric ceramic resonator,resonador cerámico piezoeléctrico,"résonateur piézoélectrique en céramique, m",risonatore piezoelettrico ceramico,圧電セラミック共振子,압전 세라믹 공진기,"rezonator piezoelektryczny ceramiczny, m",ressoador piezoelétrico de cerâmica,压电陶瓷谐振子
561-01-70,piezoelectric resonator unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-70,وحدة رنان كهروإجهادى,"piezoelektrische Resonator-Baugruppe, f",piezoelectric resonator unit,unidad de resonador piezoeléctrico,"unité de résonateur piézoélectrique, f",risonatore piezoelettrico,圧電共振子,압전 공진 장치,"rezonator piezoelektryczny w obudowie, m",unidade de ressoador piezoelétrico,压电谐振器
561-01-71,piezoelectric stiffened mode of vibration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-71,وضع الإهتزاز للتصلب الكهروإجهادى,"piezoelektrisch versteifte Schwingungsform, f",piezoelectric stiffened mode of vibration,modo de vibración piezoeléctrica restringido,"mode de vibration piézoélectrique rigidifié, m",modo di vibrazione piezoelettrico longitudinale,補強モード,압전 진동 보강 모드,"mod drgania piezoelektrycznie usztywnionego, m",modo de vibração piezoelétrico reforçado,压电刚性振动模式
561-01-72,piezoelectric unstiffened mode of vibration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-72,وضع الإهتزاز لعدم التصلب الكهروإجهادى,"piezoelektrisch unversteifte Schwingungsform, f",piezoelectric unstiffened mode of vibration,modo de vibración piezoeléctrica no restringido,"mode de vibration piézoélectrique non rigidifié, m",modo di vibrazione piezoelettrico trasversale,圧電振動の非補強モード,압전 진동 비보강 모드,"mod drgania piezoelektrycznie nieusztywnionego, m",modo de vibração piezoelétrico não reforçado,压电非刚性振动模式
561-01-73,pulling sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-73,حساسية تغير التردد,"Ziehempfindlichkeit, f",pulling sensitivity,sensibilidad a la tracción,"sensibilité de tirage, f",sensibilità di estensione della variazione,周波数可変感度,당김 감도,"czułość przestrajalności, <częstotliwości> f",sensibilidade de tração,牵引灵敏度
561-01-74,"quality factor for a series resonance circuit, <of a resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-74,معامل الجودة لدائرة الرنين المتوالى <لرنان>,"Gütefaktor eines Serienresonanzstromkreises, <eines Resonators> m","quality factor for a series resonance circuit, <of a resonator>","factor de calidad para un circuito resonante serie, <de un resonador>","facteur de qualité d’un circuit de résonance en série, <d’un résonateur> m","fattore di qualità di un circuito di risonanza in serie, <di un risonatore>","直列共振回路におけるQ値, ＜共振子の＞","직렬 공진기 회로 선택도, <공진기>","współczynnik dobroci szeregowego obwodu rezonansowego, <rezonatora> m","fator de qualidade de um circuito de ressonância em série , <de um ressoador>","串联谐振电路的品质因数, <谐振器的>"
561-01-75,quarter wavelength resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-75,رنان ربع موجى,"Viertelwellenlängenresonator, mLambda/4-Resonator, m",quarter wavelength resonator,resonador de cuarto de onda,"résonateur à quart de longueur d’onde, m",risonatore a quarto d'onda,1/4波長共振器,사분의 일 파장 공진기,"rezonator ćwierćfalowy, m",ressoador de quarto de onda,四分之一波长谐振器
561-01-76,"reference temperature, <of a resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-76,درجة الحرارة المرجعية,"Bezugstemperatur, <eines Resonators> fReferenztemperatur, <eines Resonators> f","reference temperature, <of a resonator>","temperatura de referencia , <de un resonador>","température de référence, <d’un résonateur> f","temperatura di riferimento, <di un risonatore>","基準温度, ＜共振子の＞","기준 온도, <공진기>","temperatura odniesienia, <rezonatora> f","temperatura de referência,  <de um ressoador>","基准温度, <谐振器的>"
561-01-77,relative frequency spacing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-77,التباعد النسبى للتردد,"relativer Frequenzabstand, m",relative frequency spacing,separación relativa entre frecuencias,"écart relatif entre les fréquences, m",scarto relativo tra frequenze,相対周波数間隔,상대 주파수 간격,"odstęp częstotliwości rezonansowych względny, m",separação relativa entre frequências,相对频率间隔
561-01-78,resonance frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-78,تردد الرنين,"Resonanzfrequenz, f",resonance frequency,frecuencia de resonancia,"fréquence de résonance, f",frequenza di risonanza,"共振周波数, ＜関連エントリー： 561-01-79＞",공진 주파수,"częstotliwość rezonansowa, f",frequência de ressonância,"谐振频率, <压电谐振器的>"
561-01-79,"resonance frequency, <of a dielectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-79,تردد الرنين <لرنان غير موصل>,"Resonanzfrequenz, <eines dielektrischen Resonators> f","resonance frequency, <of a dielectric resonator>","frecuencia de resonancia, <de un resonador dieléctrico>","fréquence de résonance, <d’un résonateur diélectrique> f","frequenza di risonanza, <di un risonatore dielettrico>","共振周波数, ＜誘電体共振器の＞ ＜関連エントリー： 561-01-78＞","공진 주파수, <유전 공진기>","częstotliwość rezonansowa, <rezonatora dielektrycznego> f","frequência de ressonância,  <de um ressoador dielétrico>","谐振频率, <介电谐振器的>"
561-01-80,resonance resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-80,مقاومة الرنين,"Resonanzwiderstand, m",resonance resistance,resistencia de resonancia,"résistance de résonance, f",resistenza di risonanza,共振抵抗,공진 저항,"rezystancja rezonansowa, f",resistência de ressonância,谐振电阻
561-01-81,shunt capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-81,مكثف توازى,"Parallelkapazität, f",shunt capacitance,capacidad paralelo,"capacité parallèle, f",capacità parallela,並列容量,분로 커패시턴스,"pojemność równoległa, f",capacidade paralela,并电容
561-01-82,socket,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-82,مقبسمأخذ تيار,"Schwingquarzfassung, f",socket,base,"socle, m",zoccolo,ソケット,소켓콘센트,"oprawka rezonatora, f",tomada,插座
561-01-83,spurious resonance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-83,رنين عَرَضي,"Nebenresonanz, fStörresonanz, f",spurious resonance,resonancia parásita,"résonance parasite, f",risonatore parassita,スプリアス共振,거짓 공진불요 공진,"rezonans pasożytniczy, m",ressonância parasita,寄生谐振
561-01-84,spurious resonance rejection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-84,نطاق رفض الرنين العَرَضي,"Nebenresonanzunterdrückung, fStörresonanzunterdrückung, f",spurious resonance rejection,supresión de la resonancia parásita,"suppression de résonance parasite, f",reiezione di risonanza parassita,スプリアス共振抑制,거짓 공진 제거불요 공진 제거,"tłumienie rezonansu pasożytniczego, n",supressão de ressonância parasita,寄生谐振抑制
561-01-85,stripline resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-85,رنان شريطي,"Streifenleitungs-Resonator, m",stripline resonator,resonador strip,"résonateur de ligne TEM à plaques, m",risonatore a microstriscia,ストリップライン共振器,띠선로 공진기스트립라인 공진기,"rezonator paskowy, m",ressoador de linha TEM de placas,带状谐振器
561-01-86,SAW,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-86,الموجة الصوتية السطحية,"Oberflächenwelle, fOFW",SAWsurface acoustic wave,OAS,"OAS (abréviation) fonde acoustique de surface, f",SAW onda acustica di superficie,弾性表面波SAW,에스에이더블유표면 탄성파표면음파,"fala akustyczna powierzchniowa, fSAW",onda acústica de superfície,声表面波SAW
561-01-87,SAWR,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-87,رنان باستخدام الموجة الصوتية السطحية,"Oberflächenwellen-Resonator, mOFW-Resonator, m",SAWRsurface acoustic wave resonator,OASR,"ROAS (abréviation) mrésonateur OAS, m",SAWRrisonatore ad onda acustica di superficie,SAWR,에스에이더블유알표면 탄성파 공진기표면 음파 공진기,"rezonator z falą akustyczną powierzchniową , mrezonator z SAW, m",ressoador de onda acústica de superfícieressoador OAS,声表面波谐振器SAWR
561-01-88,tolerance over the temperature range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-88,سماحية أعلى من نطاق درجة الحرارة,"Grenzabweichung im Temperaturbereich, f",tolerance over the temperature range,tolerancia de frecuencia en un rango de temperatura,"tolérance dans la plage des températures, f",tolleranza sulla gamma di temperature,温度範囲外の許容偏差,온도 범위내 허용 편차,"tolerancja w zakresie zmian temperatury, f",tolerância de frequência num intervalo de temperaturas,温度频率允差
561-01-89,"transverse spurious resonance, <of a SAW device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-89,رنين عرضى مستعرض <لجهاز بإستخدام الموجة الصوتية السطحية    SAW>,"Transversal-Nebenresonanz, <eines OFW-Geräts> f","transverse spurious resonance, <of a SAW device>",resonancia parásita transversal,"résonance parasite transversale, <d’un dispositif OAS> f","risonanza parassita trasversale, <di un dispositivo SAW>","横モードスプリアス共振, ＜SAWデバイスの＞","횡단 거짓 공진, <에스에이더블유 장치>","rezonans pasożytniczy poprzeczny, <urządzenia z SAW> m","ressonância parasita transversal, <de um dispositivo OAS>","横向寄生谐振, <声表面波器件的>"
561-01-90,transverse electric mode dielectric resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-90,رنان غير موصل ذو نمط كهربى مستعرضرنان غير موصل ذو نمط TE,"dielektrischer TE-Mode-Resonator, m",transverse electric mode dielectric resonator TE mode dielectric resonator,resonador dieléctrico modo eléctrico transversal,"résonateur diélectrique en mode électrique transverse, mrésonateur diélectrique en mode TE, m",risonatore dielettrico in modo elettrico trasversorisonatore dielettrico in modo TE,TＥモード誘電体共振器,횡전기 모드 유전체 공진기,"rezonator dielektryczny z polem elektrycznym poprzecznym, mrezonator dielektryczny typu TE, m",ressoador dielétrico de modo elétrico transversal,横向电场模介电谐振器TE模介电谐振器
561-01-91,transverse electromagnetic mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-91,نمط كهرومغناطيسى مستعرض,"TEM-Mode, mtransversaler elektromagnetischer Mode, m",transverse electromagnetic mode,modo electromagnético transversal,"TEM (abréviation) mmode électromagnétique transverse, m",modo elettromagnetico trasversoTEM,TEMモード,횡 전자기 모드,"mod poprzecznego pola elektromagnetycznego, m",modo eletromagnético transversalmodo TEM,横向电磁场模TEM模
561-01-92,TEM mode dielectric resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-92,رنان غير موصل ذو نمط  TEMرنان غير موصل ذو نمط كهرومغناطيسي مستعرض,"dielektrischer TEM-Mode-Resonator, m",TEM mode dielectric resonatortransverse electromagnetic mode dielectric resonator,resonador modo dieléctrico TEM,"résonateur diélectrique en mode TEM, mrésonateur diélectrique en mode électromagnétique transverse, m",risonatore dielettrico in modo TEMrisonatore dielettrico in modo elettromagnetico trasverso,TEMモード誘電体共振器,티이엠 유전 공진기횡 전자기 모드 유전 공진기,"rezonator dielektryczny z polem elektromagnetycznym poprzecznym , mrezonator dielektryczny typu TEM , m",ressoador dielétrico em modo eletromagnético transversal,TEM模介电谐振器横向电磁场模介电谐振器
561-01-93,"tuning inductance, <of a two-port SAW resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-93,ملف حث للموالفة <لرنان ثنائى المأخذ بإستخدام الموجة الصوتية السطحية SAW>,"Abgleichinduktivität, <eines Zweitor-OFW-Resonators> f","tuning inductance, <of a two-port SAW resonator>","inductancia de sintonización, <de un resonador OAS de dos puertos>","inductance de réglage, <d’un résonateur OAS biporte> f",induttanza di accordo,"周波数調整用インダクタンス , ＜２ポート形SAW共振子の＞","동조 인덕턴스, <이단자쌍 에스에이더블유 공진기>","indukcyjność strojenia, <rezonatora czwórnikowego z SAW> f","indutância de ajuste, <de um ressoador OAS biporto>","调谐电感, <双端对声表面波谐振器的>"
561-01-94,two-port SAW resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-94,رنان ثنائى المأخذ بإستخدام الموجة الصوتية السطحية,"Zweitor-OFW-Resonator, m",two-port SAW resonator,resonador OAS de dos puertos,"résonateur OAS biporte, m",risonatore SAW a due porte,2ポート形SAW共振子,이단자쌍 에스에이더블유 공진기,"rezonator czwórnikowy z SAW, m",ressoador OAS biporto,双端对声表面波谐振器
561-01-95,"unloaded quality factor, <of a dielectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-95,معامل جودة غير محمل <لرنان غير موصل>معامل جودة غير محمل <لرنان غير موصل>,"unbelastete Güte, <eines dielektrischen Resonators> fLeerlaufgüte, <eines dielektrischen Resonators> f","unloaded quality factor, <of a dielectric resonator>","factor de calidad en vacío, <de un resonador dieléctrico>","facteur de qualité à vide, <d’un résonateur diélectrique> m",fattore di qualità a vuoto,"無負荷Ｑ, ＜誘電体共振器の＞","무부하 품질 계수, <유전 공진기>","współczynnik dobroci w stanie nieobciążonym, <rezonatora> m",fator de qualidade em vazio,"无载品质因数, <介电谐振器的>"
561-01-96,working frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-96,التردد الفعال,"Arbeitsfrequenz, f",working frequency,frecuencia de trabajo,"fréquence de fonctionnement, f",frequenza di funzionamento,動作周波数,작동 주파수,"częstotliwość robocza, f",frequência de funcionamento,工作频率
561-02-01,apodization of IDT,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-01,آلية خمد الوضع المستعرض العرضى في جهاز تحويل طاقة رقمى بينى,"IDT-Überlappungswichtung, f",apodization of IDT,apodización de IDT,"apodisation du TID, f",apodizzazione di IDT,IDTの交さ幅の重み付け,상호 디지털 변환기 가중률상호 디지털 변환기 아포디제이션아이디티 가중률,"apodyzacja przetwornika międzypalczastego, fapodyzacja IDT, f",apodização,叉指换能器的变迹
561-02-02,available power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-02,القدرة المتاحة,"verfügbare Leistung, f",available power,potencia disponible,"puissance disponible, f",potenza disponibile,有能電力,가용 전력,"moc dysponowana , f",potência disponível,可用功率
561-02-03,band pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-03,فلتر إمرار الحزمةمرشح إمرار الحزمة,"Bandpassfilter, nBandpass, m",band pass filter,filtro pasabanda,"filtre passe-bande, m",filtro passa-banda,帯域通過フィルタ,대역 통과 필터대역 통과 여파기,"filtr pasmowo-przepustowy, m",filtro passa-banda,带通滤波器
561-02-04,band stop filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-04,فلتر إيقاف الحزمةمرشح إيقاف الحزمة,"Bandsperre, f",band stop filter,filtro de corte de banda,"filtre coupe-bande, m",filtro elimina-banda,帯域阻止フィルタ,대역 저지 필터대역 차단 여파기,"filtr pasmowo-zaporowy, m",filtro corta-banda,带阻滤波器
561-02-05,comb filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-05,الفلتر المشطيالمرشح المشطي,"Kammfilter, n",comb filter,filtro de peine,"filtre en peigne, m",filtro a pettine,くし形フィルタ,벌집형 여파기빗형 여파기,"filtr grzebieniowy, m",filtro em pente,梳状滤波器
561-02-06,coupling factor for dielectric filters,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-06,معامل التقارن لفلاتر غير موصلةمعامل التقارن لمرشحات غير موصلة,"Kopplungsfaktor, <eines dielektrischen Filters> mABGELEHNT: Kopplungskoeffizient, <eines dielektrischen Filters> m",coupling factor for dielectric filtersDEPRECATED: coupling coefficient for dielectric filters,factor de acoplamiento para filtros dieléctricos,"facteur de couplage pour filtres diélectriques, mDÉCONSEILLÉ: coefficient de couplage pour filtres diélectriques, m",coefficiente di accoppiamento per filtri dielettrici,誘電体フィルタの結合係数,유전 필터 결합율,"współczynnik sprzężenia filtru dielektrycznego, m",fator de acoplamento para filtros dielétricos,介电滤波器的耦合因数
561-02-07,cut-off frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-07,تردد القطع,"Grenzfrequenz, f",cut-off frequency,frecuencia de corte,"fréquence de coupure, f",frequenza di taglio,遮断周波数,차단 주파수,"częstotliwość odcięcia, f",frequência de corte,截止频率
561-02-08,dispersive filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-08,فلتر التشتتمرشح التشتت,"dispersives Filter, n",dispersive filter,filtro de dispersión,"filtre dispersif, m",filtro a dispersione,分散形SAWフィルタ,분산 필터,"filtr dyspersyjny, m",filtro dispersivo,色散滤波器
561-02-09,"distortion of envelope delay time, <in an electrical network>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-09,تشوه زمن تأخير حزمة الإشارة,"Gruppenlaufzeitverzerrung, <in einem elektrischen Netzwerk> f","distortion of envelope delay time, <in an electrical network>","distorsión del tiempo de propagación de grupo, <en una red eléctrica>","distorsion du temps de propagation de groupe, <dans un réseau électrique> f","distorsione del tempo di propagazione di inviluppo, <in una rete elettrica>","包絡線遅延時間のひずみ, <電子ネットワークの＞","포락선 지연 시간 왜곡, <전기회로망>","zniekształcenie opóźnienia obwiedniowego, <w obwodzie elektrycznym> n","distorção do tempo de propagação de grupo, <numa rede eléctrica>",包络延迟失真
561-02-10,envelope delay time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-10,زمن تأخير حزمة الإشارة,"Gruppenlaufzeit, f",envelope delay time,tiempo de propagación de grupo,"temps de propagation d’enveloppe, m",tempo di propagazione di inviluppo,包絡線遅延時間,포락선 지연 시간,"opóźnienie obwiedniowe, <w transmisji między dwoma punktami> n",tempo de propagação de grupo,包络延迟
561-02-11,feed-through signals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-11,إشارات التغذية البينية,"Übersprechsignale, n pl",feed-through signals,señales pasantes,"signaux de couplage direct , m pl",segnale accoppiato direttamente,"直達波
電磁波干渉の信号",관통 신호,"sygnały zakłócające zasilanie, m pl",sinais de acoplamento diretosinais de interferência electromagnética,直通信号
561-02-12,feed-through signal suppression,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-12,إخماد إشارة التغذية البينية,"Übersprechsignal-Unterdrückung, f",feed-through signal suppression,supresión de señal pasante,"suppression du signal de couplage direct, f",soppressione del segnale accoppiato direttamente,直達波抑圧度,관통 신호 억제,"tłumienie sygnałów zakłócających zasilanie, n",supressão de sinais de acoplamento diretosupressão de sinais de interferência eletromagnética,直通信号抑制
561-02-13,fractional bandwidth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-13,عرض النطاق   الجزئى  عرض النطاق النسبي,"relative Bandbreite, fnormierte Bandbreite, f",fractional bandwidthrelative bandwidth,ancho de banda fraccionario,"largeur de bande relative, f",larghezza di banda relativa,比帯域,비대역폭상대대역폭,"szerokość pasma ułamkowa, fszerokość pasma względna, f",largura de banda espectrallargura de faixa espectral,相对带宽
561-02-14,frequency asymmetrical filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-14,فلتر التردد غير المتماثلمرشح التردد غيرالمتماثل,"frequenzunsymmetrisches Filter, n",frequency asymmetrical filter,filtro asimétrico en frecuencia,"filtre asymétrique de fréquence, m",filtro di frequenza asimmetrico,斜対称フィルタ,주파수 비대칭 필터,"filtr asymetryczny częstotliwości, m",filtro assimétrico de frequência,频率不对称滤波器
561-02-15,frequency symmetrical filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-15,فلتر التردد المتماثلمرشح التردد المتماثل,"frequenzsymmetrisches Filter, n",frequency symmetrical filter,filtro simétrico en frecuencia,"filtre symétrique de fréquence, m",filtro di frequenza simmetrico,対称フィルタ,주파수 대칭 필터,"filtr symetryczny częstotliwości, m",filtro simétrico de frequência,频率对称滤波器
561-02-16,group delay time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-16,زمن تأخير المجموعة,"Gruppenlaufzeit, f",group delay time,tiempo de retardo de grupo,"temps de propagation de groupe, m",tempo di propagazione di gruppo,群遅延時間,군 지연 시간,"czas opóźnienia grupowego, mopóźnienie grupowe, n",tempo de atraso de grupo,群延时
561-02-17,group delay distortion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-17,تشوه تأخير المجموعة,"Gruppenlaufzeitverzerrung, f",group delay distortion,distorsión de retardo de grupo,"distorsion du temps de propagation de groupe, f",distorsione del tempo di propagazione di gruppo,群遅延偏差,군 지연 변형,"zniekształcenie opóźnienia grupowego, n",distorção de atraso de grupo,群延时失真
561-02-18,high-pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-18,فلتر إمرار التردادت العاليةمرشح إمرار التردادت العالية,"Hochpass, m",high-pass filter,filtro paso alto,"filtre passe-haut, m",filtro passa-alto,高域通過フィルタ,고역 통과 필터,"filtr górnoprzepustowy, m",filtro passa-alto,高通滤波器
561-02-19,interdigitated interdigital transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-19,ناقل طاقة رقمي بيني  تعددى  IIDT,"interdigitalisierter Interdigitalwandler, mIIDT",interdigitated interdigital transducerIIDT,interdigitado                          transductor interdigital,"transducteur interdigité imbriqué, mTIDI (abréviation) m",trasduttore interdigitato combinatoIIDT,IIDT,맞물린 상호 디지털 변환기깍지형 상호 디지털 변환기,"przetwornik międzypalczasty złożony, mIIDT",transdutor interdigital,交错叉指换能器
561-02-20,input impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-20,المعاوقة الداخلة,"Eingangsimpedanz, f",input impedance,impedancia de entrada,"impédance d’entrée, f",impedenza di ingresso,入力インピーダンス,입력 임피던스,"impedancja wejściowa, f",impedância de entradaimpedância do circuito de entrada,输入阻抗
561-02-21,input level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-21,مستوى الداخل,"Eingangspegel, m",input level,nivel de entrada,"niveau d’entrée, m",livello di ingresso,入力レベル,입력 레벨,"poziom wejściowy , m",nível de entrada,输入电平
561-02-22,"insertion attenuation, <of a filter>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-22,توهين الإدخال,"Einfügungsdämpfungsmaß, <eines Filters> nEinfügungsdämpfung, <eines Filters> f","insertion attenuation, <of a filter>","atenuación de inserción, <de un filtro>","affaiblissement d’insertion, <d’un filtre> m","attenuazione di inserzione , <di un filtro>","挿入減衰量, ＜フィルタの＞","삽입 감쇠, <필터>","tłumienność wtrąceniowa, <filtru> f","atenuação de inserção , <de um filtro>","插入损耗, <滤波器的>"
561-02-23,intermodulation distortion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-23,التشوه البيني لتعديل الموجة,"Intermodulationsverzerrung, f",intermodulation distortion,distorsión de intermodulación,"distorsion d’intermodulation, f",distorsione di intermodulazione,相互変調ひずみ,상호 변조 왜곡,"zniekształcenie intermodulacyjne, n",distorção de intermodulação,互调失真
561-02-24,ladder filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-24,الفلتر التعاقبىالمرشح التعاقبى,"Treppenfilter, n",ladder filter,filtro de escalera,"filtre en échelle, m",filtro a scala,ラダー形フィルタ,사다리꼴 필터,"filtr drabinkowy, m",filtro em escada,梯形滤波器
561-02-25,lattice filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-25,الفلتر الشبكيالمرشح الشبكي,"Gitterfilter, n",lattice filter,filtro de rejilla,"filtre en treillis, m",filtro a griglia,ラチス形フィルタ,격자 필터,"filtr kratowy, m",filtro em malha,桥型滤波器
561-02-26,low-pass filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-26,فلتر إمرار التردد المنخفضمرشح إمرار التردد المنخفض,"Tiefpass, m",low-pass filter,filtro paso bajo,"filtre passe-bas, m",filtro passa-basso,低域通過フィルタ,저역 통과 필터,"filtr dolnoprzepustowy, m",filtro passa-baixo,低通滤波器
561-02-27,maximum level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-02-27,المستوى الأقصى,"Höchstpegel, m",maximum level,nivel máximo,"niveau maximal, m",livello massimo,最大レベル,최대 레벨,"poziom maksymalny, m",nível máximo,最大电平
