term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,pl,pt,sl,sr,sv,zh
603-03-07,angle of deviation between two e.m.f.'s,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-07,زاوية الانحراف بين قوتي دفع كهربائية,"Gesamtpolradwinkel zwischen zwei Spannungsquellen, m",angle of deviation between two e.m.f.'s,desviación angular entre dos f.e.m.,kahden sähkömotorisen voiman kulmaero,"écart angulaire entre deux f.e.m., m",scarto angolare fra due f.e.m.,二台の同期機の起電力間の相差角,기전력 간 각 편차,хоёр ц.х.х-ний хоорондын хазайлтын өнцөг,kąt fazowy dwóch napięć źródłowych,desvio angular entre duas f.e.m.,kot med lastnima napetostma,"фазни угао између две eлектромоторне силе, м јд",fasvinkelskillnad,两电动势间相角差
603-03-08,swing curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-08,منحني تأرجح,"Schwingkurve, f",swing curve,curva de oscilación,heilahtelukäyrä,"courbe d'évolution, f",curva evolutiva,スイング曲線,동요 곡선스윙 곡선,савлалтын муруй,krzywa kołysań,curva de oscilação,nihajna krivulja,"крива промене, ж јд",svingkurva,摇摆曲线
603-03-09,load stability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-09,استقرارية الحمل,"Laststabilität, f",load stability,estabilidad de una carga,kuorman stabiilisuus,"stabilité d'une charge, f",stabilità di un carico,負荷安定度,부하 안정도,ачааллын тогтвортой байдал,stabilność obciążeniowa maszyny wirującej stabilność obciążeniowa,estabilidade de uma carga,stabilnost bremena,"стабилност оптерећења, ж јд",belastningsstabilitet,负荷稳定性
603-03-10,stability limit of a system state variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-10,حدود الاستقراريةحدود الاستقرارية لمتغير حالة نظام,"Stabilitätsgrenze einer Netzvariablen, f",stability limit of a system state variable,límite de estabilidad de una variable de estado,tilamuuttujan stabiilisuusraja,"limite de stabilité pour une variable d'état, f",limite di stabilità di una variabile di stato,系統状態変数の安定限界,전력 시스템 상태 변수 안정도 한계,системийн горимын хувьсах хэмжигдэхүүний тогтвортой байдлын хязгаар,granica równowagi statycznej zmiennej stanuwarunki graniczne równowagi zmiennej stanu,limite de estabilidade para uma variável de estado,stabilnostna meja spremenljivke stanja,"граница стабилности, ж јд",stabilitetsgräns för tillståndsvariabel,系统状态变量稳定极限
603-03-11,stability margin of a system state variable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-11,هامش الاستقرارية لمتغير حالة نظام,"Stabilitätsmarge einer Netzvariablen, f",stability margin of a system state variable,margen de estabilidad de una variable de estado,tilamuuttujan stabiilisuusvara,"marge de stabilité d'une variable d'état, f",margine di stabilità di una variabile di stato,系統状態変数の安定余裕,전력 시스템 상태 변수 안정도 여유,системийн горимын хувьсах хэмжигдэхүүний тогтвортой байдлын нөөц,zapas równowagi statycznej zmiennej stanu,margem de estabilidade para uma variável de estado,stabilnostna rezerva spremenljivke stanja,"резерва стабилности, ж јд",stabilitetsmarginal för tillståndsvariabel,系统状态变量稳定裕度
603-03-12,stability zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-12,منطقة الاستقرارية,"Stabilitätsbereich, m",stability zone,campo de estabilidad,stabiili alue,"domaine de stabilité, f",campo di stabilità,安定領域,안정도 영역,тогтвортой байдлын бүс,obszar równowagi,domínio de estabilidade,stabilnostno območje,"подручје стабилности, с јд",stabilitetsområde,稳定区
603-03-13,synchronous operation of a machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-13,تشغيل متزامن لآلة,"Synchronbetrieb einer Maschine, m",synchronous operation of a machine,funcionamiento síncrono de una máquina,koneen tahtikäynti,"marche synchrone d'une machine, f",marcia sincrona di una macchina,発電機の同期運転,기계 동기 운전,цахилгаан машины зэрэгцэлтэй үйл ажиллагаа,praca synchroniczna maszyny,funcionamento síncrono de uma máquina,sinhroni tek stroja,"синхрони рад машине, м јд",synkron maskindrift,电机同步运行
603-03-14,synchronous operation of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-14,تشغيل متزامن لنظام (شبكة)تشغيل متزامن  لشبكة,"Synchronbetrieb eines Netzes, m",synchronous operation of a system,funcionamiento síncrono de una red,verkon tahtikäynti,"marche synchrone d'un réseau, f",marcia sincrona di una rete,系統の同期運転,전력 시스템 동기 운전,системийн зэрэгцэлтэй үйл ажиллагаа,praca synchroniczna systemu elektroenergetycznego,funcionamento síncrono de uma redefuncionamento síncrono de um sistema,sinhrono obratovanje sistema,"синхрони рад система, м јд",synkron systemdrift,系统同步运行
603-03-15,asynchronous operation of a synchronous machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-15,تشغيل لا متزامن لآلة متزامنة,"Asynchronbetrieb einer Synchronmaschine, m",asynchronous operation of a synchronous machine,funcionamiento asíncrono de una máquina síncrona,tahtikoneen epätahtikäynti,"marche asynchrone d'une machine synchrone, f",marcia asincrona di una macchina sincrona,同期発電機の非同期運転,동 기기 비동기 운전,зэрэгцэлтэй машины зэрэгцэлгүй үйл ажиллагаа,praca asynchroniczna maszyny synchronicznej,funcionamento assíncrono de uma máquina síncrona,asinhroni tek sinhronskega stroja,"асинхрони рад синхроне машине, м јд",asynkron drift av synkronmaskin,同步电机异步运行
603-03-16,out-of-step operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-16,تشغيل خارج التزامنتشغيل خارج التوافق,"Außer-Tritt-Zustand, m",out-of-step operation,funcionamiento fuera de sincronismo,epätahtikäynti,"marche hors synchronisme, f",marcia fuori sincronismo,同期外れ動作,동기 탈조 운전,зэрэгцэл алдагдах,praca asynchroniczna,funcionamento fora de sincronismo,tek zunaj sinhronizma,"испад из синхронизма, м јд",icke-stabil drift,失步运行
603-03-17,hunting of interconnected synchronous machines,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-17,التأرجح في الآلات المتزامنة المترابطة,"Pendeln, n",hunting of interconnected synchronous machines,oscilación de máquinas síncronas interconectadas,tahtikoneiden välinen heilahtelu,"pompage de machines synchrones interconnectées, m",pendolazione di macchine sincrone interconnesse,同期機乱調現象,연계 동기기 난조,харилцан холбогдсон зэрэгцэлтэй машинуудын савлалт,kołysanie maszyn synchronicznych,batimento de máquinas síncronas interligadaspendulação de máquinas síncronas interligadas,nihanje medsebojno povezanih sinhronskih strojev,"њихања синхроних машина, с мн",pendling,并联同步电机振荡
603-03-18,synchronization of two systems,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-18,التزامن بين نظامين ( التوافق),"Synchronisierung zweier Netze, f",synchronization of two systems,sincronización de dos redes,verkkojen tahdistus,"synchronisation de deux réseaux, f",sincronizzazione di due reti,2系統の同期,두 시스템 동기화,хоёр системийн зэрэгцүүлэл,synchronizacja dwóch systemów elektroenergetycznych,sincronização de dois sistemassincronização de duas redes,sinhronizacijasinhroniziranje,"синхронизација два система, ж јд",synkronisering av två system,两系统同步
603-03-19,self-synchronization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-19,تزامن ذاتي,"Selbstsynchronisierung, f",self-synchronization,autosincronización,itsetahdistuminen,"autosynchronisation, f",autosincronizzazione,自己同期化,자체 동기,автомат синхронизаци хийх үйл явц,samosynchronizacja,auto-sincronização,avtosinhronizacijaavtosinhroniziranje,"самосинхронизација, ж јд",självfasning,自同步
603-03-20,synchronism restoration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-20,استعادة التزامناسترداد التوافق,"Resynchronisierung, f",synchronism restoration,recuperación de sincronismo,tahtiin paluu,"reprise de synchronisme, f",ripresa di sincronismo,同期外れ回復,동기 복귀,зэрэгцлийг сэргээх үйл явц,resynchronizacja,recuperação de sincronismo,obnovitev sinhronizma,"ресинхронизација, ж јд",återställande av synkronism,再同步
603-03-21,power system instability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-21,عدم استقرار النظام الكهربائي (الشبكة),"Instabilität eines Elektrizitätsversorgungssystems, f",power system instability,inestabilidad de una red de energía eléctrica,…..,"instabilité d'un réseau d'énergie électrique, f",instabilità di un sistema elettricoinstabilità alle piccole perturbazione (di un sistema elettrico)instabilità statica (di un sistema elettrico),電力系統の不安程度,전력 계통 불안정,цахилгаан эрчим хүчний системийн тогтворгүй байдал,niestabilność systemu elektroenergetycznego,instabilidade de um sistema de energia eléctrica,.....,"нестабилност електроенергетског система, ж јд",systeminstabilitet,
603-03-22,steady-state instability (of a power system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-22,عدم استقرارية الحالة الثالثة لنظام كهربائي (شبكة),"statische Instabilität (eines Elektrizitätsversorgungssystems), f",steady-state instability (of a power system),inestabilidad estacionaria (de una red de energía eléctrica),…..,instabilité statique (d'un réseau d'énergie électrique) finstabilité en petits mouvements (d'un réseau d'énergie électrique) f,instabilità alle piccole perturbazione (di un sistema elettrico)instabilità statica (di un sistema elettrico),"常態不安定性, <電力系統の>","정상상태 불안정, <전력 시스템>","тогтсон горимын тогтворгүй байдал, <цахилгаан эрчим хүчний системийн>",niestabilność statyczna (systemu elektroenergetycznego),instabilidade estática (de um sistema de energia eléctrica),.....,"статичка нестабилност , <електроенергетског система> ж јд",stationär (system)instabilite,
603-03-23,transient instability (of a power system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-23,عدم استقرار النظام الكهربائي في الحالات العابرة,"transiente Instabilität (eines Elektrizitätsversorgungssystems), f",transient instability (of a power system),inestabilidad transitoria (de una red de energía eléctrica),…..,instabilité transitoire (d'un réseau d'énergie électrique) finstabilité en grands mouvements (d'un réseau d'énergie électrique) f,instabilità transitoire (di un sistema elettrico)instabilità alle grandi perturbazioni (di un sistema elettrico),"過度不安定性, <電力系統の>","과도 불안정, <전력 시스템>","шилжилтийн тогтворгүй байдал, <цахилгаан эрчим хүчний системийн>",niestabilność dynamiczna (systemu elektroenergetycznego) utrata równowagi dynamicznej (systemu elektroenergetycznego),instabilidade transitória (de um sistema de energia eléctrica),.....,"пролазна нестабилност , <електроенергетског система> ж јд",dynamisk (system)instabilitet,
603-03-24,oscillatory instability (of a power system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-03-24,عدم الاستقرار الاهتزازي النظام الكهربائيعدم الاستقرار الاهتزازي للشبكة,"dynamische Instabilität (eines Elektrizitätsversorgungssystems), f",oscillatory instability (of a power system)dynamic instability (of a power system),inestabilidad dinámica (de una red de energía eléctrica)inestabilidad oscilatoria (de una red de energía eléctrica),…..,instabilité oscillatoire (d'un réseau d'énergie électrique) finstabilité dynamique (d'un réseau d'énergie électrique) f,instabilità dinamica (di un sistema elettrico),"振動不安定性, <電力系統の>動態不安定性, <電力系統の>","진동 불안정, <전력 시스템>","доргилтын тогтворгүй байдал, <цахилгаан эрчим хүчний системийн>динамик тогтворгүй байдал, <цахилгаан эрчим хүчний системийн>",niestabilność oscylacyjna (systemu elektroenergetycznego),instabilidade oscilatória (de um sistema de energia eléctrica)instabilidade dinâmica (de um sistema de energia eléctrica),.....,"динамичка нестабилност , <електроенергетског система> ж јд",oscillerande (system)instabilitet,
603-04-01,power system management,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-01,إدارة النظام الكهربائيادارة الشبكة,"Netzführung, f",power system management,gestión de red,sähkövoimajärjestelmän hallinta,"conduite du réseau, f",gestione di rete,電源系統管理,전력 시스템 관리,цахилгаан эрчим хүчний системийн менежмент,kierowanie operatywne systemem elektroenergetycznymsterowanie dyspozytorskie,gestão de sistemagestão de rede,vodenje elektroenergetskega sistema,"управљање електроенергетским системом, с јд",drift avelkraftsystem,电力系统管理
603-04-02,generation schedule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-02,برنامج الانتاج,"Kraftwerkseinsatzplan, m",generation schedule,programa de generación,tuotannon suunnittelu,"programme de production, m",programma di produzione,発電計画,발전 계획,цахилгаан үйлдвэрлэлийн хуваарь,plan wytwarzania energii,programa de produção,proizvodni načrtproizvodni plan,"план производње, м јд",produktionsplanering,发电计划
603-04-03,system demand control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-03,تحكم في طلب النظام,"Laststeuerung, f",system demand control,control de demanda del sistema,kuormituksen ohjaus,.....,programmazione della domanda d'energia,系統需要制御,전력 시스템 수요 관리,системийн эрэлтийн хяналт,sterowanie obciążeniem systemu elektroenergetycznego,controlo da potência pretendida,krmiljenje bremen,"управљање потрошњом система, с јд",belastningsstyrning,系统需量控制
603-04-04,primary control (of the speed of generating sets),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-04,التحكم الإبتدائي,"Primärregelung (der Drehzahl von Generatorsätzen), f",primary control (of the speed of generating sets),regulación primaria (de velocidad de grupos reguladores),pyörimisnopeuden säätökoneikon pyörimisnopeuden säätö,réglage primaire (de vitesse des groupes de production) m,regolazione primaria (del numero di giri di gruppi di produzione),一次制御,"일차 제어, <발전단 속도>","анхдагч хяналт, <цахилгаан үйлдвэрлэх бүрдлийн хурдны>",regulacja pierwotna (prędkości obrotowej zespołów generatorowych),regulação primária (de velocidade dos grupos geradores),primarna regulacija,"примарна регулација , <брзине генераторског агрегата> ж јд",frekvensstyrning,一次调频
603-04-05,secondary control (of active power in a system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-05,التحكم الثانوي,"Sekundärregelung (der Wirkleistung in einem Netz), f",secondary control (of active power in a system),regulación secundaria (de potencia activa de una red),tehonsäätöverkon tehonsäätö,réglage secondaire (de puissance active d'un réseau) m,regolazione secondaria (della potenza attiva di gruppi di produzione),二次制御,"이차 제어, <시스템 활성 전력>","хоёрдогч хяналт, <системийн бодит чадлын>",regulacja wtórna (mocy czynnej systemu),regulação secundária (de potência activa de grupos geradores),sekundarna regulacija,"секундарна регулација , <активне снаге система> ж јд",effektstyrning,二次调频
603-04-06,power/frequency control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-06,تحكم التردد/القدرةتحكم الذبذبة/القدرة,"Frequenz-Leistungs-Regelung, f",power/frequency control,regulación frecuencia-potencia,taajuus-tehosäätö,"réglage fréquence-puissance, m",regolazione frequenza-potenza,周波数･有効電力制御,전력 주파수 제어,чадал/давтамжийн хяналт,regulacja mocy i częstotliwości,regulação frequência-potência,regulacija frekvenca-moč,"регулација снаге/фреквенције, ж јд",frekvens-effektstyrning,功率/频率调节
603-04-07,adaptive control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-07,تحكم متكيف,"adaptive Regelung, f",adaptive control,regulación adaptativa,mukautuva säätö,"réglage adaptatif, m",regolazione evolutiva,適応制御,적응 제어,тохируулж болох хяналт,regulacja wtórna adaptacyjna,regulação adaptativa,adaptivna regulacija,"адаптивна регулација, ж јд",optimerad styrning,自适应控制
603-04-08,droop of a set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-08,تدلّي المجموعةمعدل تغير التردد بالنسبة للتغير في القدرة,"Statik eines Maschinensatzes, f",droop of a set,estatismo de un grupo,koneikon statiikka,"statisme d'un groupe, m",statismo di un gruppo,周波数特性,발전기 드룹,бүрдлийн бууралт,statyzm zespołu generatorowego,estatismo de um grupo,statika agregata,"статика агрегата, ж јд",maskinstatik,机组静特性
603-04-09,droop of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-09,تدلّي النظام الكهربائي,"Netzstatik, f",droop of a system,estatismo de una red,verkon statiikka,"statisme d'un réseau, m",statismo di una rete,系統周波数特性,전력 시스템 드룹,системийн бууралт,statyzm systemu,estatismo de uma rede,statika sistemasistemska tehnika,"статика система, ж јд",systemstatik,系统静特性
603-04-10,regulating energy of a system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-10,الطاقة المنظمة للنظامالطاقة المنظمة لشبكة,"Leistungskoeffizient eines Netzes, m",regulating energy of a systempower/frequency characteristic,,verkon säätövoima,"énergie réglante d'un réseau, f",energia regolante di una rete,二次周波数制御を除いた系統周波数特性,계통 조정 에너지계통 조정 전력량,системийг зохицуулах энергичадал/давтамжийн тодорхойломж,energia regulująca,energia reguladora de uma rede,regulirna energija sistema,"регулациона константа система, ж јдкарактеристика снага/фреквенција, ж јд",reglerstyrka hos systemsynkrontid,系统功率/频率调节特性吨
603-04-11,controlling power range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-11,مدى قدرة التحكم,"Regelleistung, f",controlling power range,potencia reglante,säätötehoalue,"puissance réglante, f",potenza regolante,制御電力範囲,전력 범위 제어,хянах чадлын хязгаар,moc regulacyjna systemu,potência reguladora,regulirna močregulacijski obseg moči,"регулациона снага система, ж јд",effektreglerområde,调节功率范围
603-04-12,synchronous time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-12,المدة التزامنية (وقت),"Synchronzeit, f",synchronous time,tiempo síncrono,synkroniaika,"temps synchrone, m",tempo sincrono,同期時間,동기 시간,зэрэгцэлтэй хугацаа,czas synchroniczny,tempo síncrono,sinhroni čas,"синхроно време, с јд",,同步时间
603-04-13,deviation of synchronous time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-13,انحراف المدة التزامنية,"Synchronzeitabweichung, f",deviation of synchronous time,desviación del tiempo síncrono,synkroniajan poikkeama,"écart de temps synchrone, m",scarto di tempo sincrono,同期時間の偏差,동기 시간 편차,зэрэгцэлтэй хугацааны хазайлт,odchylenie czasu synchronicznego,desvio de tempo síncrono,odstopanje sinhronega časa,"одступање синхроног времена, с јд",synkrontidavvikelse,同步时间偏差
603-04-14,steady-state load characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-14,خصائص الحالة الثابتة للحمل,"stationäre Lastkennlinie, f",steady-state load characteristic,característica estática de una carga,jatkuvuustilan kuormitusominaiskäyrä,"caractéristique statique d'une charge, f",caratteristica statica di un carico,定常負荷特性,정태 부하 특성,ачааллын статик тодорхойломж,charakterystyka statyczna obciążenia,característica estática de uma carga,statična karakteristika bremena,"статичка карактеристика оптерећења, ж јд",belastningsförhållande vid stationärt tillstånd,静态负荷特性
603-04-15,transient load characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-15,خصائص الحمل العابر,"transiente Lastkennlinie, f",transient load characteristic,característica transitoria de una carga,muutostilan kuormitusominaiskäyrä,"caractéristique transitoire d'une charge, f",caratteristica dinamica di un carico,過度負荷特性,과도 부하 특성,ачааллын динамик тодорхойломж,charakterystyka obciążenia w stanie przejściowym,característica transitória de uma cargacaracterística dinâmica de uma carga,tranzientna karakteristika bremena,"динамичка карактеристика оптерећења, ж јд",belastningsförhållande vid dynamiskt tillstånd,暂态负荷特性
603-04-16,power-regulation coefficient of load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-16,معامل ضبط القدرة للحمل,"Leistungsregelungskoeffizient einer Last, m",power-regulation coefficient of load,coeficiente de autorregulación de una carga,kuormituksen jänniteriippuvuuskerroin,"coefficient d'autorégulation d'une charge, m",coefficiente di autoregolazione di un carico,負荷の電力規制係数,부하 전력 조절율,ачааллыг чадлаар зохицуулах коэффициент,współczynnik samoregulacji obciążenia,coeficiente de auto-regulação de uma carga,avtoregulacijski koeficient bremena,"регулациона константа оптерећења по напону, ж јд",reglerkoefficient hos belastning,负荷的功率调节系数
603-04-17,scheduled operation (of a generating set),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-17,تشغيل مجدول لمجموعة انتاج,"Betrieb eines Generatorsatzes nach Programm, mBetrieb nach Programm, m",scheduled operation (of a generating set),funcionamiento sobre programa (de un grupo generador),ajo-ohjelmakoneikon ajo-ohjelma,marche sur programme (d'un groupe générateur) f,marcia a tavoletta (di un gruppo generatore),計画運転,"예정 운전, <발전장치>","төлөвлөгдсөн үйл ажиллагаа, <цахилгаан үйлдвэрлэх бүрдлийн>",praca programowa (zespołu generatorowego),funcionamento por programa (de um grupo gerador),planirano obratovanje,"рад по програму, <генераторског агрегата> м јдрад по возном реду, м јд",planerad aggregatdrift,"计划运行, <发电机组的>"
603-04-18,"(secondary) power control operation,  (of a generating set)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-18,تشغيل تحكم قدرة (ثانوي) (لمجموعة انتاج),"sekundär geregelter Betrieb (eines Generatorsatzes), m","(secondary) power control operation,  (of a generating set)",funcionamiento en regulación (secundaria) (de un grupo generador),keskussäädinajokoneikon keskussäädinajo,marche en réglage (secondaire) (d'un groupe générateur) f,marcia in regolazione (secondaria) (di un gruppo generatore),（二次）出力調整運転,"이차 전력 제어 운전, <발전장치>","чадлын хоёрдогч хяналтын горимын үйл ажиллагаа,, <цахилгаан үйлдвэрлэх бүрдлийн>",praca regulacyjna (zespołu generatorowego) praca zespołu generatorowego w systemie regulacji wtórnej,funcionamento em regulação (secundária) (de um grupo gerador),obratovanje s sekundarno regulacijo,"рад у секундарној регулацији , <генераторског агрегата> м јд",styrd aggregatdrift,"二次功率调节运行, <发电机组的>"
603-04-19,"control range,  (of a generating set)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-19,مدى التحكم (لمجموعة انتاج),"Wirkleistungs-Regelbereich (eines Generatorsatzes), m","control range,  (of a generating set)",banda de regulación (de un grupo generador),tehonsäätöaluekoneikon tehonsäätöalue,bande de réglage (d'un groupe générateur) f,banda di regolazione (di un gruppo generatore),制御範囲,"제어 범위, <발전장치>","хяналтын цар хүрээ,, <цахилгаан үйлдвэрлэх бүрдлийн>",zakres regulacyjny (zespołu generatorowego),banda de regulação,regulacijsko območje,"регулациони опсег, <генераторског агрегата> м јд",styrområde,"调节范围, <发电机组的>"
603-04-20,base load set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-20,مجموعة انتاج اساسيةمجموعة حمل اساسية,"Grundlast-Generatorsatz, m",base load set,grupo de base,peruskuormakoneikko,"groupe de base, m",gruppo base,ベース電源,기저 부하 발전기,үндсэн ачааллын бүрдэл,zespół generatorowy podstawowy zespół podstawowy,grupo de base,agregat za osnovno obremenitevpasovni agregat,"базни агрегат, м јд",grundlastaggregat,基本负荷机组
603-04-21,controllable set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-21,مجموعة قابلة للتحكم,"Mittellast-Generatorsatz, m",controllable set,grupo regulable,tehonsäätökoneikko,"groupe modulable, mgroupe à moyenne utilisation, m",gruppo a scaglioni di potenza,調整電源,제어 가능 발전기,хянах боломжтой бүрдэл,zespół generatorowy regulacyjny zespół regulacyjny,grupo moldávelgrupo de utilização média,agregat za spremenljivo obremenitev,"маневарски агрегат, м јд",regleraggregat,调节负荷机组
603-04-22,peak load set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-22,مجموعة الحمل الاقصى,"Spitzenlast-Generatorsatz, m",peak load set,grupo de punta(s),huippukuormakoneikko,"groupe de pointe, m",gruppo di punta,ピーク電源,첨두 부하 발전기,оргил ачааллын бүрдэл,zespół generatorowy szczytowy zespół szczytowy,grupo de ponta,agregat za konično obremenitevkonični agregat,"вршни агрегат, м јд",topplastaggregat,尖峰负荷机组
603-04-23,voltage control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-23,تحكم في الجهد,"Spannungsregelung, f",voltage control,regulación de tensión,jännitteensäätö,"réglage de tension, m",regolazione di tensione,電圧制御,전압 제어,хүчдэлийн хяналт,regulacja napięcia,regulador de tensão,reguliranje napetosti,"регулација напона, ж јд",spänningsreglering,电压调节
603-04-24,voltage map,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-24,خريطة الجهدنظام الجهد,"Spannungsplan, m",voltage map,plan de tensión,jännitekartta,"plan de tension, m",piano di tensioni,電圧マップ,전압 지도,хүчдэлийн зураглал,mapa napięć,plano de tensão,napetostna karta,"преглед напона, м јд",spänningsplan,电压图
603-04-25,in-phase (voltage) control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-25,تحكم طوري (في الجهد),"Längsregelung, f",in-phase (voltage) control,regulación (de tensión) en fase,pitkittäissäätöjännitteen pitkittäissäätö,"réglage (de tension) en phase, m",regolazione (di tensione) in fase,同相（電圧）制御,상전압 제어,фазын хүчдэлийн хяналт,regulacja napięcia podłużna regulacja podłużna,regulação (de tensão) em fase,vzdolžna regulacija napetosti,"подужна регулација напона, ж јд",spänningsreglering ilängsled,纵向电压调节
603-04-26,quadrature (voltage) control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-26,تحكم تربيعي في الجهد,"Querregelung, f",quadrature (voltage) control,regulación (de tensión) en cuadratura,poikittaissäätöjännitteen poikittaissäätö,"réglage (de tension) en quadrature, m",regolazione (di tensione) in quadratura,直角位相（電圧）制御,횡축 전압 제어,90 хэмийн үелзлийн хүчдэлийн хяналт,regulacja napięcia poprzeczna regulacja poprzeczna,regulação (de tensão) em quadratura,prečna regulacija napetosti,"попречна регулација напона, ж јд",spänningsreglering i tvärled,横向电压调节
603-04-27,reactive-power voltage control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-27,التحكم في الجهد بواسطة القدرة غير الفعالة,"Spannungs-Blindleistungs-Regelung, f",reactive-power voltage control,regulación de tensión por potencia reactiva,jännitteen loistehosäätö,"réglage de tension par puissance réactive, m",regolazione di tensione mediante potenza reattiva,電圧無効電力制御,무효 전력 전압 제어,хуурмаг чадлаар хүчдэлийг хянах,regulacja napięcia mocą bierną,regulação de tensão por potência reactiva,regulacija napetosti z jalovo močjo,"регулација напона реактивном снагом, ж јд",reaktiv spänningsregleringreaktiv optimering,无功功率电压调节
603-04-28,reactive power compensation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-28,تعويض القدرة غير الفعالة,"Blindleistungskompensation, f",reactive power compensation,compensación de energía reactiva,loistehon kompensointi,"compensation de l'énergie réactive, f",compensatore dell’energia reattiva,無効電力補償,무효 전력 보상,хуурмаг чадлыг тэгшитгэх,kompensacja mocy biernej,compensação de energia reactiva,kompenzacija jalove moči,"компензација реактивне снаге, ж јд",,无功功率补偿
603-04-29,series compensation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-29,التعويض المتتالي,"Reihenkompensation, f",series compensation,compensación serie,sarjakompensointi,"compensation en série, f",compensazione serie,直列補償方式,직렬 보상,цуваа холболтоор тэгшитгэх,kompensacja szeregowa,compensação em série,zaporedna kompenzacijaserijska kompenzacija,"подужна компензација, ж јд",seriekompensering,串联补偿
603-04-30,shunt compensation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-30,التعويض المتوازي,"Parallelkompensation, f",shunt compensation,compensación paralelo,rinnakkaiskompensointi,"compensation shunt, f",compensazione derivata,並列補償方式,분로 보상,зэрэгцээ холболтоор тэгшитгэх,kompensacja równoległa,compensação em derivação,vzporedna kompenzacijaparalelna kompenzacija,"попречна компензација, ж јд",shuntkompensering,并联补偿
603-04-31,islanding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=603-04-31,تجزئة النظام,"Inselbildung, f",islandingnetwork splitting,formación de islas en una redfraccionamiento de una red,siirtyminen saarekekäyttöön,"passage en réseau séparé, mfractionnement de réseau, mîlotage d'un réseau, m",passaggio in funzionamento isolatofrazionamento in isole (di una rete),孤立化系統分離,전력망 고립전력망 분리,шугам сүлжээг тусгаарлах,przejście do pracy wyspowej podział systemu elektroenergetycznego,passagem a rede separadafraccionamento da redeformação de ilhotas (de uma rede),otočenje,"раздвајање мреже, с јдобразовање острва, с јд",sektioneringnätsektionering,电网解列
