term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
725-11-58,three-axis-stabilized satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-58,قمر صناعي موازن على المحاور الثلاث,"dreiachsenstabilisierter Satellit, m",three-axis-stabilized satellite,satélite estabilizado (según) los tres ejes,kolmiakselivakavoitu satelliitti,"satellite stabilisé (selon) trois axes, m",satellite stabilizzato a tre assi,３軸安定化衛星,3축 안정 위성,satelita o stabilizacji trójosiowej,satélite estabilizado segundo três eixos,triosno stabilizirani satelit,treaxligt stabiliserad satellit,三轴稳定卫星
725-11-59,sidereal period of rotation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-59,الفترة الفلكيّة للدوران المحوري,"siderische Rotationsdauer, f",sidereal period of rotation,período de rotación sideral,tähtipyörähdysaikasideerinen pyörähdysaika,"période de rotation sidérale, f",periodo di rotazione siderale,回転の恒星周期,항성 회전 주기,okres gwiezdny rotacji,período de rotação sideral,perioda kroženja zvezd,siderisk rotationsperiod,自转的恒星周期
725-11-60,station-keeping satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-60,قمر صناعي ثابت في موضع,"geführter Satellit, m",station-keeping satellite,satélite mantenido en posición,vakavoitupaikkainen satelliitti,"satellite maintenu en position, m",satellite con controllo di stazione,位置保持衛星,위치 유지 위성,satelita o sterowanej pozycji,satélite mantido em estação,satelit na stalnem mestu,positionsstyrd satellit,位置保持卫星
725-11-61,synchronised satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-61,قمر صناعي متزامن,"synchronisierter Satellit, m",synchronised satellite,satélite sincronizado,synkronoitu satelliitti,"satellite synchronisé, m",satellite sincronizzato,同期衛星,동기 위성,satelita synchronizowany,satélite sincronizado,sinhronizirani satelit,synkroniserad satellit,"同步卫星, <相关条目：IEV 725-11-62>"
725-11-62,synchronous satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-62,قمر صناعي تزامني,"Synchronsatellit, m",synchronous satellite,satélite síncrono,synkroninen satelliitti,"satellite synchrone, m",satellite sincrono,同期衛星,동기 위성,satelita synchroniczny,satélite síncrono,sinhroni satelit,synkron satellit,"同步卫星, <相关条目：IEV 725-11-61>"
725-11-63,sub-synchronous satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-63,قمر صناعي شبه تزامني,"subsynchroner Satellit, m",sub-synchronous satellite,satélite subsíncrono,alisynkroninen satelliitti,"satellite sous-synchrone, m",satellite sub-sincrono,分同期衛星,준동기 위성,satelita podsynchroniczny,satélite subsíncrono,subsinhroni satelit,subsynkron satellit,亚同步卫星
725-11-64,super-synchronous satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-64,قمر صناعي فوق التزامني,"supersynchroner Satellit, m",super-synchronous satellite,satélite supersíncrono,ylisynkroninen satelliitti,"satellite supersynchrone, m",satellite super-sincrono,倍同期衛星,초동기 위성,satelita nadsynchroniczny,satélite supersíncrono,supersinhroni satelit,supersynkron satellit,超同步卫星
725-11-65,geosynchronous satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-65,قمر صناعي متزامن مع  الأرض,"geosynchroner Satellit, m",geosynchronous satellite,satélite geosíncrono,geosynkroninen satelliitti,"satellite géosynchrone, m",satellite geosincrono,対地球同期衛星,지구 동기 위성,satelita geosynchroniczny,satélite geossíncrono,geosinhroni satelit,geosynkron satellit,地球同步卫星
725-11-66,stationary satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-66,قمر صناعي ثابت,"stationärer Satellit, m",stationary satellite,satélite estacionario,stationaarinen satelliitti,"satellite stationnaire, m",satellite stazionario,静止衛星,정지위성,satelita stacjonarny,satélite estacionário,stacionarni satelit,stationär satellit,静止卫星
725-11-67,geostationary satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-67,قمر صناعي ثابت مع الأرض,"geostationärer Satellit, m",geostationary satellite,satélite geoestacionario,geostationaarinen satelliitti,"satellite géostationnaire, m",satellite geostazionario,対地球静止衛星静止衛星,지구 정지 위성,satelita geostacjonarny,satélite geoestacionário,geostacionarni satelit,geostationär satellit,地球静止卫星
725-11-68,geostationary satellite orbit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-68,مدار قمر صناعي ثابت مع الأرض,"geostationäre Satellitenumlaufbahn, f",geostationary satellite orbitGSO (abbreviation)geostationary orbit,órbita de satélites geoestacionariosórbita geoestacionaria,geostationaarinen rata,"orbite des satellites géostationnaires, forbite géostationnaire, f",orbita del satellite geostazionarioorbita geostazionariaGSO,対地球静止衛星軌道対地球静止軌道（略語）,지구 정지 위성 궤도지에스오정지 궤도,orbita satelity geostacjonarnego,órbita dos satélites geoestacionáriosórbita geoestacionária,orbita geostacionarnega satelita (GSO)geostacionarna orbita,geostationär satellitbana,地球静止卫星轨道地球静止轨道GSO
725-11-69,sun-synchronous satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-69,قمر صناعي متزامن مع الشمس,"heliosynchroner Satellit, m",sun-synchronous satellite,satélite heliosíncrono,aurinkosynkroninen satelliitti,"satellite héliosynchrone, m",satellite sincrono con il sole,太陽同期衛星,태양 동기 위성,satelita synchroniczny względem słońca,satélite heliossíncrono,heliosinhroni satelit,solsynkron satellit,太阳同步卫星
725-11-70,solar conjunction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-70,إقتران شمسي,"Sonnenlinie, f",solar conjunction,conjunción solar,aurinkokonjunktio,"conjonction solaire, f",congiunzione solare,太陽との合,태양 결합,koniunkcja słoneczna,conjunção solar,konjunkcija s Soncem,soikonjunktion,太阳会合
725-11-71,lunar conjunction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-71,إقتران قمري,"Mondlinie, f",lunar conjunction,conjunción lunar,kuukonjunktio,"conjonction lunaire, f",congiunzione lunare,月との合,달 결합,koniunkcja księżycowa,conjunção lunar,konjunkcija z Luno,månkonjunktion,月亮会合
725-11-72,geocentric angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-72,زاوية رأسها مركز الارض,"geozentrischer Winkel, m",geocentric angle,ángulo geocéntrico,geosentrinen kulma,"angle géocentrique, m",angolo geocentrico,地心角,지심각,kąt geocentryczny,ângulo geocêntrico,geocentrični kot,geocentrisk vinkel,地心角
725-11-73,topocentric angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-73,زاويه قياس من سطح الارض,"topozentrischer Winkel, m",topocentric angle,ángulo topocéntrico,toposentrinen kulma,"angle topocentrique, m",angolo topocentrico,測心角,지표점 중심각,kąt topocentryczny,ângulo topocêntrico,topocentrični kot,topocentrisk vinkel,侧心角
725-11-74,exocentric angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-11-74,زاوية  راسها نقطة في الفضاء,"exozentrischer Winkel, m",exocentric angle,ángulo exocéntrico,ekosentrinen kulma,"angle exocentrique, m",angolo exocentrico,外心角,외심각,kąt egzocentryczny,ângulo exocêntrico,eksocentrični kot,exocentrisk vinkel,外心角
725-12-01,(radio) station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-01,محطة راديوية  (لاسلكية),"Funkstelle, f",(radio) station,estación (de radio),asemaradioasema,"station (radioélectrique), f",stazione (radio),無線局局,무선 국,radiostacja,estação (radioeléctrica),(radijska) postaja,radiostation,无线电台
725-12-02,space station (in radiocommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-02,محطة فضائية ( في الاتصالات الراديوية ),"Weltraumfunkstelle, f",space station (in radiocommunication),estación espacial (en radiocomunicación),avaruusasema,station spatiale (en radiocommunication) f,stazione spaziale (di radiocomunicazioni),"宇宙局, <無線通信における>","우주국, <무선통신>",radiostacja kosmiczna,estação espacial (em radiocomunicação),vesoljska postaja (v radiokomunikacijah),rymd(radio)station,"空间站, <无线电通信>"
725-12-03,Earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-03,محطة ارضية,"Erdfunkstelle, f",Earth station,estación terrestre,maa-asema,"station terrienne, fDÉCONSEILLÉ: station terrestre , f",stazione terrena,地球局,지구국,"stacja naziemna, f",estação terrena,zemeljska postaja,jordstation,地球站
725-12-04,terrestrial station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-04,محطة أرضيّة,"terrestrische Funkstelle, f",terrestrial station,estación de tierra,maanpäällinen asema,"station de Terre, f",stazione terrestre,地上局,지상국,radiostacja lądowa  radiostacja śródlądowa,estação de Terra,prizemna postaja,terrester station,地面站
725-12-05,land earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-05,محطة فضاء أرضية مشبوكة مع محطات أرضيّة متنقّلة عبر القمر الصناعي,"ortsfeste Erdfunkstelle, f",land earth station,estación terrestre terrena,siirtyvän satelliittiliikenteen syöttömaa-asema,"station terrienne terrestre, f",stazione terrena fissa (per servizio mobile),陸上地球局,육상 지구국,stacja ziemska lądowa,estação terrena terrestre,kopenska zemeljska postaja,landjordstation,陆地地球站
725-12-06,mobile earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-06,محطة أرضية متنقلة,"mobile Erdfunkstelle, f",mobile earth station,estación terrestre móvil,siirtyvä maa-asema,"station terrienne mobile, f",stazione terrena mobile,移動地球局,이동 지구국,stacja ziemska ruchoma,estação terrena móvel,mobilna zemeljska postaja,mobil jordstation,移动地球站
725-12-07,land station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-07,محطة أرضية,"ortsfeste Funkstelle, f",land station,estación terrena,siirtyvän liikenteen kiinteä asema,"station terrestre, f",stazione terrestre fissa (per servizio mobile),陸上局,육상국,stacja lądowa stała,estação terrestre,kopenska postaja,landstation,陆地站
725-12-08,mobile (terrestrial) station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-08,محطة أرضيّة متنقّلة,"mobile terrestrische Funkstelle, fmobile Funkstelle, f",mobile (terrestrial) station,estación móvil (de tierra),siirtyvä asemasiirtyvä maanpäällinen asema,"station mobile (de Terre), f",stazione terrestre mobile,移動地上局移動局,이동 지상국,stacja lądowa ruchoma,estação móvel (de Terra),mobilna (prizemna) postaja,mobil station,移动地面站
725-12-09,coast earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-09,محطة أرضية ساحلية,"Küsten-Erdfunkstelle, f",coast earth station,estación terrestre costera,rannikkomaa-asema,"station terrienne côtière, f",stazione terrena costiera,海岸地球局,해안 지구국,stacja ziemska brzegowa,estação terrena costeira,obalna zemeljska postaja,kustjordstation,海岸地球站
725-12-10,ship earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-10,محطة أرضية على سفينة,"Schiffs-Erdfunkstelle, f",ship earth station,estación terrestre de navío,aluksen maa-asema,"station terrienne de navire, f",stazione terrena mobile-marittima,船舶地球局,선박 지구국,stacja ziemska na jednostce morskiej,estação terrena de navio,ladijska zemeljska postaja,fartygsjordstation,船载地球站
725-12-11,aeronautical earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-11,محطة أرضية تخدم الملاحة الجوية,"Boden-Erdfunkstelle, f",aeronautical earth station,estación terrestre aeronáutica,ilmailun maa-asema,"station terrienne aéronautique, f",stazione terrena aereonautica,航空地球局,항공 지구국,stacja ziemska aeronautyczna,estação terrena aeronáutica,aeronavtična zemeljska postaja,luftfartsjordstation,航空地球站
725-12-12,aircraft earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-12,محطة أرضية محمولة على طائرة,"Luftfahrzeug-Erdfunkstelle, f",aircraft earth station,estación terrestre de aeronave,ilma-aluksen maa-asema,"station terrienne d'aéronef, f",stazione terrena mobile-aereonautica,航空機地球局,항공기 지구국,stacja ziemska pokładowa jednostki lotniczej,estação terrena de aeronave,zrakoplovna zemeljska postaja,luftfartygsjordstation,航空器地球站
725-12-13,base earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-13,محطة أرضية أساسية,"ortsfeste Landerdfunkstelle, f",base earth station,estación terrestre base,siirtyvän satelliittimaaliikenteen syöttömaa-asema,"station terrienne de base, f",stazione terrena di base,基地地球局,기지 지구국,stacja bazowa ziemska,estação terrena de base,bazna zemeljska postaja,basjordstation,基地地球站
725-12-14,land mobile earth station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-14,محطة أرضية متنقلة,"mobile Erdfunkstelle des Landfunkdienstes über Satelliten, f",land mobile earth station,estación terrestre terrena móvil,siirtyvän satelliittimaaliikenteen siirtyvä maa-asema,"station terrienne mobile terrestre, f",stazione terrena mobile-terrestre,陸上移動地球局,육상 이동 지구국,stacja ziemska lądowa ruchoma,estação terrena móvel terrestre,kopenska mobilna zemeljska postaja,landmobil jordstation,陆地移动地球站
725-12-15,space radiocommunication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-15,إتصالات راديوية (لاسلكية) فضائية,"Weltraumfunk, m",space radiocommunication,radiocomunicaciones espaciales,avaruusradioviestintä,"radiocommunication spatiale, f",radiocomunicazione spaziale,宇宙無線通信,우주 무선 통신,radiokomunikacja kosmiczna,radiocomunicação espacial,vesoljska radiokomunikacija,rymdradiokommunikation,空间无线电通信
725-12-16,terrestrial radiocommunication,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-16,إتصالات  راديوية (لاسلكية) أرضيه,"terrestrischer Funk, m",terrestrial radiocommunication,radiocomunicaciones de tierra,maanpäällinen radioviestintä,"radiocommunication de Terre, f",radiocomunicazione terrestre,地上無線通信,지상 전파 통신지상 무선 통신,radiokomunikacja lądowa,radiocomunicação de Terra,prizemne radiokomunikacije,terrester radiokommunikation,地面无线电通信
725-12-17,fixed-satellite service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-17,خدمة قمر صناعي  ثابتة,"fester Funkdienst über Satelliten, m",fixed-satellite service,servicio fijo por satélite,kiinteä satelliittiliikenne,"service fixe par satellite, m",servizio via satellite tra stazioni fisse,固定衛星業務,고정위성서비스,łączność stała satelitarna  usługa stała satelitarna,serviço fixo por satélite,fiksna satelitska storitev,fast radio via satellit,卫星固定业务
725-12-18,active satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-18,قمر صناعي فعال,"aktiver Satellit, m",active satellite,satélite activo,aktiivinen satelliittii,"satellite actif, m",satellite attivo,能動衛星,능동 위성,satelita aktywny,satélite activo,aktivni satelit,aktiv satellit,有源卫星
725-12-19,reflecting satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-19,قمر صناعي عاكس,"reflektierender Satellit, m",reflecting satellite,satélite pasivosatélite reflector,heijastava satelliitti,"satellite réflecteur, msatellite passif  (terme à proscrire) m",satellite di riflessione,反射衛星,반사 위성,satelita reflektorowy,satélite reflectorsatélite passivo (desaconselhado),odbojni (pasivni) satelit,passiv satellit,反射卫星
725-12-20,space system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-20,نظام فضائي,"Weltraumfunksystem, n",space system,sistema espacial,avaruustietoliikennejärjestelmä,"système spatial, m",sistema spaziale,宇宙システム,우주 시스템,system kosmiczny,sistema espacial,vesoljski sistem,rymd(kommunikations)system,空间系统
725-12-21,satellite system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-21,نظام قمر صناعي,"Satellitenfunksystem, n",satellite system,sistema vía satélite,satelliittijärjestelmä,"système à satellite, m",sistema a satelliti,衛星システム,위성 시스템,system satelitarny,sistema de satélite,satelitski sistem,satellit(kommunikations)system,卫星系统
725-12-22,satellite network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-22,شبكة أقمار صناعية,"Satellitenfunknetz, n",satellite network,red de satélites,satelliittiverkko,"réseau à satellite, m",rete a satelliti,衛星網,위성 통신망,sieć satelitarna,rede de satélite,satelitsko omrežje,satellit(kommunikations)nät,卫星网络
725-12-23,up-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-23,وصلة صاعدة,"Aufwärtsstrecke, f",up-link,radioenlace ascendente,maasta satelliittiin -linkkiylös-linkki,"liaison montante, f",tratta ascendente,アップリンク,상향 링크상향 회선,linia Ziema-stacja kosmiczna,ligação ascendente,povezava navzgornavzgorna povezava,upplänk,上行链路
725-12-24,down-link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-24,وصلة هابطة,"Abwärtsstrecke, f",down-link,radioenlace descendente,satelliitista maahan -linkkialas-linkki,"liaison descendante, f",tratta discendente,ダウンリンク,하향 링크하향 회선,linia stacja kosmiczna-Ziema,ligação descendente,povezava navzdolnavzdolna povezava,nedlänk,下行链路
725-12-25,inter-satellite link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-25,وصلة بين الاقمار الصناعية,"Intersatellitenfunkstrecke, f",inter-satellite link,radioenlace intersatélite,satelliittien välinen linkki,"liaison intersatellite, f",tratta inter-satellite,衛星間リンク,위성간 링크,linia międzysatelitarna,ligação intersatélite,medsatelitska povezava,intersatellitlänk,卫星间链路
725-12-26,connection by satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-26,اتصال بالقمر الصناعي,"Verbindung über Satellit, f",connection by satellite,radioenlace vía satélite,satelliittiyhteys,"liaison par satellite, f",collegamento via satellite,衛星回線,위성 연결,"połączenie satelitarne, npołączenie przez satelitę, n",ligação por satélite,povezava prek satelita,satellitförbindelse,卫星连接
725-12-27,satellite link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-27,وصلة قمر صناعي,"Satellitenfunkstrecke, f",satellite link,radioenlace unisatélitesatélite radioenlace,satelliittilinkki,"liaison unisatellite, f",collegamento unisatellite,衛星リンク,위성 연결위성 링크,linia satelitarna,ligação uni-satélite,satelitska povezava,satellitlänk,卫星链路
725-12-28,multi-satellite link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-28,وصلة  قمر صناعي متعددة,"Mehrsatellitenfunkstrecke, f",multi-satellite link,radioenlace multisatélite,monisatelliittilinkki,"liaison multisatellite, f",collegamento multisatellite,多段衛星リンク,다중 위성 링크,linia wielosatelitarna,ligação multi-satélite,večsatelitska povezava,multisatellitlänk,多卫星链路
725-12-29,multi-hop satellite link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-29,وصلة قمر صناعي متعددة القفزات,"Satellitenfunkstrecke mit mehreren Auf- und Abwärtsstrecken, f",multi-hop satellite link,radioenlace multisalto por satélite,monihyppyinen satelliittilinkki,"liaison multibond par satellite, f",collegamento via satellite con salti multipli,マルチホップ衛星リンク,다중 반사 위성 링크,linia satelitarna wieloskokowa,ligação de saltos múltiplos por satélite,satelitska povezava z več skoki,flerhopps satellitlänk,多跳卫星链路
725-12-30,forward link (to a space station),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-30,وصلة امامية (للمحطة الفضائية),"Vorwärtsstrecke, <zu einer Weltraumfunkstelle> f",forward link (to a space station),radioenlace de ida (hacia una estación espacial),menolinkki,liaison aller (vers une station spatiale) f,tratta di andata (verso una stazione spaziale),"フォワードリンク, <宇宙局への>","순방향 링크, <우주국>",linia ku stacji kosmicznej,ligação de ida (em direcção a uma estação espacial),naprejšnja povezava (do vesoljske postaje),framlänk,"前向链路, <指向空间站><相关条目：IEV 725-12-32>"
725-12-31,return link (from a space station),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-31,وصلة راجعة ( من محطة فضائية),"Rückwärtsstrecke, <von einer Weltraumfunkstelle> f",return link (from a space station),radioenlace de vuelta (desde una estación espacial),paluulinkki,liaison retour (depuis une station spatiale) f,tratta di ritorno (da una stazione spaziale),"リターンリンク, <宇宙局からの>","복귀 링크, <우주국>",linia od stacji kosmicznej,ligação de volta (a partir de uma estação espacial),povratna povezava (od vesoljske postaje),returlänk,"返回链路, <来自空间站><相关条目：IEV 725-12-33>"
725-12-32,forward link (in mobile satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-32,وصلة أمامية (في اتصالات الاقمار الصناعية المتنقلة),"Vorwärtsstrecke, <im mobilen Funkdienst über Satelliten> f",forward link (in mobile satellite communication),radioenlace de ida (en radiocomunicación móvil por satélite),menolinkki,liaison aller (en radiocommunication par satellite avec des mobiles) f,tratta di andata (nei servizi mobili via satellite),"フォワードリンク, <移動衛星通信における>","순방향 링크, <이동 위성 통신>",linia ku przodowi (w ruchomej łączności satelitarnej),ligação de ida (em radiocomunicação por satélite com móveis),naprejšnja povezava (v mobilnih satelitskih komunikacijah),framlänk,"前向链路, <卫星移动通信中><相关条目：IEV 725-12-30>"
725-12-33,return link (in mobile satellite communication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-33,وصلة راجعة (في اتصالات الاقمار الصناعية المتنقلة),"Rückwärtsstrecke, <im mobilen Funkdienst über Satelliten> f",return link (in mobile satellite communication),radioenlace de vuelta (en radiocomunicación móvil por satélite),paluulinkki,liaison retour (en radiocommunication par satellite avec des mobiles) f,tratta di ritorno (nei servizi mobili via satellite),"リターンリンク, <移動衛星通信における>","복귀 링크, <이동 위성 통신>",linia zwrotna (w ruchomej łączności satelitarnej),ligação de volta (em radiocomunicação por satélite com móveis),povratna povezava (v mobilnih satelitskih komunikacijah),returlänk,"返回链路, <卫星移动通信中><相关条目：IEV 725-12-31>"
725-12-34,feeder link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-34,وصلة مغذي,"Speisestrecke, f",feeder link,radioenlace de conexión,syöttölinkki,"liaison de connexion, f",tratta di alimentazione,フィーダリンク,피더 링크급전 링크,linia przesyłowa satelitarna linia przesyłowa,ligação alimentadora,napajalna povezava,matarlänk,馈送链路
725-12-35,visible arc (of a satellite network),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-35,قوس مرئي (لشبكة القمر الصناعي),"sichtbarer Bogen, <eines Satellitenfunknetzes> m",visible arc (of a satellite network),arco visible (de una red de satélites),näkyvä ratakaari,arc de visibilité (d'un réseau à satellite) m,arco di visibilità (di una rete a satelliti),"可視角度, <衛星網の>","가시 원호, <위성 통신망>가시 아크, <위성 통신망>",łuk widziany (w sieci satelitarnej),arco de visibilidade (de uma rede de satélite),vidnostni lok (satelitskega omrežja),synlig båge,"可见弧, <卫星网络的>"
725-12-36,service arc (of a space station),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-36,قوس الخدمة (لمحطة فضائية),"nutzbarer Bogen, <einer Weltraumfunkstelle> m",service arc (of a space station),arco de servicio (de una estación espacial),käyttökelpoinen ratakaari,arc de service (d'une station spatiale) m,arco di servizio (di una stazione spaziale),"サービス角度, <宇宙局の>","서비스 원호, <우주국>서비스 아크, <우주국>",łuk użyteczny (stacji kosmicznej),arco de serviço (de uma estação espacial),storitveni lok (vesoljske postaje),betjäningsbåge,"业务弧, <空间站的>"
725-12-37,nominal orbital position,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-37,موقع مداري اسمي,"nominelle Orbitposition, f",nominal orbital position,posición orbital nominal,nimellinen ratapaikka,"position nominale sur orbite, f",posizione orbitale nominale,公称軌道位置,공칭 궤도 위치,pozycja orbitalna nominalna,posição normal em órbita,nazivni orbitni položaj,nominell satellitposition,标称轨道位置
725-12-38,co-located satellites,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-38,أقمار صناعية ضمن نفس الموقع,"positionsgleiche Satelliten, m, pl",co-located satellites,satélites coposicionados,samapaikkaiset satelliitit,"satellites copositionnés, m pl",satelliti co-locati,同一軌道位置衛星,동일 위치 위성병합 설치 위성,satelity o wspólnej pozycji,satélites coposicionados,sateliti na isti lokaciji,samlokaliserade satelliter,同位置卫星
725-12-39,coordination distance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-39,مسافة التنسيق,"Koordinierungsabstand, m",coordination distance,distancia de coordinación,koordinointietäisyys,"distance de coordination, f",distanza di coordinamento,調整距離,협조 거리협조거리,"odległość koordynacyjna, f",distância de coordenação,razdalja za koordinacijo,koordineringsavstånd,协调距离
725-12-40,coordination contour,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-40,محيط التنسيق,"Koordinierungskontur, f",coordination contour,contorno de coordinación,koordinointialueen reunaviiva,"contour de coordination, m",contorno di coordinamento,調整コンタ,협조 곡선협조 등치원,"obrys koordynacyjny, m",contorno de coordenação,kontura za koordinacijo,koordineringskontur,协调围线
725-12-41,coordination area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-41,مساحة التنسيقمنطقة التنسيق,"Koordinierungsgebiet, n",coordination area,área de coordinación,koordinointialue,"zone de coordination, f",area di coordinamento,調整区域,협조 구역조정 영역,"obszar koordynacyjny, m",zona de coordenação,področje za koordinacijo,koordineringsområde,协调区
725-12-42,satellite broadcasting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-42,بثّ إذاعي بواسطة القمر الصناعي,"Satellitenrundfunk, mDBS, Abkürzung",satellite broadcastingdirect broadcasting by satellite DBS (abbreviation),radiodifusión directa por satélite (término desaconsejado)radiodifusión por satélite,satelliittiyleisradio,"radiodiffusion par satellite, fradiodiffusion directe par satellite  (terme déconseillé) f",radiodiffusione via satelliteradiodiffusione diretta via satellite,"衛星放送衛星直接放送DBS, （略語）",위성방송직접 위성 방송디비에스,radiodyfuzja satelitarna,radiodifusão por satéliteradiodifusão directa por satélite (desaconselhado),satelitska radiodifuzija,satellitrundradio,卫星广播卫星直播DBS
725-12-43,individual reception (in satellite broadcasting),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-43,استقبال فردي ( في البث الاذاعي بواسطة القمر الصناعي),"Einzelempfang, <beim Satellitenrundfunk> m",individual reception (in satellite broadcasting),recepción individual (en radiodifusión por satélite),yksittäisvastaanotto,réception individuelle (en radiodiffusion par satellite) f,ricezione individuale (in radiodiffusione via satellite),"個別受信, <衛星放送における>","개별 수신, <위성 방송>",odbiór indywidualny (w radiodyfuzji satelitarnej),recepção individual (em radiodifusão por satélite),individualni sprejem (v satelitski radiodifuziji),individuell mottagning,"个体接收, <卫星广播>"
725-12-44,community reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-44,استقبال جماعي,"Gemeinschaftsempfang, m",community reception,recepción colectivarecepción comunitaria,yhteisvastaanotto,"réception communautaire, fréception collective, f",ricezione comunitaria (in radiodiffusione via satellite),共同受信,공동 수신,odbiór zbiorowy,recepção colectivarecepção comunitária,skupinski sprejem,kollektiv mottagning,集体接收
725-12-45,direct distribution by satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-45,توزيع مباشر بالقمر الصناعي,"Verteilung über Satellit, f",direct distribution by satellite,distribución directa por satélite,suora satelliittijakelu,"distribution directe par satellite, f",distribuzione diretta via satellite,衛星直接分配,위성 직접 분배,rozdział bezpośredni przez satelitę,distribuição directa por satélite,neposredna satelitska distribucija,direktdistribution via satellit,卫星直接分配
725-12-46,indirect distribution by satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-12-46,توزيع غير مباشر  بالقمر الصناعي,"indirekte Verteilung über Satellit, f",indirect distribution by satellite,distribución indirecta por satélite,epäsuora satelliittijakelu,"distribution indirecte par satellite, f",distribuzione indiretta via satellite,衛星間接分配,위성 간접 배분,rozdział pośredni przez satelitę,distribuição indirecta por satélite,posredna satelitska distribucija,indirekt distribution via satellit,卫星间接分配
