term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
371-06-12,hybrid configuration (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-06-12,تشكيل ربط شامل,"Mischkonfiguration (in der Fernwirktechnik), fzusammengesetzte Konfiguration (in der Fernwirktechnik), f",hybrid configuration (in telecontrol) composite configuration  (in telecontrol),configuración compuesta (en telecontrol)configuración híbrida (en telecontrol),sekajärjestelmä,"réseau (de téléconduite) hybride, mconfiguration hybride, f",configurazione mista,混合型構成,"혼합 구성, <원격제어>",układ hybrydowy,configuração híbridarede (de telecontrolo) híbrida,mešana konfiguracija (pri daljinskem vodenju),hybridnät,"混合配置, <远动的>"
371-06-13,control centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-06-13,تشكيل مختلط (في التحكم عن بعد),"Netzleitstelle, f",control centre,centro de control,…..,"centre de conduite, m",centro di comando,制御所,제어 센터,centrum sterowania,centro de comandocentro de controlo,,saknas,控制中心
371-07-01,cyclic transmission (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-01,مركز تحكم,"zyklische Übertragung, f",cyclic transmission (in telecontrol),transmisión cíclica (en telecontrol),syklinen tiedonsiirto,transmission cyclique (en télécon­duite) f,trasmissione ciclica,巡回伝送,"순환 전송, <원격제어>",transmisja cykliczna (w sterowaniu zdalnym),transmissão cíclica (em telecontrolo),ciklični prenos (pri daljinskem vodenju),cyklisk överföring,"循环传输, <远动的>"
371-07-02,spontaneous transmssion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-02,نقل دوري,"spontane Übertragung, f",spontaneous transmssion,transmisión espontánea,spontaani tiedonsiirto,"transmission spontanée, f",trasmissione spontanea,突発伝送,자발 전송자연 전송,transmisja spontaniczna,transmissão espontânea,spontani prenos,spontan överföring,自发传输
371-07-03,transmission on demand,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-03,نقل عفوي,"Übertragung auf Abfrage, f",transmission on demand,transmisión a petición,tiedonsiirto pyydettäessä,"transmission dirigée, ftransmission à la demande, f",trasmissione a richiesta,オンデマンド伝送,주문형 전송,transmisja na żądanie,transmissão a pedido,prenos na zahtevo,begärd överföringavfrågad överföring,按请求传输
371-07-04,transmission with decision feedback,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-04,نقل حسب الطلب,"Übertragung mit Empfangsbestätigung, f",transmission with decision feedback,transmisión con confirmación,kuittauksen edellyttävä tiedonsiirto,"transmission avec accusé de réception, f",trasmissione con conferma di ricezione,判定帰還付き伝送,결정 되먹임 전송결정 피드백 전송,transmisja ze zwrotnym potwierdzeniem odbioru,transmissão com quitação,prenos s potrditvijo sprejema,överföring med kvittering,判决反馈传输
371-07-05,transmission with information feedback,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-05,ارسال بقرار إفادة مرتدة,"Echobetrieb, m",transmission with information feedback,transmisión con devolución para confirmación,palautteen antava tiedonsiirto,"transmission avec contrôle par retour, f",trasmissione con eco,情報フィードバック付き伝送,정보 되먹임 전송정보 피드백 전송,transmisja ze zwrotnym potwierdzeniem informacji,transmissão com controlo por retorno,prenos s povratno informacijo,överföring med dubbeltelegram,信息反馈传输
371-07-06,synchronous telecontrol transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-06,نقل مع تغذية معلومات مرتده,"synchrone Fernwirkübertragung, f",synchronous telecontrol transmission,sistema de telecontrol síncrono,synkroninen tiedonsiirto,"transmission de téléconduite synchrone, f",trasmissione di telecontrollo sincrona,同期遠隔制御伝送,동기 원격 제어 전송,system sterowania zdalnego synchroniczny system synchroniczny,transmissão de telecontrolo síncrona,sinhroni prenos pri daljinskem vodenju,synkron överföring,同步远动传输
371-07-07,start-stop telecontrol transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-07,ارسال متزامن للتحكم عن بعد,"Start-Stopp-Fernwirkübertragung, fasynchrone Fernwirkübertragung, f",start-stop telecontrol transmissionasynchronous telecontrol transmission,sistema de telecontrol asíncrono,asynkroninen tiedonsiirto,"transmission de téléconduite arythmique, ftransmission de téléconduite asynchrone, f",trasmissione di telecontrollo start-stoptrasmissione di telecontrollo asincrona,調歩式遠隔制御伝送,시작정지 원격 제어 전송,system sterowania zdalnego asynchroniczny system asynchroniczny,transmissão de telecontrolo assíncrona,start-stop prenos pri daljinskem vodenjuasinhroni prenos pri daljinskem vodenju,asynkron överföring,启停式远动传输异步远动传输
371-07-08,quiescent telecontrol system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-08,ارسال التحكم عن بعد في التشغيل والايقافنقل ( تشغيل - إيقاف )   تحكم عن بعد ارسال غير متزامن تحكم عن بعد,"Fernwirksystem mit Spontanbetrieb, n",quiescent telecontrol system,sistema de telecontrol en reposo,valmiustilainen kaukokäyttöjärjestelmä,"système de téléconduite déclenché, m",sistema di telecontrollo quiescente,休止遠隔制御システム,정지 원격 제어 시스템,system sterowania zdalnego w gotowości  system sterowania zdalnego na rozkaz,sistema de telecontrolo por transmissão espontâneasistema de telecontrolo quiscente,mirovalni sistem daljinskega vodenja,beredskapssystem,静态远动系统静态遥控系统
371-07-09,polling telecontrol system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-09,نظام تحكم عن بعد ساكن,"Abfrage-System, nFernwirksystem mit Sendeaufruf, n",polling telecontrol systeminterrogative telecontrol system,sistema de telecontrol con interrogación selectiva,kyselevä kaukokäyttöjärjestelmä,"système de téléconduite à interrogation sélective, m",sistema di telecontrollo a interrogazione,ポーリンング遠隔制御システム,폴링 원격 제어 시스템질문식 원격 제어 시스템,interaktywny system sterowaniasystem sterowania odpowiadający na żądanie,sistema de telecondução de interrogação selectiva,klicni sistem daljinskega vodenjapovpraševalni sistem daljinskega vodenja,avfrågningssystem,问答式远动系统查询式远动系统
371-07-10,channel selecting telecontrol system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-10,نظام تحكم عن بعد استجوابي,"Kanalwähler-System, n",channel selecting telecontrol systemcommon diagram telecontrol system,sistema de telecontrol de selección de canal,yhteyden muodostava kaukokäyttöjärjestelmä,"système de téléconduite à sélection de voie, msystème de téléconduite à schéma banalisé, m",sistema di telecontrollo a selezione di canale,選局遠隔制御システム,회선 선택 원격 제어 시스템공통도표 원격 제어 시스템,system wyboru kanału,sistema de telecontrolo por selecção de canalsistema de telecontrolo de diagrama comum,sistem daljinskega vodenja z izbiro kanala,kanalvalssystemsnurra,通道可选远动系统共用电路远动系统
371-07-11,digital pulse duration modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-07-11,نظام تحكم عن بعد باختيار القناة,"digitale Puls-Dauer-Modulation, fDPDM, Abkürzung",digital pulse duration modulationDPDM,modulación digital de la duración de los impulsos,digitaalinen pulssinkestomodulaatio,"modulation numérique d'impulsions en durée, f",modulazione digitale a durata di impulsi,デジタルパルス時間変調,디지털 펄스 지속 변조디지털 펄스폭 변조,modulacja cyfrowa długości impulsu,modulação digital de impulsos em duraçãomodulação numérica de impulsos em duração,digitalna impulznodol`inska modulacija,digital pulslängdsmodulering,数字脉宽调制
371-08-01,bit error rate (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-01,تعديل فترة النبضة الرقمية,"Bitfehlerquote, f",bit error rate (in telecontrol),tasa de error en los bits (en telecontrol),bittivirhesuhde,taux d'erreur sur les éléments binaires (en téléconduite) m,tasso d'errore sui bit,ビット誤り率,"비트 오류율, <원격제어>",stopa błędów elementowa (w sterowaniu zdalnym)stopa błędów pierwotna (w sterowaniu zdalnym),taxa de erros nos bits (em telecontrolo),stopnja bitne napake (pri daljinskem vodenju),bitfelsfrekvens,"比特差错率, <远动的>"
371-08-02,bit error probability (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-02,معدل الخطأ في وحدة المعلومات  ( في التحكم عن بعد ),"Bitfehlerwahrscheinlichkeit, f",bit error probability (in telecontrol),probabilidad de error en los bits (en telecontrol),bittivirhetodennäköisyys,probabilité d'erreurs sur les éléments binaires (en téléconduite) f,probabilità d'errore sui bit,ビット誤り率,"비트 오류 확률, <원격제어>",prawdopodobieństwo błędnego elementu (w sterowaniu zdalnym),probabilidade de erro nos bits (em telecontrolo),verjetnost bitne napake (pri daljinskem vodenju),bitfelssannolikhet,"比特差错概率, <远动的>"
371-08-03,block error rate (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-03,احتمالية الخطأ في وحدة المعلومات   ( في التحكم عن بعد ),"Blockfehlerquote, f",block error rate (in telecontrol),tasa de error en los bloques (en telecontrol),sanomavirhesuhde,taux d'erreur sur les blocs (en téléconduite) m,tasso d'errore sui blocchi,ブロック誤り率,"블록 오류율, <원격제어>",stopa błędów blokowa (w sterowaniu zdalnym),taxa de erro nos blocos (em telecontrolo),stopnja blokovne napake,blockfelsfrekvens,"块差错率, <远动的>"
371-08-04,block error probability (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-04,معدل خطأ المجموعة ( في التحكم عن بعد ),"Blockfehlerwahrscheinlichkeit, f",block error probability (in telecontrol),probabilidad de error en los bloques (en telecontrol),sanomavirhetodennäköisyys,probabilité d'erreurs sur les blocs (en téléconduite) f,probabilità d'errore sui blocchi,ブロック誤り率,"블록 오류 확률, <원격제어>",prawdopodobieństwo błędnego bloku (w sterowaniu zdalnym),probabilidade de erro nos blocos (em telecontrolo),verjetnost blokovne napake (pri daljinskem vodenju),blockfelssannolikhet,"块差错率概率, <远动的>"
371-08-05,residual error rate (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-05,احتمالية خطأ المجموعة ( في التحكم عن بعد ),"Restfehlerquote, f",residual error rate (in telecontrol),tasa de error residual (en telecontrol),jäännösvirhesuhde,taux d'erreur résiduelle (en téléconduite) m,tasso d'errore residuo,見逃し誤り率,"잔류 오류율, <원격제어>",stopa błędów wynikowa (w sterowaniu zdalnym),taxa de erro residual (em telecontrolo),stopnja neodkrite napake,kvarstående felfrekvens,"残留差错率, <远动的>"
371-08-06,residual error probability (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-06,معدل الخطأ المتبقي  ( في التحكم عن بعد ),"Restfehlerwahrscheinlichkeit, f",residual error probability (in telecontrol),probabilidad de error residual (en telecontrol),jäännösvirhetodennäköisyys,probabilité d'erreurs résiduelles (en téléconduite) f,probabilità d'errore residua,見逃し誤差率,"잔류 오류 확률, <원격제어>",prawdopodobieństwo błędów wynikowych,probabilidade de erros residuais (em telecontrolo),verjetnost neodkrite napake (pri daljinskem vodenju),kvarstående felsannolikhet,"残留差错概率, <远动的>"
371-08-07,rate of information loss (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-07,احتمالية الخطأ المتبقي   ( في التحكم عن بعد ),"Nachrichtenverlustquote, f",rate of information loss (in telecontrol),tasa de pérdida de información (en telecontrol),tiedon häviämissuhde,taux de perte d'information (en téléconduite) m,tasso di perdita d'informazione,情報損失率,"정보 손실율, <원격제어>",stopa strat informacji,taxa de perdas de informação (em telecontrolo),stopnja izgube informacije (pri daljinskem vodenju),meddelandeförlustfrekvens,"信息丢失率, <远动的>"
371-08-08,probability of information loss (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-08,معدل فقد المعلومات   ( في التحكم عن بعد ),"Wahrscheinlichkeit des Nachrichtenverlusts, f",probability of information loss (in telecontrol),probabilidad de pérdida de información (en telecontrol),tiedon häviämistodennäköisyys,probabilité de perte d'information (en téléconduite) f,probabilità di perdita d'informazione,情報損失率,"정보 손실 확률, <원격제어>",prawdopodobieństwo strat informacji,probabilidade de perda de informação (em telecontrolo),verjetnost izgube informacije (pri daljinskem vodenju),meddelandeförlustsannolikhet,"信息丢失概率, <远动的>"
371-08-09,rate of residual information loss (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-09,احتمالية فقد المعلومات المتبقية   ( في التحكم عن بعد ),"Nachrichten-Restverlustquote, f",rate of residual information loss (in telecontrol),tasa de pérdida residual de información (en telecontrol),jäännöstiedon häviämissuhde,taux de perte résiduelle d'information (en téléconduite) m,tasso di perdita d'informazione residuo,残差情報損失率,"잔류 정보 손실률, <원격제어>",stopa strat wynikowych informacji,taxa de perda residual de informação (em telecontrolo),stopnja neodkrite izgube informacije (pri daljinskem vodenju),kvarstående meddelandeförlustfrekvens,"信息丢失漏检率, <远动的>"
371-08-10,probability of residual information loss (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-10,معدل فقد المعلومات المتبقية  ( في التحكم عن بعد ),"Wahrscheinlichkeit des Nachrichten-Restverlusts, f",probability of residual information loss (in telecontrol),probabilidad de pérdida residual de información (en telecontrol),jäännöstiedon häviämistodennäköisyys,probabilité de perte résiduelle d'information (en téléconduite) f,probabilità di perdita d'informazione residua,残差情報損失率,"잔류 정보 손실 확률, <원격제어>",prawdopodobieństwo strat wynikowych informacji,probabilidade de perda residual de informação (em telecontrolo),verjetnost neodkrite izgube informacije (pri daljinskem vodenju),kvarstående meddelandeförlustsannolikhet,"信息丢失漏检概率, <远动的>"
371-08-11,information transfer rate (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-11,احتمالية فقد المعلومات المتبقية   ( في التحكم عن بعد ),"Datenübermittlungsrate, f",information transfer rate (in telecontrol),rapidez de transferencia de la información (en telecontrol),tiedonsiirtonopeus,cadence de transfert de l'information significative (en téléconduite) f,tasso di trasferimento dell'informazione,情報転送速度,"정보 전달 속도, 원격제어",szybkość przesyłu informacji (w sterowaniu zdalnym),cadência de transferência significativa de informação (em telecontrolo),informacijska prenosna hitrost (pri daljinskem vodenju),meddelandeöverföringshastighet,"信息传送率, <远动的>"
371-08-12,information transfer efficiency (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-12,معدل ارسال المعلومات ( في التحكم عن بعد ),"Effizienz der Nachrichtenübermittlung, f",information transfer efficiency (in telecontrol),eficiencia de transferencia de la información (en telecontrol),tiedonsiirron hyötysuhde,efficacité de transfert de l'information (en téléconduite) f,efficienza di trasferimento dell'informazione,情報転送効率,"정보 전달 효율, <원격제어>",sprawność przesyłu informacji (w sterowaniu zdalnym),eficiência de transferência de informação (em telecontrolo),informacijski prenosni izkoristek (pri daljinskem vodenju),meddelandeöverföringseffektivitet,"信息传送效率, <远动的>"
371-08-13,information capacity (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-13,كفاءة ارسال المعلومات ( في التحكم عن بعد ),"Nachrichtenkapazität (in der Fernwirktechnik), f",information capacity (in telecontrol),capacidad de información (en telecontrol),tiedonkäsittelykyky,capacité en informations (en téléconduite) f,capacità d'informazione,情報容量,"정보 용량, <원격제어>",pojemność informacyjna,capacidade de informação (em telecontrolo),informacijska zmogljivost (pri daljinskem vodenjuinformacijska kapaciteta (pri daljinskem vodenju),informationskapacitet,"信息容量, <远动的>"
371-08-14,overall response time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-14,سعة معلوماتية ( في التحكم عن بعد ),"Gesamtreaktionszeit (in der Fernwirktechnik), f",overall response time (in telecontrol),tiempo de respuesta total (en telecontrol),kokonaisvasteaika,temps de réponse total (en téléconduite) m,tempo di risposta totale,総応答時間,"총응답 시간, <원격제어>",czas odpowiedzi całkowity,tempo de resposta total (em telecontrolo),celotni odzivni čas (pri daljinskem vodenju),total svarstid,"总响应时间, <远动的>"
371-08-15,overall transfer time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-15,زمن كلي للاستجابة ( في التحكم عن بعد ),"Gesamtübermittlungszeit (in der Fernwirktechnik), f",overall transfer time (in telecontrol),tiempo de transferencia total (en telecontrol),kokonaissiirtoaika,temps de transfert total (en téléconduite) m,tempo di trasferimento totale,総転送時間,"총전달 시간, <원격제어>",czas przesyłu całkowity,tempo de transferência total (em telecontrolo),celotni prenosni čas (pri daljinskem vodenju),total överföringstid,"总传送时间, <远动的>"
371-08-16,telecontrol transfer time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-16,زمن كلي للإرسال,"Fernwirkübermittlungszeit, f",telecontrol transfer time,tiempo de transferencia del telecontrol,kaukokäytön siirtoaika,temps de transfert propre (en téléconduite) m,tempo di trasferimento del telecontrollo,往復伝送時間,원격 제어 전달 시간,czas przesyłu własny,tempo de transferência (em telecontrolo),prenosni čas daljinskega vodenja,systembetingad överföringstid,远动传送时间
371-08-17,maximum transfer time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-17,زمن الارسال عن بعد,"maximale Übermittlungszeit (in der Fernwirktechnik), f",maximum transfer time (in telecontrol),tiempo máximo de transferencia (en telecontrol),maksimisiirtoaika,temps maximal de transfert (en téléconduite) m,tempo massimo di trasferimento,最大転送時間,"최대 전달 시간, <원격제어>",czas przesyłu maksymalny,tempo máximo de transferência (em telecontrolo),najdaljši prenosni čas (pri daljinskem vodenju),maximal öveföringstid,"最长传送时间, <远动的>"
371-08-18,average transfer time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-18,زمن أقصى للارسال,"mittlere Übermittlungszeit (in der Fernwirktechnik), f",average transfer time (in telecontrol),tiempo medio de transferencia (en telecontrol),keskimääräinen siirtoaika,temps moyen de transfert (en téléconduite) m,tempo medio di trasferimento,平均転送時間,"평균 전달 시간, <원격제어>",czas przesyłu średni,tempo médio de transferência (em telecontrolo),povprečni prenosni čas (pri daljinskem vodenju),medelöverföringstid,"平均传送时间, <远动的>"
371-08-19,cyclic time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-19,معدل زمني للارسال,"Zykluszeit (in der Fernwirktechnik), f",cyclic time (in telecontrol),duración del ciclo (en telecontrol),jakson kestoaika,durée du cycle (en téléconduite) f,tempo di ciclo,巡回時間,"순회 시간, <원격제어>",czas trwania cyklu,duração do ciclo (em telecontrolo),cikelni čas (pri daljinskem vodenju)trajanje cikla (pri daljinskem vodenju),periodtid,"循环时间, <远动的>"
371-08-20,updating time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-20,زمن دوري,"Aktualisierungszeit (in der Fernwirktechnik), f",updating timerefresh time  (in telecontrol),tiempo de actualizacióntiempo de refresco,päivitysaika,"temps de mise à jour, mtemps de rafraîchissement  (en téléconduite) m",tempo di aggiornamento,"リフレッシュ時間, <遠隔制御における>",갱신 시간,czas zmiany stanu (w wyniku sterowania),tempo de actualização (em telecontrolo)tempo de refrescamento (em telecontrolo),obnavljalni čas (pri daljinskem vodenju)čas obnavljanja (pri daljinskem vodenju),uppdateringstid,更新时间刷新时间
371-08-21,start time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-21,زمن التحديث,"Anlaufzeit (in der Fernwirktechnik), f",start time (in telecontrol),tiempo de arranque (en telecontrol),käynnistymisaika,temps de démarrage (en téléconduite) m,tempo di partenza,起動時間,"개시 시간, 원격제어",czas rozruchu,tempo de arranque 8em telecontrolo),zagonski čas (pri daljinskem vodenju),starttid,"启动时间, <远动的>"
371-08-22,restart time (in telecontrol),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=371-08-22,زمن البدأ,"Wiederanlaufzeit (in der Fernwirktechnik), f",restart time (in telecontrol),tiempo de reposición (en telecontrol),uudelleenkäynnistymisaika,temps de redémarrage (en téléconduite) m,tempo di ripartenza,再起動時間,"재개시 시간, 원격제어",czas rozruchu poawaryjny,tempo de rearranque (em telecontrolo)Tempo de rearme (em telecontrolo),čas ponovnega zagona (pri daljinskem vodenju),återstart(nings)tid,"再启动时间, <远动的>"
