term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sr,sv,zh
466-05-13,phase-to-earth clearance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-05-13,خلوص بين الأرض والطور,"Mindestabstand zwischen Teilen unter Spannung und geerdeten Teilen, m",phase-to-earth clearance,distancia a masa,vapaa ilmaväli,"distance à la masse, f",distanza fase-terra,対地クリアランス,상 대지 간 이격 거리,фазаас газардуулсан хэсэг хүртэлх клиренс зайфазаас газардуулсан хэсэг хүртэлх агаарын тусгаарлах зай,luftavstand mellom fase og jord i mast,odległość od uziemionych części linii,distância à massa,"размак делова под напоном од уземљених делова, м јд",minsta avstånd fas-jord,相对地净距
466-05-14,clearance to obstacles,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-05-14,بعد عن العوائقخلوص,"Mindestabstand zu Objekten, m",clearance to obstacles,distancia a obstáculos,vähimmäisetäisyys johtoon kuulumattomista kohteista,"distance aux obstacles, f",distanza dagli ostacoli,工作物との離隔距離,안전 이격 거리,бартаа хүртэлх клиренс зайбартаа хүртэлх агаарын тусгаарлах зай,luftavstand til omgjevnader,odległość od obiektów,distância aos obstáculos,"размак од објекта, м јд",minsta avstånd till hinder,对障碍物的净距
466-05-15,phase-to-phase spacing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-05-15,مسافة بين طورين,"Leiterabstand, m",phase-to-phase spacing,distancia entre fases,vaiheväli,"distance entre phase, f",distanza tra fase e fase,相間クリアランス,상 간 거리,фаз хоорондын зай,faseavstand,odstęp międzyprzewodowy,distância entre fases,"размак између проводника, м јд",fasavstånd,相对相间距
466-05-16,angle of shade,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-05-16,زاوية الحماية,"Erdseilschutzwinkel, mBlitzschutzwinkel, m",angle of shadeshielding angle  (US),ángulo de protección (del cable de tierra),suojauskulma,"angle de protection, m",angolo di protezione,遮蔽角,차폐각,аянга хамгаалалтын өнцөг,vernevinkel,kąt ochrony odgromowej,ângulo de protecção,"угао заштите, м јд",skyddsvinkel,保护角
466-05-17,minimum angle of shade,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-05-17,زاوية الحماية الصغرى,"minimaler Schutzwinkel, mgeschützter Winkelbereich, m",minimum angle of shademinimum shielding angle  (US),ángulo mínimo de protección,vähimmäisuojauskulma,"angle minimal de protection, m",angolo minimo di protezione,最小遮蔽角,최소 차폐각,аянга хамгаалалтын хамгийн бага өнцөг,minimum vernevinkel,kąt minimalny ochrony odgromowej,ângulo mínimo de protecção,"најмањи угао заштите, м јд",minsta skyddsvinkel,最大保护角
466-06-01,support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-01,حامل خط هوائيدعامة خط هوائي,"Stützpunkt (einer Freileitung), mMast (einer Freileitung), m","supportstructure, <of an overhead line>",apoyo,pylväs,"support, <de ligne aérienne> m",sostegno (di linea aerea),支持物,지지부 지점지지물지주,тулгуур,"feste, oppheng (i stolpe)",konstrukcja wsporcza słup linii napowietrznejsłup,apoio (de linha aérea),"упориште, с јд",stolpe,杆塔
466-06-02,intermediate support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-02,دعامة وسطية,"Tragmast, m",intermediate supporttangent support  (deprecated),apoyo de alineación,kannatuspylväs,"support d'alignement, m",sostegno di rettifilo,中間支持物,중간 지지물,завсрын тулгуур,"mellomfeste, rettlinjefeste",słup przelotowy,apoio de alinhamento,"носеће упориште, с јд",raklinjestolpe,直线杆塔
466-06-03,angle support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-03,دعامة زاوية,"Winkelmast, m",angle support,apoyo de ángulo,kulmapylväs,"support d'angle, m",sostegno d'angolo,角度用支持物,지지물 각도,эргэлтийн анкер тулгуур,vinkelfeste,słup narożny dla dużych kątów odchylenia trasy,apoio de ângulo,"угаоно упориште, с јд",vinkelstolpe,转角杆塔
466-06-04,flying angle support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-04,حامل الزاوية الصغيرة,"Winkeltragmast, m",flying angle supportrunning angle support,apoyo de ángulo en suspensión,kulmakannatuspylväs,"support d'angle souple, m",sostegno d'angolo in sospensione,軽・中角度懸垂用支持物,지지물 운동각도,завсрын эргэлтийн тулгуур,vinkelavvik,słup narożny dla małych kątów odchylenia trasy,apoio de ângulo em suspensão,"угаоно носеће упориште, с јд",vinkelstolpe med hängkedjor,直线转角杆塔
466-06-05,tension support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-05,دعامة شد,"Abspannmast, m",tension supportangle supportstrain support  (US),apoyo de anclaje,kiristyspylväs,"support d'ancrage, m",sostegno di amarro,耐張用支持物,장하 지지물,анкер тулгуур,avspenningsfeste,słup mocny,apoio de amarração,"затезно упориште, с јд",avgränsningsstolpe,耐张杆塔
466-06-06,terminal support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-06,دعامة نهاية,"Endmast, m",terminal support,apoyo de fin de línea,päätepylvä,"support d'arrêt, m",sostegno di capolinea,引留用支持物,말단 지지물,төгсгөлийн тулгуур,endefeste,słup krańcowy,apoio de fim de linha,"крајње упориште, с јд",ändstolpe,终端杆塔
466-06-07,transposition support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-07,دعامة تبديل الأطوار,"Verdrillungsmast, m",transposition support,apoyo de trasposición,vuorottelupylväs,"support de transposition, msupport de permutation, m",sostegno di trasposizione,ねん架用支持物,자리 바꿈 지지물,сэлгэлтийн тулгуур,revolveringsfeste,słup przepleceniowy,apoio de transposição,"упориште за преплитање фаза, с јд",skruvstolpe,换位杆塔
466-06-08,stay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-08,شداد,"Abspannung, f",stayguy (US),tirante,harus,"hauban, m",strallo,支線,지선,татлага,"stag, bardun",odciąg,espia,"затега, ж јд",stag,拉线
466-06-09,stayed support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-09,دعامة مشدودة,"abgespannter Mast, m",stayed supportguyed support  (US),apoyo atirantado,harustettu pylväs,"support haubané, m",sostegno strallato,支線式支持物支線付き支持物,지선 지지물,татлагатай тулгуур,"bardunert feste, staga feste",słup z odciągami,apoio espiado,"упориште са затегом, с јд",stagad slope,拉线杆塔
466-06-10,self-supporting support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-06-10,دعامة مثبتة ذاتياً,"selbsttragender Mast, m",self-supporting support,apoyo autoportante,vapaasti seisova pylväs,"support autostable, m",sostegno autoportante,自立型支持物,자체 지지물,бие даан тогтдог тулгуур,sjølvberande feste,słup wolnostojący,apoio autossuportado,"самоносеће упориште, с јд",ostagad stolpe,自立杆塔
466-07-01,pole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-07-01,عمود,"einstieliger Mast, m",pole,poste,I-pylväs,"poteau, m",palo,柱、ポール,전주비계기둥극,дан хийцтэй тулгуур,stolpe,słup jednożerdziowy,poste,"једноструки стуб, м јдсамица, ж јдбандера, ж јд",stolpben,杆
466-07-02,portal support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-07-02,Hحامل شكل,"Portal, n","portal support""H"" pole""H"" frame  (US)","apoyo en ""H""pórtico",portaalipylväs,"portique, msupport en ""H"", m",portale - Sostegno ad H,門型支持物,포털 지지물,"""П"" хэлбэрийн тулгуур",portalstolpe,słup portalowysłup bramowy,apoio em Hpórtico,"портални стуб, м јд„Н”стуб, м јд",portalstolpe,H型杆
466-07-03,bracket,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-07-03,قوس – ذراع,"Befestigungsteil, nKonsole, f",bracket,palomilla,seinäkannatin,"potelet, m",palina,ブラケット横木・横板,브래킷받침,бэхэлгээкронштейн,veggbrakett,wysięgnik wsporczy wspornik,postalete,"конзола, ж јд",fäste,支架
466-07-04,"""A"" pole",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-07-04,Aعمود شكل,"A-Mast, m","""A"" pole""A"" frame  (US)","apoyo en ""A""",A-pylväs,"poteau en ""A"", m",palo ad A,A柱Ａ型柱,A형 전주,"""A"" хэлбэрийн тулгуур",A-stolpe,słup A,apoio em A,"„A”стуб, м јд",,A型杆塔
466-08-01,tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-01,برج,"mehrstieliger Mast, m",tower,torre,pylväs,"pylône, m",sostegno,塔,철탑,металл тулгуур,mast,słup wieżowy,torre,"стуб, м јд",stolpe,塔
466-08-02,lattice tower,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-02,برج شبكي,"Gittermast, m",lattice tower,torre de celosía,ristikkopylväs,"pylône à treillis, m",sostegno a tralicci,格子鉄塔,사다리형 탑,сараалжин металл тулгуур,"gittermast, fagverksmast",słup kratowy,torre reticulada,"решеткасти стуб, м јд",fackverksstolpe,格构式塔
466-08-03,bracing system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-03,نظام شبكي,"Diagonalausfachung, f",bracing systemlacing system,celosía,ristikkorakenne,"triangulation, f",tralicciatura,結構,버팀 장치,сараалжийн төрөл,fagverk,system zakratowania,triangulaçãoreticulação,"распоред штапова, м јдоблик испуне, м јд",diagonalvandring,腹杆系
466-08-04,single warren,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-04,ربط شبكي احادي,"Ausfachung mit Einfachdiagonalen, f",single warrensingle lacing,celosía sencilla,yksinkertainen diagonaalirakenne,"triangulation simple, f",tralicciatura semplice,シングルワーレン,싱글 워런단일 워런,дан гурвалжин сараалж,enkelt fagverk,zakratowanie pojedyncze,reticulação simples,"проста решеткаста испуна, ж јдједноструки распоред штапова, м јд",enkel diagonalvandring,单腹杆
466-08-05,double warren,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-05,ربط شبكي ثنائي,"Ausfachung mit gekreuzten Diagonalen, f",double warrendouble lacing,celosía doble,ristidiagonaalirakenne,"triangulation double, f",tralicciatura doppia,ダブルワーレン,더블 워런이중 워런,хос гурвалжин сараалж,dobbelt fagverk,zakratowanie podwójne,reticulação dupla,"испуна од укрштених дијагонала, ж јддвоструки распоред штапова, м јд",dubbel diagonalvandring,双腹杆
466-08-06,triple warren,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-06,ربط شبكي ثلاثي,"Ausfachung zweifach mit gekreuzten Diagonalen, f",triple warrentriple lacing,celosía triple,kolminkertainen diagonaalirakenne,"triangulation triple, f",tralicciatura tripla,トリプルワーレン,삼중 워런,гурвалсан гурвалжин сараалж,trippelt fagverk,zakratowanie potrójne,reticulação tripla,"двоструко укрштене дијагонале, ж мнтроструки распоред штапова, м јд",tredubbel diagonalvandring,三腹杆
466-08-07,K bracing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-07,ربط بشكل K,"K-Fachwerk, n",K bracingK panel,"celosía en ""K""",K-ristikkorakenne,"triangulation en K, f",tralicciatura a K,Ｋ結構Kトラス,케이 버팀대,К сараалж,K-fagverk,zakratowanie K,reticulação em K,"К-дијагонале са секундарном испуном, ж мнК-распоред штапова, м јд",K-fackverk,K形腹杆
466-08-08,double warren redundant support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-08,تركيبة عل شكل المعين,"Ausfachung mit gekreuzten Diagonalen und Sekundärfachwerk, f",double warren redundant supportdouble lacing redundant support,celosía doble con relleno,sidesauva-ristidiagonaalirakenne,"triangulation en losange, f",tralicciatura doppia con rompitratta,ダブルワーレン補助材,이중 워런 여유 지지대,хос гурвалжин шпренгель сараалж,,zakratowanie X,reticulação em losango,"укрштене дијагонале са секундарном испуном, ж мн",dubbel diagonalvandring med knäckavstyvning,有辅助杆件的双腹杆
466-08-09,top hamper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-09,رأس البرج,"Mastkopf, m",top hampersuper structure,cabeza de apoyo,latva,"tête de pylône, f",testa di sostegno,ベンド点上部,상부 족쇄,тулгуурын дээд хэсэг,mastoverdel,głowica słupa,cabeça da torre,"глава стуба, ж јд",överdel,塔头
466-08-10,earth wire peak,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-10,رأس سلك التأريض الأعلى,"Erdseilstütze, f",earth wire peakoverhead ground wire peak  (US),castillete o cuerno de cable de tierra,ukkosjohdinuloke,chevalet (de câble de garde) m,cimino di fune di guardia,地線腕金地線腕金ピーク部,지선 최고점지선 첨두,аянга хамгаалалтын утас бэхлэх хэсэгаянга хамгаалалтын трос бэхлэх хэсэг,topplinefeste,wieżyczka odgromowa,cabeçote (de cabo de guarda),"врх за заштитно уже, м јд",jordlinetopp,地线支架
466-08-11,beam gantry,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-11,عارضة,"Riegel eines Doppelleitungsmastes, m",beam gantrybridge girder,viga de cruceta,orsi,"poutre, ftraverse, f",trave; traversa,水平梁部,작업가대대들보,траверсийн дам нуруу хэсэггүүр,travers,poprzecznik belkowy,viga,"ригла, ж јд",regel,中横担
466-08-12,crossarm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-12,جناح,"Querträger, m",crossarm,cruceta,ulokeorsi,"console, f",mensola,腕金,가로대,хөндлөвч,"utliggjar, konsoll",poprzecznik wysięgnikowy,consola,"конзола ригле, ж јд",regelarm,横担
466-08-13,fork,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-13,شوكة على هيئة (K),"Gabel, fK-Rahmen, m","fork""K"" frame",horquilla,haarukka,"fourche, f",corno del delta,分岐部えぼし鉄のフォーク部,굽쇠,салаа хэсэг,gaffel,ramiona,forquilha,"ракља, ж јд",gaffel,曲臂
466-08-14,plan bracing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-14,إطار,"Querverband, m",plan bracingdiaphragm,encuadramiento,sisäkehä,"cadre, mceinture, f",crociera,水平材,평판 버팀대,хэвтээ сараалж,tverrforband,zakratowanie poprzeczne,quadro,"торзиони спрег, м јд",horisontalförband,横隔
466-08-15,tower body,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-15,جسم البرج,"Mastschaft, m",tower body,fuste o cuerpo,pylväsrunko,"fût (d'un pylône), m",tronco (di un sostegno); fusto (di un sostegno),塔体,탑 본체,металл тулгуурын их бие,mastestamme,trzon słupa,fuste (de uma torre),"труп стуба, м јдстабло стуба, с јд",stolpkropp,塔身
466-08-16,waist,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-16,وسط البرج,"Taille, <eines Mastes> f",waist,cintura,uuma,"corset, m",vita,ベンド点,허리,бүслүүр,midje,talia słupa,cintura,"струк, м јд",midja,平口
466-08-17,main bracing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-17,ربط رئيسي,"Hauptdiagonale, f",main bracing,diagonal (de una torre),diagonaali,"diagonale (d'un pylône), f",diagonale (di un sostegno); traliccio (di un sostegno),腹材,주 버팀목,үндсэн сараалжүндсэн ташуу холбоос,"stav, diagonal",zakratowanie główneukośnik,diagonal (de uma torre),"дијагонала, ж јд",diagonal,大腹杆
466-08-18,redundant bracings,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-18,شبكة البرج الثانوية,"Sekundärfachwerk, n",redundant bracingssecondary bracings,barras de relleno,sidesauvat,"treillis de contreflambage, mcroisillon, m",rompitratta,補助材,여재 버팀목,нэмэлт сараалжнэмэлт ташуу холбоос,sekundærfagverk,zakratowanie zerowe,barras de contraventamento,"помоћни штапови, м мнсекундарни штапови, м мн",knäckavstyvning,小腹杆
466-08-19,main leg,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-19,ساق (رجل ) رئيسية,"Eckstiel, m",main leg,montante,paarre,"membrure, fmontant, m",montante,主柱材,주각,үндсэн хөл,mastevange,krawężnik trzonu słupa,montante,"појасник, м јдглавни штап, м јд",ramstång,主材
466-08-20,leg slope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-20,ميل الساق ( الرجل ),"Eckstielneigung, f",leg slope,inclinación del montante,paarteen kaltevuus,"pente de membrure, ffruit, m",pendenza del montante,主柱材転び,주각 경사,хөлийн налуухөлийн налуугийн өнцөг,stigning,zbieżność trzonu,(ângulo de) jorramento (do montante)inclinação do montante,"нагиб појасника, м јд",benlutning,塔腿坡度
466-08-21,"node, <in overhead lines>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-21,عقدة,"Fachwerkknoten, m","node, <in overhead lines>panel point",nudo,nurkkapiste,"noeud, <en lignes aériennes> m",nodo,節点,"노드, <데이터 통신>",зангилаа,"knutepunkt, node",węzeł zakratowania,nó,"чвор, м јд",knutpunkt,节点
466-08-22,anti-climbing guard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-22,مانع التسلق,"Kletterschutz, mEinrichtung gegen unbefugtes Besteigen, f",anti-climbing guardanti-climbing device,antiescalo,kiipeämiseste,"défenses, f pl",parasalita,昇塔防止装置,방승 장치승주 방지 장치,авирахын эсрэг хамгаалалт,klatrehinder,zabezpieczenie przed wejściem na słup,protecção anti-escalada,"заштита против пењања, ж јд",klätterhinder,防爬装置
466-08-23,foot,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-23,قاعدة  البرج,"Mastfuß, m",footfooting,pata,tyvi,"pied du pylône, m",piede di sostegno,塔脚,발탑각,ул,mastefot,stopa węzeł łączący z fundamentem,perna da torre,"нога, ж јд",stolpfot,塔脚
466-08-24,hill-side extension,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-24,تطويل ساق البرج,"Schrägfußverlängerung, f",hill-side extensionleg extension,patas desiguales,tyven jatko-osa,"pied dissymétrique, m",zoppicatura,片継脚,탑각 확장 지지대,уулын налуугийн нэмэлтхөлийн нэмэлт,skråforlenging,konstrukcja wyrównawcza,perna desnivelada,"продужена нога, ж јд",stolpbensförlängning,加长腿
466-08-25,body extension,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-08-25,تطويل جسم البرج,"Mastverlängerung, f",body extension,suplemento,rungon jatko-osa,"tronçon de rallongement, m",tronco,継脚,본체 확장자,их биеийн нэмэлт,masteforlenging,podwyższenie słupa,troço de prolongamento,"продужење трупа, с јдпродужење стабла, с јд",stolpkroppsförlängning,塔身加长段
466-09-01,foundation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-01,قاعدة - أساس,"Gründung, f",foundation,cimentación,perustus,"fondation, f",fondazione,基礎,기초,суурь,fundament,fundament,fundação,"темељ, м јд",fundament,基础
466-09-02,block foundation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-02,أساس من قاعدة واحدة,"Einblockgründung, f",block foundation,cimentación monobloque,yhtenäisperustus,"fondation massive, ffondation monobloc, f",fondazione a blocco unico,ブロック基礎,블록 기초,цул суурь,blokkfundament,fundament blokowy,fundação monobloco,"блок темељ, м јд",blockfundament,整体基础
466-09-03,separate footing foundations,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-03,اساس ذو اقدام منفصلة,"aufgeteilte Gründung, f",separate footing foundations,cimentación de patas separadas,erillisperustus,"fondations à pieds séparés, f pl",fondazione a piedini separati,脚別基独立フーチング基礎,분할발 기초,салангид суурь,oppdelt fundament,fundament wielostopowy,fundações de pernas separadas,"рашчлањени темељи, м мн",separata fundament,分开式基础
466-09-04,pad and chimney foundation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-04,اساس الحصيرة والمدخنة,"Pilzgründung, f",pad and chimney foundationspread footing with pier  (US),cimentación de zapata y pilar,anturallinen pilariperustus,"fondations à dalle et cheminée, f pl",fondazione a platea e pilastrino,逆Ｔ字基礎,패드 및 굴뚝 기초,мөөг хэлбэрийн суурь,plate- og sjaktfundament,fundament wąskotrzonowy stopowy,fundação de sapata e chaminé,"темељ са стопом, м јд",fundament med platta och plint,现浇墩型基础
466-09-05,stub (of a support),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-05,وصلة تثبيت البرج,"Mastunterteil, n",stub (of a support),anclaje de la torre,paarreankkuri,"embase d'un support, f",montante di fondazione,主脚材基礎材,"그루터기, <지지물>","бэхэлгээний иш, <тулгуурын>",forankringsstuss,kotwa konstrukcji wsporczej,base (de uma torre),"анкер, м јд",,杆塔插入式主材
466-09-06,chimney (of a foundation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-06,جذع خرساني للقاعدةمدخنة الأساس,"Schaft, <einer Gründung> m",chimney (of a foundation)pier (of a foundation) (US),pilar (de una cimentación),pilari,cheminée (d'une fondation) f,pilastrino (di una fondazione),"柱体部, <基礎の>","굴뚝 모양, <기초>","тулаас, <суурийн>",sjakt,trzon fundamentutrzon słupek (fundamentu),chaminé (de uma fundação),"врат, <темеља> м јд",plint,基础立柱
466-09-07,muff,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-07,جلبة,"Fundamentkappe, f",muffreveal  (US),peana,pilarin pää,pointe de diamant (d'une fondation) f,punta di diamante (di una fondazione),天端,창틀,суурийн дээд хэсэг,kappe,piramidka opadowapiramidka,ponta de diamante (de uma fundação),"круна темеља, ж јд",plintöverdel,散水
466-09-08,pad (of a foundation) (US),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-08,حصيرة (للأساس),"Grundplatte, <einer Pilzgründung> f",pad (of a foundation) (US),zapata,antura,dalle (d'une fondation) fsemelle  (d'une fondation) f,piastra (di una fondazione); soletta (di una fondazione),"床板部, <基礎の>","기초 패드, <기초>, US","дэвсгэр хавтан, <суурийн>",utkraging,stopa (fundamentu),sapata (de uma fundação),"стопа, <темеља> ж јд",platta,垫层
466-09-09,excavation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-09,حفر,"Baugrube, f",excavation,hoyo,kaivanto,"fouille, f",scavo,掘削孔,굴착부굴착파내기,хүнхээлбуурь,grop,wykop,cabouco,"темељна јама, ж јд",schaktgrop,坑
466-09-10,backfill,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-10,ردم,"Aushub, m",backfill,relleno,täytemaa,"remblai, m",reinterro,埋め戻し,백필,буцааж дарсан хөрс,tilbakefylling,zasyp rodzimy (wykopu),enchimento,"испуна темељне јаме, ж јд",återfyllning,回填
466-09-11,imported backfill,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-11,ردم مستجلب,"zugeführtes Verfüllmaterial, n",imported backfill,relleno de aportación,vaihtotäytemaa,"remblai rapporté, m",materiale di riporto,搬入埋め戻し,보완 매립재,гаднын хөрс,gjenfylling med ikkje-opphavleg materiale,zasyp wykopu materiałem obcymzasyp materiałem obcym,enchimento de complemento,"посебна испуна темељне јаме, ж јд",återfyllning med icke ursprungligt material,换土回填
466-09-12,reinforcing rods (in a pad and chimney foundation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-12,قضبان تقوية,"Bewehrungsstäbe, <in einer Pilzgründung> m pl",reinforcing rods (in a pad and chimney foundation),varillas de armado,tartuntateräkset,épingles de renforcement (dans une fondation à dalle et cheminée) f pl,armatura (di una fondazione a piastra e pilastrino),"鉄筋, <逆Ｔ字基礎の>","강화봉, <패드 및 굴뚝 기초>보강봉, <패드 및 굴뚝 기초>","холболтын туйван, <мөөг хэлбэрийн суурийн>",armeringsjern,pręty zbrojeniowe w fundamencie wąskotrzonowym stopowympręty zbrojeniowe,armadura de reforço (numa fundação de sapata e chaminé),"арматура, ж јд",armeringsstål,加强筋
466-09-13,cleat (in a pad and chimney foundation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-13,حلقات تثبيت قضبان التسليح,"Knaggen, <in einer Pilzgründung> f pl",cleat (in a pad and chimney foundation),travesaños del anclaje,ankkuriripa,broche (dans une fondation à dalle et cheminée) f,squadretta (di una fondazione a piastra e pilastrino),"支圧板, <逆Ｔ字基礎の>","강횡목, <패드 및 굴뚝 기초>","бэхжүүлэх булан, <мөөг хэлбэрийн суурийн>",knast,żebra kotwy słupa,esquadro,"можданик, <у стопи или врату темеља> м јд",,楔
466-09-14,bell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-14,جرس – قطع سفلي,"unterstochenes Fundament, n",bellundercut,recueva,levityskaivannon levitys,"redan, m",sottosquadro,拡底掘削部,종,хүнхээлийн өргөсөлбуурины өргөсөл,,podcięcie w gruncie,unhaencaixe,"поткоп, м јд",underskuret schakt,掏挖
466-09-15,grillage foundation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-15,قاعدة شبكية,"Schwellengründung, f",grillage foundation,cimentación de parrilla,teräsristikkoperustus,"fondation à grille, f",fondazione a griglia,鋼材基礎グリレージ基礎,귀틀 지정 기초,торон суурь,plateanker,fundament rusztowy,fundação de grelha,"темељни роштиљ, м јд",stålbocksfundament,格栅式基础
466-09-16,pile foundation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-16,قاعدة ذات ركائز,"Pfahlgründung, f",pile foundation,pilote,paaluperustus,"fondation profonde, fpieu, m",fondazione profonda; palo di fondazione,杭基礎,파일 기초,гадсан суурь,bardunboltfeste,fundament palowy,estacafundação profunda,"шип, м јд",pålfundament,桩基础
466-09-17,driven pile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-17,ركيزة مدقوقة,"Rammpfahl, m",driven pile,pilote hincado,lyöntipaalu,"pieu battu, m",palo battuto,打ち込み杭,심타 파일,зоомол гадас,nedramma pæl,pal wbijany,estaca cravada,"побијени шип, м јд",slagen påle,打入桩
466-09-18,angered pile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-18,ركيزة محفورة,"Bohrpfahl, m",angered pilebored pile,pilote in situ,kaivinpaalu,"pieu foré, m",palo trivellato,場所打ち杭オーガー掘り杭,보링 파일,"өрөмдөж, цутгадаг гадас",støypt feste i utbora grop,pal wiercony,estaca moldada,"бушени шип, м јд",,灌注桩
466-09-19,pressure injected pile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-19,ركيزة محقونة بالضغط,"verpresster Bohrpfahl, m",pressure injected pile,pilote inyectado,injektiopaalu,"pieu injecté, m",palo gettato a pressione,圧入杭,압력 주입 파일,"өрөмдөж, даралттай цутгадаг гадас",trykkstøypt feste i utbora grop,pal betonowany ciśnieniowopal betonowany injekcyjnie,estaca injectada,"инјектирани шип, м јд",,压注桩
466-09-20,expanded pile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-20,ركيزة ممددة ذات قاعدة موسعة ( بصلية ),"erweiterter Pfahl, mPfahl mit Birne, munterschnittener Pfahl, mPfahl mit Fußverbreiterung, m",expanded pilebulb pile under-reamed pile,pilote con bulbo,anturapaalu,"pieu à bulbe, mpieu à patte d'éléphant, m",palo trivellato con bulbo o sottosquadro,拡大杭拡底杭,확장 파일,өргөсгөсөн гадас,ekspandert feste,pal o poszerzonej podstawie,estaca de bolbo,"шип са стопом, м јд",,扩孔桩
466-09-21,anchor rod,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-21,قضيب تثبيت,"Ankerstab, m",anchor rod,varilla de anclaje,harustanko,"tirant, mtige d'ancrage  (de haubans) f",tirante di ancoraggio (per stralli),アンカーロッド,앵커봉,бөхлөх туйван,stagtvinge,pręt kotwiący,tirante (de ancoramento),"анкер затеге, м јд",staglänk,拉线棒
466-09-22,anchor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=466-09-22,تثبيت,"Anker, m",anchor,anclaje,harusankkuri,"ancrage, m",amarro,アンカー,앵커 노드,бөхлөх цэг,"anker, forankring",zakotwienie,ancoramento,"анкерна плоча, ж јд",förankring,拉线盘
