term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,pl,pt,sl,sr,sv,zh
605-02-28,cable tunnel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-28,نفق الكابل (في محطة محولات),"Kabelstollen, m",cable tunnel,galeria de cables,kaapelitunneli,"galerie à câbles, f",galleria cavi,ケーブルトンネル,케이블 터널,кабель явуулах хонгил,tunel kablowy,galeria de cabos,kabelski rov,"кабловски тунел, м јд",kabeltunnel,电缆隧道
605-02-29,cable rack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-29,حامل الكابل,"Kabelpritsche, f",cable rack,bandeja de cables,kaapelihylly,"tablette à câbles, fchemin de câbles, m",passerella cavi,ケーブル架,케이블 걸이케이블 랙,кабелийн тавиур,półka kablowa,prateleira de cabos,kabelska polica,"кабловске полице, ж мн",kabelstege,电缆架
605-02-30,oil leakage sump,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-30,مجمّع الزيت المتسرّب,"Ölauffangwanne, f",oil leakage sump,foso de recogida de aceite,öljykuoppa,"fosse de récupération d'huile, f",fossa per l'olio,オイル漏れサンプ,누출유 저장소,гоожсон тос цуглуулагч,misa olejowa,fossa (de recolha) de óleo,oljna jama,"уљна јама, ж јд",oljegrop,泄油池
605-02-31,fire protection wall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-31,حائط حماية من الحريق,"Feuerschutzwand, f",fire protection wall,muro cortafuegopantalla cortafuego,paloseinä,"mur pare-feu, m",muro taglia fiamme,防火壁,화재 방호벽,галаас хамгаалах хана,ściana przeciwpożarowa,muro pára-fogos,protipožarna stena,"противпожарни зид, м јд",brandskyddsmur,防火墙
605-02-32,acoustic enclosure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-32,احاطة عازلة للصوت,"Geräuschschutzhülle, f",acoustic enclosure,recubrimiento de insonorización,melusuojus,"enceinte d'insonorisation, f",recinzione antimmore,防音エンクロージャ,방음용 밀폐함,дуу тусгаарлах хаалт,obudowa dźwiękochłonna,cobertura de insonorização,protihrupna zaščita,"кућиште за звучну изолацију, с јд",bullerskärm,消声外壳
605-02-33,earth circuit connector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-33,وصلة دارة التأريض,"Haupterdungsklemme, fHaupterdungsschiene, f",earth circuit connector,conector de circuitos de tierra,maadoituskisko,"raccord de circuit de terre, m",raccordo dei circuiti di terra,接地回路コネクタ,접지 회로 접속기,газардуулгын хэлхээ холбогч,szyna zaciskowa obwodów uziemiających,ligador de terra,ozemljitveni zbiralni vodnik,"проводник за коло уземљења, м јд",jordningsdon,接地回路连接器
605-02-34,substation control room,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-34,غرفة التحكم بمحطة محولات,"Wartenraum einer Station, m",substation control room,sala de control de una subestación,valvomosähköaseman valvomo,"salle de commande d'un poste, f",sala di comando di una stazione,変電所制御室,변전소 제어실,дэд станцын удирдлагын өрөө,nastawnia stacyjna,sala de controlo de um postosala de controle de um postosala de comando de um posto,prostor za vodenje postaje,"просторија за управљање постројењем, ж јд",kontrollrum,变电站控制室
605-02-35,substation telecontrol room,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-35,غرفة تحكم عن بعد لمحطة محولات,"Fernwirkraum einer Station, m",substation telecontrol room,sala de telecontrol de una subestación,kaukokäyttölaitehuone,"salle de téléconduite d'un poste, f",sala di telecomando di una stazione,変電所遠隔制御室,변전소 원격 제어실,дэд станцын зайн удирдлагын өрөө,pomieszczenie urządzeń telemechaniki pomieszczenie telemechaniki,sala de telecontrolo de um postosala de telecontrole de um postosala de telecomando de um posto,prostor za daljinsko vodenje postaje,"просторија за даљинско управљање постројењем, ж јд",telerum,变电站遥控室
605-02-36,substation relay room,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-36,غرفة المرحلات في محطة محولات,"Relaisraum einer Station, m",substation relay room,sala de relés de una subestación,relehuone,"salle de relayage d'un poste, f",sala relè di protezione di una stazione,配電盤室,변전소 계전기실,дэд станцын реле хамгаалалтын өрөө,pomieszczenie przekaźnikowe centralne,sala de relés de um posto,relejni prostor postaje,"просторија за релејну заштиту постројења, ж јд",relärum,变电站继电保护室
605-02-37,substation relay building,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-37,كشك المرحلات في محطة محولات,"Relaishäuschen, n",substation relay buildingsubstation relay kiosk,caseta de relés,relekoppirelekaappi,"bâtiment de relayage, m",cabina relè di protezione,変電所中継棟,변전소 계전기 건물,дэд станцын реле хамгаалалтын барилгадэд станцын реле хамгаалалтын цэг,kiosk przekaźnikowy,casa de relés,relejna hišica,"зграда за релејну заштиту постројења, ж јдрелејна кућица у постројењу, ж јд",reläkiosk,变电站继电保护小室
605-02-38,feeder circuit-breaker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-38,قاطع المغذي,"Leitungsschalter, m",feeder circuit-breaker,interruptor automático de línea,johtokatkaisija,"disjoncteur de ligne, m",interruttore di linea,配電線遮断機,급전선 차단기,гаргалга шугамын таслуур,wyłącznik liniowy,disjuntor de linha,daljnovodni odklopnik,"прекидач напојног вода, м јд",ledningsbrytare,馈线断路器
605-02-39,transformer circuit-breaker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-39,قاطع المحول,"Transformatorschalter, m",transformer circuit-breaker,interruptor automático de transformador,muuntajakatkaisija,"disjoncteur de transformateur, m",interruttore di trasformatore,変圧器遮断器,변압기 차단 장치,трансформаторын таслуур,wyłącznik transformatorowy,disjuntor de transformador,transformatorski odklopnik,"прекидач трансформатора, м јд",transformatorbrytare,变压器断路器
605-02-40,bus coupler circuit-breaker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-40,قاطع رابط القضبان,"Sammelschienen-Kuppelschalter, m",bus coupler circuit-breaker,interruptor automático de acoplamiento de barras,kiskokatkaisija,"disjoncteur de couplage de barres, m",interruttore di accoppiamento sbarre,母線結合遮断器,모선 결합 차단기,шин холбогч таслуур,wyłącznik sprzęgłowy,disjuntor inter-barras,medzbiralčni odklopnik,"прекидач за спајање сабирница, м јд",kopplingsbrytare,母联断路器
605-02-41,switched busbar circuit-breaker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-41,قاطع دارة لقضيب تجميع قابل للتجزئة,"Sammelschienen-Längsschalter, m",switched busbar circuit-breaker,interruptor automático de seccionamiento longitudinal de barras,kiskon pitkittäiskatkaisija,"disjoncteur de tronçonnement de barres, m",interruttore di divisione sbarre,開閉型母線バー遮断器,개폐 모선 차단기,секцийн таслуур,wyłącznik sekcjonujący,disjuntor de interrupção de barramentos,vzdolžni zbiralčni odklopnik,"прекидач који дели сабирницу, м јд",sektioneringsbrytare,母线转换断路器
605-02-42,selector switch disconnector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-42,سكينة اختيار التوصيل,"Sammelschienentrennschalter (bei Mehrfachsammelschienen), m",selector switch disconnector,seccionador selector de barras,kiskoerotin,"sectionneur d'aiguillage, m",sezionatore di smistamento,切替開閉器断路器,선택용 단로기,шинийн салгуур,odłącznik szynowy,seccionador (selector) de barramentos,zbiralčni ločilnik,"растављач сабирница, м јд",samlingsskenefrånskiljare,母线转换隔离开关
605-02-43,earthing switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-43,مفتاح تأريض,"Erdungsschalter, m",earthing switch,seccionador de puesta a tierra,maadoituserotin,"sectionneur de mise à la terre, m",sezionatore di (messa a) terra,接地開閉器,접지 개폐기,газардуулагч салгуургазардуулагч хутга,uziemnik,seccionador de (conexão à) terra,ozemljitveni ločilnik,"растављач за уземљење, м јд",jordningskopplare,接地开关
605-02-44,feeder disconnector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-44,سكينة مغذي,"Leitungstrennschalter, m",feeder disconnector,seccionador de línea,johtoerotin,"sectionneur de ligne, m",sezionatore di linea,断路器，線路開閉器,급전선 단로기,гаргалга шугамын салгуур,odłącznik liniowy,seccionador de (ligação à) terra,daljnovodni ločilnik,"растављач за напојни вод, м јд",ledningsfrånskiljare,馈线隔离开关
605-02-45,busbar section disconnector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-45,سكينة تجزئة قضبا التجميع,"Sammelschienen-Längstrennschalter, m",busbar section disconnector,seccionador de seccionamiento longitudinal de barras,kiskon pitkittäiserotin,"sectionneur de sectionnement de barres, m",sezionatore di divisione sbarre,母線バーセクション断路器,모선 부분 단로기,секцийн салгуур,odłącznik sekcjonujący,seccionador (longitudinal) de barramento,vzdolžni zbiralčni ločilnik,"растављач који раздваја сабирницу, м јд",sektioneringsfrånskiljare,母线段隔离开关
605-02-46,auxiliary transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-02-46,محوّل مساعد,"Eigenbedarfstransformator, m",auxiliary transformer,transformador auxiliar,omakäyttömuuntaja,"transformateur auxiliaire, m",trasformatore ausiliario,補助変圧器,보조 변압기,дотоод хэрэгцээний трансформатор,transformator potrzeb własnych,transformador auxiliar,transformator za lastno porabo,"трансформатор за сопствену потрошњу, м јд",lokaltransformator,站用变压器
605-03-01,control board,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-01,لوحة التحكم,"Steuertafel, f",control board,cuadro de control,ohjaustaulu,"tableau de conduite, m",quadro (banco) di comando,制御盤,제어반,удирдлагын самбар,tablica sterownicza,quadro de controloquadro de controlequadro de comando,komandna plošča,"управљачка табла, ж јд",kontrolltavla,控制屏
605-03-02,control desk,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-02,طاولة التحكم,"Steuerpult, n",control desk,pupitre de control,ohjauspulpetti,"pupitre de conduite, m",quadro (banco) di comando,操作卓,통제실,удирдлагын ширээ,pulpit sterowniczy,mesa de controlomesa de controlemesa de comando,komandni pult,"управљачки пулт, м јд",kontrollpulpet,控制台
605-03-03,mimic diagram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-03,مخطط تمثيلي حائطي,"Funktionsabbild, n",mimic diagramwall diagram,esquema sinóptico,kytkentätilakaavio,"schéma synoptique, mtableau synoptique, m",quadro sinottico,模擬図形,모의도,цахилгаан холболтын схем,schemat synoptycznytablica synoptyczna,esquema sinópticoquadro sinóptico,sinoptična plošča,"слепа шема, ж јд",symbolschema,模拟图
605-03-04,visual display unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-04,وحدة عرض مرئية,"Anzeigeeinheit, f",visual display unit,consola de visualización,näyttöyksikkö,"console de visualisation, f",quadro di visualizzazione,視覚的表示装置,영상현시장치,дүрсээр харуулах нэгж хэсэг,konsola wizualizacji,visualizadorterminal de visualização,prikazovalna enota,"јединица за визуелни приказ, ж јд",bildskärm,屏幕显示器
605-03-05,discrepancy switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-05,مفتاح تعارضي,"Quittierschalter, m",discrepancy switch,conmutador indicador de discordancia,kuittauskytkin,"commutateur à discordance, m",commutatore a discordanza,不一致開閉器,불일치 스위치,зөрүү заагч хэмжих хэрэгсэл,wskaźnik położenia łącznika wskaźnik niezgodności,comutador de discordância,potrdilno stikalo,"потврдна склопка, ж јд",lägesvisare,不对应开关
605-03-06,control discrepancy switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-06,مفتاح تحكم تعارضي,"Steuerquittierschalter, m",control discrepancy switch,conmutador de control de discordancia,ohjauskuittauskytkin,"commutateur de commande à discordance, m",commutatore di comando a discordanza,制御不一致開閉器,제어 불일치 스위치,удирдлагын функцтэй зөрүү заагчхяналтын хэмжүүр,sterownik ze wskaźnikiem niezgodności,comutador de comando e discordância,krmilno potrdilno stikalo,"командно-потврдна склопка, ж јд",manöverställare,控制用不对应开关
605-03-07,wiring (secondary wiring),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-07,اسلاك التوصيل الثانوية,"Verdrahtung, f",wiring (secondary wiring),cableado de control,johdotus,"filerie, f",cavetteria,配線,"배선, <2차 배선>포선, <2차 배선>전선, <2차 배선>",хоёрдогч хэлхээний утаснууд,oprzewodowanie,cablagem,ožičenje,"ожичење, с јд",kontrollkablar,二次接线
605-03-08,jumper board,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-08,لوحة توزيع الاسلاك,"Rangierverteiler, m",jumper board,panel de conexionado,ristikytkentäteline,"répartiteur de filerie, m",pannello di smistamento della cavetteria,ジャンパ盤,점퍼 반,холболтын самбар,krosownica,repartidor de cablagem,povezovalna plošča,"табла за преспајање помоћних кола, ж јд",korskopplingsskåp,端子排
605-03-09,dedicated low-voltage wiring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-09,أسلاك خاصة بالجهد المنخفض,"Feldverdrahtung, f",dedicated low-voltage wiring,cableado de una celda,kenttäkohtainen johdotuskennokohtainen johdotus,"tranche basse tension, f",sezione di cavetteria,低圧専用配線,저전압 전용 결선,нам хүчдэлийн утаснууд,obwody wtórne pola,cablagem de baixa tensão (de um painel),ožičenje polja,"нисконапонска кола одређене намене, с мн",fackbundna kablar,专用二次接线
605-03-10,inter-circuit wiring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-10,اسلاك بين الدوائر,…..,inter-circuit wiring,cableado de interconexión,kenttien välinen johdotuskennojen välinen johdotus,"liaison intertranches, f",coliegamento fra sezioni di cavetteria,回路間配線,회로 간 결선,хэлхээ хоорондын утаснууд,obwody wtórne międzypolowe,cablagem (de baixa tensão) entre painéis,ožičenje med polji,"електричне инсталације за повезивање кола одређене намене, ж мн",,回路间联结
605-03-11,auxiliary switchboard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-11,لوحة مفاتيح مساعدة,"Eigenbedarfsverteilung, f",auxiliary switchboard,cuadro de servicios auxiliares,apusähkökeskus,"tableau de distribution des services auxiliaires, m",quadro dei servizi ausiliari,補助配電盤,보조 개폐 기반,дотоод хэрэгцээний хуваарилах самбар,rozdzielnia potrzeb własnych,quadro dos serviços auxiliares,stikalna plošča za lastne potrebe,"разводна табла сопствене потрошње, ж јд",kontrolltavla för lokalkraft,站用配电屏
605-03-12,non-essential auxiliary circuits,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-12,دوائر مساعدة غير أساسية,"ungesicherter Eigenbedarf, m",non-essential auxiliary circuits,circuitos auxiliares no socorridos,varmentamaton omakäyttö,"circuits auxiliaires non secourus, m pl",circuiti ausiliari non essenziali,非本質的補助回路,비주요 보조 회로,дотоод хэрэгцээний үндсэн бус хэлхээнүүд,obwody nieautonomiczne potrzeb własnych,serviços auxiliares não socorridos,nenujni pomožni tokokrogi,"кола сопствене потрошње без резервног напајања, с мн",ofavoriserade system,非重要站用回路
605-03-13,essential auxiliary circuits,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-13,دوائر مساعدة أساسية,"gesicherter Eigenbedarf, m",essential auxiliary circuits,circuitos auxiliares socorridos,varmennettu omakäyttö,"circuits auxiliaires secourus, m pl",circuiti ausiliari essenziali,本質的補助回路,주요 보조 회로,дотоод хэрэгцээний үндсэн хэлхээнүүд,obwody autonomiczne potrzeb własnychobwody potrzeb własnych o bezprzerwowym zasilaniu,serviços auxiliares socorridos,nujni pomožni tokokrogi,"кола сопствене потрошње са резервним напајањем, с мн",favoriserade system,重要站用回路回
605-03-14,common battery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-14,بطارية عامة مشتركةنضيدة عامة مشتركة,"Zentralbatterie, f",common battery,batería de acumuladores central,yhteisakusto,"batterie d'accumulateurs centralisée, f",batteria d’accumulatori centralizzate,共用電池,공통 축전지,ерөнхий хэрэглээний цэнэг хураагуур,bateria akumulatorowa centralna,bateria (de acumuladores) comum,centralna akumulatorska baterija,"општа акумулаторска батерија, ж јд",stationsbatteri,共用蓄电池组
605-03-15,dedicated battery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=605-03-15,بطارية مخصصّة لاستخدام معيننضيدة مخصصّة لاستخدام معين,"Teilbereichsbatterie, f",dedicated battery,batería de acumuladores específica,laitteistokohtainen akusto,"batterie d'accumulateurs décentralisée, f",batteria d’accumulatori locale,専用電池,전용 축전지,тусгай зориулалтын цэнэг хураагуур,bateria akumulatorowa lokalna,bateria (de acumuladores) dedicada,namenska akumulatorska baterija,"локална акумулаторска батерија, ж јд",,专用蓄电池组
