term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
485-08-01,"fuel cell, <fuel cell technologies>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-01,"خلية الوقود, <تقنيات خلية الوقود>","Brennstoffzelle, <Brennstoffzellentechnik> f","fuel cell, <fuel cell technologies>","pila de combustible, fcelda de combustible, f","cellule élémentaire à combustible, <des technologies des piles à combustible> f","cella a combustibile, <tecnologie di celle a combustibile>","燃料電池, <燃料電池技術>","연료전지, <연료전지 기술>","ogniwo paliwowe, <technologia ogniw paliwowych> n","célula elementar de combustível, <tecnologias das pilhas de combustível>","燃料电池, <燃料电池技术>"
485-08-02,air-breathing fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-02,خلية وقود تستخدم هواء طبيعى,"luftatmende Brennstoffzelle, f",air-breathing fuel cell,"pila de combustible de cátodo abierto, f","pile à combustible à aspiration d'air, f",cella a combustibile a catodo apertocella a combustibile ad alimentazione passiva di aria,空気吸込式燃料電池,공기흡입형 연료전지,"ogniwo paliwowe z otaczającym powietrzem jako utleniaczem, n",pilha de combustível de aspiração de ar,自呼吸式燃料电池
485-08-03,alkaline fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-03,خلية وقود قلوية,"alkalische Brennstoffzelle, f",alkaline fuel cell,"pila de combustible alcalina, fAFC, f","pile à combustible alcaline, f",cella a combustibile alcalinacella alcalina,アルカリ形燃料電池,알칼리 연료전지,"ogniwo paliwowe z elektrolitem zasadowym, n",pilha de combustível alcalino,碱性燃料电池
485-08-04,direct fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-04,خلية وقود مباشرة,"Direkt-Brennstoffzelle, f",direct fuel cell,"pila de combustible directa, fDFC, f","pile à combustible direct, f",cella a combustibile diretto,ダイレクト燃料電池,직접 연료전지,"ogniwo paliwowe o zasilaniu bezpośrednim, n",pilha de combustível direto,直接燃料电池
485-08-05,direct methanol fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-05,خلية وقود ميثانول مباشرة,"Direktmethanol-Brennstoffzelle, fDMFC",direct methanol fuel cellDMFC,"pila de combustible de metanol directo, fDMFC, f","pile à combustible à méthanol direct, fDMFC, f",cella a combustibile a metanolo direttocella a metanolo diretto,ダイレクトメタノール燃料電池,직접메탄올 연료전지,"ogniwo paliwowe bezpośrednio zasilane metanolem, nDMFC",pilha de combustível direto de metanol,直接甲醇燃料电池DMFC
485-08-06,molten carbonate fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-06,خلية وقود كربونات منصهرة,"Schmelzkarbonat-Brennstoffzelle, fMCFC",molten carbonate fuel cellMCFC,"pila de combustible de carbonatos fundidos, fMCFC, f","pile à combustible à carbonates fondus, fMCFC, f",cella a combustibile a carbonati fusicella a carbonati fusi,溶融炭酸塩形燃料電池,용융탄산염 연료전지,"ogniwo paliwowe ze stopionym węglanem, nMCFC",pilha de combustível de carbonatos fundidos,熔融碳酸盐燃料电池MCFC
485-08-07,phosphoric acid fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-07,خلية وقود حمض فوسفوريك,"phosphorsaure Brennstoffzelle, fPAFC",phosphoric acid fuel cellPAFC,"pila de combustible de ácido fosfórico, fPAFC, f","pile à combustible à acide phosphorique, fPAFC, f",cella a combustibile ad acido fosforicocella ad acido fosforico,りん酸形燃料電池,인산형 연료전지,"ogniwo paliwowe z kwasem fosforowym, nPAFC",pilha de combustível a ácido fosfórico,磷酸燃料电池PAFC
485-08-08,polymer electrolyte fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-08,خلية وقود الكتروليت بوليمري,"Polymerelektrolyt-Brennstoffzelle, fPEFCProtonenaustauschmembran-Brennstoffzelle, fPEMFC",polymer electrolyte fuel cellPEFCproton exchange membrane fuel cellPEMFCsolid polymer fuel cellSPFC,"pila de combustible de electrolito polimérico. PEFC, fpila de combustible de membrana de intercambio protónico. PEMFC, f","pile à combustible à électrolyte polymère, fPEFC, fpile à combustible à membrane échangeuse de protons, fPEMFC, fpile à combustible à polymère solide, fSPFC, f",cella a combustibile ad elettrolita polimericocella ad elettrolita polimerico,固体高分子形燃料電池,고분자전해질 연료전지,"ogniwo paliwowe z elektrolitem polimerowym, nPEFC",pilha de combustível de eletrólito polimérico,聚合物电解质燃料电池PEFC
485-08-09,regenerative fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-09,خلية وقود إعادة توليدخلية وقود إسترجاعية,"regenerative Brennstoffzelle, f",regenerative fuel cellreversible fuel cell,"pila de combustible regenerativa, fpila de combustible reversible, f","pile à combustible régénérative, fpile à combustible réversible, f",cella a combustibile rigenerativacella a combustibile reversibile,再生形燃料電池,재생형 연료전지,"ogniwa paliwowe odnawialne, n plogniwa paliwowe odwracalne, n pl",pilha de combustível regenerativa,可再生燃料电池可逆的燃料电池
485-08-10,solid oxide fuel cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-08-10,خلية وقود أكسيد صلب,"Festoxid-Brennstoffzelle, fSOFC",solid oxide fuel cellSOFC,"pila de combustible de óxido sólido, fSOFC, f","pile à combustible à oxyde solide, fSOFC, f",cella a combustibile ad ossidi solidicella ad ossidi solidicella a combustibile con elettrolita ad ossidi solidi,固体酸化物形燃料電池,고체산화물 연료전지,"ogniwo paliwowe ze stałym tlenkiem, nSOFC",pilha de combustível de óxido sólido,固体氧化物燃料电池SOFC
485-09-01,fuel cell power system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-01,نظام قوى لخلية الوقود,"Brennstoffzellen-Energiesystem, n",fuel cell power system,"sistema de pila de combustible, m","système à pile à combustible, m",sistema di potenza a celle a combustibile,燃料電池発電システム,연료전지 전력시스템,"system zasilania oparty na ogniwach paliwowych, m",sistema de pilha de combustível,燃料电池发电系统
485-09-02,availability factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-02,معامل الإتاحية,"Verfügbarkeitsgrad, m",availability factor,"factor de disponibilidad, mtasa de disponibilidad, f","taux de disponibilité, m",tasso di disponibilità,稼働率,가용율,"współczynnik dyspozycyjności, m",fator de disponibilidade,可用因子
485-09-03,fuel cell module,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-03,وحدة خلية الوقود,"Brennstoffzellenmodul, n",fuel cell module,"módulo de pila de combustible, m","module à pile à combustible, m",modulo di celle a combustibile,燃料電池モジュール,연료전지 모듈,"moduł ogniwa paliwowego, m",módulo de pilha de combustível,燃料电池模块
485-09-04,balance of plant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-04,أنظمة مساعدة,"Anlagenperipherie, fBOP",balance of plant,"componentes auxiliares para equilibrado de planta, mcomponentes auxiliares, m","organes auxiliaires, m pl",sistemi ausiliariimpianti ausiliari,補機,"보조설비, <연료전지>비오피","uzupełniająca infrastruktura instalacji ogniwa, <nie obejmująca ogniwa paliwowego> f",órgãos auxiliares,辅助系统
485-09-05,humidifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-05,مرطب,"Befeuchter, m",humidifier,"humidificador, m","humidificateur, m",umidificatore,加湿器,가습기,"nawilżacz, m",humidificador,增湿器
485-09-06,humidification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-06,ترطيب,"Befeuchtung, f",humidification,"humidificación, f","humidification, f",umidificazione,加湿,가습,"nawilżanie, n",humidificação,增湿
485-09-07,air bleed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-07,حقن هواء,"Luftzumischung, f",air bleed,"inyección de aire, f","injection d'air, f",iniezione d'aria,エアブリード,공기 빼기,"wprowadzanie powietrza, n",injeção de ar,阳极注氧
485-09-08,parasitic load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-08,حمل طفيلى,"Eigenverbrauch, m",parasitic load,"carga parásita, fcorriente parásita, f","charge parasite, f",carico dei sistemi ausiliariconsumi degli ausiliari,補機動力,기생부하,"obciążenie pasożytnicze, n",carga parasita,寄生负载
485-09-09,fuelling coupler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-09,وصلة التزود بالوقود,"Tankanschluss, m",fuelling coupler,"conector de aprovisionamiento, m","connecteur d'approvisionnement, m","connettore di rifornimento, <per veicolo a celle a combustibile>dispositivo di erogazione, <per veicolo a celle a combustibile>",燃料充填カプラ,연료 결합기,"przyłącze do uzupełniania paliwa, n",conector de abastecimento,燃料加注耦合器
485-09-10,gas purge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-10,طرد الغاز,"Gasspülung, f",gas purge,"purga de gas, fpurga, f","purge du gaz, fpurge, f",spurgo del gas,ガスパージ,가스 퍼지,"oczyszczanie, <z gazu lub płynu> n",purga do gás,气体吹扫
485-09-11,reactant recirculation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-11,إعادة تدويرالمتفاعل,"Rezirkulation von Reaktanten, f",reactant recirculation,"recirculación del reactivo, f","recirculation du réactif, f",ricircolo del reagentereiniezione del reagente,反応物リサイクル,반응물 재순환,"obiekt substrakta reakcji chemicznej, <substancji wziętej do reakcji chemicznej> m",recirculação de reagente,反应物再循环
485-09-12,interface point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-12,نقطة ربط للقياس,"Messstellenpunkt, m",interface point,"punto de interfase, m","point d'interface, m",punto di interfacciapunto di misura,インタフェースポイント,계면점,"punkt graniczny, <systemu zasilania opartego na ogniwach paliwowych> m",ponto de interface,界面点
485-09-13,waste water,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-13,مياه الصرف,"Abwasser, n",waste water,"agua residual, m","eau résiduelle, f",acqua di scarico,廃水,폐수,"woda zużyta, fwoda nadmiarowa, f",águas residuais,废水
485-09-14,water separator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-14,فاصل الماء,"Wasserabscheider, m",water separator,"separador de agua, mcondensador de agua, m","séparateur d'eau, m",separatore d'acqua,気水分離器,수분 분리기,"separator wody, m",separador de água,水分分离器
485-09-15,"safeguarding, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-15,"نظام الحماية, <فى خلايا الوقود>","Schutzvorkehrung, <in Brennstoffzellen> f pl","safeguarding, <in fuel cells>","salvaguardia, f","sécurité, <des cellules élémentaires à combustible> fgarde-fou, <des cellules élémentaires à combustible> m","salvaguardia, <di celle a combustibile>","安全防護対策, <燃料電池における>","보호, <연료전지>","zabezpieczenia, n plfunkcje zabezpieczające, <systemów sterowania w ogniwach paliwowych> f pl","proteção, <das células elementares de combustível>","防护, <燃料电池中>"
485-09-16,"forced ventilation, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-16,"تهوية قسرية, <فى خلايا الوقود>","Zwangsbelüftung, <in Brennstoffzellen> f","forced ventilation, <in fuel cells>","ventilación forzada, f","ventilation forcée, <dans les cellules élémentaires à combustible> f","ventilazione forzata, <in celle a combustibile>ventilazione meccanica","強制換気, <燃料電池における>","강제 환기, <연료전지>강제 통풍","wentylacja wymuszona, <w ogniwach paliwowych> f","ventilação forçada, <das células elementares de combustível>","强制通风, <燃料电池中>"
485-09-17,natural ventilation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-17,تهوية طبيعية,"natürliche Belüftung, f",natural ventilation,"ventilación natural, f","ventilation naturelle, f",ventilazione naturale,自然換気,자연 환기자연 통풍,"wentylacja naturalna, f",ventilação natural,自然通风
485-09-18,fuel cell/battery hybrid system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-18,خلية الوقود/ نظام مختلط لبطارية,"Brennstoffzellen-Batterie-Hybridsystem, n",fuel cell/battery hybrid system,"sistema híbrido de pila de combustible/batería, m","système hybride à pile à combustible/batterie, m",sistema ibrido a celle a combustibile e batterie,燃料電池・二次電池ハイブリッドシステム,연료전지/배터리 하이브리드 시스템,"system hybrydowy ogniwo paliwowe/bateria, m",sistema híbrido de pilha de combustível/bateria,燃料电池/电池混合系统
485-09-19,fuel cell/gas turbine system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-19,خلية الوقود/ نظام تربينة غازيةخلية الوقود/ نظام مختلط لتربينة غازية,"Brennstoffzellen-Gasturbinensystem, nBrennstoffzellen-Gasturbinen-Hybridsystem, n",fuel cell/gas turbine systemfuel cell/gas turbine hybrid system,"sistema híbrido de pila de combustible/turbina de gas, m","système à pile à combustible/turbine à gaz, msystème hybride pile à combustible/turbine à gaz, m",sistema ibrido a celle a combustibile e turbogas,燃料電池・ガスタービンシステム,연료전지/가스터빈 시스템,"system ogniwo paliwowe/turbina gazowa, msystem hybrydowy ogniwo paliwowe/turbina gazowa, m",sistema de pilha de combustível/turbina de gás,燃料电池/燃气轮机系统燃料电池/燃气轮机混合系统
485-09-20,fuel cell cogeneration system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-20,نظام توليد مشترك لخلية الوقود,"Brennstoffzellen-Kraft-Wärme-Kopplungssystem, nBrennstoffzellen-KWK-System, n",fuel cell cogeneration system,"sistema de cogeneración de pila de combustible, m","système de cogénération à pile à combustible, m",sistema cogenerativo a celle a combustibile,燃料電池コジェネレーションシステム,연료전지 열병합 시스템,"kogeneracyjny system ogniw paliwowych, m",sistema de cogeneração de pilha de combustível,燃料电池热电联供系统
485-09-21,micro fuel cell power system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-21,نظام قوى لخلية وقود متناهية الصغر,"Mikrobrennstoffzellen-Energiesystem, n",micro fuel cell power system,"microsistema de pila de combustible, m","système à micro-pile à combustible, m",sistema di potenza a micro celle a combustibile,マイクロ燃料電池発電システム,초소형 연료전지 전력 시스템,"system zasilania z mikroogniw paliwowych z pojemnikiem paliwowym, m",sistema de micropilha de combustível,微型燃料电池发电系统
485-09-22,micro fuel cell power unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-22,وحدة قوى لخلية وقود متناهية الصغر,"Mikrobrennstoffzellen-Energieeinheit, n",micro fuel cell power unit,"micropila de combustible, f","bloc d'alimentation électrique de la micro-pile à combustible, m",unità di potenza a micro celle a combustibile,マイクロ燃料電池発電ユニット,초소형 연료전지,"system zasilania z mikroogniw paliwowych bez pojemnika paliwowego, m",bloco de alimentação elétrica da micropilha de combustível,微型燃料电池发电装置
485-09-23,portable fuel cell power system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-23,نظام قوى لخلية وقود متنقلة,"portables Brennstoffzellen-Energiesystem, ntragbares Brennstoffzellen-Energiesystem, n",portable fuel cell power system,"sistema portátil de pila de combustible, m","système à pile à combustible portable, m",sistema di potenza portatile a celle a combustibile,可搬形燃料電池発電システム,휴대용 연료전지 전력시스템,"przenośny system zasilania z mikroogniw paliwowych, m",sistema de pilha de combustível portátil,便携式燃料电池发电系统
485-09-24,stationary fuel cell power system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-24,نظام قوى لخلية وقود ثابتة,"stationäres Brennstoffzellen-Energiesystem, n",stationary fuel cell power system,"sistema estacionario de pila de combustible, m","système à pile à combustible stationnaire, m",sistema di potenza stazionario a celle a combustibile,定置用燃料電池発電システム,고정형 연료전지 전력시스템,"stacjonarny system zasilania z ogniw paliwowych, m",sistema de pilha de combustível estacionário,固定式燃料电池发电系统
485-09-25,fuel cell vehicle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-09-25,مركبة تعمل بخلية الوقود,"Brennstoffzellenfahrzeug, n",fuel cell vehicle,"vehículo de pila de combustible, m","véhicule à pile à combustible, m",veicolo a celle a combustibile,燃料電池車,연료전지 차,"pojazd zasilany ogniwem paliwowym, m",veículo movido a pilha de combustível,燃料电池车
485-10-01,efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-01,كفاءة,"Wirkungsgrad, m",efficiency,"rendimiento, meficiencia, f","rendement, m",rendimento,効率,효율,"sprawność, fwydajność, f",eficiência,效率
485-10-02,electric efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-02,كفاءة كهربية,"elektrischer Wirkungsgrad, m",electric efficiency,"rendimiento eléctrico, meficiencia eléctrica, f","rendement électrique, m",rendimento elettrico,発電効率,전기 효율,"sprawność wytwarzania energii elektrycznej, f",eficiência elétrica,电效率
485-10-03,exergetic efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-03,كفاءة صافية,"exergetischer Wirkungsgrad, m",exergetic efficiency,"rendimiento exergético, meficiencia exergética, f","rendement exergétique, m",rendimento exergetico complessivo,エクセルギー効率,엑서지 효율,"sprawność egzergetyczna, <stosunek energii na wyjściu systemu zasilania do egzergii substancji biorących udzial w reakcji> f",eficiência exergética,有效能㶲效率
485-10-04,heat recovery efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-04,كفاءة إسترجاع الحرارة,"Wirkungsgrad der Wärmerückgewinnung, m",heat recovery efficiency,"rendimiento de recuperación de energía térmica, meficiencia de la recuperación de energía térmica, f","rendement de l'énergie thermique récupérable, m",rendimento di recupero del calore,熱回収効率,열회수 효율,"efektywność odzyskania ciepła, f",eficiência da energia térmica recuperável,热回收效率
485-10-05,overall energy efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-05,كفاءة الطاقة الكليةكفاءة حرارية كلية,"Nutzungsgrad, mgesamter thermischer Wirkungsgrad, f",overall energy efficiencytotal thermal efficiency,"rendimiento energético global, meficiencia energética global, f","rendement énergétique global, mrendement thermique global, m",rendimento energetico complessivo,総合エネルギー効率,총 에너지 효율,"ogólna sprawność energetyczna, fcałkowita sprawność cieplna, f",eficiência energética global,总能量效率
485-10-06,overall exergy efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-10-06,كفاءة صافية كلية,"exergetischer Gesamtwirkungsgrad, m",overall exergy efficiency,"rendimiento exergético global, meficiencia exergética global, f","rendement exergétique global, m",rendimento exergetico complessivo,総合エクセルギー効率,총 엑서지 효율,"ogólna sprawność egzergetyczna, fogólna sprawność egzergi, f",eficiência exergética global,总有效能总㶲效率
485-11-01,constant current operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-01,تشغيل بتيار ثابت,"Konstantstrombetrieb, m",constant current operation,"operación a corriente constante, ffuncionamiento a corriente constante, m","fonctionnement à courant constant, m",funzionamento a corrente costante,定電流運転,정전류 작동,"praca stałoprądowa, <o stałym natężeniu prądu wyjściowego>f",funcionamento a corrente constante,恒电流运行
485-11-02,constant power operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-02,تشغيل بقدرة ثابتة,"Konstantleistungsbetrieb, m",constant power operation,"operación a potencia constante, ffuncionamiento a potencia constante, m","fonctionnement à puissance constante, m",funzionamento a potenza costante,定電力運転,정전력 작동,"praca ze stałą mocą, <na wyjściu> f",funcionamento a potência constante,恒功率运行
485-11-03,constant voltage operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-03,تشغيل بجهد ثابت,"Konstantspannungsbetrieb, m",constant voltage operation,"operación a voltaje constante, ffuncionamiento a voltaje constante, m","fonctionnement à tension constante, m",funzionamento a tensione costante,定電圧運転,정전압 작동,"praca stałonapięciowa, fpraca przy stałym napięciu, <na wyjściu> f",funcionamento a tensão constante,恒电压运行
485-11-04,full load operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-04,تشغيل بحمل كاملتشغيل بحمل اساسي,"Volllastbetrieb, m",full load operationbase load operation,"operación a plena carga, ffuncionamiento a plena carga, m","fonctionnement en pleine charge, mfonctionnement en charge de base, m",funzionamento a pieno carico,定格運転,전부하 작동,"praca przy obciążeniu pełnym, fpraca przy obciążeniu podstawowym, f",funcionamento em plena carga,满载运行基载运行
485-11-05,grid-connected operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-05,تشغيل متصل بالشبكة,"Netzparallelbetrieb, m",grid-connected operation,"operación conectado a la red, ffuncionamiento conectado a la red, m","fonctionnement connecté au réseau, m",funzionamento in parallelo alla retefunzionamento connesso alla rete di distribuzione,系統連系運転,계통연계 작동,"praca sieciowa, <przy włączeniu do sieci elektroenergetycznej> f",funcionamento ligado à rede,联网运行
485-11-06,grid-independent operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-06,تشغيل غير متصل بالشبكةتشغيل منعزل,"netzunabhängiger Betrieb, mInselbetrieb, m",grid-independent operationisolated operation,"operación independiente de la red o autónoma, ffuncionamiento desconectado de la red o autónomo, m","fonctionnement indépendamment du réseau, mfonctionnement isolé du réseau, m",funzionamento in isolafunzionamento non connesso alla rete di distribuzione,自立運転,계통독립 작동,"praca niezależna od sieci elektroenergetycznej, fpraca izolowana, f",funcionamento independente da rede,离网运行
485-11-07,load-following operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-07,تشغيل تابع للحمل,"Lastfolgebetrieb, m",load-following operation,"operación siguiendo la carga, ffuncionamiento siguiendo la carga, m","fonctionnement suivant la charge, m",funzionamento a inseguimento del carico,負荷追従運転,부하추종 작동,"praca sterowana przez obciążenie, f",funcionamento seguindo a carga,跟载运行
485-11-08,"conditioning, <related to cells and stacks>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-11-08,"تهيئة, <مرتبط بخلايا وحزم خلايا >الوقود","Konditionierung, <bezogen auf Zellen und Stapel> f","conditioning, <related to cells and stacks>","acondicionamiento, m","conditionnement, <relatif aux cellules et piles> m","condizionamento, <relativo a celle e pile a combustibile>","コンディショニング, <セルとスタックに関連する>",상태조절성질 변화,"przygotowanie wstępne, <w odniesieniu do ogniw i stosu ogniw> f","condicionamento, <relacionado com pilhas e blocos>","活化, <与电池和堆相关>"
485-12-01,"current density, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-12-01,"كثافة التيار, <في خلايا الوقود>","Stromdichte, <in Brennstoffzellen> f","current density, <in fuel cells>","densidad de corriente, f","courant surfacique, <piles à combustible> mdensité de courant, <piles à combustible> f","densità di corrente, <in celle a combustibile>","電流密度, <燃料電池における>","전류 밀도, <연료전지>","gęstość prądu, <w ogniwie paliwowym> f","corrente surfácica, <em pilhas de combustível>","电流密度, <燃料电池中>"
485-12-02,"rated current, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-12-02,"تيار مقنن, <في خلايا الوقود>","Bemessungsstrom, <in Brennstoffzellen> m","rated current, <in fuel cells>","corriente nominal, fcorriente asignada, f","courant assigné, <piles à combustible> m","corrente nominale, <in celle a combustibile>","定格電流, <燃料電池における>","정격 전류, <연료전지>","prąd znamionowy, < ogniwa paliwowego> m","corrente estipulado, <em pilhas de combustível>","额定电流, <燃料电池中>"
485-12-03,leakage current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-12-03,تيار تسرب,"Leckstrom, m",leakage current,"corriente de fuga, f","courant de fuite, m",corrente di dispersione,漏えい電流,누설 전류,"prąd upływu, m",corrente de fuga,泄漏电流
485-12-04,faradaic current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-12-04,تيار فارداى,"Faraday-Strom, m",faradaic current,"corriente faradáica, f","courant faradique, m",corrente faradica,ファラデー電流,페러데이 전류,"prąd faradajowski, m",corrente de farádica,法拉弟电流
485-13-01,"minimum voltage, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-13-01,"أدني جهد, <في خلايا الوقود>","Mindestspannung, <in Brennstoffzellen> f","minimum voltage, <in fuel cells>","voltaje mínimo, mtensión mínima, f","tension minimale, <piles à combustible> f","tensione minima, <in celle a combustibile>tensione minima di cella","最小電圧, <燃料電池における>","최소 전압, <연료전지>","napięcie minimalne, <ogniwa paliwowego> n","tensão mínima, <em pilhas de combustível>","最低电压, <燃料电池中>"
485-13-02,"open-circuit voltage, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-13-02,"جهد دائرة مفتوحة, <في خلايا الوقود>جهد اللا حمل","Leerlaufspannung, <in Brennstoffzellen> fQuellenspannung, <in Brennstoffzellen> fOCV","open-circuit voltage, <in fuel cells>OCVno-load voltage","voltaje a circuito abierto, mtensión a circuito abierto, f","tension en circuit ouvert, <piles à combustible> fOCV, ftension à vide, f","tensione a circuito aperto, <in celle a combustibile>","開回路電圧, <燃料電池における>","개회로 전압, <연료전지>개회로 전압","napięcie wyjściowe przy otwartym obwodzie, <przyłączonym do ogniwa paliwowego> nOCVnapięcie bez obciążenia, n","tensão em circuito aberto, <em pilhas de combustível>","开路电压, <燃料电池中>"
485-13-03,output voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-13-03,جهد خرج,"Ausgangsspannung, f",output voltage,"voltaje de salida, mtensión de salida, f","tension de sortie, f",tensione di uscita,出力電圧,출력 전압,"napięcie wyjściowe, n",tensão de saída,输出电压
485-14-01,gross power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-14-01,قدرة إجمالية,"Bruttoleistung, f",gross power,"potencia total, f","puissance brute, f",potenza lordapotenza generata,発電端出力,총 출력,"moc całkowita, f","potência bruta, <em pilhas de combustível>",毛功率
485-14-02,"minimum power, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-14-02,"أدني قدرة, <في خلايا الوقود>","Mindestleistung, <in Brennstoffzellen> f","minimum power, <in fuel cells>","potencia mínima, f","puissance minimale, <piles à combustible> f",potenza minima,"最小電力出力, <燃料電池における>",최소 출력,"moc minimalna, <ogniwa paliwowego> f","potência mínima, <em pilhas de combustível>","最低功率, <燃料电池中>"
485-14-03,net electric power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-14-03,صافى القدرة الكهربائية,"Nettoleistung, f",net electric power,"potencia eléctrica neta, f","puissance électrique nette, f",potenza elettrica netta,送電端出力正味電力出力,순전력,"energia elektryczna netto, <dostępna na wyjściu systemu zasilania opartego na ogniwach paliwowych> f","potência elétrica útil, <em pilhas de combustível>",净电功率
485-14-04,"rated power, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-14-04,"قدرة مقننة, <في خلايا الوقود>","Bemessungsleistung, <in Brennstoffzellen> f","rated power, <in fuel cells>","potencia nominal, fpotencia asignada, f","puissance assignée, <des piles à combustible> f","potenza nominale, <in celle a combustibile>","定格出力, <燃料電池における>定格電力出力",정격 출력,"moc znamionowa, <ogniwa paliwowego> f","potência estipulada, <em pilhas de combustível>","额定功率, <燃料电池中>"
485-14-05,"specific power, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-14-05,"قدرة نوعية, <في خلايا الوقود>","spezifische Leistung, <in Brennstoffzellen> f","specific power, <in fuel cells>","potencia específica, f","puissance spécifique, <des piles à combustible> f","potenza specifica, <in celle a combustibile>","出力密度, <燃料電池における>",비출력,"moc właściwa, <ogniwa paliwowego> f","potência específica, <em pilhas de combustível>","比功率, <燃料电池中>"
485-15-01,"polarization, <of a fuel cell>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-15-01,"إستقطاب, <في خلايا الوقود>إستقطاب خلية وقود","Polarisation, <einer Brennstoffzelle> fBrennstoffzellenpolarisation, f","polarization, <of a fuel cell>fuel cell polarization","polarización, fsobrepotencial, m","polarisation, <d'une pile à combustible> fpolarisation d'une pile à combustible, f","polarizzazione, <di una cella a combustibile>","分極, <燃料電池の>",분극편극,"polaryzacja, <ogniwa paliwowego> fpolaryzacja ogniwa paliwowego, f","polarização, <em pilhas de combustível>","极化, <燃料电池中>燃料电池极化"
